cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
4,1,2,12,10,0,10
5,1,2,12,10,0,10
6,1,2,12,10,0,10
8,1,2,12,10,0,10
9,1,2,12,10,0,10
10,1,2,12,10,0,10
12,2,3,13,10,0,10
15,2,3,13,10,0,10
16,2,3,13,10,0,10
2,1,4,14,10,0,10
3,1,4,14,10,0,10
7,1,4,14,10,0,10
11,1,4,14,10,0,10
13,2,4,14,10,0,10
17,3,4,14,10,0,10
20,3,4,14,10,0,10
18,3,5,15,10,0,10
22,3,5,15,10,0,10
24,3,5,15,10,0,10
26,3,5,15,10,0,10
31,4,5,15,10,0,10
25,3,6,16,10,0,10
21,3,7,17,10,0,10
23,3,7,17,10,0,10
30,4,7,17,10,0,10
33,6,7,17,10,0,10
34,6,7,17,10,0,10
19,3,8,18,10,0,10
32,6,8,18,10,0,10
35,6,8,18,10,0,10
37,8,9,19,10,0,10
40,8,9,19,10,0,10
42,8,9,19,10,0,10
43,8,9,19,10,0,10
44,8,9,19,10,0,10
46,8,9,19,10,0,10
47,8,9,19,10,0,10
45,8,10,20,10,0,10
48,8,11,21,10,0,10
50,10,11,21,10,0,10
51,10,11,21,10,0,10
56,10,11,21,10,0,10
14,2,12,22,10,0,10
39,8,12,22,10,0,10
49,10,12,22,10,0,10
54,10,12,22,10,0,10
58,11,12,22,10,0,10
60,12,13,23,10,0,10
52,10,14,24,10,0,10
53,10,14,24,10,0,10
57,10,14,24,10,0,10
62,13,14,24,10,0,10
63,13,14,24,10,0,10
64,13,14,24,10,0,10
67,13,14,24,10,0,10
61,12,15,25,10,0,10
70,14,15,25,10,0,10
65,13,16,26,10,0,10
75,15,16,26,10,0,10
74,15,17,27,10,0,10
76,15,17,27,10,0,10
77,16,17,27,10,0,10
78,16,17,27,10,0,10
38,8,18,28,10,0,10
41,8,18,28,10,0,10
59,11,18,28,10,0,10
66,13,19,29,10,0,10
71,14,19,29,10,0,10
82,18,19,29,10,0,10
83,18,19,29,10,0,10
36,7,20,30,10,0,10
81,18,20,30,10,0,10
86,19,20,30,10,0,10
87,19,20,30,10,0,10
89,19,20,30,10,0,10
94,19,20,30,10,0,10
95,19,20,30,10,0,10
96,19,20,30,10,0,10
79,16,21,31,10,0,10
93,19,21,31,10,0,10
97,19,21,31,10,0,10
90,19,21,32,11,1,11
91,19,21,32,11,1,11
100,21,22,32,10,0,10
73,15,23,33,10,0,10
80,17,22,33,11,1,11
88,19,22,33,11,1,11
98,21,23,33,10,0,10
85,19,22,34,12,2,12
92,19,22,34,12,2,12
55,10,25,37,12,2,12
101,25,28,38,10,0,10
