cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
3,0,1,11,10,0,10
5,0,1,11,10,0,10
6,0,1,11,10,0,10
7,0,1,11,10,0,10
1,0,2,12,10,0,10
4,0,2,12,10,0,10
8,0,2,12,10,0,10
9,0,2,12,10,0,10
11,1,2,12,10,0,10
13,1,2,12,10,0,10
0,0,3,13,10,0,10
12,1,3,13,10,0,10
14,1,3,13,10,0,10
10,1,4,14,10,0,10
2,0,6,16,10,0,10
17,6,8,18,10,0,10
23,8,9,19,10,0,10
28,9,10,20,10,0,10
31,9,10,20,10,0,10
32,9,10,20,10,0,10
26,9,11,21,10,0,10
29,9,11,21,10,0,10
33,10,11,21,10,0,10
34,10,11,21,10,0,10
18,6,12,22,10,0,10
22,8,12,22,10,0,10
38,11,12,22,10,0,10
39,11,12,22,10,0,10
27,9,13,23,10,0,10
30,9,13,23,10,0,10
41,13,14,24,10,0,10
42,13,14,24,10,0,10
43,13,14,24,10,0,10
36,10,15,25,10,0,10
45,14,15,25,10,0,10
35,10,16,26,10,0,10
47,15,16,26,10,0,10
49,15,16,26,10,0,10
51,16,17,27,10,0,10
52,16,17,27,10,0,10
54,16,17,27,10,0,10
55,16,17,27,10,0,10
57,16,17,27,10,0,10
58,16,17,27,10,0,10
59,16,17,27,10,0,10
62,16,17,27,10,0,10
46,14,18,28,10,0,10
53,16,18,28,10,0,10
60,16,18,28,10,0,10
63,17,18,28,10,0,10
64,17,18,28,10,0,10
66,17,18,28,10,0,10
67,17,18,28,10,0,10
70,17,18,28,10,0,10
71,17,18,28,10,0,10
21,8,19,29,10,0,10
56,16,19,29,10,0,10
75,18,19,29,10,0,10
68,17,20,30,10,0,10
72,18,20,30,10,0,10
73,18,20,30,10,0,10
76,18,20,30,10,0,10
69,17,21,31,10,0,10
48,15,22,32,10,0,10
61,16,21,32,11,1,11
19,7,23,35,12,2,12
74,18,26,36,10,0,10
82,24,27,37,10,0,10
83,24,27,37,10,0,10
77,19,28,38,10,0,10
65,17,29,39,10,0,10
84,28,29,39,10,0,10
