seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
15,0,0,,,hosted,0,-3.1353,15,25.629,1129,39,0.7778,0.6774,0.8627,11.9246,0.8333,0.634,0.8637,9.4199,0.0556,-0.0434,0.001,-2.5047,loss_familiarity,hosted,0,0,1,10,formed,5,0.7777777777777778,0.9375,0.8687698412698414,0.059732385888312756,0.6340355597346623,0.6774138251354863,0.6606292296483102,0.018606069046305088,0.813704603494984,0.8637136208860068,0.8371630658174316,0.02214139570584744,9.419899270909124,17.711510240684554,11.889714387398167,3.034086921539793,0,1,4,0,0,5,0,0,5,2,2,1,stability,familiarity,familiarity,200,none,144,65,0.007986,0.070608,0.008997,0.828271,0.0,0.219727,0.253997,0.539351,0.0,4.551884,3.060869,4.328686,-3.079609,-4.083369,-1.732143,-1.253187,25.472259,4,0.399056,0.999483,-3.135342,197,58,0.294416,0.475803,0.275646,0.370667,0.720817,0.53608,100,,,,
15,1,1,,,hosted,0,2.5574,17,50.9161,1753,39,1.0,0.678,0.8566,27.2811,0.9444,0.6471,0.835,15.5481,-0.0556,-0.0309,-0.0216,-11.7331,loss_familiarity,hosted,0,0,0,10,formed,5,0.9444444444444444,1.0,0.9888888888888889,0.022222222222222233,0.6253005286437541,0.6878271280221748,0.6545730616958502,0.024359637535129788,0.8350287032986263,0.8651678322499593,0.8477903622408343,0.011321619011818615,15.548055585772689,28.78895276133313,22.350007955206962,5.090774236331241,0,0,5,1,0,4,0,0,5,2,3,0,spread,familiarity,familiarity,200,MAD_DT_Normal,154,66,0.008333,0.077754,0.006071,1.655456,0.0,-0.036535,-1.160991,-0.579761,9.9982,4.674043,2.212798,1.991233,-19.992803,-4.302023,-2.657853,-1.55849,34.797397,5,0.266148,0.385062,2.557351,197,66,0.335025,0.366502,0.523138,0.237962,0.197772,0.507137,100,,,,
15,27,4,,,hosted,0,1.5095,18,35.4161,2151,39,1.0,0.6599,0.8614,15.2845,1.0,0.6625,0.8511,14.0224,0.0,0.0026,-0.0103,-1.2621,,hosted,1,1,1,11,formed,5,0.9333333333333333,1.0,0.9866666666666667,0.02666666666666666,0.6043820537651622,0.7329299958594773,0.6732847285898502,0.0440818718079808,0.8466077516062129,0.86141067278907,0.8547952894262405,0.005559802495681822,14.022389009642858,20.15218399253823,16.162508072947325,2.2357049650631544,0,0,5,1,1,3,0,0,5,1,2,2,spread,tie,familiarity,200,MAD_DT_Normal,155,62,0.005556,0.035101,0.006007,0.921893,0.0,0.194275,-1.098862,-1.107002,6.249297,3.783164,1.960192,3.365631,-9.089422,-4.322328,-3.749766,-1.730149,35.308976,5,0.281393,0.262557,1.509512,197,64,0.324873,0.345556,0.520364,0.253511,0.113354,0.494996,100,,,,
15,28,4,,,hosted,0,3.0436,18,41.3522,1800,39,1.0,0.6809,0.8518,15.9707,1.0,0.7169,0.8557,16.8379,0.0,0.0361,0.004,0.8672,,hosted,1,1,0,11,formed,5,1.0,1.0,1.0,0.0,0.6587651895106428,0.7169260264987055,0.6849490118929809,0.020576507014200707,0.8480156728422431,0.8557284471824972,0.8514573711839628,0.0025380093349895334,15.970680843386058,24.209472170559543,19.310444879114332,3.075117730245787,0,0,5,0,0,5,0,0,5,2,2,1,social,familiarity,familiarity,200,none,153,76,0.011438,0.022726,0.005273,0.71606,0.0,-0.095621,0.638927,-0.262486,3.061065,3.213168,2.253403,1.440295,-3.614236,-3.859728,-3.667377,-1.204985,33.975296,5,0.287392,0.553965,3.043585,197,65,0.329949,0.426509,0.55206,0.259194,0.36847,0.526313,100,,,,
15,29,4,36,,ghost,3,1.4926,14,57.9665,1674,36,1.0,0.6641,0.858,20.0537,1.0,0.64,0.8231,24.3394,0.0,-0.0241,-0.0349,4.2856,gain_familiarity,hosted,1,1,0,11,formed,5,0.9333333333333333,1.0,0.9866666666666667,0.02666666666666666,0.6400256268747292,0.7320063913744366,0.6801930827061987,0.03060581824734657,0.8230546015092852,0.8658154897520179,0.8512840469377,0.014822537696778102,19.583455314904093,24.339379706521864,21.371715135785514,1.7261259112632432,0,0,5,0,0,5,0,0,5,1,2,2,spread,familiarity,familiarity,170,both,133,56,0.006667,0.043494,0.006522,1.524958,9.9985,0.042243,-0.567614,0.977908,9.9985,6.143823,2.710508,2.680546,-19.994002,-2.968279,-2.063392,-1.737971,33.885481,5,0.286044,0.586108,1.492568,167,42,0.251497,0.416921,0.513647,0.258827,0.37156,0.52365,100,,,,
15,36,7,20,30,reaped,10,-0.9515,1,30.3605,90,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
15,55,10,25,37,reaped,12,0.9344,5,9.6388,168,25,0.2,0.6997,0.8241,15.8227,0.2,0.6903,0.7556,5.815,0.0,-0.0094,-0.0685,-10.0077,loss_familiarity,hosted,2,2,2,12,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
15,68,14,,,hosted,0,-1.6827,17,36.429,1964,39,0.9444,0.6764,0.8551,22.242,0.9444,0.6808,0.8462,13.4277,0.0,0.0044,-0.0089,-8.8142,loss_familiarity,hosted,1,1,1,11,formed,5,0.9333333333333333,1.0,0.9519444444444444,0.024400212506664166,0.6293912344776805,0.7017793481636405,0.6656563190853649,0.026931684581611624,0.8460687790751349,0.8550893523521844,0.8487490173091672,0.0033076983933688917,13.427713526992823,22.24195646558022,17.300468053347664,2.935134443288859,0,0,5,0,0,5,0,0,5,1,3,1,spread,familiarity,familiarity,200,MAD_DT_Normal,151,58,0.016646,0.02026,0.004506,1.504728,0.0,-1.022382,-0.260357,-0.999654,5.010012,2.246221,1.785211,3.764818,-3.642319,-1.777896,-1.910938,-1.482136,33.390418,5,0.284649,0.875779,-1.682747,197,45,0.228426,0.498426,0.56056,0.256639,0.672847,0.50366,100,,,,
15,69,14,,,hosted,0,-0.2646,18,48.4771,1909,39,1.0,0.6937,0.8638,17.8711,1.0,0.6308,0.8422,21.185,0.0,-0.0629,-0.0216,3.3139,gain_familiarity,hosted,1,1,2,11,formed,5,0.9333333333333333,1.0,0.9741666666666667,0.03166666666666666,0.6308039078098282,0.7051137181626955,0.665663950886658,0.029508370173854173,0.8150511682794825,0.874719419909476,0.8512485161392751,0.020909842695649942,16.77877011060975,36.63235147268653,22.928521830808414,7.138608300754585,0,0,5,0,0,5,0,0,5,2,2,1,spread,familiarity,familiarity,200,both,147,68,0.008681,0.034458,0.004326,1.177669,0.0,0.079241,-3.25157,-0.394211,17.641766,6.16306,1.360329,2.494916,-9.089422,-4.747723,-3.25157,-1.57125,34.079771,5,0.240086,0.69823,-0.264574,197,63,0.319797,0.446528,0.566049,0.211392,0.514143,0.494529,100,,,,
15,72,15,,,hosted,0,-0.1634,18,69.5538,1648,39,1.0,0.6242,0.8463,16.2539,1.0,0.6288,0.8594,20.2603,0.0,0.0046,0.0131,4.0063,gain_familiarity,hosted,1,1,4,11,formed,5,0.9333333333333333,1.0,0.9741666666666667,0.03166666666666666,0.6209629720398891,0.6636695188829212,0.6396338843874583,0.01856047339399268,0.8185634635188667,0.8714577205165651,0.847037400658332,0.01798700676307398,12.60508689398639,21.748597406322574,17.8162274705291,3.1997273497937484,0,0,5,0,0,5,0,0,5,2,3,0,spread,familiarity,familiarity,200,MAD_DT_Normal,150,58,0.00864,0.041032,0.007244,1.233623,0.0,-0.143608,0.664954,1.58537,5.010012,3.987109,2.016337,3.199975,-6.266697,-3.852793,-2.910594,-1.666295,32.81705,5,0.342239,0.960186,-0.163448,197,43,0.218274,0.527066,0.55389,0.314722,0.761487,0.478164,100,,,,
15,73,15,23,33,reaped,10,0.6682,6,15.7447,137,23,0.24,0.6691,0.8058,7.6226,0.24,0.7152,0.7572,3.9888,0.0,0.0461,-0.0486,-3.6338,loss_familiarity,hosted,0,0,4,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
