cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
0,0,2,12,10,0,10
5,1,2,12,10,0,10
2,1,3,13,10,0,10
3,1,3,13,10,0,10
4,1,3,13,10,0,10
7,1,3,13,10,0,10
10,3,4,14,10,0,10
11,4,5,15,10,0,10
12,4,5,15,10,0,10
18,4,5,15,10,0,10
20,4,5,15,10,0,10
16,4,6,16,10,0,10
22,5,6,16,10,0,10
15,4,7,17,10,0,10
27,6,7,17,10,0,10
29,6,7,17,10,0,10
30,6,7,17,10,0,10
9,3,8,18,10,0,10
26,6,8,18,10,0,10
24,5,9,19,10,0,10
32,8,9,19,10,0,10
28,6,10,20,10,0,10
33,9,10,20,10,0,10
35,9,10,20,10,0,10
36,9,10,20,10,0,10
37,9,10,20,10,0,10
38,9,10,20,10,0,10
40,9,10,20,10,0,10
42,9,10,20,10,0,10
43,9,10,20,10,0,10
13,4,11,21,10,0,10
21,5,11,21,10,0,10
41,9,11,21,10,0,10
44,9,11,21,10,0,10
45,9,11,21,10,0,10
34,9,12,22,10,0,10
49,10,12,22,10,0,10
53,11,12,22,10,0,10
57,11,12,22,10,0,10
58,11,12,22,10,0,10
59,11,12,22,10,0,10
19,4,13,23,10,0,10
63,12,13,23,10,0,10
65,12,13,23,10,0,10
66,12,13,23,10,0,10
67,12,13,23,10,0,10
50,10,14,24,10,0,10
55,11,14,24,10,0,10
61,12,14,24,10,0,10
31,8,15,25,10,0,10
62,12,15,25,10,0,10
64,12,15,25,10,0,10
69,13,15,25,10,0,10
71,14,15,25,10,0,10
73,14,15,25,10,0,10
6,1,16,26,10,0,10
46,9,16,26,10,0,10
48,10,16,26,10,0,10
14,4,17,27,10,0,10
39,9,17,27,10,0,10
54,11,17,27,10,0,10
77,16,17,27,10,0,10
81,16,17,27,10,0,10
25,6,18,28,10,0,10
78,16,18,28,10,0,10
83,17,18,28,10,0,10
85,17,18,28,10,0,10
80,16,19,29,10,0,10
88,18,19,29,10,0,10
89,18,19,29,10,0,10
93,18,19,29,10,0,10
94,18,19,29,10,0,10
84,17,20,30,10,0,10
97,19,20,30,10,0,10
98,19,20,30,10,0,10
99,19,20,30,10,0,10
60,12,21,31,10,0,10
87,18,21,31,10,0,10
91,18,21,31,10,0,10
100,20,21,31,10,0,10
68,13,22,32,10,0,10
72,14,22,32,10,0,10
96,19,22,32,10,0,10
82,17,23,33,10,0,10
92,18,23,33,10,0,10
51,10,24,34,10,0,10
56,11,25,35,10,0,10
86,18,25,35,10,0,10
79,16,28,38,10,0,10
95,19,29,39,10,0,10
