cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
0,0,1,11,10,0,10
5,0,1,11,10,0,10
1,0,2,12,10,0,10
6,0,3,13,10,0,10
7,0,3,13,10,0,10
9,1,3,13,10,0,10
10,1,3,13,10,0,10
14,2,3,13,10,0,10
2,0,4,14,10,0,10
13,2,4,14,10,0,10
18,2,4,14,10,0,10
20,3,4,14,10,0,10
3,0,5,15,10,0,10
12,2,5,15,10,0,10
15,2,5,15,10,0,10
17,2,6,16,10,0,10
8,1,7,17,10,0,10
19,3,7,17,10,0,10
26,7,8,18,10,0,10
29,7,8,18,10,0,10
30,7,8,18,10,0,10
31,7,8,18,10,0,10
32,7,8,18,10,0,10
23,6,9,19,10,0,10
28,7,9,19,10,0,10
27,7,10,20,10,0,10
33,7,10,20,10,0,10
38,9,10,20,10,0,10
16,2,11,21,10,0,10
37,9,11,21,10,0,10
39,9,12,22,10,0,10
42,11,12,22,10,0,10
4,0,13,23,10,0,10
41,11,13,23,10,0,10
43,12,13,23,10,0,10
44,12,13,23,10,0,10
48,12,13,23,10,0,10
49,12,13,23,10,0,10
50,12,13,23,10,0,10
24,6,14,24,10,0,10
46,12,14,24,10,0,10
47,12,15,25,10,0,10
52,13,16,26,10,0,10
54,14,16,26,10,0,10
57,15,16,26,10,0,10
62,15,16,26,10,0,10
53,14,17,27,10,0,10
55,15,17,27,10,0,10
59,15,17,27,10,0,10
65,16,17,27,10,0,10
56,15,18,28,10,0,10
60,15,18,28,10,0,10
66,16,18,28,10,0,10
70,17,18,28,10,0,10
71,17,18,28,10,0,10
73,17,18,28,10,0,10
45,12,19,29,10,0,10
58,15,19,29,10,0,10
63,15,19,29,10,0,10
64,16,19,29,10,0,10
68,17,19,29,10,0,10
72,17,19,29,10,0,10
78,19,20,30,10,0,10
79,19,20,30,10,0,10
81,19,20,30,10,0,10
85,19,20,30,10,0,10
82,19,21,31,10,0,10
87,20,21,31,10,0,10
84,19,21,32,11,1,11
75,18,22,33,11,1,11
80,19,23,33,10,0,10
77,19,22,34,12,2,12
61,15,24,35,11,1,11
83,19,24,35,11,1,11
74,17,28,38,10,0,10
86,20,28,38,10,0,10
67,17,28,39,11,1,11
