seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
15,0,0,24,34,reaped,10,-3.1353,18,41.6625,1131,24,0.6538,0.6745,0.833,8.798,0.6667,0.726,0.8441,10.5406,0.0128,0.0515,0.011,1.7426,,hosted,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
15,1,1,,,hosted,0,2.5574,17,81.7335,1463,39,0.9,0.6523,0.8557,19.1547,0.7727,0.6663,0.8312,16.4295,-0.1273,0.014,-0.0245,-2.7252,loss_social|loss_familiarity,hosted,0,0,1,10,formed,5,0.7727272727272727,1.0,0.9258498023715415,0.08491406560579723,0.6159903475913822,0.6663080205179507,0.6430720708276858,0.01826900680832771,0.8311843423380758,0.8842471308288298,0.8526709940212072,0.017745921192393394,15.032271029311826,19.154731240972225,17.14804950397222,1.4060921559315498,0,1,4,0,0,5,0,0,5,2,2,1,spread,familiarity,familiarity,200,MAD_DT_Normal,157,73,0.023817,0.070353,0.005904,1.211475,0.0,-0.035977,-1.015898,-0.095636,3.059798,4.652589,1.51261,3.137123,-3.927192,-2.661002,-2.615116,-2.034674,34.797397,5,0.266148,0.385062,2.557351,197,60,0.304569,0.36747,0.53996,0.238079,0.202131,0.48971,50,,,,
15,27,4,,,hosted,0,1.5095,20,81.7335,1917,39,0.9,0.6828,0.8701,26.3585,0.9091,0.6679,0.8513,19.6285,0.0091,-0.0149,-0.0188,-6.73,loss_familiarity,hosted,0,0,4,10,formed,5,0.9,0.9523809523809523,0.9249030679465461,0.02188939085413325,0.6233014437766498,0.6828249880802965,0.6544688494693942,0.02005961048988289,0.8408834331475892,0.8700741178126425,0.8563035344095017,0.009768640798600382,14.05448801284715,26.358486067307535,19.251505824104306,4.007443550446363,0,0,5,0,0,5,0,0,5,3,2,0,spread,familiarity,familiarity,200,MAD_DT_Normal,159,63,0.023135,0.038257,0.004295,1.483185,-1.964648,0.316454,-0.398265,1.434256,4.357325,4.384081,1.69221,2.438094,-4.841649,-2.555126,-2.024649,-2.10371,35.308976,5,0.281393,0.262557,1.509512,197,75,0.380711,0.340691,0.511628,0.252853,0.108339,0.489946,50,,,,
15,28,4,,,hosted,0,3.0436,19,46.9556,1750,39,0.95,0.6523,0.8423,14.6514,0.8636,0.6175,0.8601,18.6477,-0.0864,-0.0348,0.0178,3.9963,gain_familiarity,hosted,3,3,1,13,formed,5,0.8636363636363636,0.95,0.9162883493318276,0.03221357009681403,0.6175333242592654,0.6909603622878877,0.6500553357188004,0.025579108186388037,0.8363913349803813,0.8712382311680726,0.8516254858913628,0.012554084590205301,14.651384665746221,19.268985436726755,17.534145622668348,1.6581947085066693,0,0,5,0,0,5,0,0,5,1,2,2,spread,familiarity,familiarity,200,MAD_DT_Normal,160,72,0.026948,0.053401,0.007826,1.128335,0.0,-0.021466,-1.430925,0.158838,4.117308,5.836822,4.3015,4.826504,-5.492633,-4.244214,-3.325485,-1.771239,33.975296,5,0.287392,0.553965,3.043585,197,66,0.335025,0.405392,0.526207,0.259247,0.334405,0.501708,50,,,,
15,29,4,,,hosted,0,1.4926,18,36.2543,1636,39,0.8,0.7229,0.8612,19.2885,0.8182,0.6857,0.8496,14.7333,0.0182,-0.0372,-0.0116,-4.5551,loss_familiarity,hosted,1,1,3,11,formed,5,0.8,0.9,0.8402823263692829,0.035108645222525055,0.6098890316698297,0.7229201219514079,0.672034463517024,0.03663906745765314,0.837277685535861,0.8611865685038045,0.84729055387361,0.008244321898584232,12.166648259219935,19.288453548324362,14.350492848996975,2.625883365307694,0,0,5,0,0,5,0,0,5,1,2,2,spread,familiarity,familiarity,200,MAD_DT_Normal,158,60,0.016344,0.022563,0.00341,1.079782,0.0,-0.75313,1.705369,-1.42381,3.798678,2.586108,1.730308,3.370979,-5.160888,-2.160244,-3.401733,-1.951348,33.885481,5,0.286044,0.586108,1.492568,197,49,0.248731,0.425439,0.567524,0.258633,0.391716,0.483882,50,,,,
15,36,7,20,30,reaped,10,-0.9515,1,30.3605,90,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
15,55,10,22,33,reaped,11,0.9344,3,37.6886,162,22,0.0435,0.6444,0.788,28.024,0.1154,0.7254,0.7551,23.4311,0.0719,0.081,-0.0329,-4.5929,loss_familiarity,hosted,1,1,1,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
15,68,14,38,,ghost,1,-1.6827,18,48.0793,1806,38,0.95,0.6336,0.855,13.9357,0.9,0.6599,0.8376,14.479,-0.05,0.0263,-0.0174,0.5432,,hosted,3,3,1,13,formed,5,0.9,0.9523809523809523,0.9249030679465461,0.02188939085413325,0.6253235253073207,0.68657130114299,0.6507325374726489,0.02151116251770279,0.837629217988715,0.856309750515384,0.8470741852575779,0.007369208422736782,9.226878439986743,14.478970786983874,12.395356970462524,1.9535238117642943,0,0,5,0,0,5,0,0,5,1,0,4,spread,familiarity,none,190,MAD_DT_Normal,137,62,0.016905,0.053024,0.006662,0.824782,0.0,0.276603,-1.540464,0.833306,5.475561,6.663567,2.164619,1.966613,-7.076397,-3.632375,-1.890044,-1.486159,33.390418,5,0.284649,0.875779,-1.682747,187,41,0.219251,0.490044,0.519587,0.256181,0.670069,0.514341,50,,,,
15,69,14,,,hosted,0,-0.2646,22,36.7852,1919,39,1.0,0.7435,0.8633,18.9151,1.0,0.6657,0.8483,12.9655,0.0,-0.0778,-0.015,-5.9496,loss_familiarity,hosted,1,1,2,11,formed,5,1.0,1.0,1.0,0.0,0.6355440628579234,0.743511988901878,0.6896147849292389,0.04514776327961198,0.8361776038842472,0.8754890293992332,0.8569773643714796,0.013504015895630354,12.965463532399324,18.915068889891145,15.684079061833007,2.6167311820686954,0,0,5,1,1,3,0,0,5,2,2,1,social,familiarity,familiarity,200,MAD_DT_Normal,143,65,0.004762,0.026571,0.004775,0.885202,0.0,0.050132,-1.770203,-1.305448,4.999475,3.810244,1.920504,4.685616,-6.665733,-2.829972,-1.93851,-2.670173,34.079771,5,0.240086,0.69823,-0.264574,197,66,0.335025,0.433179,0.530693,0.211527,0.490312,0.500184,50,,,,
15,72,15,,,hosted,0,-0.1634,21,40.258,1134,39,0.95,0.6669,0.8359,8.5747,0.9545,0.7192,0.8687,11.4558,0.0045,0.0524,0.0329,2.8812,gain_familiarity,hosted,1,1,4,11,formed,5,0.8571428571428571,1.0,0.9436420101637493,0.046869015445415,0.6159591662432928,0.7192311713311038,0.6603760707312629,0.03402451214778682,0.7873840900515616,0.8687290216386242,0.8313459120135853,0.026809515967436148,8.57465853822756,11.679206604231878,9.976179110333595,1.3425332437040893,1,0,4,0,0,5,0,0,5,1,1,3,spread,tie,familiarity,200,MAD_DT_Normal,157,64,0.011797,0.039306,0.010936,0.832157,0.0,0.14823,-0.162459,-1.405441,3.454472,8.430764,2.602577,3.635809,-3.799681,-3.09285,-1.702168,-1.546957,32.81705,5,0.342239,0.960186,-0.163448,197,49,0.248731,0.473632,0.37652,0.314287,0.712121,0.491601,50,,,,
