cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
3,0,1,11,10,0,10
4,0,1,11,10,0,10
5,0,1,11,10,0,10
6,0,1,11,10,0,10
7,0,1,11,10,0,10
8,1,2,12,10,0,10
10,1,2,12,10,0,10
11,1,2,12,10,0,10
0,0,3,13,10,0,10
12,2,3,13,10,0,10
15,2,3,13,10,0,10
17,2,3,13,10,0,10
2,0,4,14,10,0,10
13,2,4,14,10,0,10
19,3,5,15,10,0,10
22,4,5,15,10,0,10
24,4,5,15,10,0,10
1,0,6,16,10,0,10
25,4,6,16,10,0,10
16,2,7,17,10,0,10
18,2,7,17,10,0,10
21,4,7,17,10,0,10
23,4,7,17,10,0,10
27,6,7,17,10,0,10
28,6,8,18,10,0,10
37,7,8,18,10,0,10
38,7,8,18,10,0,10
35,7,9,19,10,0,10
39,7,9,19,10,0,10
20,4,10,20,10,0,10
36,7,10,20,10,0,10
41,9,10,20,10,0,10
26,5,11,21,10,0,10
30,7,11,21,10,0,10
42,9,11,21,10,0,10
44,9,11,21,10,0,10
14,2,14,24,10,0,10
45,11,14,24,10,0,10
46,13,14,24,10,0,10
47,13,14,24,10,0,10
50,13,14,24,10,0,10
51,13,14,24,10,0,10
43,9,15,25,10,0,10
48,13,15,25,10,0,10
54,14,15,25,10,0,10
55,14,15,25,10,0,10
58,14,15,25,10,0,10
59,14,15,25,10,0,10
60,14,15,25,10,0,10
61,14,16,26,10,0,10
62,15,16,26,10,0,10
64,15,16,26,10,0,10
65,15,16,26,10,0,10
67,16,17,27,10,0,10
57,14,18,28,10,0,10
68,16,18,28,10,0,10
69,16,18,28,10,0,10
66,15,19,29,10,0,10
75,18,19,29,10,0,10
77,18,19,29,10,0,10
78,18,19,29,10,0,10
79,18,19,29,10,0,10
53,13,20,30,10,0,10
81,19,20,30,10,0,10
82,19,20,30,10,0,10
52,13,21,31,10,0,10
49,13,23,33,10,0,10
74,17,22,33,11,1,11
56,14,24,34,10,0,10
76,18,25,35,10,0,10
84,20,26,37,11,1,11
