seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
1,14,2,,,hosted,0,-2.7144,21,37.9222,533,39,0.7308,0.7058,0.8356,10.6935,0.84,0.7203,0.8232,8.8739,0.1092,0.0144,-0.0124,-1.8196,gain_social,hosted,1,1,2,11,formed,5,0.6296296296296297,0.84,0.7328205128205127,0.06888616943960647,0.5966979428497884,0.720251573955579,0.6748159526404173,0.04388996126016732,0.7836703783053377,0.8355778711645797,0.8113484119032991,0.017658401906190894,3.1552614048202825,10.693507041168843,7.442830473893968,2.724841786756315,1,0,4,1,0,4,0,0,5,2,2,1,spread,familiarity,familiarity,200,MAD_DT_Normal,147,66,0.013615,0.039947,0.007287,0.883749,0.0,0.245307,-1.052614,-1.177819,3.376338,4.660425,1.799866,4.350314,-2.652885,-2.838695,-1.867096,-1.503875,25.54826,4,0.371829,0.986238,-2.714394,197,58,0.294416,0.406068,0.144965,0.343507,0.65196,0.483839,50,,,,
1,20,5,,,hosted,0,-1.1967,24,500.0,1037,39,1.0,0.7341,0.8474,29.4837,0.96,0.7009,0.8367,33.8604,-0.04,-0.0332,-0.0107,4.3766,gain_familiarity,hosted,1,1,2,11,formed,5,0.8148148148148148,1.0,0.9173333333333333,0.07109505991685793,0.6635894209268822,0.7341300349315787,0.6939459339438878,0.023773236124658915,0.8169933320343521,0.8474033368706981,0.8316552449976253,0.010243528732149282,27.553344854945998,33.860353468724334,30.403562857762516,2.05038438505198,1,0,4,0,0,5,0,0,5,2,2,1,spread,familiarity,familiarity,200,MAD_DT_Normal,160,62,0.013692,0.036009,0.006411,0.790027,-2.921135,-0.117097,1.429829,0.398905,3.42076,5.401107,1.937152,3.562972,-3.310973,-4.023006,-3.573251,-1.607519,25.633524,4,0.354651,0.967248,-1.196699,197,60,0.304569,0.47449,0.314603,0.326671,0.717981,0.538706,50,,,,
1,24,7,22,33,reaped,11,-2.6359,2,29.2859,168,22,0.0,0.6149,0.8215,0.0,0.0952,0.7082,0.7441,16.6209,0.0952,0.0934,-0.0774,16.6209,gain_familiarity,hosted,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
1,30,8,29,39,reaped,10,0.3311,15,34.8722,132,29,0.4333,0.7188,0.7843,8.5264,0.5,0.6692,0.7538,5.9074,0.0667,-0.0495,-0.0305,-2.6189,loss_familiarity,hosted,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
1,34,10,21,31,reaped,10,-2.6179,3,20.3024,156,21,0.2222,0.7047,0.8726,31.8445,0.1875,0.68,0.7538,14.5696,-0.0347,-0.0247,-0.1188,-17.2749,loss_spread|loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
1,35,10,25,35,reaped,10,2.327,8,30.7889,130,25,0.2593,0.6761,0.7921,5.2679,0.2857,0.6789,0.7591,5.5426,0.0265,0.0028,-0.033,0.2747,,hosted,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
1,43,12,23,33,reaped,10,2.7829,7,16.6141,120,23,0.1905,0.7004,0.7368,9.7705,0.28,0.6685,0.7809,5.4455,0.0895,-0.0319,0.0441,-4.325,loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
1,52,14,23,34,reaped,11,2.1559,12,432.4677,384,23,0.4762,0.6644,0.7877,43.8206,0.48,0.7062,0.7845,47.9504,0.0038,0.0418,-0.0032,4.1297,gain_familiarity,hosted,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
1,58,15,,,hosted,0,0.6994,25,85.1874,1917,39,0.8846,0.6808,0.8684,22.6792,1.0,0.6259,0.8496,23.7558,0.1154,-0.0549,-0.0188,1.0767,gain_social,hosted,4,4,2,14,formed,5,0.88,1.0,0.9307008547008546,0.04595750718633383,0.625878378204134,0.6983155938872633,0.657896182381164,0.02847129360779081,0.8367492519217057,0.8727340335540044,0.8582621213643478,0.013270532939372066,12.426502498165446,23.755832870892963,17.935194439183263,4.538642693671866,1,0,4,0,0,5,0,0,5,2,1,2,spread,familiarity,familiarity,200,none,144,66,0.018462,0.051767,0.005415,1.839326,0.0,-0.131016,-0.7917,-0.938991,5.003108,4.659562,3.196028,3.567126,-2.140722,-5.298236,-2.694197,-1.665713,33.139656,5,0.286937,0.924785,0.699434,197,43,0.218274,0.505278,0.539665,0.25894,0.717135,0.50537,50,,,,
1,59,15,,,hosted,0,2.4717,25,55.3408,1884,39,0.9231,0.6683,0.8564,16.9287,1.0,0.6397,0.8398,18.2094,0.0769,-0.0286,-0.0165,1.2807,,hosted,0,0,5,10,formed,5,0.8888888888888888,1.0,0.9315783475783477,0.036721096457060294,0.63972235953243,0.7281388167183956,0.6813381046720801,0.030373632210984665,0.8398302106319593,0.8623875569479309,0.8558699443908176,0.00829733422855338,14.231223189993047,22.02562127410094,18.439452367077404,2.7744636226221675,0,0,5,0,0,5,0,0,5,2,1,2,spread,familiarity,familiarity,200,MAD_DT_Normal,158,73,0.011692,0.05335,0.004997,0.733898,0.0,-0.367561,-0.839433,-1.588237,2.937637,6.689474,2.709264,1.698275,-3.310973,-2.9328,-1.993087,-1.662537,34.085482,5,0.284731,0.540676,2.471715,197,58,0.294416,0.419316,0.532877,0.257119,0.355982,0.531287,50,,,,
