cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
2,0,1,11,10,0,10
3,0,1,11,10,0,10
4,0,1,11,10,0,10
6,0,2,12,10,0,10
8,1,2,12,10,0,10
9,1,2,12,10,0,10
10,1,2,12,10,0,10
5,0,3,13,10,0,10
13,2,3,13,10,0,10
16,2,3,13,10,0,10
18,2,3,13,10,0,10
7,1,4,14,10,0,10
19,3,4,14,10,0,10
20,3,4,14,10,0,10
21,3,4,14,10,0,10
15,2,5,15,10,0,10
22,3,5,15,10,0,10
23,4,5,15,10,0,10
24,4,5,15,10,0,10
26,4,5,15,10,0,10
27,4,5,15,10,0,10
11,2,6,16,10,0,10
14,2,6,16,10,0,10
31,5,6,16,10,0,10
25,4,7,17,10,0,10
30,5,7,17,10,0,10
33,6,7,17,10,0,10
35,6,7,17,10,0,10
37,7,8,18,10,0,10
41,7,8,18,10,0,10
43,7,8,18,10,0,10
32,5,9,19,10,0,10
38,7,9,19,10,0,10
40,7,9,19,10,0,10
44,7,9,19,10,0,10
47,8,9,19,10,0,10
48,8,9,19,10,0,10
51,8,9,19,10,0,10
36,7,10,20,10,0,10
39,7,10,20,10,0,10
49,8,10,20,10,0,10
54,9,10,20,10,0,10
56,9,10,20,10,0,10
57,9,10,20,10,0,10
59,9,10,20,10,0,10
60,9,10,20,10,0,10
34,6,11,21,10,0,10
50,8,11,21,10,0,10
17,2,12,22,10,0,10
42,7,12,22,10,0,10
58,9,12,22,10,0,10
46,8,13,23,10,0,10
62,11,13,23,10,0,10
66,12,13,23,10,0,10
67,12,13,23,10,0,10
69,12,13,23,10,0,10
74,12,13,23,10,0,10
63,11,14,24,10,0,10
65,12,14,24,10,0,10
68,12,14,24,10,0,10
72,12,14,24,10,0,10
73,12,14,24,10,0,10
45,8,15,25,10,0,10
75,15,16,26,10,0,10
77,15,16,26,10,0,10
55,9,17,27,10,0,10
61,10,17,27,10,0,10
78,15,17,27,10,0,10
82,16,17,27,10,0,10
70,12,18,28,10,0,10
84,17,18,28,10,0,10
86,17,18,28,10,0,10
87,17,18,28,10,0,10
89,17,18,28,10,0,10
81,16,19,29,10,0,10
88,17,19,29,10,0,10
79,16,20,30,10,0,10
83,17,20,30,10,0,10
90,17,20,30,10,0,10
91,18,20,30,10,0,10
95,18,20,30,10,0,10
1,0,21,31,10,0,10
64,11,21,31,10,0,10
76,15,21,31,10,0,10
85,17,21,31,10,0,10
28,4,23,33,10,0,10
99,22,23,33,10,0,10
100,24,26,36,10,0,10
