cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
3,0,2,12,10,0,10
4,1,2,12,10,0,10
5,1,2,12,10,0,10
7,1,2,12,10,0,10
9,2,3,13,10,0,10
8,2,5,15,10,0,10
10,2,5,15,10,0,10
6,1,6,16,10,0,10
13,4,6,16,10,0,10
16,5,6,16,10,0,10
18,5,6,16,10,0,10
21,5,6,16,10,0,10
22,5,6,16,10,0,10
14,4,7,17,10,0,10
19,5,7,17,10,0,10
25,6,7,17,10,0,10
26,6,7,17,10,0,10
27,6,7,17,10,0,10
15,4,8,18,10,0,10
32,7,8,18,10,0,10
33,7,8,18,10,0,10
11,4,9,19,10,0,10
31,7,9,19,10,0,10
37,8,9,19,10,0,10
40,8,9,19,10,0,10
17,5,10,20,10,0,10
41,9,10,20,10,0,10
42,9,10,20,10,0,10
43,9,10,20,10,0,10
44,9,10,20,10,0,10
46,9,10,20,10,0,10
2,0,11,21,10,0,10
38,8,11,21,10,0,10
39,8,11,21,10,0,10
50,10,11,21,10,0,10
51,10,11,21,10,0,10
1,0,12,22,10,0,10
48,10,12,22,10,0,10
49,10,12,22,10,0,10
56,11,12,22,10,0,10
57,11,12,22,10,0,10
58,11,12,22,10,0,10
61,12,13,23,10,0,10
45,9,14,24,10,0,10
54,11,14,24,10,0,10
55,11,14,24,10,0,10
62,12,14,24,10,0,10
60,12,15,25,10,0,10
63,13,15,25,10,0,10
66,14,15,25,10,0,10
68,14,15,25,10,0,10
70,14,15,25,10,0,10
72,14,15,25,10,0,10
53,11,16,26,10,0,10
65,14,16,26,10,0,10
67,14,16,26,10,0,10
69,14,16,26,10,0,10
71,14,16,26,10,0,10
73,15,16,26,10,0,10
74,15,16,26,10,0,10
76,15,16,26,10,0,10
20,5,17,27,10,0,10
64,14,17,27,10,0,10
36,8,18,28,10,0,10
77,17,19,29,10,0,10
81,18,19,29,10,0,10
82,18,19,29,10,0,10
83,18,19,29,10,0,10
52,11,20,30,10,0,10
80,18,20,30,10,0,10
84,19,20,30,10,0,10
86,19,20,30,10,0,10
34,8,21,31,10,0,10
78,18,21,31,10,0,10
79,18,22,33,11,1,11
88,24,25,35,10,0,10
93,28,29,39,10,0,10
