cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
1,0,1,11,10,0,10
3,1,3,13,10,0,10
4,1,3,13,10,0,10
2,0,4,14,10,0,10
8,2,4,14,10,0,10
9,3,4,14,10,0,10
10,3,4,14,10,0,10
11,3,4,14,10,0,10
14,4,5,15,10,0,10
15,4,5,15,10,0,10
16,4,5,15,10,0,10
5,1,6,16,10,0,10
7,2,6,16,10,0,10
13,4,6,16,10,0,10
19,5,6,16,10,0,10
20,5,6,16,10,0,10
25,5,6,16,10,0,10
21,5,8,18,10,0,10
27,6,8,18,10,0,10
29,6,8,18,10,0,10
30,7,8,18,10,0,10
28,6,9,19,10,0,10
31,7,9,19,10,0,10
36,8,9,19,10,0,10
23,5,10,20,10,0,10
26,6,10,20,10,0,10
33,8,10,20,10,0,10
37,9,10,20,10,0,10
38,9,10,20,10,0,10
35,8,11,21,10,0,10
40,10,11,21,10,0,10
41,10,11,21,10,0,10
42,10,11,21,10,0,10
43,10,11,21,10,0,10
45,10,11,21,10,0,10
17,5,12,22,10,0,10
49,12,13,23,10,0,10
18,5,14,24,10,0,10
44,10,14,24,10,0,10
46,12,14,24,10,0,10
47,12,14,24,10,0,10
48,12,14,24,10,0,10
24,5,15,25,10,0,10
39,9,15,25,10,0,10
54,14,15,25,10,0,10
52,14,16,26,10,0,10
53,14,16,26,10,0,10
56,14,16,26,10,0,10
60,15,16,26,10,0,10
51,14,17,27,10,0,10
55,14,17,27,10,0,10
57,15,17,27,10,0,10
64,16,17,27,10,0,10
12,4,18,28,10,0,10
62,16,18,28,10,0,10
65,16,18,28,10,0,10
72,18,19,29,10,0,10
73,18,19,29,10,0,10
74,18,19,29,10,0,10
77,18,19,29,10,0,10
80,18,19,29,10,0,10
81,18,19,29,10,0,10
67,17,20,30,10,0,10
75,18,20,30,10,0,10
76,18,20,30,10,0,10
78,18,20,30,10,0,10
79,18,20,30,10,0,10
84,19,20,30,10,0,10
66,17,21,31,10,0,10
82,18,21,31,10,0,10
83,19,21,31,10,0,10
85,19,21,31,10,0,10
61,16,22,32,10,0,10
71,18,22,32,10,0,10
87,20,22,32,10,0,10
59,15,24,35,11,1,11
58,15,25,37,12,2,12
68,18,26,37,11,1,11
70,18,27,38,11,1,11
