seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
4,0,0,,,hosted,0,0.1747,23,63.3445,888,39,0.9583,0.6192,0.8194,8.0154,0.92,0.6418,0.8624,8.8262,-0.0383,0.0226,0.043,0.8108,,hosted,0,0,2,10,formed,5,0.92,1.0,0.9669710144927537,0.030238719751879764,0.5797774808422865,0.6873555127188266,0.6333670484707244,0.034892471487356094,0.8193616758263905,0.864153554984139,0.8414005466690357,0.018463040760087698,8.015405908284821,14.812495564926017,10.786464847135848,2.6199353240054584,0,0,5,1,0,4,0,0,5,0,2,3,spread,stability,familiarity,200,MAD_DT_Normal,147,72,0.008,0.080859,0.010977,0.618784,0.0,-0.066795,0.19009,-1.071977,6.574262,4.970791,3.823082,4.857976,-6.848189,-3.606257,-4.896963,-1.194639,33.785145,5,0.308569,0.579981,0.174731,197,51,0.258883,0.41153,0.491323,0.279437,0.365204,0.510154,50,,,,
4,1,0,,,hosted,0,-2.4084,25,71.6274,1573,39,1.0,0.6431,0.8507,17.1031,1.0,0.682,0.8558,17.4444,0.0,0.0389,0.0051,0.3412,,hosted,2,2,2,12,formed,5,0.9583333333333334,1.0,0.9916666666666666,0.016666666666666653,0.6126524696132459,0.6819966493607161,0.653868913893022,0.0256227338260717,0.8507427954110933,0.8829699413341835,0.8618611838350224,0.01112423167971457,16.542968058414882,25.72908385642849,19.192383556824886,3.381445767952165,0,0,5,0,0,5,0,0,5,3,1,1,spread,familiarity,familiarity,200,none,145,65,0.009917,0.062303,0.007312,1.20881,0.0,0.038183,0.008824,0.437487,3.934039,6.403298,1.959346,1.527059,-4.693303,-3.795608,-3.228497,-1.696261,32.869971,5,0.349233,0.867851,-2.408431,197,47,0.238579,0.498613,0.530988,0.321232,0.639575,0.502656,50,,,,
4,2,1,,,hosted,0,-2.003,19,63.3408,1030,39,0.8333,0.6361,0.8149,12.1409,0.76,0.6409,0.851,18.418,-0.0733,0.0048,0.0361,6.2772,gain_familiarity,hosted,2,2,2,12,formed,5,0.76,0.9166666666666666,0.8679420289855072,0.06266029811182112,0.636101382757417,0.7234446487584687,0.6673282882354765,0.035629118113011525,0.8148548565976567,0.8594552380363922,0.8458486079715257,0.01591486174049832,9.690190973047967,18.418037971917013,13.008364163534816,2.89661241990212,0,0,5,0,0,5,0,0,5,2,0,3,spread,familiarity,none,200,MAD_DT_Normal,154,58,0.011167,0.074387,0.009004,1.319217,0.0,-0.488539,1.399398,2.497429,2.856898,5.901159,4.758526,4.708237,-3.671621,-3.715124,-2.226873,-1.830255,33.631654,5,0.261285,0.76856,-2.002969,197,67,0.340102,0.392756,0.31962,0.233888,0.503446,0.514071,50,,,,
4,11,3,,,hosted,0,-2.8692,24,81.3645,1798,39,0.9583,0.662,0.8622,22.0212,0.96,0.6503,0.8426,17.6713,0.0017,-0.0116,-0.0196,-4.3499,loss_familiarity,hosted,2,2,3,12,formed,5,0.875,0.96,0.9329420289855073,0.033984706890857065,0.6503457445206551,0.6798833138163719,0.6637121449278592,0.009512177852975416,0.842586960710237,0.8643388515392744,0.8564064677609041,0.0088462786453926,11.312438770470411,22.021198460085838,17.185810951005134,3.8232752945167263,0,0,5,0,0,5,0,0,5,1,3,1,spread,familiarity,familiarity,200,MAD_DT_Normal,161,69,0.017833,0.055042,0.006524,1.216104,0.0,0.070265,-0.410295,1.516677,4.423719,5.015551,2.188855,2.662756,-6.582643,-4.27136,-2.679535,-1.439496,33.238009,5,0.281466,0.911129,-2.869212,197,48,0.243655,0.505263,0.529631,0.253399,0.701363,0.536659,50,,,,
4,18,4,20,30,reaped,10,-2.2067,19,45.6512,1275,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
4,27,5,34,,ghost,5,1.1189,21,74.3403,1746,34,0.9524,0.6606,0.8506,13.1499,1.0,0.6145,0.8383,18.4833,0.0476,-0.0461,-0.0123,5.3333,gain_familiarity,hosted,1,1,0,11,formed,5,0.9090909090909091,1.0,0.9632034632034632,0.03414154831710885,0.6145296449673614,0.6659205182007278,0.6515369834004785,0.018725662905786138,0.8382662703702638,0.8606467961703061,0.8456315679627618,0.00876505615812335,12.573174644791969,18.483277420553772,15.155063188569438,2.71270911906137,0,0,5,0,0,5,0,0,5,1,2,2,spread,familiarity,familiarity,150,MAD_DT_Normal,111,57,0.004762,0.045279,0.008076,1.273083,0.0,-0.183395,-1.215788,-1.060408,6.768269,6.240511,3.111965,3.499837,-5.348236,-5.185613,-2.559637,-1.413713,34.608629,5,0.302339,0.378245,1.118907,147,48,0.326531,0.375249,0.518352,0.272782,0.184007,0.525858,50,,,,
4,36,7,25,36,reaped,11,-2.9276,20,40.9828,918,25,0.75,0.6543,0.8278,11.9567,0.7692,0.6764,0.8299,12.5667,0.0192,0.0221,0.0021,0.61,,hosted,1,1,1,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
4,37,7,21,31,reaped,10,1.4385,8,21.1741,354,21,0.2174,0.6223,0.8647,8.1756,0.32,0.6896,0.8057,7.2908,0.1026,0.0672,-0.059,-0.8848,gain_social,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
4,42,8,,,hosted,0,-2.6646,23,40.9944,1558,39,1.0,0.6863,0.838,12.1448,0.92,0.6693,0.8482,12.7991,-0.08,-0.017,0.0102,0.6542,,hosted,1,1,4,11,formed,5,0.9166666666666666,1.0,0.9503043478260869,0.030406004337448816,0.6548909720906445,0.7056246885706576,0.679342286406912,0.016964176782346952,0.8379778686340646,0.8755927504056317,0.852195696051506,0.013202980843682944,12.144834721558711,18.057304575593513,14.603899738066696,2.2257142144186552,0,0,5,0,0,5,0,0,5,0,1,4,spread,none,familiarity,200,MAD_DT_Normal,161,64,0.010083,0.017078,0.005925,0.581462,-3.966549,-0.529114,-1.037272,0.538997,4.89736,2.574938,1.916503,2.308946,-4.847897,-1.663356,-3.050166,-1.540051,33.10321,5,0.287612,0.94952,-2.664555,197,46,0.233503,0.501812,0.519124,0.260388,0.732076,0.495658,50,,,,
4,53,12,37,,ghost,2,-0.6329,21,33.2587,424,37,0.7917,0.6374,0.83,6.8954,0.875,0.6018,0.8189,6.2012,0.0833,-0.0356,-0.0111,-0.6942,,hosted,1,1,0,11,formed,5,0.782608695652174,0.875,0.8136645962732919,0.03238734892051046,0.6017918358166281,0.6563453905968358,0.6241735121993895,0.019987753827192707,0.7877733474909944,0.8619013910674563,0.8211385997749405,0.024723441781015005,6.201162248123482,6.92153748079197,6.596325107905459,0.32048762331280833,0,0,5,0,1,4,0,0,5,0,0,5,stability,none,stability,180,MAD_DT_Normal,135,60,0.00788,0.075115,0.010567,0.752132,0.0,0.102937,1.057023,-0.951757,4.42869,4.293927,2.104766,3.896875,-4.451689,-3.624878,-2.44012,-1.085605,25.974304,4,0.309491,0.869665,-0.632922,177,57,0.322034,0.364673,0.135002,0.283246,0.513626,0.526816,50,,,,
