seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
22,5,1,,,hosted,0,-2.6696,20,60.6678,999,39,0.7778,0.7073,0.8471,13.2823,0.8,0.6712,0.8326,11.6029,0.0222,-0.036,-0.0145,-1.6794,,hosted,2,2,0,12,formed,5,0.7307692307692307,0.8461538461538461,0.7939031339031339,0.0386018754480982,0.6712492825697107,0.7099850359076475,0.694988772719844,0.015709305286946532,0.8271178520819169,0.8516554305950169,0.8389324243156334,0.009122588729818124,7.256550028075174,13.282329867493072,10.580915116848118,1.9737429234782817,0,1,4,0,0,5,0,0,5,2,0,3,spread,familiarity,social,200,MAD_DT_Normal,153,67,0.014155,0.056926,0.005036,0.910178,0.0,0.111704,-1.118442,-0.475957,3.48001,5.343363,1.788132,2.485042,-2.158645,-3.467229,-1.592444,-1.275833,26.638364,4,0.318729,0.497381,-2.669563,197,76,0.385787,0.34807,0.325227,0.291119,0.26396,0.511975,50,,,,
22,20,5,28,38,reaped,10,-1.4662,8,14.7378,138,28,0.3333,0.6609,0.7359,6.9963,0.2963,0.6751,0.768,2.8917,-0.037,0.0142,0.0321,-4.1046,loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
22,22,5,,,hosted,0,0.2953,7,21.8257,140,39,0.2963,0.6573,0.7822,2.438,0.28,0.5873,0.7202,4.4865,-0.0163,-0.0699,-0.062,2.0485,gain_familiarity,hosted,0,0,2,10,formed,5,0.28,0.37037037037037035,0.3201025641025641,0.033270077072725474,0.587344326994315,0.7095009353135642,0.6491130353598845,0.04710550880893242,0.7127110435859086,0.8215154266573962,0.7651137820298486,0.041978957842660584,0.9740460485340567,6.633712025948059,3.384004122452956,1.973389891652122,0,0,5,1,0,4,1,0,4,2,1,2,social,familiarity,familiarity,200,MAD_DT_Normal,140,62,0.005229,0.028115,0.017658,0.629503,0.0,-0.043146,-2.074144,-0.792018,2.165933,3.081727,3.14433,4.17989,-5.353362,-1.95617,-2.148321,-1.033202,11.576052,2,0.138162,0.963271,0.295284,197,76,0.385787,0.294786,0.063216,0.112805,0.480906,0.522216,50,,,,
22,29,5,21,31,reaped,10,-1.0692,13,29.6868,778,21,0.5714,0.6297,0.8357,12.7857,0.6842,0.6223,0.8277,9.6481,0.1128,-0.0074,-0.0079,-3.1376,gain_social|loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
22,30,6,,,hosted,0,1.7068,22,72.9623,1024,39,0.8148,0.6493,0.8499,4.5151,0.88,0.6639,0.8518,14.179,0.0652,0.0146,0.002,9.6639,gain_familiarity,hosted,1,1,3,11,formed,5,0.8148148148148148,0.8846153846153846,0.8631794871794872,0.02709015283961189,0.6371720697968596,0.6734266193051615,0.6586784485435182,0.013537790718140824,0.8230008251745407,0.8578865756844749,0.8415901885895962,0.014485825477603036,4.515104220671177,14.179001731624455,7.07718976608254,3.629260939158636,0,0,5,0,0,5,0,0,5,1,1,3,stability,familiarity,familiarity,200,MAD_DT_Normal,163,76,0.009527,0.016064,0.009061,0.666565,0.0,0.383227,-0.069637,1.924267,4.059722,1.974216,2.268955,7.525435,-4.661162,-1.905087,-2.478211,-1.018672,26.891176,4,0.227703,0.579433,1.7068,197,78,0.395939,0.343916,0.307048,0.198824,0.347127,0.522667,50,,,,
22,31,6,31,,ghost,8,-1.6299,24,499.9775,769,31,0.88,0.6296,0.7759,29.8505,0.9231,0.619,0.8281,27.595,0.0431,-0.0106,0.0522,-2.2554,loss_familiarity,hosted,0,0,1,10,formed,5,0.8148148148148148,0.96,0.8933561253561253,0.04835661607771656,0.576802676680998,0.7367052788164575,0.6477829980187204,0.054683568159796817,0.7759324142819642,0.8708322297862777,0.8303510024912019,0.03252773814557435,27.59504483239816,36.65343388535346,31.629477999467003,3.204371384835605,0,0,5,0,1,4,0,0,5,1,2,2,spread,familiarity,familiarity,120,MAD_DT_Normal,97,38,0.009692,0.046413,0.009916,0.624408,0.0,-0.464132,-1.36957,-1.181925,5.09739,6.48654,1.643421,2.441488,-5.599216,-1.414761,-2.359199,-1.491984,25.461464,4,0.517519,0.763864,-1.62985,117,39,0.333333,0.440749,0.296164,0.488623,0.465471,0.512736,50,,,,
22,32,6,,,hosted,0,1.4167,22,23.6094,986,39,0.8148,0.6133,0.8215,12.9788,0.88,0.7024,0.8536,8.4227,0.0652,0.0891,0.0321,-4.5561,loss_familiarity,hosted,0,0,1,10,formed,5,0.8148148148148148,0.9230769230769231,0.8711566951566951,0.048617772750396526,0.6133304173710444,0.7240873840109648,0.661451252375808,0.04411392811068593,0.8214979641441988,0.8535589637323199,0.8403631779540429,0.013295141295699508,8.422670117357052,17.408004034001145,12.308946210428005,3.0116443981043295,1,1,3,1,1,3,0,0,5,2,3,0,spread,familiarity,familiarity,200,MAD_DT_Normal,161,66,0.014085,0.037014,0.007914,0.901949,0.0,-0.007828,-0.820609,-1.017187,2.696417,5.58063,1.617693,2.104016,-2.95431,-4.282009,-2.500937,-1.218317,34.490318,5,0.260682,0.475763,1.416729,197,78,0.395939,0.32183,0.327411,0.233197,0.235717,0.490992,50,,,,
22,34,6,27,37,reaped,10,1.913,12,23.7878,156,27,0.3846,0.7527,0.8118,5.8318,0.4444,0.6934,0.7218,5.0627,0.0598,-0.0593,-0.09,-0.769,,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
22,36,7,,,hosted,0,2.7362,24,35.5218,1606,39,0.9259,0.5872,0.834,11.0548,0.96,0.6446,0.8542,11.5228,0.0341,0.0574,0.0202,0.4679,,hosted,2,2,1,12,formed,5,0.9259259259259259,1.0,0.9694928774928775,0.02797440177175166,0.5871995325134185,0.6816117838160842,0.6461832700503789,0.03307654168052109,0.8339950706086896,0.8835220723936829,0.858832432840134,0.017894147781191097,11.054841418410449,15.050040214202863,12.72809180236577,1.487298611951171,0,0,5,0,0,5,0,0,5,1,1,3,spread,familiarity,familiarity,200,none,154,71,0.0131,0.039502,0.006938,0.799511,0.0,0.312638,0.639261,-0.481854,5.754237,5.531464,2.367345,2.443476,-4.999325,-2.888275,-3.816555,-1.748131,33.867001,5,0.35823,0.498585,2.7362,197,52,0.263959,0.412867,0.53937,0.330527,0.295269,0.486303,50,,,,
22,43,9,,,hosted,0,-0.8942,23,71.5154,1823,39,0.8889,0.6717,0.8542,17.5492,0.92,0.6546,0.8703,19.0244,0.0311,-0.0171,0.0161,1.4752,,hosted,0,0,2,10,formed,5,0.8518518518518519,0.9230769230769231,0.9013789173789174,0.027918748725279694,0.6405135327270323,0.7077276298587666,0.6687515915715686,0.0224699003049795,0.8386202147286156,0.8764899036343496,0.8578480330808702,0.013799914917691678,13.719803357497582,19.024406213133535,16.582077349328536,1.7888082661127187,0,0,5,0,0,5,0,0,5,1,0,4,spread,familiarity,none,200,MAD_DT_Normal,165,67,0.014519,0.030549,0.006245,1.322115,0.0,-0.145292,-0.212353,2.414548,2.241244,4.16624,2.496564,3.030543,-2.317457,-3.982889,-2.249208,-1.584304,32.993761,5,0.349099,0.843564,-0.894198,197,50,0.253807,0.498786,0.526915,0.321099,0.640036,0.507094,50,,,,
