seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
23,0,0,,,hosted,0,2.5505,19,27.6065,1022,39,0.9048,0.6222,0.8146,14.2803,0.8636,0.6795,0.8465,11.3855,-0.0411,0.0573,0.032,-2.8948,loss_familiarity,hosted,0,0,3,10,formed,5,0.8636363636363636,0.9444444444444444,0.9114574314574314,0.030460608636368843,0.6221511535588424,0.6816248000496998,0.664758942485496,0.021978668732772887,0.8145673323969936,0.855106068277669,0.8431231699875827,0.014600660694936375,11.183912870663647,20.0734009230198,14.644519755191585,3.3148391156287222,0,0,5,0,0,5,0,0,5,1,3,1,spread,familiarity,familiarity,200,MAD_DT_Normal,152,67,0.016342,0.078557,0.0076,0.950998,0.0,0.119223,0.16124,-1.282456,2.47222,5.000251,3.550758,1.767301,-2.520138,-4.12196,-2.401754,-1.399328,26.02101,4,0.263674,0.961615,2.550498,197,61,0.309645,0.435221,0.310176,0.23662,0.698552,0.495538,50,,,,
23,1,0,21,31,reaped,10,1.9684,12,432.4677,444,21,0.5,0.6924,0.8247,55.0482,0.75,0.7047,0.8262,45.2752,0.25,0.0123,0.0015,-9.7729,gain_social|loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
23,12,2,,,hosted,0,0.0974,16,20.4241,345,39,0.7619,0.6518,0.7829,9.4881,0.7273,0.688,0.7793,5.066,-0.0346,0.0362,-0.0036,-4.4221,loss_familiarity,hosted,2,2,0,12,formed,5,0.65,0.7777777777777778,0.7278354978354978,0.044147789020903425,0.6510431667882857,0.6879931671921002,0.6688569399595646,0.014909330391869395,0.7792949306288928,0.8324896156139782,0.8018932250029651,0.023288576991436133,5.066014699588924,10.29368076103853,7.3152431721558155,2.1808341962606943,1,0,4,0,0,5,0,0,5,1,1,3,stability,tie,familiarity,200,none,144,65,0.007327,0.033144,0.010903,0.811851,0.0,0.265654,-0.382698,-0.707477,5.912496,4.236777,1.371355,2.704214,-3.52387,-2.294585,-3.439492,-1.446918,34.06094,5,0.353231,0.44736,0.097355,197,71,0.360406,0.33561,0.300909,0.324671,0.211323,0.505537,50,,,,
23,28,4,23,33,reaped,10,-1.4612,14,18.0443,433,23,0.5789,0.6631,0.8045,9.5476,0.7,0.6699,0.8211,5.8442,0.1211,0.0068,0.0166,-3.7034,gain_social|loss_familiarity,hosted,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
23,29,5,,,hosted,0,1.8263,20,46.939,2023,39,0.9524,0.7073,0.8506,13.3625,0.9091,0.6501,0.859,17.4816,-0.0433,-0.0572,0.0084,4.1191,gain_familiarity,hosted,1,1,2,11,formed,5,0.9090909090909091,1.0,0.9722943722943723,0.03658969109803541,0.6501126034617868,0.7073291721746995,0.683341127989964,0.02045418660127002,0.8453006852426431,0.8646876887042332,0.8540597603847029,0.006896390820841271,13.36249712248592,27.36387454188247,20.28463043917928,4.677444348187361,0,0,5,0,0,5,0,0,5,3,2,0,spread,familiarity,familiarity,200,both,161,69,0.009091,0.015458,0.00561,0.848007,0.0,-1.249097,-1.924394,-0.845583,6.665689,2.074511,4.460109,3.076241,-19.991604,-2.773911,-1.924394,-1.179683,34.656244,5,0.294306,0.373114,1.826291,197,73,0.370558,0.377335,0.556605,0.266048,0.192225,0.49446,50,,,,
23,52,9,,,hosted,0,-2.7883,18,45.5859,1514,39,0.8571,0.6497,0.8562,16.9769,0.8182,0.6902,0.8343,13.8287,-0.039,0.0404,-0.0218,-3.1482,loss_familiarity,hosted,4,4,0,14,formed,5,0.8181818181818182,1.0,0.9050649350649351,0.07861638726607903,0.5928917839732655,0.690170575178331,0.6570305550662564,0.034985799150441824,0.8343458075699155,0.8677474544145857,0.8528973945954105,0.01073523876672538,13.211825899714011,16.976941918948054,14.921363977114135,1.3894568644308025,0,1,4,0,0,5,0,0,5,1,1,3,spread,familiarity,tie,200,none,146,62,0.011353,0.065708,0.00411,0.63367,0.0,0.010808,0.582153,-0.757199,2.793962,4.735838,1.852168,2.057454,-3.281013,-4.059712,-1.499958,-1.931004,34.184696,5,0.337362,0.458475,-2.788304,197,66,0.335025,0.38298,0.513045,0.309513,0.272339,0.437024,50,,,,
23,53,9,,,hosted,0,2.599,20,61.6292,1505,39,0.9524,0.6802,0.8447,16.8432,0.9091,0.6508,0.8706,16.9192,-0.0433,-0.0294,0.0259,0.076,,hosted,3,3,0,13,formed,5,0.9090909090909091,0.9523809523809523,0.9400721500721501,0.015799620421774734,0.6447446872361214,0.7087033968960388,0.6728123066097679,0.023067017297709047,0.8446901084407255,0.8705934194423093,0.8577870707048676,0.009147237368109573,14.24987649725692,16.919217004934012,15.874430861928365,0.9981160564478698,0,0,5,0,0,5,0,0,5,0,1,4,spread,none,familiarity,200,MAD_DT_Normal,146,69,0.007045,0.059296,0.004973,1.124264,0.0,0.143462,1.081165,1.028579,4.890103,4.350913,5.560394,2.830265,-7.546543,-3.021483,-3.121631,-1.519022,34.237134,5,0.291191,0.515377,2.598982,197,58,0.294416,0.410271,0.556664,0.262574,0.319017,0.502829,50,,,,
23,64,11,21,31,reaped,10,-2.2134,2,18.2585,162,21,0.0,0.6219,0.8772,0.0,0.125,0.6125,0.8113,13.9454,0.125,-0.0094,-0.066,13.9454,gain_social|gain_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
23,71,12,30,,ghost,9,-2.0866,12,36.923,357,30,0.8667,0.7048,0.7862,2.8939,0.75,0.6804,0.8401,4.2278,-0.1167,-0.0244,0.0539,1.3338,loss_social,hosted,0,0,3,10,formed,5,0.5714285714285714,0.8666666666666667,0.6972681704260651,0.10253158256156496,0.6584385004497124,0.7154636788093186,0.6921278310005521,0.020331205419730807,0.7715068059994736,0.8401047141138361,0.8046605088770906,0.02441847074202613,2.3498987214710083,6.394086413446977,4.336633808956013,1.579016151396342,1,1,3,0,0,5,0,0,5,0,1,4,stability,social,tie,110,both,78,38,0.022083,0.040728,0.007252,0.47543,-2.830061,-0.097956,-0.599965,5.506064,7.489091,7.276521,2.951638,5.506064,-3.745003,-5.357546,-1.511028,-0.69828,18.991512,3,0.425363,0.453081,-2.086592,107,52,0.485981,0.314902,0.152793,0.397393,0.184975,0.524445,50,,,,
23,76,15,21,31,reaped,10,-1.7876,4,21.9951,150,21,0.1429,0.7433,0.8286,16.2877,0.25,0.6479,0.781,12.9391,0.1071,-0.0954,-0.0477,-3.3486,gain_social|loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,50,,,,
