window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6191,6,4,0,1.9988,0,34.4,0,0,6.63,1.0,6191.0,536,1.0,347,525,178,1901,0.001011,0.0079,393.8053,0,0.0,0.0,0.0012,0,0,0,0
2,5000,3639,3,5,0,1.9988,0,38.3,362,3275,5.04,0.8135,4509.0,364,1.0,321,6,32,1908,0.001289,0.0093,336.7253,1,1.0,0.0079,0.0013,2,0,0,0
3,5000,3327,3,5,0,1.9988,0,43.6,218,3123,4.87,0.8533,3932.0,204,1.0,249,6,78,1879,0.001446,0.0149,252.7881,2,1.9,0.0099,0.0019,3,0,0,0
4,5000,3029,1,3,0,1.9988,0,52.1,26,3012,4.41,0.8499,3574.4,17,1.0,157,1,93,1559,0.00198,0.0225,34.4828,3,2.9,0.0156,0.0029,0,0,0,0
5,5000,3000,0,0,1,1.9987,0,78.2,3,2997,4.36,0.8868,3382.9,3,1.0,102,0,55,1200,0.002746,0.0217,9.375,4,3.9,0.0152,0.0038,0,0,0,0
6,5000,3060,1,4,0,1.9987,1,96.3,7,3054,4.49,0.9301,3291.0,6,1.0,71,1,32,848,0.004288,0.0283,26.4317,5,4.7,0.0223,0.0051,0,1,0,0
7,5000,3095,0,0,1,1.9958,1,106.9,3,3092,4.49,0.9547,3242.0,3,1.0,43,0,28,656,0.005823,0.0556,19.3548,6,5.6,0.0389,0.0106,0,0,0,0
8,5000,2963,0,0,0,1.994,1,111.7,2,2962,4.38,0.932,3180.2,1,1.0,32,0,11,460,0.009292,0.0797,8.0645,7,6.4,0.0435,0.0155,0,0,0,0
9,5000,3158,1,5,0,1.9888,1,120.9,0,3149,4.48,0.9944,3175.8,9,1.0,27,5,10,402,0.010222,0.0826,90.9091,8,6.3,0.0606,0.0187,1,0,0,0
10,5000,3101,0,0,3,1.9859,1,133.3,0,3101,4.51,0.9807,3162.2,0,1.0,22,0,5,328,0.014298,0.1111,0.0,9,7.3,0.0815,0.0261,0,0,0,0
11,5000,3069,1,3,0,1.9777,1,134.4,3,3066,4.47,0.9753,3146.6,3,1.0,22,2,2,307,0.013978,0.0932,26.3158,10,7.5,0.072,0.0186,0,1,0,0
12,5000,3118,1,5,1,1.9722,1,141.0,0,3113,4.46,0.9923,3142.2,5,1.0,19,1,4,293,0.014074,0.1463,64.1026,11,7.6,0.0878,0.0315,1,0,0,0
13,5000,3033,0,0,1,1.9938,2,142.8,2,3026,4.43,0.9701,3126.6,7,1.0,18,2,3,282,0.015365,0.1111,101.4493,12,7.5,0.0889,0.0279,0,0,0,0
14,5000,3251,0,0,0,1.987,1,158.6,3277,0,4.61,1.0428,3147.3,5,1.0,13,0,5,256,0.017195,0.1184,74.6269,13,9.2,0.0895,0.0221,0,0,0,0
15,5000,3075,1,4,3,1.9006,1,172.7,5,3070,4.48,0.9798,3138.3,5,1.0,10,2,5,235,0.021784,0.1406,70.1754,14,8.7,0.0969,0.0306,0,0,0,0
16,5000,3029,3,5,3,1.9152,1,175.9,9,3015,4.41,0.9691,3125.4,14,1.0,10,5,5,267,0.019684,0.1429,151.8987,15,6.7,0.0916,0.0287,1,0,0,0
17,5000,3178,1,4,3,1.8453,2,171.4,3165,0,4.51,1.0149,3131.3,13,1.0,12,3,1,235,0.019666,0.1351,185.7143,16,5.2,0.0892,0.0261,0,1,0,0
18,5000,3158,2,4,1,1.8506,2,183.9,3137,0,4.55,1.0076,3134.1,21,1.0,13,3,2,258,0.018074,0.1481,259.7403,17,5.7,0.0765,0.0302,0,0,0,0
19,5000,3039,1,4,3,1.74,2,183.2,7,3025,4.44,0.9726,3124.6,14,1.0,12,3,4,287,0.017896,0.1294,155.8442,17,5.5,0.0729,0.0252,0,0,0,0
20,5000,3044,1,4,3,1.8016,2,189.5,9,3035,4.46,0.9766,3116.9,9,1.0,10,2,4,268,0.01854,0.1471,126.9841,18,6.7,0.0809,0.0287,0,1,0,0
21,5000,3037,0,0,3,1.7002,2,188.0,4,3028,4.47,0.9767,3109.3,9,1.0,12,5,3,240,0.02022,0.16,128.5714,19,5.4,0.0667,0.03,0,1,0,0
22,5000,3061,3,4,3,1.8698,1,188.8,11,3041,4.45,0.9859,3104.7,20,1.0,15,4,1,276,0.016788,0.1474,219.7802,20,5.1,0.0702,0.0296,0,0,0,0
23,5000,3031,0,0,3,1.7988,1,195.9,4,3022,4.41,0.9785,3097.7,9,1.0,15,0,0,271,0.017315,0.1026,120.0,21,6.1,0.0769,0.0194,0,0,0,0
24,5000,3132,2,5,3,1.8164,1,192.9,3123,0,4.49,1.01,3100.9,9,1.0,14,2,3,311,0.015688,0.1573,104.6512,22,7.0,0.0702,0.0331,1,0,0,0
25,5000,3123,2,5,3,1.832,1,201.2,3102,0,4.49,1.0064,3103.0,21,1.0,15,5,4,332,0.014493,0.1455,192.3077,23,6.3,0.0886,0.0289,1,1,0,0
26,5000,3069,3,4,1,1.9302,2,204.4,9,3051,4.45,0.9901,3099.8,18,1.0,19,7,3,353,0.012511,0.1304,169.8113,24,5.5,0.0674,0.0231,0,0,0,0
27,4998,3068,0,0,3,1.9374,2,201.9,4,3059,4.41,0.9907,3096.8,9,1.0,16,0,3,325,0.014131,0.0816,100.0,25,6.2,0.0689,0.022,0,0,0,0
28,4998,3031,1,5,3,1.9168,1,200.3,0,3026,4.41,0.9807,3090.5,5,1.0,13,1,4,307,0.015098,0.1512,64.1026,26,8.0,0.0837,0.0316,1,0,0,0
29,4998,3080,0,0,3,1.9264,1,200.3,0,3080,4.45,0.9969,3089.5,0,1.0,10,0,3,224,0.023713,0.1549,0.0,27,9.9,0.1239,0.033,0,0,0,0
30,4998,2998,1,5,3,1.9233,1,201.0,0,2994,4.4,0.9731,3080.8,4,1.0,8,1,3,217,0.023655,0.2063,67.7966,28,11.4,0.119,0.0372,1,0,0,0
31,4998,3088,1,5,3,1.8923,1,203.7,3083,0,4.51,1.0021,3081.5,5,1.0,9,1,0,204,0.026525,0.22,100.0,29,11.0,0.12,0.0526,1,0,0,0
32,4995,2985,1,4,3,1.8295,2,207.9,1,2984,4.4,0.9716,3072.3,1,1.0,10,2,1,234,0.022971,0.1562,0.0,30,10.8,0.0982,0.0389,0,0,0,0
33,4994,3050,1,5,1,1.8598,2,207.4,5,3045,4.48,0.9934,3070.2,5,1.0,11,1,0,249,0.022957,0.1692,76.9231,31,10.7,0.1,0.0337,1,0,0,0
34,4994,3051,1,5,1,1.8801,2,209.7,0,3046,4.44,0.9943,3068.3,5,1.0,10,1,2,270,0.020127,0.1325,64.1026,32,11.0,0.0919,0.0234,1,1,0,0
35,4993,3003,0,0,0,1.9543,2,210.5,2,3001,4.45,0.9807,3062.1,2,1.0,10,2,2,247,0.022351,0.1447,0.0,33,12.0,0.1003,0.027,0,0,0,0
