window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6146,14,5,0,1.9983,0,32.4,0,0,6.66,1.0,6146.0,627,1.0,386,593,207,2144,0.00096,0.0094,400.5118,0,0.0,0.0071,0.0011,3,0,0,0
2,5000,3776,1,5,0,1.9983,0,35.3,458,3293,5.29,0.83,4586.7,483,1.0,317,9,78,2165,0.001154,0.0083,236.5747,1,1.0,0.0073,0.0011,1,0,0,0
3,5000,3357,1,3,0,1.9984,0,40.2,289,3093,4.89,0.8501,3988.8,264,1.0,272,7,52,1983,0.00143,0.009,289.4737,2,1.9,0.0074,0.0016,0,0,0,0
4,5000,3080,1,5,0,1.9984,0,47.7,58,3056,4.53,0.8567,3640.9,24,1.0,182,3,93,1766,0.001706,0.0147,39.9306,3,2.9,0.0111,0.0023,1,1,0,0
5,5000,3144,2,4,0,1.9983,0,64.5,0,3136,4.58,0.9047,3475.3,8,1.0,121,5,66,1376,0.002486,0.0275,20.9424,4,3.8,0.0195,0.004,0,0,0,0
6,5000,3195,0,0,3,1.9979,2,88.8,0,3195,4.54,0.941,3395.2,0,1.0,100,0,21,1082,0.003253,0.0275,0.0,5,4.7,0.0199,0.0045,0,0,0,0
7,5000,3152,0,0,3,1.9957,1,97.3,0,3152,4.51,0.9453,3334.4,0,1.0,65,0,35,937,0.003946,0.0333,0.0,6,5.8,0.0287,0.0071,0,0,0,0
8,5000,3088,0,0,3,1.9993,1,114.0,0,3088,4.47,0.9416,3279.6,0,1.0,45,0,20,646,0.00609,0.044,0.0,7,6.8,0.0302,0.0083,0,0,0,0
9,5000,3104,3,5,0,1.9982,1,124.4,0,3089,4.49,0.9567,3244.5,15,1.0,40,6,11,561,0.006571,0.0663,89.8204,8,6.8,0.047,0.013,2,0,0,0
10,5000,3127,3,5,0,1.9972,1,135.2,10,3107,4.55,0.9702,3223.1,20,1.0,40,6,6,550,0.007237,0.0819,128.2051,9,6.7,0.051,0.016,2,1,0,0
11,5000,3124,1,3,1,1.9956,2,141.5,10,3101,4.56,0.9742,3206.6,23,1.0,37,2,5,482,0.008767,0.0727,141.0256,10,7.2,0.0476,0.0149,0,0,0,0
12,5000,3068,0,0,3,1.9943,2,142.8,4,3059,4.45,0.9632,3185.3,9,1.0,29,0,8,459,0.01001,0.0889,71.4286,11,7.7,0.0571,0.0199,0,0,0,0
13,5000,3089,2,4,1,1.9375,1,156.5,0,3085,4.45,0.974,3171.5,4,1.0,23,2,8,430,0.010243,0.0876,32.2581,12,8.0,0.0572,0.0187,0,1,0,0
14,5000,3142,1,5,1,1.8967,1,149.8,0,3137,4.56,0.9919,3167.6,5,1.0,21,1,3,369,0.013258,0.0948,44.6429,13,8.5,0.0616,0.0203,1,0,0,0
15,5000,3068,1,4,1,1.9042,2,152.6,0,3063,4.43,0.9724,3155.2,5,1.0,19,3,5,369,0.012111,0.0885,50.0,14,7.0,0.0531,0.0175,0,0,0,0
16,5000,3111,1,5,1,1.9698,2,152.1,0,3101,4.43,0.9876,3150.0,10,1.0,15,1,5,345,0.014886,0.1071,98.0392,15,8.1,0.0737,0.0254,1,0,0,0
17,5000,3054,2,5,0,1.9568,2,169.1,3,3036,4.45,0.9728,3139.3,18,1.0,15,5,5,350,0.013133,0.098,195.6522,16,6.0,0.0708,0.0249,2,1,0,0
18,5000,3148,0,0,1,1.8935,2,176.9,3140,0,4.55,1.0025,3140.2,8,1.0,16,5,4,326,0.014555,0.11,87.9121,17,4.8,0.0688,0.0233,0,1,0,0
19,5000,3030,0,0,3,1.9668,1,184.6,3,3022,4.46,0.9683,3129.2,8,1.0,13,0,3,280,0.016665,0.119,103.8961,18,5.4,0.0789,0.0225,0,0,0,0
20,5000,3077,0,0,3,1.9742,1,184.6,3,3071,4.42,0.9849,3124.2,6,1.0,11,0,2,242,0.020823,0.15,68.4932,19,7.1,0.0969,0.0365,0,0,0,0
21,5000,3075,1,5,3,1.9787,1,188.4,3,3067,4.46,0.9857,3119.5,8,1.0,10,1,2,259,0.017664,0.175,94.5946,20,7.8,0.0972,0.0404,1,0,0,0
