window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6072,21,5,0,1.998,0,33.8,0,0,6.56,1.0,6072.0,642,1.0,396,602,206,2129,0.000937,0.0079,403.7855,0,0.0,0.0064,0.001,1,0,0,0
2,5000,3779,1,5,0,1.9981,0,36.9,531,3247,5.25,0.8345,4562.0,532,1.0,323,1,74,2126,0.001156,0.0072,417.2549,1,1.0,0.0051,0.001,1,0,0,0
3,5000,3504,2,5,0,1.998,0,43.9,305,3205,4.9,0.872,4044.5,299,1.0,277,9,55,2002,0.001396,0.0098,296.627,2,1.9,0.009,0.0016,1,0,0,0
4,5000,3144,1,5,0,1.9981,0,51.0,98,3076,4.61,0.8605,3700.3,68,1.0,213,7,71,1840,0.001645,0.0169,98.6547,3,2.9,0.0101,0.0022,1,0,0,0
5,5000,3188,3,5,0,1.9982,0,79.2,0,3178,4.57,0.9032,3529.5,10,1.0,148,3,68,1582,0.002104,0.0186,19.0476,4,3.8,0.0139,0.0032,1,0,0,0
6,5000,3106,1,3,0,1.9982,2,96.4,2,3094,4.52,0.9112,3408.5,12,1.0,114,6,40,1287,0.00276,0.0322,30.1508,5,4.5,0.0202,0.005,0,0,0,0
7,5000,3034,0,0,1,1.9996,2,107.6,0,3029,4.4,0.9153,3314.9,5,1.0,87,0,27,1039,0.003523,0.034,17.1821,6,5.5,0.0167,0.0048,0,0,0,0
8,5000,3159,3,5,0,1.9987,1,119.8,9,3145,4.53,0.963,3280.3,14,1.0,69,5,23,885,0.004107,0.0338,43.3213,7,6.2,0.0222,0.0063,2,0,0,0
9,5000,2979,1,3,0,1.9985,1,128.8,5,2969,4.41,0.9252,3220.0,10,1.0,61,9,17,834,0.00474,0.0379,26.6292,8,6.5,0.0265,0.0078,0,0,0,0
10,5000,3114,1,4,3,1.9953,2,129.9,4,3105,4.42,0.9729,3200.7,9,1.0,53,1,9,704,0.005749,0.0478,45.4545,9,7.1,0.0255,0.0091,0,1,0,0
11,5000,3089,2,5,0,1.9932,2,138.5,0,3079,4.46,0.9707,3182.1,10,1.0,49,2,6,669,0.005946,0.05,48.0769,10,7.6,0.0305,0.0104,1,0,0,0
12,5000,3065,1,3,3,1.9805,2,139.7,0,3065,4.38,0.9687,3164.1,0,1.0,42,1,8,629,0.006789,0.0588,0.0,11,8.5,0.0321,0.0111,0,0,0,0
13,5000,3063,0,0,3,1.9917,2,154.5,0,3063,4.42,0.9725,3149.6,0,1.0,31,0,11,556,0.007243,0.0671,0.0,12,9.1,0.0422,0.0137,0,0,0,0
14,5000,3068,0,0,3,1.9283,1,153.5,1,3067,4.43,0.9775,3138.8,1,1.0,25,1,7,451,0.010046,0.0602,0.0,13,10.3,0.0465,0.0146,0,0,0,0
15,5000,3148,1,5,3,1.9,1,172.8,3136,0,4.55,1.0026,3139.9,12,1.0,22,8,11,474,0.008833,0.078,89.4309,14,8.4,0.0527,0.0157,1,1,0,0
