window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6164,19,5,0,1.999,0,34.7,0,0,6.67,1.0,6164.0,604,1.0,370,560,190,2110,0.000982,0.0097,392.6941,0,0.0,0.0065,0.0012,3,0,0,0
2,5000,3751,1,5,0,1.999,0,37.8,453,3313,5.31,0.8268,4578.0,438,1.0,308,24,86,2171,0.001162,0.0068,351.2862,1,0.9,0.0055,0.0011,1,0,0,0
3,5000,3340,1,4,0,1.999,0,43.9,279,3074,4.84,0.8474,3972.0,266,1.0,269,9,48,2001,0.001435,0.0096,279.7056,2,1.9,0.0077,0.0017,0,0,0,0
4,5000,3266,1,5,0,1.999,0,51.1,40,3230,4.59,0.8885,3697.2,36,1.0,196,6,79,1847,0.001744,0.0135,56.0748,3,2.8,0.0111,0.0022,1,0,0,0
5,5000,3138,0,0,3,1.999,0,74.6,7,3127,4.5,0.894,3511.1,11,1.0,135,3,64,1507,0.002115,0.0212,24.4444,4,3.7,0.0138,0.0031,0,0,0,0
6,5000,3117,3,5,0,1.9992,1,97.1,8,3099,4.43,0.9172,3398.5,18,1.0,99,3,39,1190,0.003036,0.0303,50.5618,5,4.5,0.0177,0.0046,3,0,0,0
7,5000,3046,0,0,1,1.9979,1,108.8,12,3027,4.37,0.9201,3310.4,19,1.0,76,6,29,1009,0.003832,0.0455,52.6857,6,5.2,0.0239,0.0069,0,0,0,0
8,5000,3081,0,0,0,1.996,1,118.5,6,3070,4.43,0.9453,3259.4,11,1.0,56,0,20,784,0.005152,0.0526,48.2456,7,6.3,0.0344,0.0094,0,0,0,0
9,5000,3057,0,0,0,1.9948,1,115.9,0,3053,4.41,0.9497,3218.9,4,1.0,47,0,9,652,0.006376,0.0849,19.802,8,7.2,0.0401,0.0137,0,0,0,0
10,5000,3045,0,0,3,1.9954,1,135.7,2,3043,4.4,0.9554,3187.3,2,1.0,39,2,10,576,0.007535,0.0552,0.0,9,8.2,0.0325,0.011,0,0,0,0
