window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6098,13,6,0,1.9983,0,34.7,0,0,6.58,1.0,6098.0,525,1.0,318,495,177,1829,0.001121,0.0102,401.3761,0,0.0,0.0,0.0013,0,0,0,0
2,5000,3725,0,0,1,1.9982,0,36.9,432,3285,5.21,0.8269,4530.0,440,1.0,269,6,55,1844,0.001396,0.0092,404.2357,1,1.0,0.0,0.0012,0,0,0,0
3,5000,3400,2,5,0,1.9983,0,42.7,256,3154,4.87,0.8602,3974.5,246,1.0,227,2,44,1719,0.001663,0.0142,297.4607,2,2.0,0.0142,0.0019,1,0,0,0
4,5000,3167,4,5,0,1.9983,0,50.7,60,3120,4.6,0.8714,3660.7,47,1.0,157,6,76,1563,0.002117,0.021,85.1449,3,2.9,0.0199,0.0031,2,0,0,0
5,5000,3062,0,0,1,1.9983,0,76.1,4,3053,4.41,0.8847,3461.1,9,1.0,116,0,41,1276,0.002602,0.0274,22.67,4,3.9,0.024,0.0042,0,1,0,0
6,5000,3014,3,5,0,1.9986,1,94.3,10,2990,4.45,0.9042,3333.4,24,1.0,85,6,37,1091,0.003193,0.0354,77.1812,5,4.5,0.0295,0.0057,1,0,0,0
7,5000,3006,1,3,0,1.992,1,104.5,4,2997,4.46,0.9245,3251.5,9,1.0,59,1,27,798,0.004709,0.0375,42.0561,6,5.3,0.0292,0.0074,0,0,0,0
8,5000,3103,0,0,3,1.993,2,118.0,4,3094,4.47,0.9641,3218.5,9,1.0,44,0,15,575,0.007187,0.0543,51.4286,7,6.1,0.0308,0.0108,0,0,0,0
9,5000,3076,2,4,0,1.994,1,130.0,14,3057,4.46,0.9643,3190.0,19,1.0,39,4,9,548,0.007582,0.0613,125.0,8,6.5,0.0307,0.0133,0,0,0,0
10,5000,3001,1,3,0,1.998,1,136.5,9,2992,4.41,0.951,3155.7,9,1.0,31,2,10,474,0.008986,0.0805,56.7376,9,7.0,0.0492,0.0182,0,0,0,0
11,5000,3071,0,0,3,1.9872,2,137.4,4,3067,4.46,0.9775,3141.5,4,1.0,26,0,5,384,0.01056,0.1364,37.037,10,7.8,0.0409,0.026,0,1,0,0
