window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6133,15,6,0,1.998,0,33.8,0,0,6.58,1.0,6133.0,625,1.0,389,591,202,2121,0.00093,0.0086,410.6439,0,0.0,0.0073,0.0011,2,0,0,0
2,5000,3720,2,4,0,1.998,0,36.8,472,3251,5.21,0.8266,4553.7,469,1.0,299,11,101,2158,0.001155,0.0093,335.193,1,1.0,0.0075,0.0011,0,0,0,0
3,5000,3391,4,5,0,1.9979,0,43.6,267,3135,4.84,0.8574,3985.3,256,1.0,256,10,53,1939,0.001458,0.0121,287.6404,2,1.9,0.0062,0.0017,1,0,0,0
4,5000,3092,1,4,0,1.9979,0,51.2,52,3061,4.48,0.857,3638.4,31,1.0,168,1,89,1715,0.00182,0.0155,56.3636,3,2.9,0.0083,0.0023,0,0,0,0
5,5000,3117,0,0,1,1.9978,0,78.7,4,3113,4.45,0.8997,3464.6,4,1.0,119,0,49,1323,0.002596,0.0246,10.1781,4,3.8,0.0149,0.0037,0,0,0,0
6,5000,3122,4,5,0,1.9981,1,94.1,0,3102,4.49,0.9273,3366.7,20,1.0,86,4,37,1082,0.003587,0.0405,63.6943,5,4.6,0.0252,0.0067,4,0,0,0
7,5000,3032,0,0,1,1.9948,1,105.2,0,3017,4.45,0.9235,3283.0,15,1.0,62,0,24,820,0.004829,0.0467,62.2407,6,5.5,0.0361,0.0094,0,0,0,0
8,5000,3119,2,5,0,1.9931,1,117.5,5,3094,4.54,0.9607,3246.6,25,1.0,45,2,19,737,0.005755,0.0599,125.6281,7,6.2,0.0421,0.0129,2,1,0,0
9,5000,3088,0,0,1,1.9934,1,122.5,0,3080,4.49,0.9605,3214.9,8,1.0,32,0,13,553,0.008533,0.0719,51.6129,8,6.8,0.0501,0.017,0,0,0,0
10,5000,3059,3,4,0,1.9932,1,132.9,0,3054,4.46,0.96,3186.5,5,1.0,25,5,12,521,0.008498,0.0675,35.9712,9,5.7,0.0368,0.0137,0,0,0,0
11,5000,2969,3,5,1,1.9813,1,136.5,3,2952,4.37,0.9425,3150.3,17,1.0,23,3,5,467,0.010064,0.0833,140.4959,10,5.1,0.0462,0.0176,2,0,0,0
12,5000,3062,2,5,1,1.9843,2,142.1,8,3040,4.5,0.9762,3136.7,22,1.0,21,2,4,461,0.011073,0.0802,148.6486,11,5.0,0.0488,0.0175,2,1,0,0
13,5000,3100,1,5,0,1.9794,2,149.2,8,3087,4.41,0.99,3131.5,13,1.0,17,1,5,441,0.011592,0.0876,101.5625,12,5.4,0.0604,0.0186,1,1,0,0
14,5000,3103,0,0,0,1.9964,2,148.9,3,3100,4.47,0.9921,3127.7,3,1.0,15,0,2,368,0.015217,0.0917,28.5714,13,6.3,0.0679,0.015,0,1,0,0
15,5000,3066,1,5,1,1.9982,1,152.6,3,3058,4.5,0.9827,3119.9,8,1.0,15,1,1,359,0.015783,0.129,88.8889,14,7.1,0.0591,0.0265,1,1,0,0
16,5000,3053,1,5,3,1.9542,1,157.1,0,3038,4.43,0.981,3112.1,15,1.0,17,6,4,380,0.01219,0.1146,170.4545,15,5.9,0.0646,0.0272,1,1,0,0
17,5000,3089,3,5,3,1.9875,2,166.6,9,3065,4.49,0.9934,3109.5,24,1.0,20,8,5,414,0.011912,0.0916,186.4407,14,5.0,0.0576,0.0181,1,0,0,0
18,5000,3106,1,3,1,1.9884,2,168.4,3,3094,4.44,0.999,3109.1,12,1.0,18,0,2,370,0.013159,0.0984,105.2632,15,5.8,0.0589,0.0171,0,0,0,0
19,5000,3082,0,0,3,1.9797,2,169.9,7,3070,4.45,0.9921,3106.4,12,1.0,20,9,7,398,0.011328,0.08,130.4348,16,5.2,0.048,0.0159,0,1,0,0
20,5000,3094,0,0,3,1.9489,1,173.7,7,3082,4.46,0.9964,3105.2,12,1.0,17,0,3,361,0.014257,0.0909,107.1429,17,6.9,0.0653,0.0199,0,0,0,0
21,5000,3069,1,5,3,1.8702,1,176.8,13,3051,4.51,0.9894,3101.8,18,1.0,17,7,7,369,0.012006,0.0973,163.4615,18,6.6,0.0611,0.0212,1,1,0,0
22,5000,3048,0,0,3,1.8163,1,174.6,12,3031,4.47,0.9843,3096.7,17,1.0,13,1,5,308,0.014885,0.1111,219.1781,19,7.2,0.0756,0.0212,0,2,0,0
23,5000,3044,0,0,3,1.8554,1,179.3,0,3039,4.39,0.9846,3091.7,5,1.0,10,0,3,221,0.022626,0.127,87.7193,20,8.3,0.0952,0.0201,0,1,0,0
24,4999,3095,1,5,3,1.6881,1,177.9,3090,0,4.47,1.001,3092.0,5,1.0,9,1,2,214,0.024684,0.1724,89.2857,21,8.7,0.1182,0.0333,1,1,0,0
25,4997,3074,1,5,3,1.7945,1,184.6,3,3061,4.53,0.9947,3090.3,13,1.0,9,4,4,232,0.021202,0.1579,188.4058,22,8.8,0.1015,0.0304,1,1,0,0
26,4997,3171,0,0,3,1.8399,2,189.2,3170,0,4.51,1.0247,3098.3,5,1.0,8,0,1,195,0.029865,0.1967,86.2069,23,8.8,0.1366,0.0455,0,1,0,0
27,4996,3120,0,0,3,1.9269,1,192.9,3113,0,4.53,1.0063,3100.4,7,1.0,8,3,3,191,0.024539,0.2203,129.6296,24,8.2,0.1271,0.0525,0,0,0,0
28,4996,2975,2,4,3,1.957,1,202.3,9,2966,4.37,0.9633,3088.5,9,1.0,10,5,3,226,0.022899,0.1509,160.0,25,7.3,0.1006,0.028,0,0,0,0
29,4994,3107,1,5,1,1.9774,1,206.5,3098,0,4.55,1.0054,3090.2,9,1.0,9,2,3,233,0.021426,0.1467,119.403,26,8.6,0.0933,0.0275,1,1,0,0
30,4990,3074,0,0,1,1.9424,2,197.4,5,3069,4.42,0.9952,3088.7,5,1.0,9,2,2,211,0.025698,0.1837,86.9565,27,9.3,0.1054,0.037,0,0,0,0
31,4986,3033,1,3,0,1.9438,1,206.9,6,3027,4.4,0.9837,3083.4,6,1.0,8,2,3,208,0.023263,0.1724,94.3396,28,7.8,0.1121,0.0333,0,2,0,0
32,4983,3121,0,0,3,1.9701,1,204.5,3113,0,4.48,1.011,3087.0,8,1.0,11,5,2,176,0.025499,0.1806,115.942,29,6.4,0.0938,0.0381,0,0,0,0
33,4979,3154,1,5,3,1.981,1,209.4,3133,0,4.51,1.0196,3093.3,21,1.0,17,9,3,242,0.016985,0.1058,221.0526,30,4.8,0.0827,0.0216,1,0,0,0
34,4978,3173,1,5,3,1.99,1,206.2,3154,0,4.57,1.0241,3101.2,22,1.0,17,5,5,287,0.013686,0.0957,261.9048,31,5.4,0.0691,0.0182,1,0,0,0
35,4978,3075,2,5,3,1.9575,2,194.4,0,3056,4.47,0.9923,3098.7,19,1.0,19,6,4,329,0.014157,0.1298,152.0,32,5.5,0.0706,0.0261,2,0,0,0
36,4975,3060,2,5,3,1.9439,2,197.6,0,3045,4.47,0.9887,3095.0,15,1.0,16,4,7,348,0.013454,0.1068,163.0435,33,6.6,0.0765,0.0246,1,1,0,0
37,4975,3110,2,4,1,1.9871,2,201.0,3101,0,4.48,1.0044,3096.5,9,1.0,17,3,2,330,0.01423,0.1237,98.9011,34,6.1,0.067,0.0221,0,0,0,0
38,4975,3102,0,0,1,1.9877,2,201.3,3097,0,4.44,1.0016,3097.0,5,1.0,13,1,5,305,0.01779,0.1158,45.4545,35,8.3,0.0816,0.0274,0,0,0,0
39,4972,2985,0,0,0,1.972,1,210.8,3,2982,4.4,0.9672,3086.3,3,1.0,15,3,1,287,0.017062,0.125,48.3871,36,8.1,0.0762,0.0319,0,0,0,0
40,4969,3080,3,3,1,1.9764,1,215.6,6,3074,4.49,0.9981,3085.7,6,1.0,17,3,1,317,0.015926,0.1034,69.7674,37,7.6,0.069,0.0226,0,0,0,0
41,4967,3102,0,0,3,1.9846,1,213.2,3096,0,4.54,1.0048,3087.3,6,1.0,13,0,4,317,0.017138,0.119,76.9231,38,10.2,0.0729,0.0264,0,0,0,0
42,4967,2980,1,4,3,1.9749,1,215.1,10,2970,4.4,0.9685,3077.1,10,1.0,13,1,1,297,0.01778,0.1125,128.2051,39,10.7,0.0696,0.0202,0,1,0,0
43,4963,3082,0,0,3,1.9913,1,218.0,3069,0,4.5,1.0015,3077.5,13,1.0,13,3,3,297,0.016166,0.1325,155.8442,40,9.4,0.0843,0.0273,0,1,0,0
44,4959,3044,3,5,3,1.9975,1,219.3,13,3016,4.43,0.9901,3074.3,28,1.0,18,8,3,343,0.013828,0.0948,254.5455,41,7.3,0.0657,0.0226,2,0,0,0
45,4958,3175,0,0,1,1.9874,1,218.9,3165,0,4.6,1.0319,3084.7,18,1.0,17,0,1,328,0.015302,0.0968,151.2605,42,8.7,0.0675,0.0207,0,0,0,0
