window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6112,8,4,0,1.9977,0,34.1,0,0,6.58,1.0,6112.0,658,1.0,416,643,227,2214,0.000872,0.0071,402.9394,0,0.0,0.0,0.0009,0,0,0,0
2,5000,3762,3,5,0,1.9977,0,37.7,483,3248,5.34,0.8306,4565.3,514,1.0,337,12,91,2252,0.001067,0.0085,232.8719,1,1.0,0.0085,0.001,1,0,0,0
3,5000,3317,0,0,3,1.9976,0,42.8,295,3059,4.86,0.8476,3961.7,258,1.0,285,2,54,2030,0.001331,0.0155,154.9953,2,2.0,0.0155,0.0016,0,0,0,0
4,5000,3097,0,0,0,1.9977,0,50.1,80,3058,4.51,0.8639,3632.2,39,1.0,189,0,96,1772,0.001685,0.0139,68.1004,3,3.0,0.0093,0.002,0,0,0,0
5,5000,3050,4,5,0,1.9977,0,76.9,10,3025,4.5,0.8871,3438.1,25,1.0,137,12,64,1460,0.002185,0.0277,53.5714,4,3.7,0.0198,0.0036,2,0,0,0
6,5000,3120,1,5,0,1.9982,1,95.1,8,3098,4.52,0.9321,3347.2,22,1.0,91,5,51,1137,0.003196,0.0345,67.0732,5,4.4,0.0279,0.006,1,0,0,0
7,5000,3008,0,0,3,1.9985,2,107.5,8,2995,4.36,0.922,3262.4,13,1.0,70,0,21,831,0.004534,0.0444,58.8235,6,5.3,0.0262,0.0071,0,0,0,0
8,5000,3017,0,0,0,1.996,1,119.4,4,3013,4.44,0.9405,3207.9,4,1.0,51,0,19,653,0.005853,0.0526,20.6186,7,6.1,0.0287,0.0088,0,0,0,0
9,5000,3213,2,5,0,1.9948,1,126.3,3199,0,4.57,1.0013,3208.9,14,1.0,47,5,9,584,0.006825,0.0601,83.3333,8,6.3,0.0295,0.0105,1,0,0,0
10,5000,3155,0,0,1,1.996,1,134.5,2,3149,4.49,0.9862,3199.1,6,1.0,36,2,13,528,0.007751,0.0654,35.461,9,7.2,0.0458,0.0137,0,0,0,0
11,5000,3177,2,5,0,1.9898,1,145.5,5,3167,4.55,0.9942,3195.4,10,1.0,28,2,10,471,0.009329,0.0933,69.4444,10,7.2,0.0533,0.019,2,0,0,0
12,5000,3041,0,0,3,1.9875,1,149.8,0,3036,4.39,0.9588,3171.7,5,1.0,21,0,7,405,0.01101,0.12,53.7634,11,7.6,0.0714,0.0289,0,0,0,0
13,5000,3180,0,0,3,1.9941,1,161.4,3173,0,4.46,1.0023,3172.9,7,1.0,20,2,3,325,0.014723,0.1236,71.4286,12,8.2,0.0674,0.0278,0,0,0,0
14,5000,3047,0,0,3,1.9962,1,166.4,0,3047,4.39,0.9654,3156.1,0,1.0,14,0,6,318,0.015264,0.117,0.0,13,8.2,0.0836,0.0264,0,0,0,0
15,5000,3059,1,4,3,1.9778,1,156.9,5,3054,4.41,0.973,3143.9,5,1.0,14,2,2,288,0.017272,0.1163,48.7805,14,9.1,0.0781,0.0232,0,0,0,0
16,5000,3070,2,4,1,1.9936,1,169.4,4,3066,4.44,0.9792,3135.2,4,1.0,12,2,4,293,0.016778,0.1068,43.0108,15,7.8,0.0777,0.0268,0,1,0,0
17,5000,3118,0,0,3,1.9875,2,179.5,0,3118,4.44,0.9951,3133.3,0,1.0,11,0,1,241,0.021234,0.1587,0.0,16,9.0,0.0857,0.0379,0,1,0,0
18,5000,3040,0,0,3,1.9438,1,179.6,0,3040,4.48,0.9733,3123.5,0,1.0,10,0,1,216,0.022764,0.18,0.0,17,10.2,0.104,0.0451,0,0,0,0
19,5000,3098,1,3,1,1.9314,1,182.4,2,3096,4.42,0.9926,3121.0,2,1.0,11,1,0,220,0.022844,0.1587,31.746,18,10.2,0.1048,0.0407,0,0,0,0
20,5000,3027,0,0,1,1.8875,1,182.9,1,3026,4.42,0.9727,3112.0,1,1.0,10,1,2,220,0.022772,0.1489,0.0,19,10.4,0.0936,0.0237,0,0,0,0
21,5000,3081,1,4,3,1.9837,1,192.0,2,3070,4.4,0.991,3109.1,11,1.0,13,9,6,267,0.017093,0.1279,118.4211,20,8.3,0.0884,0.0314,0,0,0,0
22,5000,3048,1,3,3,1.9941,1,193.0,3,3040,4.39,0.9822,3103.2,8,1.0,14,1,0,238,0.019403,0.1139,105.2632,21,8.6,0.0886,0.0281,0,0,0,0
23,5000,3048,1,3,3,1.9941,2,185.7,9,3035,4.4,0.9839,3098.0,13,1.0,13,4,5,273,0.016401,0.1467,159.4203,22,9.9,0.0587,0.0294,0,0,0,0
24,5000,2983,1,5,3,1.9412,2,201.4,11,2972,4.35,0.9663,3087.0,11,1.0,12,1,2,264,0.018374,0.1905,137.5,23,11.3,0.0992,0.0367,1,0,0,0
25,5000,3083,2,5,1,1.9169,2,203.0,3,3070,4.49,0.9988,3086.6,13,1.0,12,2,2,286,0.017233,0.1585,171.0526,24,10.0,0.0958,0.0364,2,1,0,0
26,4999,3155,4,5,3,1.8982,2,203.8,3128,0,4.56,1.02,3093.2,27,1.0,16,7,3,335,0.014338,0.1193,267.3267,25,7.9,0.0714,0.0247,2,0,0,0
27,4999,3065,0,0,3,1.8424,2,202.6,3,3053,4.46,0.9918,3090.5,12,1.0,15,0,1,312,0.017434,0.1495,116.5049,26,8.5,0.0771,0.0294,0,1,0,0
28,4998,3033,0,0,3,1.7994,1,201.4,0,3029,4.44,0.9831,3085.0,4,1.0,11,0,4,291,0.017787,0.1216,59.7015,27,11.5,0.0861,0.0291,0,0,0,0
29,4998,3020,2,5,3,1.6344,1,200.8,0,3015,4.42,0.9809,3078.8,5,1.0,11,2,2,285,0.019449,0.1176,63.2911,28,11.0,0.0853,0.0174,1,1,0,0
30,4997,3051,0,0,3,1.7339,1,205.9,0,3051,4.49,0.9918,3076.2,0,1.0,10,0,1,248,0.023054,0.1579,0.0,29,12.8,0.1053,0.0323,0,0,0,0
31,4996,3148,0,0,3,1.8744,1,200.5,3149,0,4.56,1.0214,3083.1,0,1.0,9,0,1,230,0.02441,0.1607,0.0,30,15.1,0.1094,0.0357,0,0,0,0
32,4996,3146,0,0,3,1.9313,1,208.2,3146,0,4.51,1.0184,3089.1,0,1.0,9,0,0,215,0.02642,0.1579,0.0,31,16.1,0.1102,0.0285,0,0,0,0
33,4996,3004,2,5,1,1.9957,1,208.1,8,2991,4.39,0.975,3081.0,13,1.0,13,8,4,299,0.015484,0.1507,141.7874,32,11.8,0.0761,0.0306,1,0,0,0
34,4996,3127,0,0,1,1.994,1,211.1,3122,0,4.45,1.0135,3085.4,5,1.0,12,5,6,293,0.016613,0.1341,69.4444,33,12.2,0.0923,0.0281,0,2,0,0
35,4996,3021,0,0,0,1.9469,1,212.1,9,3012,4.39,0.9811,3079.2,9,1.0,12,4,4,259,0.018468,0.1154,111.1111,34,13.1,0.0806,0.0228,0,0,0,0
36,4996,3030,2,5,1,1.9694,1,206.9,5,3020,4.34,0.9855,3074.5,10,1.0,14,2,0,280,0.017179,0.1282,131.5789,35,12.1,0.0785,0.029,1,0,0,0
37,4996,3061,0,0,3,1.9289,1,211.5,2,3059,4.44,0.996,3073.3,2,1.0,13,2,3,297,0.017363,0.1429,0.0,36,13.9,0.0742,0.0315,0,0,0,0
38,4996,3063,1,5,3,1.8413,1,215.1,0,3058,4.39,0.997,3072.3,5,1.0,13,1,1,294,0.017854,0.1236,57.4713,37,14.5,0.0824,0.0266,1,0,0,0
39,4994,3070,0,0,3,1.9017,1,214.5,0,3070,4.43,0.9993,3072.1,0,1.0,10,0,3,280,0.019652,0.137,0.0,38,15.5,0.0959,0.0279,0,1,0,0
40,4994,3098,1,4,3,1.9481,1,213.3,3089,0,4.51,1.0076,3074.5,9,1.0,12,6,4,277,0.018599,0.1429,118.4211,35,7.6,0.0918,0.0321,0,1,0,0
41,4992,3078,1,3,1,1.9418,1,216.0,3065,0,4.49,1.001,3074.9,13,1.0,15,6,3,261,0.016444,0.1481,178.0822,36,6.6,0.072,0.0266,0,1,0,0
42,4991,3097,2,5,3,1.9006,2,215.6,3080,0,4.46,1.0065,3077.0,17,1.0,17,5,3,288,0.01465,0.101,184.7826,37,6.5,0.0664,0.0254,1,0,0,0
43,4988,3041,2,5,3,1.8154,2,208.9,0,3023,4.45,0.9894,3073.5,18,1.0,16,3,4,319,0.015102,0.1154,187.5,38,7.5,0.0661,0.0187,1,0,0,0
44,4987,3104,2,5,3,1.8866,2,215.4,3089,0,4.53,1.009,3076.4,15,1.0,14,5,7,348,0.014448,0.1102,140.1869,39,7.5,0.0731,0.0192,1,1,0,0
45,4986,3034,0,0,3,1.9334,2,219.0,2,3022,4.42,0.9875,3072.4,12,1.0,13,2,3,296,0.017519,0.125,133.3333,40,9.1,0.075,0.0279,0,0,0,0
46,4981,3107,1,4,3,1.9532,1,216.4,3096,0,4.58,1.0102,3075.7,11,1.0,13,4,4,284,0.017973,0.131,141.0256,41,7.8,0.0833,0.0295,0,2,0,0
47,4978,3166,2,5,3,1.9915,1,217.6,3155,0,4.57,1.0271,3084.5,13,1.0,13,2,2,297,0.017657,0.1261,122.6415,42,6.9,0.0811,0.0282,2,1,0,0
48,4974,3002,1,4,1,1.995,2,217.5,8,2989,4.46,0.9757,3076.6,13,1.0,12,2,3,287,0.017372,0.186,154.7619,43,7.4,0.0911,0.0401,0,1,0,0
49,4971,3009,1,5,3,1.9975,2,207.4,5,2994,4.39,0.9801,3070.2,15,1.0,12,3,3,280,0.017819,0.141,175.6757,44,7.9,0.0876,0.0377,1,1,0,0
50,4965,3036,1,5,3,1.9728,2,194.7,3,3028,4.38,0.9899,3066.9,8,1.0,10,1,3,261,0.020081,0.1385,137.931,45,7.8,0.0967,0.0279,1,0,0,0
51,4956,3145,0,0,3,1.9913,2,197.0,3146,0,4.49,1.0233,3074.5,0,1.0,9,0,1,208,0.023234,0.2222,0.0,46,9.2,0.1156,0.0441,0,0,0,0
52,4952,2921,1,5,3,1.9849,1,182.7,0,2916,4.4,0.9546,3059.8,5,1.0,7,1,3,221,0.024361,0.2,102.0408,10,5.0,0.1303,0.0412,1,2,0,0
53,4946,2969,1,5,3,1.988,1,165.1,5,2959,4.37,0.9731,3051.2,10,1.0,7,1,1,182,0.031134,0.2182,192.3077,11,5.1,0.1424,0.0504,1,1,0,0
54,4943,3022,1,5,3,1.9819,2,166.2,5,3017,4.5,0.9913,3048.4,5,1.0,7,1,1,184,0.03193,0.2222,116.2791,12,5.3,0.1365,0.0611,1,0,0,0
