window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6163,21,5,0,1.9969,0,35.7,0,0,6.68,1.0,6163.0,638,1.0,393,590,197,2110,0.000929,0.0072,393.3416,0,0.0,0.0052,0.0011,4,0,0,0
2,5000,3748,1,3,0,1.9969,0,36.3,473,3263,5.25,0.8279,4585.0,485,1.0,319,23,97,2197,0.001141,0.0072,380.8025,1,1.0,0.0043,0.0011,0,0,0,0
3,5000,3429,0,0,3,1.9969,0,42.8,240,3213,4.88,0.8604,4023.5,216,1.0,265,1,55,1962,0.001454,0.0093,234.5277,2,1.9,0.0065,0.0017,0,0,0,0
4,5000,3186,0,0,0,1.9969,0,51.6,42,3162,4.59,0.867,3695.7,24,1.0,182,4,87,1734,0.001683,0.0123,41.0714,3,2.9,0.0058,0.0023,0,0,0,0
5,5000,3063,1,5,0,1.9969,0,76.8,3,3055,4.45,0.879,3484.8,8,1.0,139,1,44,1373,0.00236,0.0168,18.2648,4,3.9,0.0096,0.0028,1,0,0,0
6,5000,3161,4,5,0,1.9968,0,97.4,8,3131,4.52,0.9318,3392.3,30,1.0,113,11,37,1258,0.002903,0.0342,73.6041,5,4.5,0.0189,0.0044,2,0,0,0
7,5000,3171,3,5,0,1.9929,2,105.8,12,3139,4.55,0.9503,3337.0,32,1.0,82,3,34,1065,0.003617,0.0434,95.8084,6,5.1,0.0265,0.0071,2,0,0,0
8,5000,3160,1,5,0,1.9941,2,115.4,1,3144,4.51,0.9583,3297.6,16,1.0,66,2,18,895,0.004546,0.0414,55.3506,7,6.0,0.0272,0.0077,1,0,0,0
9,5000,3085,1,5,0,1.9892,2,121.3,0,3076,4.52,0.9477,3255.1,9,1.0,52,1,15,779,0.005401,0.0492,40.1786,8,6.8,0.0311,0.0099,1,1,0,0
10,5000,3043,0,0,1,1.9863,2,138.5,0,3038,4.43,0.946,3216.5,5,1.0,41,0,11,619,0.00701,0.0621,29.4118,9,7.6,0.035,0.0129,0,0,0,0
11,5000,3076,0,0,3,1.9923,1,141.3,0,3071,4.39,0.9633,3193.1,5,1.0,32,0,9,546,0.008432,0.0814,31.0559,10,8.3,0.039,0.0147,0,0,0,0
12,5000,3109,1,5,3,1.9954,1,150.7,3,3097,4.5,0.9776,3180.2,12,1.0,24,4,12,518,0.008665,0.0743,81.4815,11,8.3,0.0458,0.014,1,2,0,0
13,5000,2943,1,4,3,1.9658,1,149.7,0,2943,4.31,0.9354,3146.3,0,1.0,23,1,2,435,0.010823,0.0727,0.0,12,8.9,0.0455,0.0122,0,1,0,0
14,5000,3018,0,0,3,1.8689,2,147.6,0,3018,4.43,0.9645,3129.2,0,1.0,18,0,5,394,0.011705,0.0841,0.0,13,10.1,0.0534,0.0182,0,1,0,0
15,5000,2981,0,0,3,1.9252,1,152.1,4,2977,4.36,0.9583,3110.7,4,1.0,18,4,4,370,0.012437,0.0865,0.0,14,11.1,0.0563,0.0185,0,0,0,0
16,5000,3039,0,0,3,1.8567,1,156.0,0,3039,4.44,0.9796,3102.2,0,1.0,13,0,5,325,0.016507,0.1279,0.0,15,11.4,0.064,0.0258,0,1,0,0
17,5000,3083,0,0,3,1.922,1,167.4,0,3083,4.38,0.9945,3100.1,0,1.0,12,0,1,269,0.01953,0.1222,0.0,16,12.6,0.0844,0.0198,0,1,0,0
18,5000,3167,0,0,3,1.9363,1,164.6,3165,0,4.57,1.0196,3107.2,3,1.0,13,3,2,267,0.018379,0.1389,14.4928,17,12.5,0.0944,0.0324,0,0,0,0
19,5000,3034,2,5,3,1.9406,1,173.8,4,3026,4.44,0.9787,3099.9,8,1.0,14,2,1,294,0.018062,0.1034,93.0233,18,12.5,0.0785,0.0225,1,0,0,0
20,5000,3046,0,0,3,1.9017,1,171.1,4,3039,4.33,0.9842,3094.8,7,1.0,16,7,5,324,0.014495,0.1124,84.3373,19,10.6,0.0581,0.0232,0,0,0,0
21,5000,3065,3,5,3,1.9386,1,170.7,7,3053,4.48,0.9913,3091.9,12,1.0,17,4,3,347,0.013684,0.1081,106.7961,20,9.9,0.0605,0.0194,1,0,0,0
