seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,br_AC,br_BC,br_AB,gk,div,merge,split,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c
19,1,1,2160,63.0805,1.5818,10,0,1.0,1,2,5,3,0,0,0,0,0,0,0,A,B,A,B
19,2,0,2088,56.5672,1.5769,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,B,A,B
19,3,0,2069,55.8987,1.571,1,0,1.0,1,0,0,1,0,1,0,0,0,0,0,A,B,A,C
19,4,0,2029,57.9407,1.5676,7,0,1.0,1,1,1,5,1,1,0,0,0,0,0,A,B,A,B
19,5,0,2067,58.4968,1.5777,5,0,1.0,1,3,2,0,4,1,0,0,0,0,1,A,B,A,B
19,6,0,2045,57.966,1.5801,4,0,1.0,1,1,2,1,4,0,0,0,0,0,0,A,B,A,B
19,7,0,1993,55.8659,1.5779,1,0,1.0,1,0,0,1,4,0,0,0,0,0,0,A,B,C,B
19,8,0,2014,55.6402,1.4979,4,0,1.0,1,0,2,2,4,0,0,0,0,1,0,A,B,A,B
19,9,0,2117,58.9068,1.5724,4,0,1.0,1,0,3,1,4,0,0,0,0,0,0,A,B,A,B
19,10,0,1970,55.2227,1.5567,11,0,1.0,1,4,6,1,4,0,0,0,1,0,0,A,B,A,B
19,11,0,2029,56.0281,1.5538,5,0,1.0,1,2,3,0,4,0,0,0,0,0,0,A,B,A,B
19,12,0,2084,58.6979,1.5722,6,0,1.0,1,3,1,2,4,0,0,0,0,0,0,A,B,A,B
19,13,0,2137,58.3974,1.5601,3,0,1.0,1,2,0,1,4,0,0,0,0,0,0,A,B,A,B
19,14,0,2052,56.47,1.5738,4,0,1.0,1,2,2,0,4,0,0,0,0,0,0,A,C,A,B
19,15,0,2081,57.6066,1.5494,3,0,1.0,1,0,3,0,3,1,0,0,0,0,0,A,C,A,B
19,16,0,2038,55.2804,1.5671,0,0,0,0,0,0,0,3,1,0,0,0,0,0,A,B,A,B
19,17,0,2080,58.6487,1.5456,5,0,1.0,1,1,3,1,1,1,0,0,0,1,0,A,C,A,B
19,18,0,2060,56.5899,1.5164,1,0,1.0,1,0,1,0,1,1,0,0,0,0,0,A,B,A,C
19,19,0,2039,57.0395,1.5727,4,0,1.0,1,0,2,2,4,0,0,0,0,0,0,A,B,A,B
19,20,0,2103,59.2771,1.4559,5,0,1.0,1,4,1,0,3,1,0,0,0,0,0,A,B,A,B
19,21,0,2022,56.693,1.4029,4,0,1.0,1,2,2,0,4,0,0,0,0,0,0,A,B,A,B
19,22,0,2010,55.5238,1.4772,7,0,1.0,1,3,2,2,4,0,0,0,0,0,0,A,B,A,B
19,23,0,2055,56.6958,1.5656,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,B,C,B
19,24,0,2047,55.5772,1.183,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,B,A,B
19,25,0,1949,53.6467,1.3801,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,A,B,A,B
