seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,br_AC,br_BC,br_AB,gk,div,merge,split,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c
16,1,1,2140,61.2596,1.5839,8,0,1.0,1,1,5,2,0,0,0,0,0,0,1,A,B,A,B
16,2,0,2056,55.8077,1.5812,5,0,1.0,1,2,2,1,0,1,0,0,0,0,0,A,B,A,B
16,3,0,2039,55.5205,1.5822,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,B,A,B
16,4,0,2094,57.7779,1.542,2,0,1.0,1,1,0,1,4,0,0,0,0,0,0,A,B,A,B
16,5,0,2074,56.5574,1.5306,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,C,A,B
16,6,0,2012,57.0768,1.4041,7,0,1.0,1,1,0,6,4,0,0,0,0,0,0,A,C,C,C
16,7,0,2084,58.9308,1.3567,6,0,1.0,1,4,2,0,4,0,0,0,0,0,0,A,B,A,C
16,8,0,2039,54.6092,1.4819,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,B,A,C
16,9,0,2076,57.7054,1.5496,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,C,C,B
16,10,0,2054,56.2951,1.571,2,0,1.0,1,0,0,2,4,0,0,0,0,0,0,C,C,A,B
16,11,0,2100,59.0547,1.5715,6,0,1.0,1,1,4,1,4,0,0,0,0,0,0,A,B,A,C
16,12,0,2037,59.9576,1.5605,8,0,1.0,1,3,1,4,4,0,0,0,1,1,0,A,B,A,C
16,13,0,2016,54.2808,1.4787,1,0,1.0,1,0,0,1,4,0,0,0,0,0,0,A,C,A,B
16,14,0,2072,57.708,1.4488,6,0,1.0,1,2,2,2,4,0,0,0,0,0,0,C,B,A,B
16,15,0,2067,58.825,1.5627,9,0,1.0,1,3,2,4,4,0,0,0,0,0,0,A,B,A,B
16,16,0,2151,58.9304,1.5632,3,0,1.0,1,1,1,1,4,0,0,0,0,0,0,A,B,A,B
16,17,0,2044,56.0341,1.5671,5,0,1.0,1,3,0,2,3,1,0,0,0,0,0,A,B,A,B
16,18,0,2036,57.3547,1.5482,6,0,1.0,1,1,3,2,4,0,0,0,1,0,1,A,B,A,C
16,19,0,2133,59.8995,1.5656,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,C,B,A,B
16,20,0,2026,55.9597,1.5677,5,0,1.0,1,4,1,0,4,0,0,0,0,0,0,C,B,A,B
16,21,0,2087,54.4391,1.3788,1,0,1.0,1,0,1,0,4,0,0,0,0,0,0,C,B,A,B
16,22,0,2101,56.9575,1.51,3,0,1.0,1,2,0,1,4,0,0,0,0,0,0,A,B,A,B
16,23,0,2090,59.5693,1.5843,8,0,1.0,1,1,3,4,4,0,0,0,0,0,0,A,B,A,B
16,24,0,2065,56.8522,1.5296,4,0,1.0,1,2,0,2,4,0,0,0,1,0,0,C,B,C,B
16,25,0,2017,53.7015,1.5715,0,0,0,0,0,0,0,4,0,0,0,0,0,0,C,B,A,B
