seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,br_AC,br_BC,br_AB,gk,div,merge,split,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c
1,1,0,2082,59.5055,1.5839,7,0,1.0,1,0,3,4,0,0,0,0,0,0,0,A,B,A,B
1,2,0,2024,55.5604,1.5807,1,0,1.0,1,1,0,0,0,1,0,0,0,0,0,A,B,A,B
1,3,0,2010,55.2876,1.5642,3,0,1.0,1,1,1,1,0,1,0,0,0,0,0,A,B,A,B
1,4,0,2083,57.1592,1.5545,5,0,1.0,1,2,1,2,1,1,0,0,0,0,0,A,C,C,B
1,5,0,2083,58.09,1.5409,6,0,1.0,1,4,2,0,4,1,0,0,0,0,0,A,B,A,B
1,6,0,2044,55.8099,1.5697,2,0,1.0,1,2,0,0,4,1,0,0,0,0,0,A,B,A,B
1,7,0,2080,55.3762,1.5294,0,0,0,0,0,0,0,4,1,0,0,0,0,0,A,B,A,C
1,8,0,2028,55.4482,1.5766,3,0,1.0,1,0,1,2,1,1,0,0,0,0,0,A,C,A,B
1,9,0,2047,61.0763,1.5534,17,0,1.0,1,6,4,7,3,1,0,0,0,1,0,A,C,A,B
1,10,0,2035,55.1898,1.5831,0,0,0,0,0,0,0,3,1,0,0,0,0,0,A,B,A,C
1,11,0,2094,59.5996,1.5568,9,0,1.0,1,3,3,3,4,1,0,0,0,0,0,A,B,A,B
1,12,0,2066,57.7077,1.568,5,0,1.0,1,2,2,1,4,1,0,0,0,0,0,A,B,A,B
1,13,0,1986,53.9435,1.5821,2,0,1.0,1,0,0,2,4,1,0,0,0,0,0,A,B,A,B
1,14,0,1995,56.631,1.5789,5,0,1.0,1,2,2,1,3,1,0,0,0,0,0,A,B,A,C
1,15,0,2052,55.5311,1.5502,0,0,0,0,0,0,0,3,1,0,0,0,0,0,A,B,A,C
1,16,0,2022,57.4125,1.5391,8,0,1.0,1,6,2,0,3,1,0,0,0,0,2,A,C,C,C
1,17,0,2123,60.6433,1.545,11,0,1.0,1,1,3,7,4,1,0,0,0,0,0,A,B,A,C
1,18,0,2112,58.2492,1.5715,1,0,1.0,1,1,0,0,3,1,0,0,0,0,0,A,B,A,C
1,19,1,2094,60.2068,1.5544,7,0,1.0,1,2,2,3,1,1,0,0,0,0,0,A,B,A,B
1,20,0,1969,54.9264,1.5651,3,0,1.0,1,0,2,1,4,0,0,0,0,0,0,A,B,A,B
1,21,0,2036,57.0834,1.5755,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,A,C,A,B
1,22,0,2077,59.4755,1.5651,9,0,1.0,1,3,3,3,4,0,0,0,0,0,0,A,B,A,B
1,23,0,2082,59.0779,1.5461,8,0,1.0,1,4,1,3,1,1,0,0,0,0,0,A,B,A,B
1,24,0,2025,57.2794,1.5842,6,0,1.0,1,2,3,1,3,1,0,0,0,0,0,A,B,A,B
1,25,0,2005,53.7392,1.584,0,0,0,0,0,0,0,4,1,0,0,0,0,0,A,B,A,B
