seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,br_AC,br_BC,br_AB,gk,div,merge,split,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c
12,1,0,2116,57.2718,1.5846,4,0,1.0,1,0,2,2,0,0,0,0,0,0,0,A,B,A,B
12,2,0,2075,55.3786,1.5839,1,0,1.0,1,1,0,0,0,1,0,0,0,1,0,A,B,A,B
12,3,0,2072,56.7691,1.5689,0,0,0,0,0,0,0,3,1,0,0,0,0,0,A,B,A,B
12,4,0,2011,55.3233,1.5526,0,0,0,0,0,0,0,3,1,0,0,0,0,0,A,C,A,B
12,5,0,2075,57.1622,1.5749,4,0,1.0,1,0,2,2,4,0,0,0,1,0,0,A,B,A,B
12,6,0,2086,57.1349,1.574,0,0,0,0,0,0,0,3,1,0,0,0,0,0,A,B,A,B
12,7,0,2135,58.1487,1.5219,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,A,C,C,B
12,8,0,2134,60.6772,1.5715,5,0,1.0,1,2,1,2,4,0,0,0,0,0,0,A,B,A,B
12,9,0,2065,58.1852,1.5544,5,0,1.0,1,2,0,3,4,0,0,0,0,0,0,A,B,A,B
12,10,0,2040,56.0377,1.581,2,0,1.0,1,1,1,0,4,0,0,0,0,0,0,A,B,C,B
12,11,0,2049,56.6165,1.5613,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,A,B,C,B
12,12,0,2005,57.0115,1.3838,3,0,1.0,1,0,2,1,4,0,0,0,0,0,0,A,B,A,B
12,13,0,2017,55.697,1.5697,1,0,1.0,1,0,0,1,4,0,0,0,0,0,0,A,B,A,B
12,14,0,2012,54.9917,1.5395,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,B,A,B
12,15,0,2085,56.8292,1.5514,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,B,A,B
12,16,0,2026,55.8278,1.4406,1,0,1.0,1,0,1,0,4,0,0,0,0,0,0,A,B,A,C
12,17,0,2077,55.8797,1.5722,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,B,A,B
12,18,0,2110,56.3771,1.5574,4,0,1.0,1,1,3,0,4,0,0,0,0,0,0,A,B,A,B
12,19,0,2077,57.7786,1.5749,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,A,B,A,B
12,20,0,2070,62.7364,1.5632,16,0,1.0,1,6,3,7,4,0,0,0,1,0,0,A,B,A,B
12,21,0,2082,58.5273,1.5567,1,0,1.0,1,0,1,0,4,0,0,0,0,0,0,A,B,C,B
12,22,0,2042,55.4931,1.5275,3,0,1.0,1,2,0,1,4,0,0,0,0,0,0,A,B,C,B
12,23,0,2071,55.9632,1.542,0,0,0,0,0,0,0,4,0,0,0,0,0,0,A,C,A,B
12,24,0,2098,58.2159,1.5828,8,0,1.0,1,4,3,1,4,0,0,0,0,0,0,A,B,A,C
12,25,0,2070,57.7854,1.5614,11,0,1.0,1,6,4,1,4,0,0,0,0,0,0,A,B,A,C
