atom_id,category,core_count,dev_count,core_ratio_pct,zero_core,thin_core,pos_n_pct,pos_v_pct,pos_adj_pct,unique_keys,unique_ratio_pct,mean_atoms_per_word,p95_atoms_per_word,generic_at_5pct,generic_at_10pct,generic_at_20pct,top1_overlap_atom,top1_overlap_count,top1_jaccard,sym_pair,sym_core_overlap
ACT.calm,ACT,86,42,67.2,False,False,45.3,43.0,11.6,36,41.9,2.08,5,0,0,0,PRP.soft,20,0.139,ACT.agitate,0
ACT.create,ACT,493,1379,26.3,False,False,68.2,25.8,6.1,25,5.1,3.08,6,1,0,0,ACT.make,449,0.712,ACT.destroy,2
ACT.descend,ACT,97,616,13.6,False,False,44.3,50.5,5.2,27,27.8,2.64,6,0,0,0,ACT.move,32,0.024,ACT.ascend,0
ACT.destroy,ACT,144,107,57.4,False,False,45.1,49.3,5.6,81,56.2,2.12,5,1,0,0,SOC.individual,16,0.008,ACT.create,2
ACT.dissolve,ACT,45,100,31.0,False,False,40.0,53.3,6.7,22,48.9,2.44,7,0,0,0,FND.transformation,10,0.009,ACT.make,1
ACT.emit,ACT,305,127,70.6,False,False,53.1,43.6,3.3,166,54.4,1.93,4,0,0,0,COM.speak,38,0.052,ACT.receive,0
ACT.exit,ACT,88,408,17.7,False,False,33.0,65.9,1.1,24,27.3,2.88,8,0,0,0,ACT.leave,35,0.217,ACT.arrive,1
ACT.fall,ACT,36,83,30.3,False,False,58.3,36.1,5.6,7,19.4,2.75,5,0,0,0,ACT.sink,13,0.21,ACT.sink,13
ACT.give,ACT,341,413,45.2,False,False,77.4,19.1,3.5,167,49.0,2.04,5,0,0,0,ECO.pay,53,0.118,ACT.take,1
ACT.go,ACT,102,565,15.3,False,False,45.1,53.9,1.0,27,26.5,2.9,7,0,0,0,ACT.move,40,0.03,TIM.come,0
ACT.leave,ACT,108,210,34.0,False,False,18.5,80.6,0.9,37,34.3,2.61,8,1,0,0,ACT.exit,35,0.217,TIM.appear,1
ACT.lie_down,ACT,57,161,26.1,False,False,57.9,40.4,1.8,24,42.1,2.46,8,0,0,0,ACT.move,11,0.008,ACT.rise,1
ACT.lose,ACT,13,177,6.8,False,True,30.8,69.2,0.0,5,38.5,2.31,5,0,0,0,ACT.abandon,3,0.043,ACT.obtain,0
ACT.make,ACT,587,1103,34.7,False,False,62.9,31.2,6.0,48,8.2,3.12,6,1,0,0,ACT.create,449,0.712,ACT.dissolve,1
ACT.move,ACT,1267,1875,40.3,False,False,64.4,32.4,3.2,319,25.2,2.5,6,0,0,0,SOC.homeless,633,0.493,ACT.stop,9
ACT.obtain,ACT,246,428,36.5,False,False,52.4,44.3,3.3,87,35.4,3.09,9,1,0,0,ECO.buy,52,0.191,ACT.lose,0
ACT.receive,ACT,63,221,22.2,False,False,27.0,71.4,1.6,2,3.2,4.03,8,1,0,0,CHG.begin,36,0.31,ACT.emit,0
ACT.rise,ACT,79,487,14.0,False,False,40.5,59.5,0.0,20,25.3,3.09,8,0,0,0,ACT.move,38,0.029,ACT.lie_down,1
ACT.sink,ACT,39,316,11.0,False,False,53.8,41.0,5.1,8,20.5,2.1,4,0,0,0,ACT.descend,14,0.115,ACT.fall,13
ACT.sit,ACT,76,377,16.8,False,False,64.5,34.2,1.3,38,50.0,2.14,6,0,0,0,ACT.move,19,0.014,ACT.stand,1
ACT.stand,ACT,40,511,7.3,False,False,40.0,57.5,2.5,7,17.5,3.48,10,0,0,0,ACT.move,20,0.016,ACT.sit,1
ACT.stop,ACT,101,91,52.6,False,False,42.6,56.4,1.0,43,42.6,2.83,7,0,0,0,CHG.end,22,0.1,ACT.move,9
ACT.take,ACT,156,103,60.2,False,False,65.4,32.1,2.6,88,56.4,1.99,6,0,0,0,SOC.individual,16,0.008,ACT.give,1
BEI.beast,BEI,145,1083,11.8,False,False,55.9,15.9,27.6,62,42.8,2.15,5,0,0,0,EXS.being,47,0.042,BEI.human,0
BEI.child,BEI,92,129,41.6,False,False,82.6,7.6,9.8,48,52.2,1.85,4,0,0,0,PRP.young,22,0.155,BEI.parent,0
BEI.female,BEI,166,834,16.6,False,False,78.9,9.0,12.0,118,71.1,1.43,3,0,0,0,VAL.beauty,13,0.055,BEI.male,3
