seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,br_AC,br_BC,br_AB,gk,div,merge,split,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c
6,1,0,2102,59.8765,1.5847,6,0,1.0,1,3,1,2,0,0,0,0,0,0,0,A,B,A,B
6,2,0,2079,56.7754,1.5814,2,0,1.0,1,0,2,0,3,1,0,0,0,0,0,A,B,A,B
6,3,0,2017,55.7825,1.5843,3,0,1.0,1,1,2,0,4,0,0,0,0,0,0,A,B,A,B
6,4,0,2174,59.9824,1.5833,7,0,1.0,1,2,3,2,3,1,0,0,0,0,0,A,B,A,B
6,5,0,2149,59.1306,1.5486,2,0,1.0,1,1,0,1,3,1,0,0,0,0,0,A,B,A,B
6,6,0,2068,57.0753,1.5669,1,0,1.0,1,0,1,0,4,0,0,0,0,0,0,A,B,A,B
6,7,0,2060,59.3116,1.5069,12,0,1.0,1,6,1,5,4,0,0,0,0,0,0,A,B,A,B
6,8,0,2001,54.7028,1.5484,2,0,1.0,1,0,2,0,4,0,0,0,0,0,0,A,B,A,B
6,9,0,2046,57.5901,1.5608,6,0,1.0,1,1,3,2,4,0,0,0,0,0,0,A,B,C,B
6,10,0,2091,61.0996,1.5484,6,0,1.0,1,2,3,1,4,0,0,0,0,0,0,A,B,A,B
6,11,0,2032,56.9712,1.5477,6,0,1.0,1,3,0,3,4,0,0,0,0,0,0,A,B,A,B
6,12,0,2089,57.3955,1.3788,4,0,1.0,1,1,2,1,4,0,0,0,0,0,0,A,B,A,B
6,13,0,2056,57.8946,1.4316,2,0,1.0,1,1,0,1,4,0,0,0,0,0,0,A,C,C,B
6,14,0,2031,57.6911,1.5749,4,0,1.0,1,1,2,1,4,0,0,0,0,0,0,A,B,C,B
6,15,0,2012,56.3184,1.516,4,0,1.0,1,1,2,1,4,0,0,0,0,0,0,A,B,C,B
6,16,0,2093,58.1381,1.5401,3,0,1.0,1,2,1,0,4,0,0,0,0,0,0,C,B,A,B
6,17,0,2038,58.2818,1.5686,9,0,1.0,1,2,3,4,1,1,0,0,0,0,0,A,B,A,C
6,18,0,2091,58.549,1.5567,9,0,1.0,1,2,4,3,1,1,0,0,0,0,0,A,B,A,B
6,19,0,2043,57.9026,1.5714,9,0,1.0,1,0,3,6,4,0,0,0,0,0,0,A,B,A,B
6,20,0,2036,58.3979,1.5786,7,0,1.0,1,2,2,3,4,0,0,0,0,0,0,A,B,A,B
6,21,0,2048,57.5469,1.5766,7,0,1.0,1,4,1,2,4,0,0,0,1,0,0,A,B,A,B
6,22,0,2009,57.5287,1.554,6,0,1.0,1,1,4,1,4,0,0,0,0,0,0,A,B,A,B
6,23,0,2018,55.7442,1.5709,3,0,1.0,1,1,1,1,4,0,0,0,0,0,0,A,B,A,B
6,24,0,2066,56.5164,1.5788,2,0,1.0,1,1,1,0,4,0,0,0,0,0,0,C,B,A,B
6,25,0,2028,56.3375,1.5566,6,0,1.0,1,5,1,0,4,0,0,0,0,0,0,A,B,A,B
