seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,br_AC,br_BC,br_AB,gk,div,merge,split,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c
4,1,0,2164,61.9984,1.5837,8,0,1.0,1,1,3,4,0,0,0,0,0,0,0,A,B,A,B
4,2,0,2000,55.3103,1.5847,6,0,1.0,1,4,1,1,0,1,0,0,1,0,0,A,B,A,B
4,3,1,2047,57.9092,1.5795,8,0,1.0,1,4,2,2,3,1,0,0,1,0,0,A,B,A,B
4,4,0,2065,60.8627,1.5794,13,0,1.0,1,8,3,2,4,1,0,0,0,1,0,C,B,A,B
4,5,0,1969,54.3858,1.5642,5,0,1.0,1,0,4,1,4,1,0,0,0,0,0,A,B,A,B
4,6,0,2172,61.3707,1.5807,5,0,1.0,1,2,1,2,4,1,0,0,0,0,0,A,B,C,C
4,7,0,2086,57.2951,1.565,2,0,1.0,1,1,1,0,4,0,0,0,0,0,0,A,B,A,B
4,8,0,1996,54.5372,1.5058,4,0,1.0,1,0,2,2,1,1,0,0,0,0,0,A,C,A,B
4,9,0,2044,55.0425,1.5306,1,0,1.0,1,0,0,1,3,1,0,0,0,0,0,A,C,A,B
4,10,0,1938,54.2257,1.541,3,0,1.0,1,0,0,3,3,1,0,0,0,0,0,A,B,A,C
4,11,0,2061,57.109,1.5514,2,0,1.0,1,1,1,0,4,0,0,0,0,0,0,A,B,A,B
4,12,0,2008,56.9328,1.5774,7,0,1.0,1,1,3,3,3,1,0,0,0,0,0,A,B,A,B
4,13,0,2105,57.648,1.4566,6,0,1.0,1,2,3,1,4,0,0,0,0,0,0,A,C,A,C
4,14,0,2035,56.2547,1.5722,5,0,1.0,1,1,3,1,4,0,0,0,0,0,0,A,B,A,B
4,15,0,2101,56.6004,1.5715,3,0,1.0,1,1,1,1,4,0,0,0,0,0,0,A,B,A,B
4,16,0,1988,55.8446,1.5334,2,0,1.0,1,0,1,1,4,0,0,0,0,0,0,C,B,A,B
4,17,0,2126,59.2847,1.5704,1,0,1.0,1,1,0,0,4,0,0,0,0,0,0,A,B,A,B
4,18,0,2029,54.8298,1.5561,3,0,1.0,1,1,2,0,4,0,0,0,0,0,0,A,B,A,C
4,19,0,2038,56.9898,1.5618,6,0,1.0,1,1,5,0,4,0,0,0,0,0,0,C,B,A,B
4,20,1,2012,54.4774,1.5306,8,0,1.0,1,3,4,1,4,0,0,0,0,0,0,A,B,A,C
4,21,0,1977,55.7714,1.4806,1,0,1.0,1,0,0,1,4,0,0,0,0,0,0,A,B,C,C
4,22,0,2053,56.6211,1.5735,2,0,1.0,1,1,1,0,4,0,0,0,0,0,0,A,B,A,B
4,23,0,1979,56.02,1.543,4,0,1.0,1,4,0,0,4,0,0,0,1,0,0,A,B,A,B
4,24,0,1967,55.5957,1.5779,3,0,1.0,1,0,2,1,4,0,0,0,0,0,0,A,B,A,B
4,25,0,2048,57.4503,1.5106,3,0,1.0,1,0,1,2,4,0,0,0,0,0,0,C,B,A,B
