window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6101,16,6,0,1.9994,0,18.2,0,0,6.63,1.0,6101.0,567,1.0,342,526,184,1995,0.001049,0.012,399.2958,0,0.0,0.0109,0.0014,2,0,0,0,0.036632,0.015625,64,0.5735,0.0366,0.2331,0.003
2,5000,3733,4,4,0,1.9993,0,17.1,451,3287,5.21,0.8291,4547.0,446,1.0,333,21,30,2071,0.001154,0.0087,381.6467,1,1.0,0.0057,0.0013,0,0,0,0,0.033356,0.015625,64,0.5316,0.064,0.224,0.003113
3,5000,3359,3,5,0,1.9994,0,16.8,248,3108,4.9,0.8528,3963.5,251,1.0,275,7,65,2039,0.001148,0.0122,268.7366,2,1.9,0.0067,0.0016,2,0,0,0,0.033943,0.015625,63,0.5397,0.091,0.2138,0.003224
4,5000,3248,0,0,1,1.9993,0,16.9,51,3202,4.68,0.8871,3686.1,46,1.0,196,11,90,1771,0.001321,0.0172,69.5518,3,2.8,0.0103,0.0024,0,0,0,0,0.041005,0.015625,63,0.619,0.1157,0.2148,0.003331
5,5000,3095,2,5,0,1.9994,0,16.8,7,3065,4.43,0.8871,3489.1,30,1.0,172,5,29,1454,0.001746,0.0225,65.6455,4,3.7,0.0164,0.004,1,0,0,0,0.05123,0.015625,59,0.695,0.144,0.2287,0.003434
6,5000,3015,2,5,0,1.9994,1,16.7,9,3001,4.43,0.899,3353.6,14,1.0,160,4,16,1403,0.001813,0.0224,30.1075,5,4.6,0.0132,0.0036,1,0,0,0,0.04277,0.015625,59,0.6347,0.1868,0.2401,0.003529
7,5000,3089,1,4,0,1.9983,2,16.7,0,3089,4.47,0.9396,3287.5,0,1.0,146,1,15,1337,0.001679,0.0231,0.0,6,5.6,0.0112,0.0039,0,0,0,0,0.050926,0.015625,57,0.6932,0.2169,0.2531,0.003616
8,5000,3132,0,0,1,1.9975,2,16.7,3,3129,4.48,0.9628,3252.9,3,1.0,130,3,19,1262,0.00177,0.0168,7.5758,7,6.5,0.0136,0.0043,0,0,0,0,0.050481,0.015625,58,0.6905,0.2481,0.264,0.003693
9,5000,3057,1,4,0,1.9977,1,16.6,1,3056,4.41,0.9512,3213.7,1,1.0,120,2,12,1162,0.001824,0.0217,2.8571,8,7.4,0.0113,0.0045,0,0,0,0,0.046196,0.015625,55,0.6618,0.2726,0.2712,0.00376
10,5000,3100,0,0,1,1.9965,1,16.5,0,3100,4.43,0.9709,3193.1,0,1.0,107,0,13,1080,0.001847,0.0213,0.0,9,8.4,0.0173,0.0047,0,0,0,0,0.051829,0.015625,52,0.6985,0.3031,0.2817,0.003814
11,5000,3112,1,3,0,1.997,1,16.5,0,3112,4.44,0.9788,3179.5,0,1.0,101,1,7,1034,0.001937,0.0312,0.0,10,9.3,0.0177,0.0057,0,0,0,0,0.046729,0.015625,52,0.6656,0.3405,0.2907,0.003856
12,5000,3080,0,0,3,1.9726,1,16.5,0,3080,4.46,0.9734,3164.2,0,1.0,95,0,6,988,0.001924,0.0322,0.0,11,10.3,0.0188,0.0061,0,0,0,0,0.057878,0.015625,52,0.73,0.3745,0.302,0.003884
13,5000,3140,0,0,0,1.945,1,16.6,2,3138,4.52,0.9934,3160.8,2,1.0,91,2,6,975,0.001923,0.0367,6.8027,12,11.1,0.0217,0.0067,0,0,0,0,0.056667,0.015625,51,0.7243,0.4211,0.3106,0.003898
14,5000,2964,0,0,3,1.9449,1,16.6,2,2962,4.34,0.9456,3134.5,2,1.0,81,2,12,901,0.002038,0.0344,0.0,13,12.0,0.0204,0.0071,0,0,0,0,0.057252,0.015625,48,0.7271,0.4552,0.3177,0.003898
15,5000,2931,1,4,1,1.9601,1,16.5,3,2928,4.39,0.9427,3109.1,3,1.0,74,1,8,854,0.002197,0.0484,12.4481,14,12.9,0.0269,0.0089,0,0,0,0,0.052419,0.015625,45,0.7019,0.4915,0.3271,0.003884
16,5000,3169,1,5,1,1.9481,1,16.5,3160,0,4.47,1.017,3116.1,9,1.0,75,5,4,872,0.002248,0.038,34.8837,15,13.3,0.0255,0.0084,1,0,0,0,0.064639,0.015625,46,0.7583,0.5369,0.3317,0.003856
17,5000,3144,1,3,1,1.9089,2,16.6,3136,0,4.48,1.0079,3119.2,8,1.0,70,1,6,834,0.002228,0.0575,31.6206,16,14.3,0.0241,0.0097,0,0,0,0,0.057471,0.015625,43,0.7281,0.579,0.3357,0.003814
18,5000,2990,2,5,3,1.9497,2,16.6,9,2971,4.38,0.9628,3105.6,19,1.0,68,4,6,838,0.002527,0.0442,76.9231,17,14.2,0.0346,0.0097,1,0,0,0,0.080321,0.015625,41,0.8055,0.6159,0.3425,0.00376
19,5000,3088,2,5,3,1.9409,2,16.6,12,3072,4.47,0.9949,3103.9,16,1.0,71,8,5,882,0.002753,0.0622,67.7966,18,14.1,0.03,0.0101,1,0,0,0,0.074689,0.015625,42,0.7908,0.6491,0.3456,0.003693
20,5000,3126,4,5,1,1.9855,2,16.5,3104,0,4.52,1.0064,3106.0,22,1.0,72,6,5,951,0.00261,0.051,72.3684,19,14.3,0.0229,0.0089,2,0,0,0,0.066879,0.015625,44,0.7664,0.6841,0.3477,0.003616
