window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6116,12,5,0,1.9997,0,18.0,0,0,6.53,1.0,6116.0,637,1.0,396,614,218,2113,0.00089,0.0081,421.4712,0,0.0,0.0081,0.0011,1,0,0,0,0.040122,0.015625,64,0.6106,0.0401,0.2684,0.003
2,5000,3683,3,5,0,1.9997,0,16.8,504,3190,5.17,0.8245,4527.3,493,1.0,379,22,39,2166,0.000993,0.0073,392.8287,1,1.0,0.0058,0.0011,1,0,0,0,0.040122,0.015625,63,0.6106,0.0802,0.2618,0.003113
3,5000,3369,3,5,0,1.9997,0,16.6,276,3116,4.96,0.8572,3961.7,253,1.0,296,4,87,2107,0.001043,0.011,250.0,2,1.9,0.0083,0.0015,2,0,0,0,0.041042,0.015625,63,0.6193,0.1158,0.2702,0.003224
4,5000,3003,2,3,0,1.9997,0,16.5,51,2966,4.48,0.8442,3589.0,37,1.0,273,14,37,1826,0.001257,0.0168,54.6282,3,2.8,0.0123,0.0024,0,0,0,0,0.037868,0.015625,63,0.5874,0.1438,0.2794,0.003331
5,5000,3108,1,3,0,1.9997,0,16.6,15,3078,4.5,0.9065,3428.7,30,1.0,233,11,51,1669,0.001355,0.0162,47.619,4,3.7,0.0129,0.0027,0,0,0,0,0.038405,0.015625,62,0.5931,0.1717,0.2788,0.003434
6,5000,2981,2,5,0,1.9997,2,21.7,16,2951,4.3,0.9031,3300.8,30,1.0,214,4,23,1647,0.00139,0.0168,51.6014,5,4.6,0.0111,0.0029,1,0,0,0,0.052013,0.015625,63,0.6996,0.2237,0.2761,0.003529
7,5000,3052,0,0,1,1.9996,2,24.0,11,3032,4.45,0.9424,3238.6,20,1.0,191,4,27,1552,0.00139,0.0209,40.0802,6,5.5,0.0129,0.0033,0,0,0,0,0.057034,0.015625,60,0.726,0.2808,0.2802,0.003616
8,5000,3100,0,0,3,1.9977,1,22.3,8,3093,4.42,0.9666,3208.0,7,1.0,177,0,14,1473,0.001399,0.0232,14.17,7,6.6,0.0147,0.0036,0,0,0,0,0.061896,0.015625,58,0.7476,0.3175,0.2898,0.003693
9,5000,3077,2,5,0,1.9962,1,16.5,8,3064,4.51,0.9671,3181.8,13,1.0,167,2,12,1426,0.001504,0.0228,28.0778,8,7.5,0.0118,0.0039,1,0,0,0,0.051867,0.015625,58,0.6987,0.3694,0.2981,0.00376
10,5000,3130,2,5,0,1.9801,1,16.5,0,3120,4.53,0.9866,3172.4,10,1.0,145,2,24,1309,0.001685,0.0343,22.0751,9,8.3,0.0181,0.0048,1,0,0,0,0.053648,0.015625,55,0.7087,0.4008,0.3042,0.003814
11,5000,3155,0,0,1,1.993,2,16.5,3,3147,4.48,0.9954,3169.5,8,1.0,137,3,11,1262,0.001559,0.0202,18.7793,10,9.2,0.0135,0.0041,0,0,0,0,0.040449,0.015625,54,0.6137,0.4399,0.3101,0.003856
12,5000,3142,1,5,0,1.9826,1,16.6,8,3134,4.49,0.9927,3165.3,8,1.0,126,4,15,1215,0.001713,0.036,21.5054,11,10.0,0.0206,0.0054,1,0,0,0,0.056555,0.015625,53,0.7237,0.4887,0.31,0.003884
13,5000,3131,1,4,0,1.9797,1,16.5,3,3128,4.46,0.9907,3160.4,3,1.0,116,1,11,1133,0.001706,0.0249,8.427,12,10.9,0.0149,0.0047,0,0,0,0,0.049861,0.015625,53,0.6866,0.5192,0.3121,0.003898
14,5000,3202,1,5,1,1.9241,2,16.5,3197,0,4.51,1.0114,3165.9,5,1.0,108,1,9,1072,0.00189,0.0404,13.6986,13,11.8,0.0216,0.0065,1,0,0,0,0.048518,0.015625,50,0.678,0.5489,0.3157,0.003898
15,5000,3080,5,5,1,1.9241,2,16.4,0,3060,4.49,0.9762,3155.2,20,1.0,99,5,14,1073,0.001973,0.0287,58.8235,14,12.1,0.0206,0.0062,4,0,0,0,0.045977,0.015625,50,0.6602,0.5776,0.3152,0.003884
16,5000,3128,2,5,3,1.9724,2,16.4,11,3097,4.52,0.9924,3152.0,31,1.0,96,9,12,1083,0.002262,0.041,82.6211,15,12.3,0.0221,0.0076,1,0,0,0,0.051913,0.015625,48,0.699,0.5967,0.3146,0.003856
17,5000,3076,5,5,3,1.9268,2,16.8,13,3018,4.5,0.9785,3143.5,58,1.0,94,12,14,1096,0.002386,0.0423,150.2591,16,11.9,0.0228,0.008,4,0,0,0,0.074627,0.015625,47,0.7906,0.6171,0.3179,0.003814
18,5000,3008,0,0,1,1.9377,2,16.8,13,2985,4.49,0.9612,3129.3,23,1.0,89,0,5,1070,0.002202,0.046,70.3364,17,13.1,0.0232,0.0086,0,2,0,0,0.068966,0.015625,46,0.7734,0.663,0.3224,0.00376
19,5000,2992,1,3,3,1.9235,1,16.8,13,2974,4.41,0.9603,3115.5,18,1.0,85,3,7,1026,0.002161,0.0368,56.1404,18,14.2,0.0228,0.0082,0,0,0,0,0.080268,0.015625,46,0.8053,0.7433,0.3294,0.003693
20,5000,3114,0,0,3,1.9568,1,16.8,0,3114,4.44,0.9996,3115.4,0,1.0,76,0,9,950,0.002299,0.035,0.0,19,15.0,0.0243,0.009,0,0,0,0,0.08042,0.015625,44,0.8057,0.7818,0.3366,0.003616
21,5000,3004,2,5,3,1.9436,1,16.8,6,2998,4.39,0.9675,3104.8,6,1.0,77,3,2,987,0.002297,0.0541,19.8413,20,15.6,0.026,0.0101,2,0,0,0,0.054054,0.015625,45,0.7109,0.8204,0.3401,0.003529
22,5000,3142,1,4,3,1.893,1,16.9,3131,0,4.5,1.0108,3108.3,11,1.0,74,4,7,965,0.002132,0.0318,33.1126,21,15.8,0.0223,0.0081,0,1,0,0,0.06051,0.015625,43,0.7418,0.8809,0.3445,0.003434
23,4999,3060,2,5,3,1.9223,2,20.5,5,3045,4.45,0.9859,3103.7,15,1.0,75,5,4,960,0.002166,0.0396,56.391,22,15.9,0.0222,0.0089,1,0,0,0,0.086331,0.015625,44,0.819,0.9276,0.3492,0.003331
24,4999,3098,1,5,3,1.916,2,16.5,4,3084,4.51,0.9983,3103.2,14,1.0,72,1,4,949,0.00221,0.0455,50.7246,23,17.2,0.0218,0.0081,1,1,0,0,0.076923,0.015625,43,0.7969,1.0046,0.3554,0.003224
25,4998,3089,2,5,3,1.9363,2,16.5,4,3075,4.45,0.9959,3101.8,14,1.0,70,3,5,950,0.002432,0.0488,46.595,24,17.7,0.0242,0.0099,1,0,0,0,0.094077,0.015625,44,0.8339,1.0812,0.3622,0.003113
26,4998,3075,0,0,3,1.9943,2,16.5,3,3067,4.38,0.9922,3099.3,8,1.0,67,0,3,931,0.002192,0.0481,29.9625,25,18.7,0.0222,0.009,0,0,0,0,0.081481,0.015625,41,0.8082,1.1627,0.3687,0.003
27,4996,3046,1,4,3,1.9592,1,16.4,9,3032,4.44,0.9844,3094.2,14,1.0,65,4,6,925,0.002223,0.041,49.6183,26,18.4,0.0257,0.0103,0,0,0,0,0.067164,0.015625,43,0.7674,1.2261,0.3746,0.002887
28,4993,3085,0,0,3,1.9713,1,16.5,3,3082,4.4,0.9973,3093.3,3,1.0,60,0,5,897,0.002169,0.0354,12.1457,27,20.1,0.0209,0.0086,0,0,0,0,0.07874,0.015625,41,0.8016,1.2852,0.3802,0.002776
29,4990,2997,2,4,3,1.8973,1,16.6,3,2990,4.38,0.9717,3084.2,7,1.0,60,3,3,885,0.00231,0.0395,28.1124,28,20.1,0.0243,0.0094,0,0,0,0,0.090909,0.015625,39,0.8281,1.3761,0.3839,0.002669
30,4988,3076,0,0,3,1.4316,1,16.5,3,3073,4.49,0.9976,3083.4,3,1.0,56,0,4,854,0.002201,0.0355,10.8696,29,21.3,0.0234,0.0085,0,1,0,0,0.092199,0.015625,38,0.8305,1.4683,0.3885,0.002566
31,4985,3026,0,0,3,1.4949,1,16.5,0,3026,4.43,0.9831,3077.9,0,1.0,54,0,2,811,0.002111,0.0495,0.0,30,22.5,0.0263,0.0101,0,0,0,0,0.067568,0.015625,36,0.7688,1.5359,0.394,0.002471
