window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6294,15,5,0,1.9991,0,18.7,0,0,6.71,1.0,6294.0,643,1.0,397,614,217,2167,0.000907,0.0058,402.1263,0,0.0,0.0058,0.001,1,0,0,0,0.034349,0.015625,63,0.5451,0.0343,0.2532,0.003
2,5000,3779,0,0,1,1.9991,0,17.5,483,3298,5.27,0.8224,4644.0,481,1.0,381,14,30,2200,0.001007,0.006,383.5726,1,1.0,0.0048,0.0011,0,0,0,0,0.035499,0.015625,63,0.5599,0.0698,0.2464,0.003113
3,5000,3305,4,4,0,1.999,0,17.1,240,3093,4.76,0.8367,3992.0,212,1.0,301,6,86,2113,0.001033,0.0082,221.0636,2,1.9,0.0016,0.0014,0,0,0,0,0.041872,0.015625,63,0.6268,0.1117,0.2494,0.003224
4,5000,3148,0,0,3,1.999,0,17.0,38,3134,4.58,0.8657,3664.0,14,1.0,270,0,31,1844,0.001272,0.0137,20.5279,3,2.9,0.0082,0.0021,0,0,0,0,0.042408,0.015625,62,0.6316,0.1514,0.2634,0.003331
5,5000,3153,1,5,0,1.999,0,24.4,0,3148,4.48,0.9025,3493.7,5,1.0,238,1,33,1727,0.001315,0.0164,8.7413,4,3.9,0.0123,0.0025,1,0,0,0,0.0491,0.015625,61,0.6818,0.2005,0.2655,0.003434
6,5000,3087,0,0,1,1.9982,1,23.9,0,3082,4.48,0.914,3377.5,5,1.0,213,5,30,1626,0.001327,0.0208,9.1241,5,4.8,0.0113,0.0032,0,0,0,0,0.039931,0.015625,60,0.6087,0.2404,0.2687,0.003529
7,5000,3073,1,4,0,1.9983,1,24.6,4,3064,4.46,0.9308,3301.4,9,1.0,185,2,30,1490,0.00141,0.0168,19.7802,6,5.8,0.0116,0.0032,0,0,0,0,0.044211,0.015625,60,0.6466,0.2846,0.2736,0.003616
8,5000,3029,2,4,0,1.9987,1,19.3,2,3020,4.41,0.9346,3240.8,9,1.0,162,4,27,1371,0.001489,0.0235,18.0587,7,6.7,0.0139,0.0039,0,0,0,0,0.057692,0.015625,57,0.7292,0.3295,0.2761,0.003693
9,5000,3118,0,0,1,1.9981,2,16.8,0,3114,4.52,0.9694,3216.3,4,1.0,147,4,19,1297,0.001509,0.0213,9.8522,8,7.6,0.0166,0.0037,0,0,0,0,0.056872,0.015625,54,0.7253,0.3864,0.2827,0.00376
10,5000,3138,0,0,0,1.9939,1,16.6,0,3138,4.5,0.98,3202.0,0,1.0,136,0,11,1225,0.00157,0.0198,0.0,9,8.6,0.0111,0.0038,0,0,0,0,0.046914,0.015625,51,0.6669,0.4259,0.2939,0.003814
11,5000,3033,1,3,0,1.9822,1,16.6,3,3030,4.45,0.9556,3173.9,3,1.0,125,1,12,1167,0.001563,0.0214,8.3333,10,9.5,0.0187,0.0044,0,0,0,0,0.050802,0.015625,50,0.6924,0.4713,0.3038,0.003856
12,5000,3136,1,3,0,1.9544,1,16.6,6,3130,4.46,0.9899,3168.0,6,1.0,113,1,13,1087,0.001648,0.0312,17.3913,11,10.5,0.0255,0.0053,0,0,0,0,0.042493,0.015625,48,0.6323,0.5138,0.3127,0.003884
13,5000,3108,1,5,0,1.9229,2,16.5,11,3095,4.49,0.9837,3159.5,13,1.0,110,3,6,1069,0.001797,0.0446,36.3636,12,11.3,0.0238,0.0065,1,0,0,0,0.0625,0.015625,47,0.75,0.5406,0.3211,0.003898
14,5000,3086,1,5,3,1.9502,2,16.6,14,3072,4.51,0.9798,3149.7,14,1.0,101,4,13,1011,0.001852,0.0315,45.1613,13,11.8,0.0252,0.006,1,0,0,0,0.066246,0.015625,46,0.7641,0.5848,0.3292,0.003898
15,5000,3003,1,4,3,1.9862,2,16.5,10,2993,4.36,0.959,3131.3,10,1.0,97,1,5,981,0.001941,0.0333,33.8983,14,12.6,0.0158,0.0063,0,0,0,0,0.046667,0.015625,46,0.6652,0.6314,0.335,0.003884
16,5000,3102,2,5,0,1.9781,2,16.6,15,3087,4.53,0.9917,3127.9,15,1.0,94,2,5,987,0.002125,0.0325,50.0,15,13.4,0.0201,0.0064,1,0,0,0,0.048701,0.015625,46,0.6792,0.6639,0.3366,0.003856
17,5000,3063,2,5,1,1.9347,2,16.6,7,3046,4.46,0.9815,3120.7,17,1.0,95,9,8,996,0.002111,0.0359,53.2915,16,13.3,0.0222,0.0068,2,0,0,0,0.047904,0.015625,46,0.6738,0.7028,0.3402,0.003814
18,5000,3078,0,0,3,1.9587,2,16.6,7,3066,4.41,0.9877,3116.2,12,1.0,88,0,7,939,0.001948,0.0331,46.1538,17,14.1,0.0173,0.0062,0,0,0,0,0.055147,0.015625,45,0.7167,0.7396,0.3447,0.00376
19,5000,3059,0,0,3,1.9859,1,16.6,6,3048,4.41,0.9835,3110.5,11,1.0,84,3,7,923,0.00195,0.053,40.0,18,15.2,0.0242,0.007,0,0,0,0,0.070671,0.015625,45,0.7789,0.7785,0.3493,0.003693
20,5000,3044,0,0,3,1.9373,1,16.6,3,3041,4.42,0.9806,3104.1,3,1.0,76,0,8,844,0.001962,0.0369,12.7119,19,16.2,0.0205,0.0067,0,1,0,0,0.057377,0.015625,44,0.7277,0.8277,0.3547,0.003616
