window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6034,13,6,0,1.9984,0,21.0,0,0,6.5,1.0,6034.0,632,1.0,396,611,215,2116,0.000922,0.006,412.688,0,0.0,0.0,0.001,0,0,0,0,0.036702,0.015625,64,0.5743,0.0367,0.2221,0.003
2,5000,3736,1,5,0,1.9985,0,17.5,441,3267,5.28,0.8332,4524.7,469,1.0,368,12,40,2156,0.00104,0.0073,312.671,1,1.0,0.0036,0.0011,1,0,0,0,0.034629,0.015625,64,0.5488,0.0663,0.2189,0.003113
3,5000,3410,0,0,3,1.9985,0,17.4,253,3176,4.88,0.8628,3978.8,234,1.0,291,0,77,2049,0.001069,0.0085,251.3426,2,2.0,0.0085,0.0015,0,0,0,0,0.035745,0.015625,64,0.5629,0.1001,0.2266,0.003224
4,5000,3115,0,0,3,1.9985,0,18.1,62,3085,4.58,0.8631,3646.1,30,1.0,260,3,34,1789,0.001344,0.0152,48.5437,3,3.0,0.0091,0.0025,0,0,0,0,0.037936,0.015625,64,0.5881,0.132,0.2291,0.003331
5,5000,3112,2,4,0,1.9985,0,17.3,11,3101,4.49,0.8973,3468.1,11,1.0,229,2,33,1681,0.001365,0.0185,19.6429,4,3.9,0.0084,0.003,0,0,0,0,0.036913,0.015625,64,0.5767,0.1622,0.2335,0.003434
6,5000,3026,0,0,1,1.9987,1,17.4,3,3023,4.42,0.9055,3341.8,3,1.0,196,0,33,1531,0.001408,0.015,5.8824,5,4.9,0.0037,0.0027,0,0,0,0,0.052434,0.015625,63,0.702,0.201,0.2381,0.003529
7,5000,3154,0,0,0,1.9978,1,17.1,0,3154,4.5,0.9573,3294.8,0,1.0,173,0,23,1391,0.001526,0.0191,0.0,6,5.9,0.0167,0.0035,0,0,0,0,0.052506,0.015625,62,0.7024,0.2535,0.2451,0.003616
8,5000,3026,0,0,3,1.9976,1,17.1,0,3026,4.43,0.9354,3235.1,0,1.0,154,0,19,1292,0.001586,0.0219,0.0,7,6.9,0.0097,0.004,0,0,0,0,0.048662,0.015625,60,0.6789,0.3021,0.2528,0.003693
9,5000,3104,0,0,3,1.9979,1,17.1,0,3104,4.45,0.9673,3208.9,0,1.0,137,0,17,1192,0.001614,0.023,0.0,8,7.9,0.0051,0.0042,0,0,0,0,0.063939,0.015625,57,0.7556,0.3661,0.2565,0.00376
10,5000,3167,0,0,3,1.9958,1,18.7,0,3167,4.52,0.9893,3201.3,0,1.0,131,0,6,1158,0.001546,0.021,0.0,9,8.9,0.0131,0.004,0,0,0,0,0.055118,0.015625,56,0.7165,0.4186,0.2638,0.003814
11,5000,3095,1,5,0,1.9945,1,24.4,7,3083,4.5,0.9722,3183.5,12,1.0,125,8,14,1132,0.001765,0.0363,32.2581,10,9.4,0.0246,0.0051,1,0,0,0,0.041451,0.015625,56,0.623,0.4497,0.2652,0.003856
12,5000,3101,1,3,0,1.9924,1,22.2,7,3089,4.46,0.978,3170.8,12,1.0,120,3,8,1089,0.001721,0.0313,33.5196,11,10.2,0.0222,0.0048,0,0,0,0,0.049608,0.015625,55,0.685,0.4993,0.2702,0.003884
13,5000,3101,2,5,0,1.9953,2,17.2,9,3082,4.4,0.9811,3160.9,19,1.0,113,6,13,1067,0.001802,0.0296,52.9248,12,10.8,0.0215,0.0055,1,0,0,0,0.051075,0.015625,56,0.6941,0.5208,0.2747,0.003898
14,5000,3096,0,0,1,1.9887,2,17.2,3,3093,4.53,0.9822,3152.2,3,1.0,101,0,12,975,0.001864,0.0408,9.7403,13,11.7,0.0188,0.0066,0,0,0,0,0.065831,0.015625,52,0.7626,0.5427,0.2791,0.003898
15,5000,3103,0,0,3,1.9926,1,17.6,2,3101,4.46,0.9863,3146.1,2,1.0,95,0,6,936,0.001799,0.0289,6.6225,14,12.7,0.0107,0.0057,0,0,0,0,0.048232,0.015625,52,0.676,0.562,0.2824,0.003884
16,5000,3174,1,5,1,1.9814,1,17.7,3169,0,4.51,1.0078,3149.4,5,1.0,87,1,9,904,0.001939,0.0364,16.7785,15,13.7,0.0215,0.0068,1,0,0,0,0.05298,0.015625,50,0.7051,0.5852,0.2892,0.003856
17,5000,3102,1,5,3,1.9853,1,17.4,0,3092,4.43,0.9866,3144.1,10,1.0,85,1,3,896,0.002026,0.0369,37.4532,16,14.5,0.0221,0.0068,1,0,0,0,0.073801,0.015625,50,0.7883,0.6147,0.297,0.003814
18,5000,3121,2,5,1,1.9709,2,17.4,5,3108,4.49,0.9934,3141.7,13,1.0,78,4,11,882,0.002125,0.0432,44.1176,17,15.0,0.0246,0.0074,1,0,0,0,0.082734,0.015625,47,0.8111,0.6399,0.3042,0.00376
19,5000,3124,1,5,3,1.9799,2,17.3,3,3116,4.52,0.9949,3139.9,8,1.0,76,1,3,856,0.002326,0.0453,33.7553,18,15.7,0.0253,0.0082,1,0,0,0,0.078189,0.015625,46,0.8002,0.6761,0.3117,0.003693
20,5000,3174,2,4,3,1.9622,2,17.4,3163,0,4.53,1.0098,3143.1,11,1.0,77,5,4,858,0.00244,0.0586,44.898,19,15.6,0.0251,0.009,0,0,0,0,0.09375,0.015625,46,0.8333,0.7698,0.3179,0.003616
21,5000,3087,1,3,3,1.9597,2,17.2,7,3075,4.42,0.9838,3137.8,12,1.0,75,3,5,861,0.00213,0.0348,43.956,20,16.5,0.0264,0.0081,0,0,0,0,0.076655,0.015625,45,0.7962,0.8465,0.3241,0.003529
22,5000,3186,0,0,3,1.9461,2,17.2,3179,0,4.49,1.0139,3142.4,7,1.0,71,0,4,825,0.002376,0.036,26.4151,21,17.7,0.0293,0.0092,0,0,0,0,0.07554,0.015625,44,0.7932,0.922,0.3297,0.003434
23,5000,3089,0,0,3,1.9269,1,17.2,11,3078,4.5,0.9846,3137.3,11,1.0,70,4,5,818,0.002119,0.042,47.619,22,18.0,0.0258,0.0086,0,0,0,0,0.088235,0.015625,44,0.8229,1.0102,0.3363,0.003331
24,5000,3108,2,5,1,1.9218,1,17.3,9,3094,4.52,0.9915,3134.5,14,1.0,67,4,7,817,0.002279,0.04,57.377,23,18.3,0.026,0.0087,1,0,0,0,0.08,0.015625,45,0.8047,1.0782,0.3392,0.003224
25,5000,3022,1,3,3,1.9068,1,17.3,5,3012,4.36,0.9674,3123.8,10,1.0,63,1,5,798,0.002526,0.0478,44.6429,24,18.9,0.0315,0.0104,0,0,0,0,0.086957,0.015625,45,0.8203,1.1652,0.3433,0.003113
26,5000,3119,0,0,3,1.8648,2,17.4,5,3109,4.54,0.9986,3123.3,10,1.0,57,0,6,748,0.002465,0.0602,39.3701,25,20.1,0.0334,0.0121,0,0,0,0,0.082707,0.015625,41,0.8111,1.2479,0.3465,0.003
27,5000,3115,1,4,3,1.8648,1,17.4,3,3109,4.48,0.9976,3122.5,6,1.0,53,1,5,716,0.002456,0.0431,29.1262,26,20.7,0.0239,0.0093,0,0,0,0,0.062201,0.015625,39,0.7488,1.2862,0.3486,0.002887
28,5000,3062,2,5,3,1.8506,1,17.1,3,3050,4.45,0.9824,3116.8,12,1.0,54,7,6,750,0.002508,0.0409,47.8469,27,19.8,0.0333,0.0103,1,0,0,0,0.077273,0.015625,39,0.7978,1.3362,0.35,0.002776
29,5000,3150,1,4,3,1.9667,2,17.1,3146,0,4.51,1.0096,3119.9,4,1.0,55,5,4,766,0.002625,0.0494,8.7719,28,19.9,0.0297,0.0109,0,0,0,0,0.069959,0.015625,38,0.7767,1.3897,0.3508,0.002669
30,5000,3094,1,3,3,1.9281,2,17.3,3,3091,4.53,0.9925,3117.5,3,1.0,52,2,5,740,0.002606,0.0495,13.8249,29,20.3,0.0305,0.0107,0,0,0,0,0.072072,0.015625,35,0.7832,1.4437,0.3529,0.002566
31,4999,3082,0,0,3,1.8703,2,17.4,0,3082,4.4,0.9897,3114.1,0,1.0,49,0,3,700,0.00247,0.058,0.0,30,21.2,0.0258,0.0106,0,0,0,0,0.067633,0.015625,34,0.769,1.4872,0.3558,0.002471
32,4998,3058,0,0,3,1.8632,1,17.2,0,3058,4.48,0.9837,3108.8,0,1.0,43,0,6,658,0.002825,0.0711,0.0,31,22.9,0.0361,0.0147,0,0,0,0,0.091371,0.015625,32,0.829,1.5583,0.3596,0.002384
33,4998,2982,0,0,3,1.9007,1,21.8,0,2982,4.35,0.963,3096.7,0,1.0,39,0,4,620,0.002708,0.0494,0.0,32,24.5,0.035,0.0125,0,0,0,0,0.092593,0.015625,31,0.8313,1.6509,0.3642,0.002307
34,4997,3059,0,0,3,1.9007,1,21.5,0,3057,4.44,0.989,3093.1,2,1.0,37,2,4,606,0.002876,0.08,0.0,33,25.1,0.0363,0.0163,0,0,0,0,0.086667,0.015625,31,0.8197,1.7175,0.3683,0.00224
35,4995,3040,0,0,3,1.887,1,17.2,3,3037,4.47,0.9844,3088.0,3,1.0,36,3,4,597,0.002559,0.0903,13.4228,34,24.9,0.0366,0.0194,0,0,0,0,0.129032,0.015625,31,0.8789,1.8466,0.3742,0.002186
36,4994,3167,0,0,3,1.8708,1,17.2,3163,0,4.54,1.0234,3095.7,5,1.0,37,5,4,574,0.002967,0.0562,28.9017,35,23.7,0.04,0.0139,0,1,0,0,0.095506,0.015625,30,0.8364,1.9196,0.3787,0.002144
37,4991,3114,0,0,3,1.7631,1,17.2,3109,0,4.45,1.0054,3097.4,5,1.0,36,0,1,572,0.002658,0.0565,29.7619,36,25.4,0.0374,0.0139,0,0,0,0,0.073446,0.015625,30,0.7873,1.9931,0.3824,0.002116
38,4991,2976,1,3,0,1.9305,1,17.2,4,2967,4.41,0.9644,3085.8,9,1.0,38,5,3,594,0.002869,0.0675,51.2821,37,24.0,0.0376,0.0139,0,0,0,0,0.092025,0.015625,31,0.8302,2.0483,0.3854,0.002102
39,4989,3066,1,4,1,1.9574,1,17.1,3,3063,4.42,0.9942,3083.9,3,1.0,34,1,5,581,0.002713,0.0552,17.2414,38,25.2,0.0373,0.0113,0,0,0,0,0.077348,0.015625,29,0.798,2.1146,0.3887,0.002102
40,4986,2918,4,5,2,1.9494,2,17.1,0,2901,4.28,0.9511,3068.1,17,1.0,37,6,3,629,0.003355,0.0659,104.9383,39,23.0,0.0371,0.0157,2,0,0,0,0.101796,0.015625,30,0.8465,2.1744,0.3892,0.002116
41,4984,3035,0,0,3,1.9161,2,17.2,4,3031,4.5,0.9902,3065.0,4,1.0,37,4,4,628,0.00331,0.055,20.7254,40,22.9,0.0335,0.0107,0,0,0,0,0.095,0.015625,29,0.8355,2.2244,0.3903,0.002144
42,4977,3139,0,0,3,1.9024,1,16.9,3135,0,4.52,1.0218,3072.0,4,1.0,37,0,0,617,0.003161,0.076,23.9521,41,23.9,0.0386,0.015,0,0,0,0,0.105263,0.015625,28,0.8516,2.3297,0.3937,0.002186
43,4975,3073,0,0,3,1.8935,1,16.9,3069,0,4.5,1.0003,3072.1,4,1.0,36,0,1,606,0.002928,0.073,22.8571,42,24.9,0.0348,0.0156,0,0,0,0,0.123596,0.015625,28,0.8736,2.3915,0.3969,0.00224
44,4967,3089,0,0,3,1.8937,1,16.9,3085,0,4.56,1.005,3073.7,4,1.0,35,0,1,599,0.003052,0.0556,25.1572,43,26.4,0.0389,0.0125,0,0,0,0,0.080247,0.015625,28,0.8053,2.4718,0.3993,0.002307
45,4960,2933,0,0,3,1.8248,1,16.9,0,2933,4.37,0.9584,3060.3,0,1.0,34,0,1,585,0.002681,0.0544,0.0,44,27.0,0.032,0.0139,0,0,0,0,0.115646,0.015625,28,0.8649,2.4854,0.403,0.002384
46,4954,3008,0,0,3,1.9037,1,16.7,1,3007,4.45,0.9845,3055.3,1,1.0,33,1,2,593,0.002767,0.0676,0.0,45,28.7,0.0365,0.0145,0,0,0,0,0.121622,0.015625,29,0.8715,2.5124,0.4063,0.002471
