window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,5960,20,5,0,1.9981,0,18.1,0,0,6.49,1.0,5960.0,614,1.0,392,578,186,2214,0.000927,0.0069,389.7012,0,0.0,0.0064,0.0011,1,0,0,0,0.035131,0.015625,64,0.5552,0.0351,0.2349,0.003
2,5000,3842,3,5,0,1.9981,0,16.9,442,3382,5.27,0.8471,4564.0,460,1.0,375,12,29,2260,0.001027,0.0084,355.4869,1,1.0,0.0072,0.0012,2,0,0,0,0.029289,0.015625,64,0.4665,0.0644,0.2162,0.003113
3,5000,3419,0,0,1,1.998,0,16.7,236,3188,4.91,0.8581,3997.0,231,1.0,300,3,78,2164,0.001039,0.0089,233.0294,2,2.0,0.0062,0.0014,0,0,0,0,0.034818,0.015625,64,0.5512,0.0875,0.2158,0.003224
4,5000,3261,0,0,3,1.998,0,16.7,80,3221,4.67,0.8877,3718.6,40,1.0,270,3,33,1929,0.001168,0.0119,56.2771,3,2.9,0.0075,0.0022,0,0,0,0,0.032982,0.015625,64,0.5262,0.1205,0.2183,0.003331
5,5000,3103,1,3,0,1.998,0,16.6,4,3099,4.48,0.8832,3513.4,4,1.0,238,2,34,1816,0.001214,0.0143,4.9669,4,3.9,0.0138,0.0024,0,0,0,0,0.04127,0.015625,63,0.6214,0.1499,0.229,0.003434
6,5000,3167,0,0,1,1.9983,1,16.5,3,3164,4.64,0.9275,3414.4,3,1.0,206,0,32,1654,0.001338,0.016,5.5866,5,4.9,0.0118,0.003,0,0,0,0,0.037234,0.015625,62,0.5804,0.1747,0.2377,0.003529
7,5000,3037,2,5,0,1.9946,1,16.5,3,3024,4.36,0.9147,3320.1,13,1.0,180,2,28,1550,0.001391,0.021,26.2626,6,5.8,0.0118,0.0033,2,0,0,0,0.03626,0.015625,61,0.5691,0.1996,0.2427,0.003616
8,5000,3084,0,0,1,1.9967,1,16.5,3,3081,4.54,0.9438,3267.6,3,1.0,169,0,11,1474,0.001471,0.0274,6.5217,7,6.8,0.0194,0.0039,0,0,0,0,0.048421,0.015625,60,0.6773,0.2353,0.2488,0.003693
9,5000,3081,1,4,0,1.9968,1,16.4,7,3075,4.53,0.954,3230.5,6,1.0,156,1,14,1405,0.001424,0.0203,13.8249,8,7.8,0.0086,0.0038,0,0,0,0,0.042889,0.015625,60,0.6357,0.267,0.255,0.00376
10,5000,3118,2,5,0,1.995,1,16.5,2,3107,4.48,0.9713,3210.0,11,1.0,139,4,21,1337,0.001639,0.0258,21.9512,9,8.6,0.0201,0.0047,2,0,0,0,0.039813,0.015625,57,0.6075,0.2986,0.2605,0.003814
11,5000,3058,1,3,0,1.9954,2,16.4,9,3049,4.46,0.9602,3184.7,9,1.0,134,8,13,1299,0.001565,0.028,21.5827,10,9.2,0.0157,0.0043,0,0,0,0,0.053738,0.015625,57,0.7092,0.3524,0.2687,0.003856
12,5000,3198,0,0,3,1.9845,2,16.4,3192,0,4.67,1.0038,3186.9,7,1.0,119,2,17,1220,0.001624,0.0256,15.9574,11,10.1,0.0197,0.0052,0,0,0,0,0.053708,0.015625,56,0.7091,0.4061,0.2742,0.003884
13,5000,3080,1,4,0,1.983,1,16.3,0,3075,4.42,0.9711,3171.6,5,1.0,110,3,12,1149,0.001793,0.0255,13.1579,12,10.9,0.0186,0.0055,0,0,0,0,0.05102,0.015625,55,0.6937,0.4571,0.2807,0.003898
14,5000,3013,1,3,0,1.9664,1,16.3,4,3009,4.43,0.9564,3150.5,4,1.0,105,2,7,1104,0.001742,0.0515,12.5786,13,11.8,0.0242,0.007,0,0,0,0,0.051515,0.015625,55,0.6967,0.5086,0.2824,0.003898
15,5000,3084,1,3,3,1.9283,2,16.3,8,3076,4.46,0.9815,3142.2,8,1.0,98,2,9,1050,0.001793,0.0273,24.7678,14,12.6,0.0182,0.0056,0,0,0,0,0.054545,0.015625,55,0.7135,0.5631,0.2829,0.003884
16,5000,3078,0,0,1,1.9432,2,16.3,6,3072,4.46,0.9819,3134.6,6,1.0,86,0,12,956,0.001993,0.0483,21.2014,15,13.5,0.0266,0.0073,0,0,0,0,0.072414,0.015625,53,0.7842,0.5976,0.288,0.003856
17,5000,3022,1,5,3,1.9344,1,16.3,6,3011,4.44,0.9679,3122.1,11,1.0,81,1,6,926,0.002038,0.0345,35.0318,16,14.5,0.0259,0.0071,1,0,0,0,0.059561,0.015625,54,0.7377,0.6415,0.2885,0.003814
18,5000,3126,1,5,3,1.9855,1,16.4,3110,0,4.46,1.0011,3122.5,16,1.0,79,1,3,922,0.002166,0.0417,56.9395,17,15.4,0.0255,0.0083,1,0,0,0,0.048611,0.015625,54,0.6786,0.6762,0.2873,0.00376
19,5000,3100,1,5,3,1.9943,2,16.3,11,3079,4.48,0.9935,3120.3,21,1.0,74,1,6,901,0.00208,0.0407,75.0,18,16.3,0.0237,0.0087,1,0,0,0,0.050847,0.015625,52,0.6927,0.7101,0.2873,0.003693
20,5000,3070,1,3,3,1.9763,2,16.5,6,3059,4.48,0.9854,3115.5,11,1.0,75,4,3,894,0.002019,0.0375,39.7112,19,16.6,0.0256,0.0079,0,0,0,0,0.054608,0.015625,53,0.7139,0.7443,0.2866,0.003616
21,5000,3183,2,5,3,1.9728,2,16.4,3166,0,4.55,1.0196,3121.9,17,1.0,71,2,6,878,0.002215,0.0543,63.4328,20,16.9,0.0254,0.0086,1,0,0,0,0.065217,0.015625,52,0.7604,0.7696,0.2899,0.003529
22,5000,3053,0,0,3,1.9336,2,16.3,8,3045,4.44,0.98,3115.3,8,1.0,68,5,8,880,0.002167,0.0445,24.8963,21,17.7,0.0261,0.0094,0,0,0,0,0.068826,0.015625,53,0.773,0.7858,0.2934,0.003434
23,5000,3122,3,4,3,1.8226,1,16.4,3106,0,4.5,1.0019,3116.0,16,1.0,71,9,6,889,0.002273,0.0373,62.5,22,16.7,0.0217,0.0075,0,0,0,0,0.074627,0.015625,49,0.7906,0.8007,0.294,0.003331
24,5000,3090,0,0,3,1.8572,1,16.2,4,3086,4.43,0.9925,3113.5,4,1.0,65,0,6,843,0.002097,0.0361,16.4609,23,18.0,0.0168,0.0077,0,0,0,0,0.048193,0.015625,47,0.6758,0.8483,0.2944,0.003224
25,5000,3087,0,0,3,1.8355,1,16.3,6,3081,4.45,0.9923,3111.0,6,1.0,65,2,2,834,0.002296,0.0312,23.9044,24,18.6,0.0217,0.008,0,0,0,0,0.0625,0.015625,47,0.75,0.8952,0.2954,0.003113
26,5000,3138,2,5,1,1.8903,1,16.5,3125,0,4.48,1.0079,3113.6,13,1.0,64,4,5,843,0.002109,0.0505,49.0566,25,18.7,0.0238,0.008,1,0,0,0,0.075812,0.015625,47,0.7939,0.9277,0.2973,0.003
27,5000,3122,2,5,3,1.8712,1,16.4,3101,0,4.52,1.0025,3114.4,21,1.0,61,2,5,816,0.002449,0.049,87.5,26,18.9,0.0279,0.0108,1,0,0,0,0.057143,0.015625,45,0.7266,0.984,0.2996,0.002887
28,5000,3100,3,4,1,1.9054,2,16.3,19,3076,4.51,0.9958,3113.0,24,1.0,65,9,5,861,0.002516,0.0478,90.566,27,17.8,0.0215,0.0088,0,0,0,0,0.0625,0.015625,45,0.75,1.0318,0.2992,0.002776
29,5000,3082,0,0,1,1.8888,2,16.4,10,3067,4.45,0.991,3110.0,15,1.0,60,0,5,826,0.002583,0.0385,54.5455,28,19.2,0.0242,0.0093,0,0,0,0,0.059441,0.015625,44,0.7371,1.0737,0.3006,0.002669
30,4999,3036,0,0,0,1.8116,1,16.3,6,3026,4.45,0.9787,3103.1,10,1.0,56,0,4,793,0.002437,0.0468,44.0529,29,20.9,0.0249,0.0098,0,0,0,0,0.059574,0.015625,41,0.7377,1.0992,0.3048,0.002566
