window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6171,13,5,0,1.9967,0,18.2,0,0,6.72,1.0,6171.0,656,1.0,412,631,219,2145,0.000883,0.0083,393.8665,0,0.0,0.0083,0.001,1,0,0,0,0.038016,0.015625,64,0.589,0.038,0.2222,0.003
2,5000,3730,4,5,0,1.9969,0,17.0,513,3246,5.28,0.8268,4583.0,484,1.0,382,9,39,2183,0.001018,0.0089,372.973,1,1.0,0.0083,0.0011,1,0,0,0,0.037915,0.015625,64,0.5879,0.0759,0.2299,0.003113
3,5000,3467,1,3,0,1.9968,0,16.7,259,3227,4.86,0.8645,4036.0,240,1.0,312,3,73,2122,0.001056,0.0073,241.6918,2,2.0,0.0065,0.0014,0,0,0,0,0.040388,0.015625,64,0.6131,0.1107,0.2398,0.003224
4,5000,3201,3,4,0,1.9969,0,16.6,64,3160,4.68,0.8694,3712.8,41,1.0,280,12,44,1911,0.00118,0.0117,58.4879,3,2.9,0.0097,0.0021,0,0,0,0,0.042857,0.015625,64,0.6354,0.1457,0.2405,0.003331
5,5000,3081,0,0,1,1.9969,0,16.6,9,3072,4.47,0.8797,3502.2,9,1.0,249,5,36,1812,0.001233,0.0146,14.1066,4,3.8,0.008,0.0024,0,0,0,0,0.040757,0.015625,63,0.6166,0.1719,0.2467,0.003434
6,5000,3064,2,3,0,1.997,0,16.6,16,3048,4.43,0.9073,3377.0,16,1.0,234,9,24,1762,0.001194,0.0132,28.3186,5,4.7,0.0091,0.0025,0,0,0,0,0.047776,0.015625,63,0.673,0.2016,0.2476,0.003529
7,5000,3103,4,5,0,1.9946,1,16.5,20,3068,4.44,0.9379,3308.5,35,1.0,209,12,37,1712,0.001261,0.0205,60.219,6,5.5,0.014,0.0031,3,0,0,0,0.05137,0.015625,62,0.6958,0.229,0.2583,0.003616
8,5000,3105,0,0,1,1.9888,2,16.5,11,3089,4.48,0.9515,3263.3,16,1.0,187,2,24,1600,0.001366,0.0229,25.8303,7,6.5,0.0169,0.0035,0,0,0,0,0.066901,0.015625,58,0.7664,0.2801,0.2722,0.003693
9,5000,3126,2,5,0,1.9868,1,16.3,4,3107,4.53,0.9661,3235.8,19,1.0,170,4,21,1532,0.001347,0.0211,38.6179,8,7.3,0.0105,0.0038,1,0,0,0,0.049808,0.015625,56,0.6863,0.3299,0.2797,0.00376
10,5000,3112,0,0,1,1.9884,1,16.4,0,3102,4.47,0.9685,3213.3,10,1.0,150,0,20,1394,0.001513,0.0229,21.5054,9,8.3,0.0177,0.0044,0,0,0,0,0.051975,0.015625,53,0.6994,0.3818,0.2865,0.003814
11,5000,3076,1,5,0,1.989,1,16.4,0,3066,4.38,0.9641,3190.4,10,1.0,146,1,5,1369,0.00148,0.03,25.9067,10,9.2,0.0146,0.0043,1,0,0,0,0.0475,0.015625,53,0.6711,0.4193,0.2948,0.003856
12,5000,3112,1,4,0,1.9874,1,16.4,4,3100,4.51,0.9791,3178.4,12,1.0,138,5,13,1361,0.00145,0.0207,23.8095,11,10.0,0.0141,0.0043,0,0,0,0,0.05977,0.015625,52,0.7386,0.4584,0.304,0.003884
13,5000,3009,1,5,0,1.9802,2,16.5,5,2999,4.42,0.954,3154.2,10,1.0,128,1,11,1278,0.001532,0.0231,23.9808,12,11.0,0.0147,0.0042,1,0,0,0,0.062356,0.015625,52,0.7494,0.4954,0.3105,0.003898
14,5000,3128,1,3,3,1.9794,2,16.4,5,3123,4.53,0.9928,3150.7,5,1.0,121,4,11,1215,0.00155,0.0308,13.5501,13,11.5,0.0193,0.005,0,0,0,0,0.051414,0.015625,52,0.6961,0.5416,0.3174,0.003898
15,5000,3031,3,5,0,1.9823,2,16.4,8,3014,4.48,0.9666,3135.7,17,1.0,111,4,14,1173,0.001683,0.0286,50.2959,14,12.0,0.0162,0.0056,1,0,0,0,0.057143,0.015625,50,0.7266,0.5731,0.3219,0.003884
16,5000,3081,1,5,3,1.9708,2,16.4,8,3068,4.43,0.9846,3129.3,13,1.0,105,1,7,1156,0.001737,0.0261,39.3939,15,13.1,0.0162,0.0055,1,0,0,0,0.057971,0.015625,48,0.7305,0.6223,0.3272,0.003856
17,5000,3079,0,0,3,1.9191,2,16.5,6,3073,4.47,0.9857,3123.7,6,1.0,97,0,8,1098,0.001715,0.0368,15.873,16,14.2,0.0198,0.0062,0,1,0,0,0.058282,0.015625,45,0.7319,0.6622,0.3317,0.003814
18,5000,3147,1,3,3,1.8391,1,16.5,3141,0,4.54,1.0067,3126.1,6,1.0,90,1,8,1049,0.001727,0.0379,17.9641,17,15.2,0.0201,0.0071,0,0,0,0,0.078717,0.015625,43,0.8015,0.7212,0.3379,0.00376
19,5000,2975,0,0,3,1.8473,1,16.5,6,2969,4.37,0.9563,3111.0,6,1.0,82,0,8,968,0.001832,0.0418,23.166,18,16.0,0.0262,0.0082,0,0,0,0,0.064639,0.015625,41,0.7583,0.7858,0.3456,0.003693
20,5000,3045,0,0,3,1.6981,1,16.7,5,3040,4.42,0.9808,3104.7,5,1.0,77,0,5,931,0.001921,0.0372,19.0114,19,16.9,0.0227,0.0075,0,0,0,0,0.074349,0.015625,40,0.7898,0.8601,0.3514,0.003616
21,5000,3077,1,4,3,1.8467,1,16.8,7,3070,4.37,0.9919,3102.1,7,1.0,77,1,1,940,0.001703,0.0317,25.0896,20,17.6,0.0207,0.0066,0,0,0,0,0.070423,0.015625,40,0.7781,0.9306,0.3576,0.003529
22,5000,3155,2,5,3,1.9258,1,16.8,3143,0,4.58,1.0154,3107.1,12,1.0,72,4,9,922,0.001954,0.0418,43.1655,21,17.6,0.0237,0.0078,1,0,0,0,0.059233,0.015625,40,0.7362,0.9898,0.361,0.003434
