window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6129,12,4,0,1.9987,0,26.8,0,0,6.63,1.0,6129.0,599,1.0,376,581,205,2049,0.000976,0.0071,395.1187,0,0.0,0.0,0.0011,0,0,0,0,0.028412,0.015625,64,0.4501,0.0284,0.2252,0.003
2,5000,3828,1,3,0,1.9986,0,20.4,454,3351,5.3,0.836,4615.0,477,1.0,362,15,29,2097,0.001068,0.0067,379.6962,1,1.0,0.0,0.0011,0,0,0,0,0.029915,0.015625,63,0.4777,0.0559,0.223,0.003113
3,5000,3269,4,5,0,1.9986,0,16.7,241,3053,4.83,0.8356,3963.5,216,1.0,275,7,94,2081,0.001097,0.0135,247.9908,2,1.9,0.0135,0.0016,1,0,0,0,0.039604,0.015625,62,0.6055,0.0955,0.2313,0.003224
4,5000,3105,0,0,1,1.9986,0,17.0,39,3083,4.5,0.8608,3626.9,22,1.0,244,0,31,1740,0.00136,0.0178,34.6457,3,2.9,0.0178,0.0025,0,0,0,0,0.038462,0.015625,59,0.5938,0.1292,0.2376,0.003331
5,5000,3080,0,0,3,1.9986,0,16.6,3,3078,4.48,0.8944,3444.9,2,1.0,219,0,25,1629,0.001356,0.0136,3.5971,4,3.9,0.0119,0.0026,0,0,0,0,0.032313,0.015625,57,0.5164,0.1565,0.2494,0.003434
6,5000,3086,0,0,0,1.9984,1,16.7,0,3086,4.48,0.9233,3342.4,0,1.0,185,0,34,1479,0.001503,0.0207,0.0,5,4.9,0.0207,0.0034,0,0,0,0,0.045549,0.015625,56,0.657,0.2015,0.2568,0.003529
7,5000,3104,1,5,0,1.9986,1,16.7,0,3099,4.41,0.9455,3282.8,5,1.0,171,1,15,1437,0.001532,0.0296,11.0132,6,5.9,0.0211,0.0035,1,0,0,0,0.057082,0.015625,56,0.7263,0.2416,0.2719,0.003616
8,5000,3109,0,0,0,1.9993,1,16.6,0,3104,4.43,0.9583,3244.2,5,1.0,157,0,14,1346,0.001497,0.0225,11.5741,7,6.9,0.0146,0.0035,0,0,0,0,0.042697,0.015625,54,0.634,0.2843,0.2779,0.003693
9,5000,3089,1,5,0,1.9989,1,16.4,0,3079,4.47,0.9614,3213.1,10,1.0,143,1,15,1275,0.001592,0.0281,26.3158,8,7.8,0.0196,0.004,1,0,0,0,0.051151,0.015625,53,0.6945,0.3355,0.2868,0.00376
10,5000,3169,1,5,0,1.9961,1,16.4,0,3157,4.51,0.9887,3205.1,12,1.0,132,4,15,1206,0.001696,0.0385,31.9149,9,8.7,0.0218,0.005,1,0,0,0,0.071795,0.015625,54,0.7824,0.3868,0.2994,0.003814
11,5000,3091,1,3,3,1.984,2,17.0,3,3088,4.43,0.9702,3186.1,3,1.0,123,2,11,1148,0.001734,0.0326,8.427,10,9.6,0.0204,0.005,0,0,0,0,0.070652,0.015625,54,0.7788,0.4357,0.3056,0.003856
12,5000,3157,2,5,0,1.9567,2,16.6,0,3147,4.55,0.9923,3181.6,10,1.0,118,2,7,1131,0.001785,0.0429,29.0698,11,10.4,0.0238,0.0063,2,0,0,0,0.062857,0.015625,53,0.7514,0.4757,0.3134,0.003884
13,5000,3037,0,0,1,1.9619,2,16.6,1,3036,4.39,0.9608,3161.0,1,1.0,107,1,12,1051,0.001847,0.0334,3.1348,12,11.3,0.0218,0.0058,0,0,0,0,0.06383,0.015625,51,0.7552,0.5266,0.3205,0.003898
14,5000,3122,1,5,3,1.9566,1,16.6,0,3117,4.51,0.9893,3155.8,5,1.0,96,1,12,969,0.002026,0.0301,17.4825,13,12.3,0.0234,0.0062,1,0,0,0,0.070234,0.015625,48,0.7775,0.5968,0.3302,0.003898
15,5000,3120,0,0,3,1.9424,1,16.7,0,3115,4.49,0.9901,3151.3,5,1.0,91,0,5,926,0.002041,0.0455,17.6056,14,13.3,0.025,0.0072,0,0,0,0,0.062937,0.015625,48,0.7517,0.6597,0.3356,0.003884
