cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
0,21,0.6429,0.6625,0.8632,14.5141,0.75,0.6726,0.8232,16.6479,0.1071,0.0101,-0.0401,2.1338,gain_social|gain_familiarity,2,hosted
1,21,0.5,0.6924,0.8247,55.0482,0.75,0.7047,0.8262,45.2752,0.25,0.0123,0.0015,-9.7729,gain_social|loss_familiarity,2,hosted
12,21,1.0,0.6931,0.8865,14.2863,1.0,0.7207,0.8639,15.4679,0.0,0.0276,-0.0226,1.1816,,0,hosted
28,21,0.2857,0.6584,0.8727,14.3582,0.4375,0.6475,0.8091,8.0805,0.1518,-0.0109,-0.0636,-6.2776,gain_social|loss_familiarity,2,hosted
29,21,0.7857,0.6722,0.8998,18.2673,1.0,0.6672,0.8485,12.9204,0.2143,-0.0051,-0.0513,-5.3468,gain_social|loss_familiarity,2,hosted
52,21,0.7143,0.6492,0.8761,20.8456,1.0,0.7346,0.863,17.3437,0.2857,0.0855,-0.0131,-3.5019,gain_social|loss_familiarity,2,hosted
53,21,0.8571,0.6355,0.8851,12.7166,1.0,0.6928,0.8682,11.3806,0.1429,0.0573,-0.0169,-1.336,gain_social,1,hosted
64,21,0.0,0.6219,0.8772,0.0,0.125,0.6125,0.8113,13.9454,0.125,-0.0094,-0.066,13.9454,gain_social|gain_familiarity,2,hosted
71,21,0.1429,0.7038,0.8309,3.9531,0.25,0.6921,0.8433,3.9591,0.1071,-0.0117,0.0124,0.006,gain_social,1,hosted
76,21,0.1429,0.7433,0.8286,16.2877,0.25,0.6479,0.781,12.9391,0.1071,-0.0954,-0.0477,-3.3486,gain_social|loss_familiarity,2,hosted
80,21,0.7143,0.6438,0.8766,11.1285,0.8125,0.6583,0.8318,12.9754,0.0982,0.0145,-0.0447,1.847,,0,hosted
85,21,0.0,0.7035,0.8347,0.0,0.125,0.648,0.7845,19.0168,0.125,-0.0555,-0.0502,19.0168,gain_social|gain_familiarity,2,hosted
92,21,0.5,0.6633,0.8546,13.5689,0.625,0.6169,0.849,9.9662,0.125,-0.0464,-0.0056,-3.6027,gain_social|loss_familiarity,2,hosted
93,21,0.5,0.67,0.8622,8.8543,0.5625,0.6888,0.8421,8.2632,0.0625,0.0188,-0.0202,-0.5911,,0,hosted
94,21,0.8571,0.6592,0.8838,17.2229,1.0,0.7143,0.8802,21.6798,0.1429,0.0552,-0.0036,4.4568,gain_social|gain_familiarity,2,hosted
0,22,0.75,0.6726,0.8232,16.6479,0.6842,0.6198,0.8402,13.1061,-0.0658,-0.0528,0.0171,-3.5418,loss_familiarity,1,hosted
12,22,1.0,0.7207,0.8639,15.4679,0.8947,0.6526,0.8361,14.864,-0.1053,-0.0682,-0.0279,-0.6039,loss_social,1,hosted
28,22,0.4375,0.6475,0.8091,8.0805,0.5789,0.6631,0.8045,9.5476,0.1414,0.0156,-0.0046,1.4671,gain_social,1,hosted
29,22,1.0,0.6672,0.8485,12.9204,0.9474,0.6445,0.8822,14.542,-0.0526,-0.0226,0.0337,1.6216,,0,hosted
52,22,1.0,0.7346,0.863,17.3437,1.0,0.6543,0.8412,13.0597,0.0,-0.0804,-0.0218,-4.284,loss_familiarity,1,hosted
53,22,1.0,0.6928,0.8682,11.3806,0.9474,0.7216,0.8358,14.4177,-0.0526,0.0288,-0.0324,3.0371,gain_familiarity,1,hosted
71,22,0.25,0.6921,0.8433,3.9591,0.3684,0.6425,0.8119,8.2181,0.1184,-0.0496,-0.0315,4.259,gain_social|gain_familiarity,2,hosted
80,22,0.8125,0.6583,0.8318,12.9754,0.8947,0.6707,0.8823,18.2194,0.0822,0.0124,0.0504,5.2439,gain_familiarity,1,hosted
92,22,0.625,0.6169,0.849,9.9662,0.6842,0.6847,0.8241,8.926,0.0592,0.0677,-0.0249,-1.0402,,0,hosted
93,22,0.5625,0.6888,0.8421,8.2632,0.5789,0.6465,0.8462,7.8751,0.0164,-0.0423,0.0041,-0.3881,,0,hosted
94,22,1.0,0.7143,0.8802,21.6798,0.8421,0.644,0.853,17.6655,-0.1579,-0.0703,-0.0273,-4.0143,loss_social|loss_familiarity,2,hosted
96,22,0.625,0.7212,0.8921,16.8326,0.7368,0.7413,0.8601,20.372,0.1118,0.0201,-0.032,3.5394,gain_social|gain_familiarity,2,hosted
97,22,0.5625,0.7198,0.8742,14.4663,0.6842,0.7119,0.8371,12.9579,0.1217,-0.0079,-0.0371,-1.5084,gain_social,1,hosted
0,23,0.6842,0.6198,0.8402,13.1061,0.7,0.682,0.8637,13.9334,0.0158,0.0622,0.0235,0.8273,,0,hosted
12,23,0.8947,0.6526,0.8361,14.864,0.95,0.7135,0.8783,19.9052,0.0553,0.0609,0.0422,5.0411,gain_familiarity,1,hosted
28,23,0.5789,0.6631,0.8045,9.5476,0.7,0.6699,0.8211,5.8442,0.1211,0.0068,0.0166,-3.7034,gain_social|loss_familiarity,2,hosted
29,23,0.9474,0.6445,0.8822,14.542,1.0,0.6477,0.846,15.4336,0.0526,0.0032,-0.0362,0.8916,,0,hosted
52,23,1.0,0.6543,0.8412,13.0597,1.0,0.6937,0.8574,19.0136,0.0,0.0395,0.0162,5.9538,gain_familiarity,1,hosted
53,23,0.9474,0.7216,0.8358,14.4177,0.95,0.6665,0.8369,15.7212,0.0026,-0.0551,0.0011,1.3035,,0,hosted
71,23,0.3684,0.6425,0.8119,8.2181,0.55,0.6605,0.8128,14.1186,0.1816,0.018,0.0009,5.9005,gain_social|gain_familiarity,2,hosted
80,23,0.8947,0.6707,0.8823,18.2194,0.85,0.6893,0.8535,23.0261,-0.0447,0.0186,-0.0288,4.8067,gain_familiarity,1,hosted
92,23,0.6842,0.6847,0.8241,8.926,0.75,0.6222,0.8179,8.626,0.0658,-0.0624,-0.0063,-0.3,,0,hosted
93,23,0.5789,0.6465,0.8462,7.8751,0.65,0.701,0.8092,8.8876,0.0711,0.0545,-0.037,1.0125,,0,hosted
94,23,0.8421,0.644,0.853,17.6655,0.9,0.6682,0.8611,14.5835,0.0579,0.0242,0.0082,-3.082,loss_familiarity,1,hosted
96,23,0.7368,0.7413,0.8601,20.372,0.75,0.6636,0.8574,23.8148,0.0132,-0.0777,-0.0026,3.4428,gain_familiarity,1,hosted
97,23,0.6842,0.7119,0.8371,12.9579,0.65,0.6892,0.8487,10.6821,-0.0342,-0.0227,0.0116,-2.2758,loss_familiarity,1,hosted
98,23,0.3684,0.6799,0.8783,25.137,0.7,0.6245,0.8568,20.3814,0.3316,-0.0554,-0.0215,-4.7556,gain_social|loss_familiarity,2,hosted
0,24,0.7,0.682,0.8637,13.9334,0.8,0.6721,0.7936,7.6392,0.1,-0.0099,-0.0701,-6.2942,gain_social|loss_familiarity,2,hosted
12,24,0.95,0.7135,0.8783,19.9052,0.95,0.6592,0.8161,11.6454,0.0,-0.0543,-0.0621,-8.2598,loss_familiarity,1,hosted
29,24,1.0,0.6477,0.846,15.4336,1.0,0.6647,0.8432,7.62,0.0,0.017,-0.0028,-7.8136,loss_familiarity,1,hosted
52,24,1.0,0.6937,0.8574,19.0136,1.0,0.6513,0.8336,13.7344,0.0,-0.0424,-0.0238,-5.2791,loss_familiarity,1,hosted
53,24,0.95,0.6665,0.8369,15.7212,0.95,0.6494,0.8619,10.7932,0.0,-0.0172,0.0251,-4.928,loss_familiarity,1,hosted
71,24,0.55,0.6605,0.8128,14.1186,0.55,0.6572,0.7978,7.2737,0.0,-0.0033,-0.015,-6.8449,loss_familiarity,1,hosted
80,24,0.85,0.6893,0.8535,23.0261,0.85,0.6366,0.85,17.7563,0.0,-0.0528,-0.0035,-5.2698,loss_familiarity,1,hosted
92,24,0.75,0.6222,0.8179,8.626,0.75,0.6294,0.7981,4.4088,0.0,0.0072,-0.0198,-4.2172,loss_familiarity,1,hosted
93,24,0.65,0.701,0.8092,8.8876,0.8,0.6452,0.8497,8.8102,0.15,-0.0558,0.0405,-0.0774,gain_social,1,hosted
94,24,0.9,0.6682,0.8611,14.5835,0.9,0.6796,0.8821,15.0229,0.0,0.0113,0.021,0.4394,,0,hosted
96,24,0.75,0.6636,0.8574,23.8148,0.75,0.6519,0.8592,22.1597,0.0,-0.0117,0.0018,-1.6551,,0,hosted
97,24,0.65,0.6892,0.8487,10.6821,0.65,0.6541,0.8381,12.0574,0.0,-0.0352,-0.0107,1.3753,,0,hosted
98,24,0.7,0.6245,0.8568,20.3814,0.7,0.6777,0.8498,11.5764,0.0,0.0533,-0.0071,-8.805,loss_familiarity,1,hosted
0,25,0.8,0.6721,0.7936,7.6392,0.8095,0.6755,0.8561,6.3106,0.0095,0.0034,0.0625,-1.3286,,0,hosted
12,25,0.95,0.6592,0.8161,11.6454,0.9048,0.6495,0.8461,13.3467,-0.0452,-0.0097,0.0299,1.7013,,0,hosted
29,25,1.0,0.6647,0.8432,7.62,1.0,0.6708,0.8822,9.4263,0.0,0.0061,0.039,1.8063,,0,hosted
52,25,1.0,0.6513,0.8336,13.7344,0.9524,0.6626,0.8577,10.0126,-0.0476,0.0113,0.024,-3.7218,loss_familiarity,1,hosted
53,25,0.95,0.6494,0.8619,10.7932,0.9524,0.6758,0.8604,15.3625,0.0024,0.0264,-0.0015,4.5693,gain_familiarity,1,hosted
71,25,0.55,0.6572,0.7978,7.2737,0.5714,0.6562,0.8128,6.8194,0.0214,-0.001,0.015,-0.4543,,0,hosted
80,25,0.85,0.6366,0.85,17.7563,0.8571,0.6363,0.849,19.0193,0.0071,-0.0002,-0.001,1.263,,0,hosted
92,25,0.75,0.6294,0.7981,4.4088,0.7143,0.7214,0.8115,3.5416,-0.0357,0.092,0.0134,-0.8672,,0,hosted
