cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
0,21,1.0,0.6305,0.8806,14.727,1.0,0.7093,0.8583,16.2722,0.0,0.0787,-0.0223,1.5451,,0,hosted
2,21,0.7692,0.7018,0.8738,18.3667,0.7143,0.6994,0.8576,21.2704,-0.0549,-0.0024,-0.0162,2.9037,gain_familiarity,1,hosted
7,21,0.0,0.7085,0.8429,0.0,0.0714,0.6413,0.7782,16.165,0.0714,-0.0673,-0.0647,16.165,gain_familiarity,1,hosted
9,21,0.8462,0.647,0.8748,9.0226,0.9286,0.6647,0.8509,11.4961,0.0824,0.0178,-0.0239,2.4735,gain_familiarity,1,hosted
10,21,0.8462,0.7082,0.8778,14.0271,0.7857,0.6715,0.8338,14.2967,-0.0604,-0.0367,-0.0441,0.2697,,0,hosted
19,21,0.7692,0.6309,0.8836,20.8472,0.7857,0.6807,0.8394,25.9944,0.0165,0.0498,-0.0442,5.1472,gain_familiarity,1,hosted
22,21,0.9231,0.6571,0.8883,18.9295,1.0,0.6367,0.8446,16.3296,0.0769,-0.0203,-0.0437,-2.5999,loss_familiarity,1,hosted
26,21,0.6923,0.7263,0.8527,6.5435,0.6429,0.7204,0.8681,22.2576,-0.0495,-0.0059,0.0154,15.7141,gain_familiarity,1,hosted
41,21,0.8462,0.7054,0.8866,19.6739,0.8571,0.7083,0.8487,18.5775,0.011,0.0029,-0.038,-1.0964,,0,hosted
42,21,0.7692,0.6764,0.9014,14.5732,0.7857,0.6996,0.8659,19.0064,0.0165,0.0232,-0.0355,4.4332,gain_familiarity,1,hosted
44,21,0.5385,0.6591,0.8382,17.4951,0.5714,0.7205,0.8522,20.7526,0.033,0.0615,0.014,3.2576,gain_familiarity,1,hosted
52,21,0.4615,0.6821,0.869,12.2316,0.5,0.6418,0.8156,4.1301,0.0385,-0.0404,-0.0534,-8.1015,loss_familiarity,1,hosted
64,21,0.0,0.6855,0.7916,0.0,0.0,0.5761,0.7158,0.0,0.0,-0.1094,-0.0758,0.0,loss_stability,1,hosted
0,22,1.0,0.7093,0.8583,16.2722,1.0,0.6114,0.8797,11.9067,0.0,-0.0978,0.0214,-4.3655,loss_familiarity,1,hosted
2,22,0.7143,0.6994,0.8576,21.2704,0.8235,0.6921,0.8401,20.0108,0.1092,-0.0073,-0.0175,-1.2596,gain_social,1,hosted
7,22,0.0714,0.6413,0.7782,16.165,0.0588,0.6289,0.7368,5.9408,-0.0126,-0.0124,-0.0415,-10.2242,loss_familiarity,1,hosted
9,22,0.9286,0.6647,0.8509,11.4961,0.8824,0.595,0.8273,10.75,-0.0462,-0.0697,-0.0236,-0.7461,,0,hosted
10,22,0.7857,0.6715,0.8338,14.2967,0.7059,0.5936,0.8601,14.232,-0.0798,-0.0778,0.0263,-0.0647,,0,hosted
19,22,0.7857,0.6807,0.8394,25.9944,0.8235,0.7002,0.8765,26.2184,0.0378,0.0195,0.037,0.224,,0,hosted
22,22,1.0,0.6367,0.8446,16.3296,1.0,0.6982,0.8697,19.121,0.0,0.0615,0.0251,2.7914,gain_familiarity,1,hosted
26,22,0.6429,0.7204,0.8681,22.2576,0.5882,0.6282,0.8077,14.7833,-0.0546,-0.0923,-0.0604,-7.4743,loss_familiarity,1,hosted
41,22,0.8571,0.7083,0.8487,18.5775,0.8824,0.5909,0.8596,12.1271,0.0252,-0.1174,0.0109,-6.4504,loss_stability|loss_familiarity,2,hosted
42,22,0.7857,0.6996,0.8659,19.0064,0.7647,0.6145,0.8537,34.6822,-0.021,-0.0851,-0.0122,15.6758,gain_familiarity,1,hosted
44,22,0.5714,0.7205,0.8522,20.7526,0.5882,0.6572,0.777,14.2775,0.0168,-0.0634,-0.0752,-6.4752,loss_familiarity,1,hosted
52,22,0.5,0.6418,0.8156,4.1301,0.4706,0.6744,0.8204,20.5042,-0.0294,0.0327,0.0049,16.3741,gain_familiarity,1,hosted
0,23,1.0,0.6114,0.8797,11.9067,1.0,0.6717,0.8329,14.3436,0.0,0.0603,-0.0468,2.4369,gain_familiarity,1,hosted
2,23,0.8235,0.6921,0.8401,20.0108,0.8235,0.6718,0.8443,16.3508,0.0,-0.0203,0.0042,-3.66,loss_familiarity,1,hosted
9,23,0.8824,0.595,0.8273,10.75,0.8824,0.6419,0.8435,18.3365,0.0,0.0469,0.0162,7.5865,gain_familiarity,1,hosted
10,23,0.7059,0.5936,0.8601,14.232,0.7059,0.7018,0.8348,17.7046,0.0,0.1082,-0.0253,3.4726,gain_stability|gain_familiarity,2,hosted
19,23,0.8235,0.7002,0.8765,26.2184,0.8235,0.624,0.8637,31.9234,0.0,-0.0762,-0.0127,5.705,gain_familiarity,1,hosted
22,23,1.0,0.6982,0.8697,19.121,1.0,0.696,0.8497,19.7095,0.0,-0.0023,-0.0201,0.5885,,0,hosted
26,23,0.5882,0.6282,0.8077,14.7833,0.7059,0.6574,0.8309,11.8495,0.1176,0.0292,0.0232,-2.9338,gain_social|loss_familiarity,2,hosted
41,23,0.8824,0.5909,0.8596,12.1271,0.8824,0.6666,0.8487,20.2,0.0,0.0757,-0.011,8.0728,gain_familiarity,1,hosted
42,23,0.7647,0.6145,0.8537,34.6822,0.7647,0.6786,0.8247,25.0294,0.0,0.064,-0.029,-9.6528,loss_familiarity,1,hosted
44,23,0.5882,0.6572,0.777,14.2775,0.7647,0.6739,0.8561,11.6272,0.1765,0.0167,0.0791,-2.6503,gain_social|loss_familiarity,2,hosted
52,23,0.4706,0.6744,0.8204,20.5042,0.6471,0.7162,0.8143,9.8076,0.1765,0.0418,-0.0062,-10.6967,gain_social|loss_familiarity,2,hosted
67,23,0.5882,0.7274,0.8913,21.9057,0.7059,0.6335,0.8553,15.2477,0.1176,-0.0939,-0.036,-6.658,gain_social|loss_familiarity,2,hosted
68,23,0.2941,0.6059,0.8178,14.1461,0.4118,0.6813,0.8163,9.5714,0.1176,0.0754,-0.0016,-4.5747,gain_social|loss_familiarity,2,hosted
69,23,0.1176,0.6897,0.8674,28.2391,0.2353,0.753,0.8009,27.5276,0.1176,0.0633,-0.0664,-0.7116,gain_social,1,hosted
0,24,1.0,0.6717,0.8329,14.3436,0.9412,0.7024,0.8356,19.4526,-0.0588,0.0307,0.0027,5.109,gain_familiarity,1,hosted
2,24,0.8235,0.6718,0.8443,16.3508,0.8235,0.6607,0.8525,23.8463,0.0,-0.0112,0.0082,7.4955,gain_familiarity,1,hosted
9,24,0.8824,0.6419,0.8435,18.3365,0.8824,0.6233,0.8656,17.3855,0.0,-0.0186,0.0221,-0.951,,0,hosted
10,24,0.7059,0.7018,0.8348,17.7046,0.7647,0.6259,0.818,13.1096,0.0588,-0.076,-0.0168,-4.595,loss_familiarity,1,hosted
19,24,0.8235,0.624,0.8637,31.9234,0.8235,0.7039,0.8655,40.0934,0.0,0.0799,0.0017,8.17,gain_familiarity,1,hosted
22,24,1.0,0.696,0.8497,19.7095,1.0,0.6502,0.847,24.0548,0.0,-0.0458,-0.0027,4.3452,gain_familiarity,1,hosted
26,24,0.7059,0.6574,0.8309,11.8495,0.7059,0.6802,0.7756,9.0135,0.0,0.0228,-0.0553,-2.8359,loss_familiarity,1,hosted
