cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
0,21,0.9333,0.6137,0.8942,13.2133,1.0,0.7277,0.8494,13.8273,0.0667,0.114,-0.0447,0.614,gain_stability,1,hosted
6,21,1.0,0.7167,0.8842,11.0118,0.9,0.6161,0.8538,14.5915,-0.1,-0.1006,-0.0304,3.5797,loss_stability|gain_familiarity,2,hosted
13,21,0.4,0.6286,0.8185,15.1966,0.6,0.6975,0.8326,7.0504,0.2,0.0689,0.0141,-8.1462,gain_social|loss_familiarity,2,hosted
24,21,1.0,0.6302,0.8554,14.0165,0.95,0.593,0.8402,11.1807,-0.05,-0.0372,-0.0152,-2.8358,loss_familiarity,1,hosted
37,21,1.0,0.6769,0.8716,14.5278,1.0,0.6963,0.8516,12.5139,0.0,0.0194,-0.02,-2.0139,loss_familiarity,1,hosted
38,21,0.8667,0.6331,0.8861,13.837,0.85,0.6266,0.8472,13.7748,-0.0167,-0.0065,-0.0389,-0.0622,,0,hosted
47,21,0.7333,0.6793,0.8693,16.1125,0.65,0.6696,0.8212,8.1142,-0.0833,-0.0097,-0.048,-7.9983,loss_familiarity,1,hosted
48,21,1.0,0.6565,0.8825,11.7045,0.95,0.6367,0.8664,15.1116,-0.05,-0.0198,-0.0161,3.4071,gain_familiarity,1,hosted
52,21,0.0667,0.6332,0.8898,16.4996,0.05,0.7782,0.7092,6.0638,-0.0167,0.145,-0.1806,-10.4358,gain_stability|loss_spread|loss_familiarity,3,hosted
53,21,0.4667,0.6805,0.8757,15.4243,0.65,0.6675,0.8543,11.3626,0.1833,-0.013,-0.0215,-4.0617,gain_social|loss_familiarity,2,hosted
57,21,0.0667,0.6165,0.8591,8.6591,0.1,0.7068,0.757,7.1357,0.0333,0.0903,-0.1021,-1.5234,loss_spread,1,hosted
58,21,0.4,0.6637,0.8793,13.2995,0.55,0.6353,0.8096,11.6704,0.15,-0.0283,-0.0697,-1.6291,gain_social,1,hosted
63,21,0.3333,0.6661,0.852,72.4512,0.3,0.6989,0.7776,23.7436,-0.0333,0.0328,-0.0744,-48.7076,loss_familiarity,1,hosted
67,21,0.0,0.6445,0.8305,0.0,0.0,0.6859,0.7945,0.0,0.0,0.0414,-0.036,0.0,,0,hosted
70,21,0.0,0.7129,0.8711,0.0,0.05,0.6761,0.7752,4.5565,0.05,-0.0368,-0.0959,4.5565,gain_familiarity,1,hosted
71,21,0.0667,0.6891,0.8461,316.2444,0.15,0.6934,0.7889,146.6332,0.0833,0.0042,-0.0572,-169.6112,loss_familiarity,1,hosted
72,21,0.0667,0.7212,0.8273,81.3089,0.2,0.7147,0.7829,10.0697,0.1333,-0.0065,-0.0444,-71.2392,gain_social|loss_familiarity,2,hosted
74,21,0.1333,0.6371,0.8855,26.8023,0.25,0.6735,0.8114,8.8382,0.1167,0.0365,-0.0741,-17.9641,gain_social|loss_familiarity,2,hosted
75,21,0.2,0.6856,0.8413,32.0076,0.25,0.6572,0.7672,17.5754,0.05,-0.0285,-0.0741,-14.4323,loss_familiarity,1,hosted
0,22,1.0,0.7277,0.8494,13.8273,0.875,0.6719,0.8607,11.3055,-0.125,-0.0558,0.0113,-2.5218,loss_social|loss_familiarity,2,hosted
6,22,0.9,0.6161,0.8538,14.5915,0.875,0.6396,0.8424,12.7413,-0.025,0.0234,-0.0115,-1.8503,,0,hosted
13,22,0.6,0.6975,0.8326,7.0504,0.5,0.7012,0.7877,7.3584,-0.1,0.0037,-0.0449,0.308,,0,hosted
24,22,0.95,0.593,0.8402,11.1807,0.8333,0.7111,0.8461,13.2192,-0.1167,0.1181,0.0059,2.0385,loss_social|gain_stability|gain_familiarity,3,hosted
37,22,1.0,0.6963,0.8516,12.5139,1.0,0.6791,0.8326,11.6279,0.0,-0.0172,-0.0191,-0.886,,0,hosted
38,22,0.85,0.6266,0.8472,13.7748,0.7917,0.6748,0.832,8.9693,-0.0583,0.0482,-0.0151,-4.8056,loss_familiarity,1,hosted
47,22,0.65,0.6696,0.8212,8.1142,0.6667,0.6905,0.8344,7.7807,0.0167,0.0209,0.0132,-0.3336,,0,hosted
48,22,0.95,0.6367,0.8664,15.1116,0.9167,0.7255,0.8469,9.7182,-0.0333,0.0888,-0.0195,-5.3933,loss_familiarity,1,hosted
52,22,0.05,0.7782,0.7092,6.0638,0.0833,0.7063,0.8108,6.5596,0.0333,-0.0719,0.1016,0.4958,gain_spread,1,hosted
53,22,0.65,0.6675,0.8543,11.3626,0.5833,0.6812,0.8112,10.6607,-0.0667,0.0137,-0.0431,-0.7019,,0,hosted
57,22,0.1,0.7068,0.757,7.1357,0.0833,0.6618,0.7746,2.6224,-0.0167,-0.045,0.0175,-4.5132,loss_familiarity,1,hosted
58,22,0.55,0.6353,0.8096,11.6704,0.5,0.6536,0.8183,5.5499,-0.05,0.0183,0.0087,-6.1204,loss_familiarity,1,hosted
63,22,0.3,0.6989,0.7776,23.7436,0.25,0.6962,0.7337,8.7261,-0.05,-0.0027,-0.0439,-15.0176,loss_familiarity,1,hosted
67,22,0.0,0.6859,0.7945,0.0,0.0,0.7312,0.7789,0.0,0.0,0.0453,-0.0156,0.0,,0,hosted
70,22,0.05,0.6761,0.7752,4.5565,0.0833,0.6752,0.7452,10.9425,0.0333,-0.001,-0.03,6.386,gain_familiarity,1,hosted
