cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
14,21,0.4444,0.6601,0.8586,24.6316,0.3125,0.6579,0.8143,18.0121,-0.1319,-0.0023,-0.0443,-6.6195,loss_social|loss_familiarity,2,hosted
20,21,0.7778,0.6538,0.8515,18.2469,0.875,0.6628,0.8325,39.4682,0.0972,0.009,-0.019,21.2212,gain_familiarity,1,hosted
24,21,0.0,0.6645,0.839,0.0,0.0,0.6149,0.8215,0.0,0.0,-0.0496,-0.0175,0.0,,0,hosted
30,21,0.1111,0.6004,0.7976,6.4843,0.0625,0.6378,0.7901,2.3831,-0.0486,0.0374,-0.0076,-4.1013,loss_familiarity,1,hosted
34,21,0.2222,0.7047,0.8726,31.8445,0.1875,0.68,0.7538,14.5696,-0.0347,-0.0247,-0.1188,-17.2749,loss_spread|loss_familiarity,2,hosted
35,21,0.2222,0.7049,0.817,9.1662,0.1875,0.7035,0.7924,14.4012,-0.0347,-0.0015,-0.0246,5.235,gain_familiarity,1,hosted
43,21,0.0,0.7032,0.848,0.0,0.125,0.6137,0.7641,10.1433,0.125,-0.0895,-0.0839,10.1433,gain_social|gain_familiarity,2,hosted
52,21,0.4444,0.6495,0.8353,20.6622,0.3125,0.6576,0.8241,16.5969,-0.1319,0.0081,-0.0112,-4.0652,loss_social|loss_familiarity,2,hosted
58,21,1.0,0.688,0.8799,10.5387,0.8125,0.6663,0.8608,19.4697,-0.1875,-0.0217,-0.019,8.9311,loss_social|gain_familiarity,2,hosted
59,21,1.0,0.6475,0.8649,10.0931,0.875,0.6748,0.8597,9.3029,-0.125,0.0272,-0.0052,-0.7901,loss_social,1,hosted
68,21,0.7778,0.6477,0.8859,18.0849,1.0,0.7135,0.8451,13.0853,0.2222,0.0658,-0.0408,-4.9996,gain_social|loss_familiarity,2,hosted
69,21,0.8889,0.5931,0.8609,12.7705,0.6875,0.6296,0.8151,8.9956,-0.2014,0.0366,-0.0457,-3.7748,loss_social|loss_familiarity,2,hosted
71,21,0.2222,0.6916,0.8274,173.3551,0.1875,0.6107,0.7091,49.6547,-0.0347,-0.0809,-0.1183,-123.7004,loss_spread|loss_familiarity,2,hosted
76,21,1.0,0.6609,0.8875,18.8714,0.875,0.6707,0.8641,20.6194,-0.125,0.0098,-0.0235,1.748,loss_social,1,hosted
77,21,0.1111,0.6362,0.8222,316.2444,0.0625,0.6427,0.8041,116.2234,-0.0486,0.0065,-0.018,-200.021,loss_familiarity,1,hosted
14,22,0.3125,0.6579,0.8143,18.0121,0.2857,0.6899,0.8265,9.3818,-0.0268,0.032,0.0122,-8.6303,loss_familiarity,1,hosted
20,22,0.875,0.6628,0.8325,39.4682,0.8571,0.6976,0.8224,31.6909,-0.0179,0.0347,-0.01,-7.7773,loss_familiarity,1,hosted
24,22,0.0,0.6149,0.8215,0.0,0.0952,0.7082,0.7441,16.6209,0.0952,0.0934,-0.0774,16.6209,gain_familiarity,1,hosted
30,22,0.0625,0.6378,0.7901,2.3831,0.0952,0.7197,0.7804,15.9517,0.0327,0.0819,-0.0096,13.5686,gain_familiarity,1,hosted
35,22,0.1875,0.7035,0.7924,14.4012,0.2857,0.7101,0.8171,17.8995,0.0982,0.0067,0.0248,3.4983,gain_familiarity,1,hosted
43,22,0.125,0.6137,0.7641,10.1433,0.1905,0.7004,0.7368,9.7705,0.0655,0.0867,-0.0274,-0.3728,,0,hosted
52,22,0.3125,0.6576,0.8241,16.5969,0.4762,0.6644,0.7877,43.8206,0.1637,0.0068,-0.0363,27.2237,gain_social|gain_familiarity,2,hosted
58,22,0.8125,0.6663,0.8608,19.4697,1.0,0.7062,0.8619,16.014,0.1875,0.0399,0.0011,-3.4558,gain_social|loss_familiarity,2,hosted
59,22,0.875,0.6748,0.8597,9.3029,1.0,0.646,0.8751,13.0081,0.125,-0.0288,0.0155,3.7052,gain_social|gain_familiarity,2,hosted
69,22,0.6875,0.6296,0.8151,8.9956,0.7619,0.661,0.8408,8.1719,0.0744,0.0313,0.0256,-0.8237,,0,hosted
71,22,0.1875,0.6107,0.7091,49.6547,0.2381,0.7218,0.7855,22.4743,0.0506,0.1111,0.0763,-27.1804,gain_stability|loss_familiarity,2,hosted
76,22,0.875,0.6707,0.8641,20.6194,0.9048,0.6851,0.8537,21.7547,0.0298,0.0144,-0.0104,1.1353,,0,hosted
79,22,0.6875,0.6064,0.8726,20.6795,0.8571,0.6329,0.8633,17.6484,0.1696,0.0265,-0.0093,-3.0311,gain_social|loss_familiarity,2,hosted
80,22,0.625,0.6813,0.8577,10.4385,0.8095,0.6579,0.8383,13.0791,0.1845,-0.0234,-0.0194,2.6406,gain_social|gain_familiarity,2,hosted
81,22,0.625,0.6211,0.8964,16.8463,0.8571,0.5853,0.8079,14.9561,0.2321,-0.0359,-0.0886,-1.8903,gain_social,1,hosted
14,23,0.2857,0.6899,0.8265,9.3818,0.44,0.641,0.7937,10.9157,0.1543,-0.0489,-0.0329,1.5339,gain_social,1,hosted
20,23,0.8571,0.6976,0.8224,31.6909,0.96,0.6891,0.8434,30.8159,0.1029,-0.0085,0.021,-0.875,gain_social,1,hosted
30,23,0.0952,0.7197,0.7804,15.9517,0.12,0.6126,0.7935,13.1111,0.0248,-0.1071,0.0131,-2.8406,loss_stability|loss_familiarity,2,hosted
35,23,0.2857,0.7101,0.8171,17.8995,0.28,0.6601,0.6809,11.5894,-0.0057,-0.05,-0.1362,-6.3101,loss_spread|loss_familiarity,2,hosted
43,23,0.1905,0.7004,0.7368,9.7705,0.28,0.6685,0.7809,5.4455,0.0895,-0.0319,0.0441,-4.325,loss_familiarity,1,hosted
52,23,0.4762,0.6644,0.7877,43.8206,0.48,0.7062,0.7845,47.9504,0.0038,0.0418,-0.0032,4.1297,gain_familiarity,1,hosted
58,23,1.0,0.7062,0.8619,16.014,1.0,0.5958,0.8227,15.2655,0.0,-0.1104,-0.0392,-0.7484,loss_stability,1,hosted
59,23,1.0,0.646,0.8751,13.0081,1.0,0.7042,0.8447,12.8001,0.0,0.0582,-0.0304,-0.208,,0,hosted
69,23,0.7619,0.661,0.8408,8.1719,0.8,0.6628,0.8378,12.4416,0.0381,0.0019,-0.003,4.2697,gain_familiarity,1,hosted
71,23,0.2381,0.7218,0.7855,22.4743,0.24,0.6639,0.7666,11.696,0.0019,-0.0579,-0.0189,-10.7782,loss_familiarity,1,hosted
76,23,0.9048,0.6851,0.8537,21.7547,0.92,0.6653,0.8566,21.4411,0.0152,-0.0199,0.0029,-0.3137,,0,hosted
79,23,0.8571,0.6329,0.8633,17.6484,0.96,0.6546,0.8426,22.7722,0.1029,0.0218,-0.0207,5.1238,gain_social|gain_familiarity,2,hosted
80,23,0.8095,0.6579,0.8383,13.0791,0.76,0.6154,0.8711,13.8214,-0.0495,-0.0426,0.0328,0.7422,,0,hosted
81,23,0.8571,0.5853,0.8079,14.9561,0.84,0.6398,0.8426,11.7376,-0.0171,0.0545,0.0347,-3.2184,loss_familiarity,1,hosted
82,23,0.5238,0.6519,0.8682,8.6703,0.8,0.6495,0.852,16.9361,0.2762,-0.0023,-0.0162,8.2657,gain_social|gain_familiarity,2,hosted
83,23,0.6667,0.6543,0.8974,13.5006,0.8,0.6797,0.8522,17.4472,0.1333,0.0254,-0.0452,3.9466,gain_social|gain_familiarity,2,hosted
84,23,0.5238,0.7063,0.8753,14.2605,0.84,0.6546,0.8668,19.3331,0.3162,-0.0517,-0.0085,5.0726,gain_social|gain_familiarity,2,hosted
85,23,0.381,0.6207,0.8925,18.56,0.52,0.6521,0.8031,12.9533,0.139,0.0314,-0.0894,-5.6066,gain_social|loss_familiarity,2,hosted
86,23,0.6667,0.6513,0.897,18.1573,0.76,0.6563,0.8599,19.0251,0.0933,0.005,-0.0371,0.8678,,0,hosted
14,24,0.44,0.641,0.7937,10.9157,0.4444,0.6731,0.821,6.2608,0.0044,0.0321,0.0273,-4.6549,loss_familiarity,1,hosted
20,24,0.96,0.6891,0.8434,30.8159,0.963,0.6393,0.808,23.8542,0.003,-0.0498,-0.0354,-6.9617,loss_familiarity,1,hosted
30,24,0.12,0.6126,0.7935,13.1111,0.1481,0.663,0.7689,9.2872,0.0281,0.0504,-0.0247,-3.8239,loss_familiarity,1,hosted
35,24,0.28,0.6601,0.6809,11.5894,0.2593,0.6761,0.7921,5.2679,-0.0207,0.0159,0.1112,-6.3216,gain_spread|loss_familiarity,2,hosted
58,24,1.0,0.5958,0.8227,15.2655,1.0,0.6891,0.8593,22.5761,0.0,0.0933,0.0367,7.3106,gain_familiarity,1,hosted
59,24,1.0,0.7042,0.8447,12.8001,0.9259,0.6709,0.8504,15.9787,-0.0741,-0.0334,0.0057,3.1787,gain_familiarity,1,hosted
69,24,0.8,0.6628,0.8378,12.4416,0.9259,0.6824,0.8259,8.3146,0.1259,0.0195,-0.0119,-4.127,gain_social|loss_familiarity,2,hosted
79,24,0.96,0.6546,0.8426,22.7722,0.963,0.7206,0.861,15.1349,0.003,0.0659,0.0184,-7.6373,loss_familiarity,1,hosted
80,24,0.76,0.6154,0.8711,13.8214,0.8148,0.6091,0.8619,12.772,0.0548,-0.0063,-0.0092,-1.0494,,0,hosted
81,24,0.84,0.6398,0.8426,11.7376,0.8889,0.682,0.8522,12.9629,0.0489,0.0423,0.0096,1.2252,,0,hosted
82,24,0.8,0.6495,0.852,16.9361,0.7778,0.7638,0.8597,17.902,-0.0222,0.1143,0.0077,0.9659,gain_stability,1,hosted
83,24,0.8,0.6797,0.8522,17.4472,0.7407,0.6139,0.8604,13.7819,-0.0593,-0.0658,0.0082,-3.6653,loss_familiarity,1,hosted
84,24,0.84,0.6546,0.8668,19.3331,0.8889,0.6807,0.852,16.461,0.0489,0.0261,-0.0148,-2.8721,loss_familiarity,1,hosted
85,24,0.52,0.6521,0.8031,12.9533,0.5926,0.6342,0.8447,12.0965,0.0726,-0.0179,0.0415,-0.8568,,0,hosted
86,24,0.76,0.6563,0.8599,19.0251,0.7778,0.6683,0.8737,19.454,0.0178,0.012,0.0138,0.4288,,0,hosted
87,24,0.68,0.6868,0.8837,16.2289,0.6667,0.6445,0.8585,12.8008,-0.0133,-0.0423,-0.0252,-3.4281,loss_familiarity,1,hosted
88,24,0.64,0.6632,0.8901,21.9568,0.7037,0.6812,0.8565,17.6976,0.0637,0.018,-0.0336,-4.2592,loss_familiarity,1,hosted
89,24,0.32,0.6854,0.8776,16.8022,0.2963,0.7129,0.8142,9.5604,-0.0237,0.0275,-0.0634,-7.2418,loss_familiarity,1,hosted
90,24,0.16,0.6527,0.8602,21.722,0.3704,0.6541,0.8524,13.9426,0.2104,0.0014,-0.0078,-7.7793,gain_social|loss_familiarity,2,hosted
14,25,0.4444,0.6731,0.821,6.2608,0.5,0.6576,0.8353,8.908,0.0556,-0.0155,0.0143,2.6472,gain_familiarity,1,hosted
20,25,0.963,0.6393,0.808,23.8542,1.0,0.6271,0.8431,22.1472,0.037,-0.0121,0.0351,-1.707,,0,hosted
30,25,0.1481,0.663,0.7689,9.2872,0.1429,0.6876,0.7571,3.4131,-0.0053,0.0246,-0.0117,-5.874,loss_familiarity,1,hosted
35,25,0.2593,0.6761,0.7921,5.2679,0.2857,0.6789,0.7591,5.5426,0.0265,0.0028,-0.033,0.2747,,0,hosted
58,25,1.0,0.6891,0.8593,22.5761,1.0,0.6014,0.8331,28.0423,0.0,-0.0877,-0.0262,5.4662,gain_familiarity,1,hosted
59,25,0.9259,0.6709,0.8504,15.9787,0.9643,0.6735,0.8622,14.4521,0.0384,0.0026,0.0117,-1.5266,,0,hosted
69,25,0.9259,0.6824,0.8259,8.3146,0.9286,0.6892,0.8555,9.1123,0.0026,0.0069,0.0296,0.7978,,0,hosted
