cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
9,21,0.6316,0.6509,0.8678,17.9401,0.95,0.714,0.8655,11.5601,0.3184,0.0631,-0.0023,-6.3799,gain_social|loss_familiarity,2,hosted
29,21,0.5789,0.6317,0.8473,21.5605,0.6,0.6259,0.8093,12.7434,0.0211,-0.0058,-0.0379,-8.8171,loss_familiarity,1,hosted
31,21,0.6842,0.6686,0.8865,24.1834,0.9,0.6887,0.8601,26.3741,0.2158,0.0201,-0.0264,2.1906,gain_social|gain_familiarity,2,hosted
32,21,0.8421,0.6661,0.856,11.2551,1.0,0.6812,0.8747,17.6142,0.1579,0.0151,0.0187,6.3591,gain_social|gain_familiarity,2,hosted
33,21,0.6316,0.6487,0.8576,19.7412,0.9,0.7109,0.8678,19.6688,0.2684,0.0622,0.0102,-0.0724,gain_social,1,hosted
34,21,0.1579,0.6324,0.8533,11.3852,0.25,0.7098,0.8087,9.6106,0.0921,0.0774,-0.0446,-1.7747,,0,hosted
40,21,0.9474,0.6722,0.8847,21.6273,1.0,0.6863,0.8579,23.4145,0.0526,0.0141,-0.0268,1.7873,,0,hosted
49,21,0.0526,0.6743,0.8725,3.4391,0.1,0.6283,0.7644,16.0327,0.0474,-0.046,-0.1081,12.5936,loss_spread|gain_familiarity,2,hosted
52,21,0.1053,0.7388,0.8409,17.3307,0.1,0.6519,0.7968,6.3692,-0.0053,-0.0868,-0.0441,-10.9615,loss_familiarity,1,hosted
56,21,0.2105,0.6031,0.8245,20.0162,0.35,0.5967,0.7981,7.4725,0.1395,-0.0065,-0.0264,-12.5437,gain_social|loss_familiarity,2,hosted
63,21,1.0,0.7282,0.8852,21.4359,1.0,0.7038,0.8531,18.9137,0.0,-0.0245,-0.0321,-2.5222,loss_familiarity,1,hosted
70,21,0.8421,0.7215,0.8893,15.1415,0.9,0.7186,0.8455,16.0929,0.0579,-0.003,-0.0439,0.9515,,0,hosted
71,21,0.8421,0.6458,0.8784,24.2765,1.0,0.6721,0.8708,22.8708,0.1579,0.0262,-0.0076,-1.4057,gain_social,1,hosted
72,21,0.8947,0.5935,0.8804,17.4244,1.0,0.6272,0.8595,20.9288,0.1053,0.0337,-0.0208,3.5045,gain_social|gain_familiarity,2,hosted
73,21,0.9474,0.7078,0.8874,21.2657,0.95,0.6742,0.8588,15.9378,0.0026,-0.0336,-0.0286,-5.3279,loss_familiarity,1,hosted
74,21,1.0,0.6824,0.8709,23.7968,1.0,0.7009,0.8654,19.8097,0.0,0.0185,-0.0055,-3.9871,loss_familiarity,1,hosted
76,21,0.8421,0.6925,0.8847,20.9983,1.0,0.648,0.8498,17.3081,0.1579,-0.0445,-0.0349,-3.6902,gain_social|loss_familiarity,2,hosted
80,21,0.4737,0.6315,0.8702,12.8558,0.65,0.6703,0.8413,8.6296,0.1763,0.0388,-0.0289,-4.2262,gain_social|loss_familiarity,2,hosted
9,22,0.95,0.714,0.8655,11.5601,0.913,0.6245,0.8198,9.842,-0.037,-0.0895,-0.0458,-1.7182,,0,hosted
29,22,0.6,0.6259,0.8093,12.7434,0.6957,0.6387,0.803,9.893,0.0957,0.0128,-0.0063,-2.8504,loss_familiarity,1,hosted
31,22,0.9,0.6887,0.8601,26.3741,0.9565,0.6277,0.8463,18.4506,0.0565,-0.0609,-0.0138,-7.9235,loss_familiarity,1,hosted
32,22,1.0,0.6812,0.8747,17.6142,0.9565,0.6403,0.8384,20.7741,-0.0435,-0.0409,-0.0363,3.16,gain_familiarity,1,hosted
33,22,0.9,0.7109,0.8678,19.6688,0.8261,0.6654,0.8432,19.9526,-0.0739,-0.0455,-0.0246,0.2837,,0,hosted
34,22,0.25,0.7098,0.8087,9.6106,0.3913,0.687,0.8297,16.8842,0.1413,-0.0229,0.021,7.2736,gain_social|gain_familiarity,2,hosted
40,22,1.0,0.6863,0.8579,23.4145,0.913,0.6838,0.846,21.2719,-0.087,-0.0025,-0.0119,-2.1426,loss_familiarity,1,hosted
49,22,0.1,0.6283,0.7644,16.0327,0.1739,0.6597,0.7875,23.9055,0.0739,0.0314,0.0231,7.8728,gain_familiarity,1,hosted
56,22,0.35,0.5967,0.7981,7.4725,0.3478,0.6777,0.7825,6.5173,-0.0022,0.081,-0.0156,-0.9552,,0,hosted
63,22,1.0,0.7038,0.8531,18.9137,0.9565,0.7117,0.8689,19.5771,-0.0435,0.0079,0.0157,0.6633,,0,hosted
70,22,0.9,0.7186,0.8455,16.0929,0.913,0.7055,0.867,17.5068,0.013,-0.013,0.0215,1.4139,,0,hosted
71,22,1.0,0.6721,0.8708,22.8708,0.8696,0.6691,0.8494,18.6799,-0.1304,-0.003,-0.0215,-4.1909,loss_social|loss_familiarity,2,hosted
72,22,1.0,0.6272,0.8595,20.9288,0.9565,0.6715,0.8543,20.9912,-0.0435,0.0443,-0.0052,0.0623,,0,hosted
73,22,0.95,0.6742,0.8588,15.9378,0.9565,0.6505,0.8695,21.6144,0.0065,-0.0237,0.0106,5.6766,gain_familiarity,1,hosted
74,22,1.0,0.7009,0.8654,19.8097,1.0,0.601,0.8207,16.2072,0.0,-0.0999,-0.0447,-3.6025,loss_familiarity,1,hosted
76,22,1.0,0.648,0.8498,17.3081,0.9565,0.6041,0.8346,15.0132,-0.0435,-0.0439,-0.0152,-2.2948,loss_familiarity,1,hosted
80,22,0.65,0.6703,0.8413,8.6296,0.5652,0.6534,0.8518,8.643,-0.0848,-0.0169,0.0105,0.0135,,0,hosted
83,22,0.45,0.6529,0.882,14.1303,0.6087,0.6333,0.8518,5.0309,0.1587,-0.0196,-0.0302,-9.0995,gain_social|loss_familiarity,2,hosted
84,22,0.5,0.6875,0.8726,10.7965,0.6522,0.6959,0.8217,13.6411,0.1522,0.0083,-0.0509,2.8446,gain_social|gain_familiarity,2,hosted
9,23,0.913,0.6245,0.8198,9.842,1.0,0.6797,0.8374,10.1917,0.087,0.0552,0.0177,0.3497,,0,hosted
29,23,0.6957,0.6387,0.803,9.893,0.8333,0.6861,0.8195,9.1208,0.1377,0.0474,0.0165,-0.7722,gain_social,1,hosted
31,23,0.9565,0.6277,0.8463,18.4506,0.9583,0.6972,0.8681,19.4798,0.0018,0.0695,0.0218,1.0292,,0,hosted
32,23,0.9565,0.6403,0.8384,20.7741,1.0,0.6948,0.869,29.5452,0.0435,0.0545,0.0306,8.771,gain_familiarity,1,hosted
33,23,0.8261,0.6654,0.8432,19.9526,0.875,0.6325,0.8826,17.9804,0.0489,-0.0329,0.0394,-1.9721,,0,hosted
34,23,0.3913,0.687,0.8297,16.8842,0.4167,0.7024,0.8328,10.6671,0.0254,0.0154,0.0031,-6.2171,loss_familiarity,1,hosted
40,23,0.913,0.6838,0.846,21.2719,0.9583,0.6595,0.864,18.1272,0.0453,-0.0243,0.0181,-3.1447,loss_familiarity,1,hosted
49,23,0.1739,0.6597,0.7875,23.9055,0.2917,0.6456,0.7902,13.335,0.1178,-0.014,0.0027,-10.5704,gain_social|loss_familiarity,2,hosted
56,23,0.3478,0.6777,0.7825,6.5173,0.3333,0.6295,0.7299,5.4128,-0.0145,-0.0482,-0.0525,-1.1045,,0,hosted
63,23,0.9565,0.7117,0.8689,19.5771,1.0,0.6671,0.8528,20.45,0.0435,-0.0447,-0.0161,0.873,,0,hosted
70,23,0.913,0.7055,0.867,17.5068,0.9167,0.6956,0.8387,14.9864,0.0036,-0.0099,-0.0283,-2.5204,loss_familiarity,1,hosted
71,23,0.8696,0.6691,0.8494,18.6799,0.875,0.6257,0.7947,11.6476,0.0054,-0.0434,-0.0547,-7.0323,loss_familiarity,1,hosted
72,23,0.9565,0.6715,0.8543,20.9912,1.0,0.6819,0.8473,22.2193,0.0435,0.0105,-0.0071,1.2281,,0,hosted
73,23,0.9565,0.6505,0.8695,21.6144,0.9167,0.6671,0.8476,17.5577,-0.0399,0.0166,-0.0219,-4.0567,loss_familiarity,1,hosted
76,23,0.9565,0.6041,0.8346,15.0132,0.9583,0.6973,0.8641,12.0172,0.0018,0.0932,0.0294,-2.996,loss_familiarity,1,hosted
80,23,0.5652,0.6534,0.8518,8.643,0.75,0.6531,0.8415,8.2224,0.1848,-0.0003,-0.0103,-0.4206,gain_social,1,hosted
83,23,0.6087,0.6333,0.8518,5.0309,0.7083,0.6864,0.836,5.2127,0.0996,0.0531,-0.0158,0.1818,,0,hosted
84,23,0.6522,0.6959,0.8217,13.6411,0.7917,0.6112,0.854,11.9284,0.1395,-0.0847,0.0323,-1.7127,gain_social,1,hosted
85,23,0.5652,0.6656,0.8868,17.028,0.7083,0.653,0.8497,14.6687,0.1431,-0.0126,-0.0372,-2.3592,gain_social|loss_familiarity,2,hosted
86,23,0.3043,0.6405,0.8499,15.391,0.5,0.6696,0.8246,7.0185,0.1957,0.0291,-0.0253,-8.3725,gain_social|loss_familiarity,2,hosted
9,24,1.0,0.6797,0.8374,10.1917,1.0,0.7018,0.8481,12.597,0.0,0.0221,0.0107,2.4053,gain_familiarity,1,hosted
29,24,0.8333,0.6861,0.8195,9.1208,0.875,0.6283,0.8426,9.9212,0.0417,-0.0577,0.0231,0.8004,,0,hosted
31,24,0.9583,0.6972,0.8681,19.4798,0.9583,0.6398,0.854,17.0449,0.0,-0.0574,-0.0141,-2.4349,loss_familiarity,1,hosted
32,24,1.0,0.6948,0.869,29.5452,1.0,0.6845,0.8387,17.9507,0.0,-0.0103,-0.0302,-11.5944,loss_familiarity,1,hosted
33,24,0.875,0.6325,0.8826,17.9804,0.875,0.6604,0.85,22.4383,0.0,0.0279,-0.0326,4.4578,gain_familiarity,1,hosted
34,24,0.4167,0.7024,0.8328,10.6671,0.5,0.7225,0.8162,10.8832,0.0833,0.0201,-0.0166,0.2161,,0,hosted
40,24,0.9583,0.6595,0.864,18.1272,1.0,0.6968,0.8659,19.9686,0.0417,0.0373,0.0019,1.8414,,0,hosted
56,24,0.3333,0.6295,0.7299,5.4128,0.375,0.6972,0.7608,3.9623,0.0417,0.0677,0.0308,-1.4505,,0,hosted
63,24,1.0,0.6671,0.8528,20.45,1.0,0.661,0.8542,17.3049,0.0,-0.006,0.0014,-3.1451,loss_familiarity,1,hosted
70,24,0.9167,0.6956,0.8387,14.9864,0.9583,0.6878,0.8686,13.6561,0.0417,-0.0078,0.0299,-1.3303,,0,hosted
71,24,0.875,0.6257,0.7947,11.6476,0.9167,0.678,0.8279,8.8863,0.0417,0.0523,0.0332,-2.7613,loss_familiarity,1,hosted
72,24,1.0,0.6819,0.8473,22.2193,1.0,0.6977,0.8568,21.3929,0.0,0.0158,0.0096,-0.8264,,0,hosted
73,24,0.9167,0.6671,0.8476,17.5577,0.9583,0.6542,0.8597,16.6373,0.0417,-0.0129,0.0121,-0.9203,,0,hosted
76,24,0.9583,0.6973,0.8641,12.0172,0.9583,0.6442,0.8554,13.2943,0.0,-0.0531,-0.0087,1.2772,,0,hosted
