cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
6,21,0.8947,0.6236,0.8741,10.5231,0.9545,0.6179,0.8329,12.4136,0.0598,-0.0057,-0.0412,1.8905,,0,hosted
7,21,0.8947,0.6573,0.8999,13.2219,0.8182,0.643,0.8426,12.4407,-0.0766,-0.0143,-0.0573,-0.7812,,0,hosted
17,21,0.6842,0.6162,0.8939,9.8232,0.8182,0.663,0.8825,14.2663,0.134,0.0468,-0.0115,4.4431,gain_social|gain_familiarity,2,hosted
22,21,1.0,0.6747,0.8749,12.3601,1.0,0.6636,0.8614,15.3353,0.0,-0.0112,-0.0135,2.9752,gain_familiarity,1,hosted
27,21,0.9474,0.6317,0.8859,15.1722,1.0,0.6394,0.8604,10.1189,0.0526,0.0077,-0.0255,-5.0533,loss_familiarity,1,hosted
28,21,0.3158,0.7085,0.858,19.4867,0.2727,0.6515,0.8079,15.8232,-0.0431,-0.0569,-0.0502,-3.6635,loss_familiarity,1,hosted
58,21,0.7895,0.6878,0.8951,18.9154,0.9545,0.7132,0.8669,21.5425,0.1651,0.0254,-0.0282,2.6272,gain_social|gain_familiarity,2,hosted
61,21,0.7368,0.6434,0.864,13.5476,0.8636,0.6826,0.8621,19.8218,0.1268,0.0392,-0.002,6.2743,gain_social|gain_familiarity,2,hosted
67,21,0.8421,0.6494,0.8905,16.8184,0.8636,0.6512,0.8809,17.4653,0.0215,0.0018,-0.0097,0.6469,,0,hosted
68,21,0.6316,0.6701,0.879,10.2288,0.8182,0.6854,0.8376,13.6102,0.1866,0.0153,-0.0414,3.3814,gain_social|gain_familiarity,2,hosted
69,21,1.0,0.6778,0.8669,11.9686,0.9545,0.6584,0.846,10.3501,-0.0455,-0.0194,-0.0208,-1.6185,,0,hosted
71,21,0.0526,0.6256,0.8796,316.2444,0.0909,0.6149,0.7707,65.5076,0.0383,-0.0107,-0.1088,-250.7368,loss_spread|loss_familiarity,2,hosted
73,21,0.0526,0.7266,0.845,41.5732,0.0455,0.6726,0.733,15.2786,-0.0072,-0.054,-0.112,-26.2946,loss_spread|loss_familiarity,2,hosted
75,21,0.8947,0.6518,0.8705,12.1302,0.9091,0.6355,0.8718,21.1,0.0144,-0.0163,0.0013,8.9698,gain_familiarity,1,hosted
76,21,0.1579,0.633,0.847,35.8795,0.1818,0.6652,0.828,10.7777,0.0239,0.0322,-0.0191,-25.1018,loss_familiarity,1,hosted
77,21,0.2632,0.6303,0.7765,84.5713,0.2727,0.7168,0.7527,30.135,0.0096,0.0866,-0.0238,-54.4363,loss_familiarity,1,hosted
78,21,0.1053,0.6644,0.8357,41.1806,0.2273,0.6889,0.7893,19.8552,0.122,0.0245,-0.0464,-21.3254,gain_social|loss_familiarity,2,hosted
79,21,0.2632,0.7031,0.8313,14.3776,0.3636,0.7025,0.7811,10.7108,0.1005,-0.0006,-0.0502,-3.6669,gain_social|loss_familiarity,2,hosted
6,22,0.9545,0.6179,0.8329,12.4136,0.913,0.6206,0.864,14.6857,-0.0415,0.0027,0.0311,2.2721,gain_familiarity,1,hosted
7,22,0.8182,0.643,0.8426,12.4407,0.9565,0.696,0.8541,12.1231,0.1383,0.0531,0.0115,-0.3177,gain_social,1,hosted
17,22,0.8182,0.663,0.8825,14.2663,0.8696,0.6194,0.856,10.7348,0.0514,-0.0436,-0.0265,-3.5315,loss_familiarity,1,hosted
22,22,1.0,0.6636,0.8614,15.3353,1.0,0.6667,0.856,13.8251,0.0,0.0032,-0.0054,-1.5102,,0,hosted
27,22,1.0,0.6394,0.8604,10.1189,1.0,0.6791,0.8354,11.869,0.0,0.0398,-0.025,1.7501,,0,hosted
28,22,0.2727,0.6515,0.8079,15.8232,0.3478,0.6496,0.7918,12.9418,0.0751,-0.0019,-0.016,-2.8814,loss_familiarity,1,hosted
58,22,0.9545,0.7132,0.8669,21.5425,0.9565,0.6328,0.822,16.937,0.002,-0.0805,-0.0449,-4.6055,loss_familiarity,1,hosted
61,22,0.8636,0.6826,0.8621,19.8218,0.8696,0.6296,0.8389,18.5871,0.0059,-0.053,-0.0231,-1.2348,,0,hosted
67,22,0.8636,0.6512,0.8809,17.4653,0.9565,0.6692,0.8525,13.0936,0.0929,0.018,-0.0284,-4.3717,loss_familiarity,1,hosted
68,22,0.8182,0.6854,0.8376,13.6102,0.7826,0.7179,0.8284,8.3953,-0.0356,0.0326,-0.0092,-5.2149,loss_familiarity,1,hosted
69,22,0.9545,0.6584,0.846,10.3501,0.913,0.6321,0.8291,6.8823,-0.0415,-0.0264,-0.0169,-3.4678,loss_familiarity,1,hosted
71,22,0.0909,0.6149,0.7707,65.5076,0.1739,0.6366,0.8116,25.2297,0.083,0.0216,0.0409,-40.2779,loss_familiarity,1,hosted
75,22,0.9091,0.6355,0.8718,21.1,0.8696,0.6961,0.8493,15.7581,-0.0395,0.0606,-0.0225,-5.3419,loss_familiarity,1,hosted
83,22,0.5455,0.6755,0.8743,11.3812,0.6957,0.7039,0.8729,11.1956,0.1502,0.0285,-0.0015,-0.1856,gain_social,1,hosted
84,22,0.1818,0.6946,0.8565,18.0088,0.3478,0.681,0.8308,16.1824,0.166,-0.0136,-0.0257,-1.8265,gain_social,1,hosted
6,23,0.913,0.6206,0.864,14.6857,0.9167,0.6514,0.864,13.0332,0.0036,0.0307,0.0,-1.6525,,0,hosted
7,23,0.9565,0.696,0.8541,12.1231,0.9583,0.7112,0.8578,17.5722,0.0018,0.0151,0.0037,5.4491,gain_familiarity,1,hosted
17,23,0.8696,0.6194,0.856,10.7348,0.875,0.7,0.8452,10.3119,0.0054,0.0806,-0.0108,-0.4229,,0,hosted
22,23,1.0,0.6667,0.856,13.8251,0.9583,0.7092,0.8275,13.5108,-0.0417,0.0425,-0.0284,-0.3143,,0,hosted
27,23,1.0,0.6791,0.8354,11.869,1.0,0.6425,0.8648,14.3588,0.0,-0.0367,0.0294,2.4898,gain_familiarity,1,hosted
28,23,0.3478,0.6496,0.7918,12.9418,0.4167,0.6337,0.8349,8.1348,0.0688,-0.0159,0.043,-4.807,loss_familiarity,1,hosted
58,23,0.9565,0.6328,0.822,16.937,0.9583,0.6912,0.8665,10.4225,0.0018,0.0584,0.0445,-6.5145,loss_familiarity,1,hosted
61,23,0.8696,0.6296,0.8389,18.5871,0.8333,0.6617,0.8617,15.7646,-0.0362,0.0321,0.0228,-2.8224,loss_familiarity,1,hosted
67,23,0.9565,0.6692,0.8525,13.0936,0.9167,0.6324,0.8539,10.0373,-0.0399,-0.0368,0.0014,-3.0563,loss_familiarity,1,hosted
68,23,0.7826,0.7179,0.8284,8.3953,0.7917,0.7367,0.8295,8.5511,0.0091,0.0187,0.0012,0.1558,,0,hosted
69,23,0.913,0.6321,0.8291,6.8823,1.0,0.6731,0.8508,8.4411,0.087,0.041,0.0217,1.5589,,0,hosted
71,23,0.1739,0.6366,0.8116,25.2297,0.2083,0.6706,0.7909,13.6013,0.0344,0.034,-0.0207,-11.6284,loss_familiarity,1,hosted
75,23,0.8696,0.6961,0.8493,15.7581,0.8333,0.6907,0.8547,14.7807,-0.0362,-0.0055,0.0054,-0.9775,,0,hosted
83,23,0.6957,0.7039,0.8729,11.1956,0.7083,0.6747,0.8471,19.5051,0.0127,-0.0292,-0.0257,8.3096,gain_familiarity,1,hosted
84,23,0.3478,0.681,0.8308,16.1824,0.5,0.6751,0.8315,9.0133,0.1522,-0.0059,0.0007,-7.169,gain_social|loss_familiarity,2,hosted
6,24,0.9167,0.6514,0.864,13.0332,0.9167,0.7057,0.849,17.6483,0.0,0.0543,-0.015,4.6151,gain_familiarity,1,hosted
7,24,0.9583,0.7112,0.8578,17.5722,0.9583,0.7019,0.8478,15.7813,0.0,-0.0092,-0.01,-1.7908,,0,hosted
17,24,0.875,0.7,0.8452,10.3119,0.875,0.7079,0.8678,11.5205,0.0,0.0079,0.0226,1.2086,,0,hosted
22,24,0.9583,0.7092,0.8275,13.5108,0.9583,0.6795,0.8344,11.8267,0.0,-0.0297,0.0068,-1.6841,,0,hosted
27,24,1.0,0.6425,0.8648,14.3588,1.0,0.6771,0.8424,13.7272,0.0,0.0347,-0.0224,-0.6317,,0,hosted
28,24,0.4167,0.6337,0.8349,8.1348,0.5417,0.7416,0.8253,9.4891,0.125,0.1079,-0.0095,1.3543,gain_social|gain_stability,2,hosted
58,24,0.9583,0.6912,0.8665,10.4225,1.0,0.6721,0.8552,11.7557,0.0417,-0.0191,-0.0113,1.3332,,0,hosted
61,24,0.8333,0.6617,0.8617,15.7646,0.875,0.6945,0.8303,13.3662,0.0417,0.0327,-0.0314,-2.3985,loss_familiarity,1,hosted
67,24,0.9167,0.6324,0.8539,10.0373,0.9583,0.7075,0.8557,17.462,0.0417,0.0751,0.0018,7.4246,gain_familiarity,1,hosted
68,24,0.7917,0.7367,0.8295,8.5511,0.7917,0.699,0.8501,11.2014,0.0,-0.0377,0.0206,2.6503,gain_familiarity,1,hosted
69,24,1.0,0.6731,0.8508,8.4411,0.9583,0.6644,0.8064,7.6597,-0.0417,-0.0086,-0.0444,-0.7814,,0,hosted
75,24,0.8333,0.6907,0.8547,14.7807,0.875,0.6841,0.8554,17.5616,0.0417,-0.0065,0.0007,2.7809,gain_familiarity,1,hosted
83,24,0.7083,0.6747,0.8471,19.5051,0.75,0.7333,0.8708,25.6246,0.0417,0.0585,0.0237,6.1195,gain_familiarity,1,hosted
84,24,0.5,0.6751,0.8315,9.0133,0.5417,0.6406,0.8042,6.0376,0.0417,-0.0345,-0.0273,-2.9757,loss_familiarity,1,hosted
6,25,0.9167,0.7057,0.849,17.6483,0.88,0.7173,0.8713,14.9553,-0.0367,0.0117,0.0222,-2.693,loss_familiarity,1,hosted
7,25,0.9583,0.7019,0.8478,15.7813,0.88,0.7207,0.844,13.8622,-0.0783,0.0187,-0.0038,-1.9191,,0,hosted
17,25,0.875,0.7079,0.8678,11.5205,0.88,0.7068,0.859,10.9614,0.005,-0.0012,-0.0088,-0.5592,,0,hosted
22,25,0.9583,0.6795,0.8344,11.8267,0.92,0.708,0.8405,8.8516,-0.0383,0.0285,0.0061,-2.9752,loss_familiarity,1,hosted
27,25,1.0,0.6771,0.8424,13.7272,0.92,0.6764,0.8668,14.6069,-0.08,-0.0007,0.0244,0.8798,,0,hosted
28,25,0.5417,0.7416,0.8253,9.4891,0.56,0.6608,0.7998,9.0346,0.0183,-0.0808,-0.0255,-0.4545,,0,hosted
58,25,1.0,0.6721,0.8552,11.7557,1.0,0.6725,0.8364,9.3158,0.0,0.0004,-0.0188,-2.4399,loss_familiarity,1,hosted
61,25,0.875,0.6945,0.8303,13.3662,0.88,0.6249,0.8278,9.0086,0.005,-0.0696,-0.0025,-4.3575,loss_familiarity,1,hosted
67,25,0.9583,0.7075,0.8557,17.462,0.96,0.6734,0.8354,13.0644,0.0017,-0.0341,-0.0203,-4.3975,loss_familiarity,1,hosted
68,25,0.7917,0.699,0.8501,11.2014,0.8,0.7008,0.8341,8.8285,0.0083,0.0018,-0.016,-2.3729,loss_familiarity,1,hosted
69,25,0.9583,0.6644,0.8064,7.6597,0.92,0.7048,0.8487,6.051,-0.0383,0.0404,0.0423,-1.6088,,0,hosted
75,25,0.875,0.6841,0.8554,17.5616,0.84,0.6443,0.8639,12.1295,-0.035,-0.0398,0.0085,-5.4321,loss_familiarity,1,hosted
83,25,0.75,0.7333,0.8708,25.6246,0.76,0.6402,0.8302,18.0989,0.01,-0.0931,-0.0407,-7.5257,loss_familiarity,1,hosted
84,25,0.5417,0.6406,0.8042,6.0376,0.56,0.6736,0.8102,3.5249,0.0183,0.033,0.006,-2.5127,loss_familiarity,1,hosted
6,26,0.88,0.7173,0.8713,14.9553,0.88,0.5907,0.864,11.5702,0.0,-0.1266,-0.0072,-3.3851,loss_stability|loss_familiarity,2,hosted
7,26,0.88,0.7207,0.844,13.8622,0.88,0.6929,0.8502,13.0792,0.0,-0.0278,0.0062,-0.7829,,0,hosted
17,26,0.88,0.7068,0.859,10.9614,0.88,0.6303,0.8426,11.8449,0.0,-0.0764,-0.0164,0.8835,,0,hosted
22,26,0.92,0.708,0.8405,8.8516,0.88,0.7237,0.8457,8.8333,-0.04,0.0157,0.0052,-0.0182,,0,hosted
27,26,0.92,0.6764,0.8668,14.6069,0.88,0.6647,0.8657,18.3178,-0.04,-0.0118,-0.001,3.7108,gain_familiarity,1,hosted
28,26,0.56,0.6608,0.7998,9.0346,0.56,0.5861,0.7679,4.9656,0.0,-0.0747,-0.0319,-4.069,loss_familiarity,1,hosted
58,26,1.0,0.6725,0.8364,9.3158,0.96,0.6005,0.8467,11.1561,-0.04,-0.072,0.0103,1.8403,,0,hosted
61,26,0.88,0.6249,0.8278,9.0086,0.84,0.6471,0.8436,14.3488,-0.04,0.0222,0.0158,5.3402,gain_familiarity,1,hosted
67,26,0.96,0.6734,0.8354,13.0644,1.0,0.6594,0.8416,7.1254,0.04,-0.014,0.0062,-5.9391,loss_familiarity,1,hosted
68,26,0.8,0.7008,0.8341,8.8285,0.84,0.6476,0.8507,8.5185,0.04,-0.0532,0.0166,-0.31,,0,hosted
69,26,0.92,0.7048,0.8487,6.051,0.88,0.6759,0.8391,5.6179,-0.04,-0.029,-0.0096,-0.4331,,0,hosted
75,26,0.84,0.6443,0.8639,12.1295,0.92,0.6173,0.8622,11.0142,0.08,-0.0271,-0.0017,-1.1152,,0,hosted
83,26,0.76,0.6402,0.8302,18.0989,0.8,0.6705,0.8367,20.1342,0.04,0.0303,0.0065,2.0352,gain_familiarity,1,hosted
84,26,0.56,0.6736,0.8102,3.5249,0.6,0.6926,0.8125,3.8349,0.04,0.0191,0.0023,0.3101,,0,hosted
87,26,0.44,0.6872,0.8683,16.8788,0.56,0.7083,0.8592,19.6584,0.12,0.021,-0.0091,2.7796,gain_social|gain_familiarity,2,hosted
6,27,0.88,0.5907,0.864,11.5702,0.7917,0.6774,0.8426,18.1241,-0.0883,0.0867,-0.0214,6.5539,gain_familiarity,1,hosted
7,27,0.88,0.6929,0.8502,13.0792,0.875,0.6592,0.8508,12.3395,-0.005,-0.0337,0.0006,-0.7397,,0,hosted
17,27,0.88,0.6303,0.8426,11.8449,0.9583,0.6495,0.8545,11.2114,0.0783,0.0192,0.0119,-0.6335,,0,hosted
22,27,0.88,0.7237,0.8457,8.8333,0.7917,0.5832,0.8399,7.1184,-0.0883,-0.1405,-0.0058,-1.7149,loss_stability,1,hosted
27,27,0.88,0.6647,0.8657,18.3178,0.8333,0.6644,0.8244,20.1236,-0.0467,-0.0003,-0.0414,1.8058,,0,hosted
28,27,0.56,0.5861,0.7679,4.9656,0.6667,0.7294,0.8206,6.7117,0.1067,0.1433,0.0527,1.746,gain_social|gain_stability,2,hosted
58,27,0.96,0.6005,0.8467,11.1561,1.0,0.706,0.8757,15.3086,0.04,0.1055,0.029,4.1525,gain_stability|gain_familiarity,2,hosted
61,27,0.84,0.6471,0.8436,14.3488,0.875,0.63,0.8523,15.76,0.035,-0.017,0.0087,1.4112,,0,hosted
67,27,1.0,0.6594,0.8416,7.1254,1.0,0.6264,0.874,9.5206,0.0,-0.033,0.0324,2.3952,gain_familiarity,1,hosted
68,27,0.84,0.6476,0.8507,8.5185,0.8333,0.657,0.8377,12.9745,-0.0067,0.0094,-0.013,4.456,gain_familiarity,1,hosted
69,27,0.88,0.6759,0.8391,5.6179,0.9167,0.6038,0.8259,5.9171,0.0367,-0.072,-0.0132,0.2992,,0,hosted
75,27,0.92,0.6173,0.8622,11.0142,0.8333,0.6438,0.8319,11.7332,-0.0867,0.0266,-0.0303,0.719,,0,hosted
83,27,0.8,0.6705,0.8367,20.1342,0.875,0.6345,0.8356,17.9285,0.075,-0.036,-0.001,-2.2057,loss_familiarity,1,hosted
84,27,0.6,0.6926,0.8125,3.8349,0.625,0.6613,0.8069,5.6895,0.025,-0.0314,-0.0056,1.8545,,0,hosted
