cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
16,21,0.6667,0.6857,0.8634,14.8389,0.8421,0.6963,0.8585,16.759,0.1754,0.0107,-0.0049,1.9201,gain_social,1,hosted
17,21,0.7222,0.6597,0.8964,16.7834,0.8421,0.6365,0.8287,14.1759,0.1199,-0.0232,-0.0677,-2.6075,gain_social|loss_familiarity,2,hosted
22,21,0.3889,0.6145,0.8752,12.2202,0.7368,0.6152,0.8535,15.6054,0.348,0.0007,-0.0217,3.3851,gain_social|gain_familiarity,2,hosted
33,21,1.0,0.7031,0.9049,19.9201,1.0,0.6367,0.8291,14.6339,0.0,-0.0664,-0.0758,-5.2862,loss_familiarity,1,hosted
34,21,0.3889,0.6051,0.9041,14.5041,0.5789,0.6895,0.802,10.7368,0.1901,0.0844,-0.102,-3.7673,gain_social|loss_spread|loss_familiarity,3,hosted
40,21,0.5556,0.6564,0.8554,11.2787,0.6316,0.6894,0.8541,13.9277,0.076,0.033,-0.0012,2.649,gain_familiarity,1,hosted
41,21,0.3333,0.6619,0.8728,4.5743,0.6316,0.6384,0.8064,12.0421,0.2982,-0.0235,-0.0663,7.4678,gain_social|gain_familiarity,2,hosted
49,21,0.7778,0.6558,0.8834,17.9563,0.8421,0.6908,0.8682,18.5298,0.0643,0.035,-0.0151,0.5735,,0,hosted
54,21,0.0556,0.6756,0.8403,7.1735,0.1053,0.7257,0.7961,26.8556,0.0497,0.05,-0.0442,19.682,gain_familiarity,1,hosted
56,21,0.0,0.6339,0.8509,0.0,0.0526,0.6834,0.7517,25.3603,0.0526,0.0495,-0.0993,25.3603,gain_familiarity,1,hosted
61,21,0.1667,0.7161,0.8069,9.9764,0.1579,0.693,0.7771,3.6664,-0.0088,-0.0231,-0.0298,-6.3099,loss_familiarity,1,hosted
63,21,0.0556,0.6831,0.8019,3.988,0.0526,0.7386,0.7876,3.3143,-0.0029,0.0556,-0.0144,-0.6737,,0,hosted
66,21,0.3333,0.6257,0.887,12.7663,0.7368,0.6657,0.803,13.5419,0.4035,0.04,-0.084,0.7756,gain_social,1,hosted
67,21,0.3333,0.6278,0.8573,9.819,0.5263,0.6692,0.8464,12.3514,0.193,0.0414,-0.0109,2.5325,gain_social|gain_familiarity,2,hosted
68,21,0.2778,0.6232,0.7787,137.7071,0.2632,0.6805,0.8176,113.8578,-0.0146,0.0573,0.0388,-23.8493,loss_familiarity,1,hosted
69,21,0.1667,0.6526,0.8446,127.5455,0.1579,0.6772,0.7913,46.8744,-0.0088,0.0246,-0.0533,-80.6711,loss_familiarity,1,hosted
71,21,0.2222,0.6336,0.7976,26.2411,0.2105,0.6659,0.8248,9.6439,-0.0117,0.0323,0.0272,-16.5972,loss_familiarity,1,hosted
16,22,0.8421,0.6963,0.8585,16.759,0.8421,0.7204,0.8588,18.2817,0.0,0.0241,0.0003,1.5227,,0,hosted
17,22,0.8421,0.6365,0.8287,14.1759,0.8421,0.6556,0.8594,15.1656,0.0,0.019,0.0307,0.9897,,0,hosted
22,22,0.7368,0.6152,0.8535,15.6054,0.7368,0.6973,0.8429,11.3026,0.0,0.0821,-0.0105,-4.3028,loss_familiarity,1,hosted
33,22,1.0,0.6367,0.8291,14.6339,1.0,0.7179,0.8413,15.3032,0.0,0.0812,0.0122,0.6694,,0,hosted
34,22,0.5789,0.6895,0.802,10.7368,0.5789,0.6417,0.8287,10.1579,0.0,-0.0479,0.0266,-0.5789,,0,hosted
40,22,0.6316,0.6894,0.8541,13.9277,0.6842,0.6538,0.8411,12.6181,0.0526,-0.0356,-0.013,-1.3096,,0,hosted
41,22,0.6316,0.6384,0.8064,12.0421,0.7368,0.7277,0.8561,10.4325,0.1053,0.0893,0.0496,-1.6096,gain_social,1,hosted
49,22,0.8421,0.6908,0.8682,18.5298,0.8947,0.6451,0.866,18.7735,0.0526,-0.0458,-0.0023,0.2437,,0,hosted
54,22,0.1053,0.7257,0.7961,26.8556,0.1053,0.6874,0.7492,9.8697,0.0,-0.0382,-0.0469,-16.9858,loss_familiarity,1,hosted
61,22,0.1579,0.693,0.7771,3.6664,0.1579,0.6147,0.7003,1.3475,0.0,-0.0783,-0.0768,-2.319,loss_familiarity,1,hosted
63,22,0.0526,0.7386,0.7876,3.3143,0.1579,0.74,0.7905,17.4093,0.1053,0.0014,0.0029,14.095,gain_social|gain_familiarity,2,hosted
66,22,0.7368,0.6657,0.803,13.5419,0.7895,0.6286,0.8054,10.2018,0.0526,-0.0371,0.0024,-3.3401,loss_familiarity,1,hosted
67,22,0.5263,0.6692,0.8464,12.3514,0.6316,0.7043,0.8375,14.6287,0.1053,0.0351,-0.0089,2.2773,gain_social|gain_familiarity,2,hosted
69,22,0.1579,0.6772,0.7913,46.8744,0.2105,0.6811,0.815,23.7111,0.0526,0.0038,0.0237,-23.1633,loss_familiarity,1,hosted
16,23,0.8421,0.7204,0.8588,18.2817,0.8947,0.6645,0.8727,11.9475,0.0526,-0.056,0.0139,-6.3342,loss_familiarity,1,hosted
17,23,0.8421,0.6556,0.8594,15.1656,0.8421,0.688,0.8721,16.4372,0.0,0.0324,0.0127,1.2716,,0,hosted
22,23,0.7368,0.6973,0.8429,11.3026,0.7895,0.6547,0.801,8.8824,0.0526,-0.0426,-0.0419,-2.4202,loss_familiarity,1,hosted
33,23,1.0,0.7179,0.8413,15.3032,1.0,0.6411,0.8494,9.6056,0.0,-0.0768,0.0081,-5.6976,loss_familiarity,1,hosted
34,23,0.5789,0.6417,0.8287,10.1579,0.7368,0.6828,0.8624,11.3406,0.1579,0.0411,0.0337,1.1828,gain_social,1,hosted
40,23,0.6842,0.6538,0.8411,12.6181,0.7895,0.6233,0.8318,7.5651,0.1053,-0.0305,-0.0093,-5.053,gain_social|loss_familiarity,2,hosted
41,23,0.7368,0.7277,0.8561,10.4325,0.7895,0.6781,0.8458,14.3965,0.0526,-0.0496,-0.0103,3.964,gain_familiarity,1,hosted
49,23,0.8947,0.6451,0.866,18.7735,0.8947,0.6707,0.8567,17.6358,0.0,0.0256,-0.0093,-1.1377,,0,hosted
54,23,0.1053,0.6874,0.7492,9.8697,0.2105,0.7073,0.8034,12.6275,0.1053,0.0198,0.0542,2.7577,gain_social|gain_familiarity,2,hosted
66,23,0.7895,0.6286,0.8054,10.2018,0.7895,0.7383,0.832,11.2634,0.0,0.1097,0.0266,1.0615,gain_stability,1,hosted
67,23,0.6316,0.7043,0.8375,14.6287,0.6316,0.6712,0.8574,13.0855,0.0,-0.0331,0.0199,-1.5432,,0,hosted
69,23,0.2105,0.6811,0.815,23.7111,0.2105,0.6698,0.8019,8.8984,0.0,-0.0112,-0.013,-14.8127,loss_familiarity,1,hosted
16,24,0.8947,0.6645,0.8727,11.9475,0.8947,0.5899,0.8616,10.1275,0.0,-0.0746,-0.0111,-1.82,,0,hosted
17,24,0.8421,0.688,0.8721,16.4372,0.8421,0.651,0.8445,13.5927,0.0,-0.037,-0.0276,-2.8445,loss_familiarity,1,hosted
22,24,0.7895,0.6547,0.801,8.8824,0.7895,0.6404,0.8408,10.901,0.0,-0.0143,0.0398,2.0186,gain_familiarity,1,hosted
33,24,1.0,0.6411,0.8494,9.6056,1.0,0.6876,0.8678,7.7459,0.0,0.0465,0.0184,-1.8597,,0,hosted
34,24,0.7368,0.6828,0.8624,11.3406,0.7895,0.6921,0.8243,6.0718,0.0526,0.0093,-0.0381,-5.2689,loss_familiarity,1,hosted
40,24,0.7895,0.6233,0.8318,7.5651,0.8421,0.6339,0.8135,7.5808,0.0526,0.0106,-0.0183,0.0158,,0,hosted
41,24,0.7895,0.6781,0.8458,14.3965,0.7895,0.6613,0.8211,10.7722,0.0,-0.0168,-0.0246,-3.6244,loss_familiarity,1,hosted
49,24,0.8947,0.6707,0.8567,17.6358,0.8947,0.6843,0.8581,15.0272,0.0,0.0136,0.0014,-2.6087,loss_familiarity,1,hosted
54,24,0.2105,0.7073,0.8034,12.6275,0.2105,0.6274,0.8067,14.6662,0.0,-0.0799,0.0033,2.0387,gain_familiarity,1,hosted
67,24,0.6316,0.6712,0.8574,13.0855,0.6316,0.6219,0.7926,10.9671,0.0,-0.0493,-0.0648,-2.1184,loss_familiarity,1,hosted
69,24,0.2105,0.6698,0.8019,8.8984,0.2105,0.6748,0.7681,3.2703,0.0,0.005,-0.0338,-5.6281,loss_familiarity,1,hosted
16,25,0.8947,0.5899,0.8616,10.1275,1.0,0.6717,0.869,9.865,0.1053,0.0818,0.0074,-0.2624,gain_social,1,hosted
17,25,0.8421,0.651,0.8445,13.5927,0.8421,0.6191,0.8456,13.6039,0.0,-0.0319,0.0011,0.0113,,0,hosted
22,25,0.7895,0.6404,0.8408,10.901,0.7895,0.6797,0.8382,9.1323,0.0,0.0393,-0.0026,-1.7687,,0,hosted
33,25,1.0,0.6876,0.8678,7.7459,1.0,0.6704,0.8439,11.0251,0.0,-0.0172,-0.0239,3.2792,gain_familiarity,1,hosted
34,25,0.7895,0.6921,0.8243,6.0718,0.7895,0.6299,0.8173,5.4002,0.0,-0.0622,-0.0069,-0.6716,,0,hosted
41,25,0.7895,0.6613,0.8211,10.7722,0.8421,0.6764,0.8211,7.0791,0.0526,0.0151,0.0,-3.693,loss_familiarity,1,hosted
49,25,0.8947,0.6843,0.8581,15.0272,0.8947,0.6451,0.849,9.315,0.0,-0.0392,-0.0091,-5.7122,loss_familiarity,1,hosted
67,25,0.6316,0.6219,0.7926,10.9671,0.6842,0.6182,0.8722,7.4771,0.0526,-0.0037,0.0796,-3.49,loss_familiarity,1,hosted
69,25,0.2105,0.6748,0.7681,3.2703,0.2105,0.6476,0.8,11.0089,0.0,-0.0273,0.0319,7.7387,gain_familiarity,1,hosted
16,26,1.0,0.6717,0.869,9.865,0.95,0.6134,0.8408,9.5871,-0.05,-0.0583,-0.0282,-0.2779,,0,hosted
17,26,0.8421,0.6191,0.8456,13.6039,0.85,0.6761,0.8512,9.4052,0.0079,0.057,0.0055,-4.1988,loss_familiarity,1,hosted
