seed,cycle_id,cycle_type,step_start,step_end,node_id
123,0,C→Dust→B→C,186,4938,5
123,1,C→Dust→A→C,111,4230,9
123,2,C→Dust→A→C,231,2308,147
123,3,C→Dust→A→C,2308,5231,147
123,4,C→Dust→A→C,231,3045,154
123,5,C→Dust→A→C,3045,4351,154
123,6,C→Dust→B→C,143,4150,31
123,7,C→Dust→A→C,4150,5270,31
123,8,C→Dust→A→C,45,1230,166
123,9,C→Dust→A→C,168,1209,167
123,10,C→Dust→B→C,1496,2046,167
123,11,C→Dust→A→C,213,2587,44
123,12,C→Dust→A→C,409,1086,49
123,13,C→Dust→A→C,1086,2046,49
123,14,C→Dust→A→C,276,1182,56
123,15,C→Dust→B→C,1182,2755,56
123,16,C→Dust→A→C,2755,3685,56
123,17,C→Dust→A→C,234,1876,186
123,18,C→Dust→A→C,111,3767,193
123,19,C→Dust→B→C,63,2587,67
123,20,C→Dust→B→C,3258,4557,199
123,21,C→Dust→B→C,10,3754,80
123,22,C→Dust→A→C,3754,4794,80
123,23,C→Dust→B→C,10,2909,84
123,24,C→Dust→A→C,126,1400,89
123,25,C→Dust→A→C,1400,4865,89
123,26,C→Dust→A→C,228,4598,94
123,27,C→Dust→A→C,141,2689,123
123,28,C→Dust→B→C,2689,4540,123
123,29,C→Dust→A→C,2308,3214,126
123,30,C→Dust→A→C,1543,2164,7
123,31,C→Dust→A→C,2164,2791,7
123,32,C→Dust→A→C,4230,4773,144
123,33,C→Dust→A→C,511,3277,19
123,34,C→Dust→A→C,168,2918,162
123,35,C→Dust→A→C,2918,4189,162
123,36,C→Dust→B→C,4189,4668,162
123,37,C→Dust→A→C,143,2260,38
123,38,C→Dust→A→C,2260,4638,38
123,39,C→Dust→B→C,45,4351,169
123,40,C→Dust→A→C,4965,5243,48
123,41,C→Dust→A→C,96,2979,187
123,42,C→Dust→B→C,2979,5297,187
123,43,C→Dust→A→C,59,2219,72
123,44,C→Dust→B→C,2219,5271,72
123,45,C→Dust→A→C,204,2058,90
123,46,C→Dust→B→C,2058,3631,90
123,47,C→Dust→A→C,144,1907,6
123,48,C→Dust→A→C,1135,2964,12
123,49,C→Dust→A→C,562,2198,16
123,50,C→Dust→B→C,134,1671,24
123,51,C→Dust→B→C,4031,5226,41
123,52,C→Dust→B→C,151,2314,63
123,53,C→Dust→A→C,2314,5110,63
123,54,C→Dust→B→C,2979,5026,69
123,55,C→Dust→A→C,52,1784,73
123,56,C→Dust→A→C,1784,2896,73
123,57,C→Dust→B→C,2896,3835,73
123,58,C→Dust→A→C,3835,4989,73
123,59,C→Dust→B→C,219,3158,76
123,60,C→Dust→A→C,3757,4965,92
123,61,C→Dust→A→C,279,3258,131
123,62,C→Dust→B→C,1743,2025,135
123,63,C→Dust→A→C,2025,2653,135
123,64,C→Dust→A→C,1907,3754,140
123,65,C→Dust→A→C,402,2235,142
123,66,C→Dust→B→C,2235,4969,142
123,67,C→Dust→B→C,685,4840,151
123,68,C→Dust→A→C,4840,5258,151
123,69,C→Dust→B→C,268,2689,156
123,70,C→Dust→B→C,2988,4598,156
123,71,C→Dust→A→C,4763,4969,156
123,72,C→Dust→B→C,123,948,174
123,73,C→Dust→A→C,948,2411,174
123,74,C→Dust→B→C,2411,2988,174
123,75,C→Dust→A→C,1386,3355,179
123,76,C→Dust→A→C,3355,4038,179
123,77,C→Dust→A→C,4038,5226,179
123,78,C→Dust→A→C,2651,4379,182
123,79,C→Dust→A→C,2918,3874,197
123,80,C→Dust→B→C,3874,5085,197
123,81,C→Dust→A→C,511,2314,4
123,82,C→Dust→A→C,2314,4033,4
123,83,C→Dust→A→C,4033,5026,4
123,84,C→Dust→A→C,201,4176,28
123,85,C→Dust→B→C,4176,4963,28
123,86,C→Dust→A→C,192,697,46
123,87,C→Dust→B→C,630,2058,52
123,88,C→Dust→A→C,2058,3370,52
123,89,C→Dust→A→C,192,1495,54
123,90,C→Dust→B→C,1495,2219,54
123,91,C→Dust→B→C,99,1700,68
123,92,C→Dust→B→C,1700,3358,68
123,93,C→Dust→B→C,219,2260,71
123,94,C→Dust→A→C,2260,2809,71
123,95,C→Dust→A→C,2809,3716,71
123,96,C→Dust→B→C,1086,2101,81
123,97,C→Dust→B→C,199,2651,191
123,98,C→Dust→A→C,212,1775,22
123,99,C→Dust→B→C,2025,3020,30
123,100,C→Dust→B→C,111,3044,34
123,101,C→Dust→A→C,3044,5135,34
123,102,C→Dust→A→C,1028,4734,43
123,103,C→Dust→B→C,114,3379,91
123,104,C→Dust→B→C,3379,5243,91
123,105,C→Dust→A→C,1543,4766,97
123,106,C→Dust→A→C,205,1745,120
123,107,C→Dust→B→C,1745,4989,120
123,108,C→Dust→A→C,1254,2754,121
123,109,C→Dust→A→C,2754,3169,121
123,110,C→Dust→B→C,3169,4719,121
123,111,C→Dust→A→C,4719,5239,121
123,112,C→Dust→B→C,69,3045,122
123,113,C→Dust→A→C,388,1052,165
123,114,C→Dust→B→C,1052,2896,165
123,115,C→Dust→A→C,2896,4620,165
123,116,C→Dust→B→C,147,3802,194
123,117,C→Dust→A→C,3802,4668,194
123,118,C→Dust→A→C,2882,5085,25
123,119,C→Dust→A→C,948,2854,26
123,120,C→Dust→A→C,2854,3060,26
123,121,C→Dust→B→C,697,4057,45
123,122,C→Dust→A→C,114,1700,87
123,123,C→Dust→A→C,1700,3168,87
123,124,C→Dust→A→C,3168,5030,87
123,125,C→Dust→A→C,1052,4763,98
123,126,C→Dust→A→C,3372,4938,101
123,127,C→Dust→B→C,225,3355,112
123,128,C→Dust→B→C,402,2463,116
123,129,C→Dust→A→C,2463,3358,116
123,130,C→Dust→B→C,3358,4882,116
123,131,C→Dust→A→C,73,1506,148
123,132,C→Dust→A→C,1380,2012,178
123,133,C→Dust→B→C,2012,3054,178
123,134,C→Dust→A→C,3054,4963,178
123,135,C→Dust→B→C,186,2034,184
123,136,C→Dust→B→C,2034,2854,184
123,137,C→Dust→A→C,244,1693,189
123,138,C→Dust→A→C,1693,2944,189
123,139,C→Dust→A→C,2944,4479,189
123,140,C→Dust→A→C,4479,5297,189
123,141,C→Dust→B→C,219,4033,192
123,142,C→Dust→B→C,4033,5135,192
123,143,C→Dust→B→C,295,5258,105
123,144,C→Dust→A→C,231,1286,106
123,145,C→Dust→A→C,1286,2755,106
123,146,C→Dust→A→C,66,3530,137
123,147,C→Dust→B→C,3530,5030,137
123,148,C→Dust→A→C,123,1807,168
123,149,C→Dust→A→C,1807,2882,168
123,150,C→Dust→A→C,2882,4034,168
123,151,C→Dust→A→C,195,1380,39
123,152,C→Dust→B→C,1380,4397,39
123,153,C→Dust→A→C,74,3379,58
123,154,C→Dust→A→C,3379,3835,58
123,155,C→Dust→A→C,156,1639,110
123,156,C→Dust→A→C,1639,3631,110
123,157,C→Dust→B→C,204,2754,111
123,158,C→Dust→A→C,2754,4220,111
123,159,C→Dust→B→C,4220,4665,111
123,160,C→Dust→B→C,186,2931,175
123,161,C→Dust→A→C,2931,3802,175
123,162,C→Dust→A→C,3802,4966,175
123,163,C→Dust→B→C,4966,5231,175
123,164,C→Dust→A→C,255,2909,180
123,165,C→Dust→A→C,111,959,196
123,166,C→Dust→B→C,2235,4189,14
123,167,C→Dust→B→C,4189,4773,14
123,168,C→Dust→A→C,1182,3044,61
123,169,C→Dust→B→C,3044,5239,61
123,170,C→Dust→B→C,270,1743,74
123,171,C→Dust→A→C,1743,3441,74
123,172,C→Dust→B→C,174,1495,85
123,173,C→Dust→A→C,1495,3054,85
123,174,C→Dust→A→C,3054,3323,85
123,175,C→Dust→A→C,231,2034,104
123,176,C→Dust→A→C,2034,5271,104
123,177,C→Dust→B→C,135,1760,113
123,178,C→Dust→A→C,1760,2987,113
123,179,C→Dust→A→C,1362,3111,138
123,180,C→Dust→A→C,38,1671,145
123,181,C→Dust→A→C,1671,4150,145
123,182,C→Dust→A→C,38,2931,152
123,183,C→Dust→B→C,2931,3372,152
123,184,C→Dust→A→C,249,1135,157
123,185,C→Dust→A→C,234,1325,183
123,186,C→Dust→B→C,1325,3168,183
123,187,C→Dust→B→C,204,5270,82
123,188,C→Dust→A→C,162,2714,170
123,189,C→Dust→A→C,2714,3413,170
123,190,C→Dust→A→C,3413,4899,170
123,191,C→Dust→B→C,96,2653,188
123,192,C→Dust→B→C,2653,4766,188
123,193,C→Dust→B→C,201,3918,88
123,194,C→Dust→A→C,247,1028,107
123,195,C→Dust→A→C,1028,4031,107
123,196,C→Dust→B→C,225,1362,119
123,197,C→Dust→B→C,1362,1784,119
123,198,C→Dust→A→C,1784,3538,119
123,199,C→Dust→A→C,3538,4057,119
123,200,C→Dust→B→C,279,1209,125
123,201,C→Dust→A→C,1209,2089,125
123,202,C→Dust→A→C,226,1254,15
123,203,C→Dust→A→C,1254,4540,15
123,204,C→Dust→B→C,2012,2791,95
123,205,C→Dust→B→C,2791,3370,95
123,206,C→Dust→A→C,154,1386,172
123,207,C→Dust→B→C,1386,2847,172
123,208,C→Dust→B→C,2847,4240,172
123,209,C→Dust→A→C,126,2463,176
123,210,C→Dust→A→C,2463,3214,176
123,211,C→Dust→B→C,3214,4794,176
123,212,C→Dust→A→C,156,3757,114
123,213,C→Dust→A→C,3757,4478,114
123,214,C→Dust→A→C,111,2743,29
123,215,C→Dust→A→C,144,1000,8
123,216,C→Dust→A→C,1000,4665,8
123,217,C→Dust→A→C,4038,4240,32
123,218,C→Dust→B→C,63,2714,66
123,219,C→Dust→B→C,2714,3323,66
123,220,C→Dust→A→C,1000,3157,139
123,221,C→Dust→B→C,74,3214,59
123,222,C→Dust→B→C,226,3214,17
123,223,C→Dust→A→C,268,3020,153
123,224,C→Dust→A→C,3020,3434,153
123,225,C→Dust→B→C,3434,4176,153
123,226,C→Dust→A→C,276,2109,64
123,227,C→Dust→A→C,2109,3158,64
123,228,C→Dust→B→C,3158,4638,64
123,229,C→Dust→A→C,959,2463,35
123,230,C→Dust→A→C,2463,3682,35
123,231,C→Dust→A→C,153,2847,27
123,232,C→Dust→B→C,225,1400,42
