seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
14,1,0,0,870,0,0,826,688,20.3022,1.5846,0.9188,0.9114,0.9178,0.9445,2564,A,B,A,B,0,0,0,0
14,2,0,0,276,0,0,266,670,19.1904,1.5844,0.9214,0.8936,0.8709,0.9345,800,A,B,A,B,1,1,0,0
14,3,0,0,47,0,0,35,691,18.8816,1.5688,0.8524,1.0,0.7642,0.9995,132,A,B,A,B,4,1,0,0
14,4,0,0,26,0,0,17,677,20.6137,1.4842,0.3373,0.9957,0.6194,0.4395,53,A,B,A,B,1,1,0,0
14,5,0,0,7,0,0,13,702,19.581,1.5303,0.0,0.7219,0.9852,0.9544,28,A,B,A,B,3,1,0,0
14,6,0,0,8,0,0,9,658,17.9556,1.5653,0.5917,0.0,0.971,0.8113,23,A,B,A,B,1,1,0,0
14,7,0,0,9,0,0,10,713,19.4352,1.579,1.0,0.0,0.8113,0.9544,27,A,B,A,B,1,1,0,0
14,8,0,0,5,0,0,13,652,18.2366,1.4824,0.9544,0.0,0.971,0.9911,30,A,B,A,B,3,1,0,0
14,9,0,0,10,0,0,18,682,19.2889,1.5395,0.9544,0.65,0.9911,0.8454,40,A,B,A,B,4,0,0,0
14,10,0,0,7,0,0,17,623,17.2407,1.3839,0.9183,0.7219,0.0,0.469,29,A,B,A,B,4,0,0,0
14,11,0,0,5,0,0,10,684,18.6368,1.5285,0.8113,0.9183,0.971,0.5917,22,A,B,A,B,1,1,0,0
14,12,1,2,14,0,0,4,705,19.5445,1.4319,0.5917,0.971,0.9612,1.0,29,A,B,A,B,4,0,0,0
14,13,0,0,20,0,0,12,706,19.9091,1.5546,0.8631,0.971,0.9183,0.971,49,A,B,A,B,3,1,0,0
14,14,0,0,15,0,0,8,653,18.0565,1.532,0.8454,0.9852,0.9799,1.0,38,A,B,A,B,4,0,0,0
14,15,0,0,12,0,0,8,701,19.8423,1.5401,0.9183,0.971,0.9957,0.9544,35,A,B,A,B,4,0,0,0
14,16,0,0,9,0,0,10,711,19.4128,1.5245,0.9544,0.9544,0.9183,0.5436,36,A,B,A,B,4,0,0,0
14,17,0,0,10,0,0,11,674,18.3555,1.5333,0.9911,0.9911,1.0,0.9457,39,A,B,A,B,4,0,0,0
14,18,0,0,3,0,0,10,711,18.3502,1.4153,0.9183,0.5917,0.9183,0.7219,18,A,B,A,B,4,0,0,0
14,19,0,0,3,0,0,6,661,17.7377,1.5306,0.8113,0.0,0.9183,0.8113,14,neutral,B,A,B,4,0,0,0
14,20,1,1,9,0,0,10,699,19.5576,1.5832,0.971,0.8113,0.971,0.9183,29,A,B,A,B,4,0,0,0
14,21,1,2,18,0,0,11,689,19.7124,1.554,0.9887,0.9544,0.9403,0.8113,46,A,B,A,B,4,0,0,0
14,22,1,2,20,0,0,14,647,17.6105,1.569,0.8524,0.9183,0.9799,0.8454,50,A,B,A,B,1,1,0,0
14,23,0,0,10,0,0,5,692,19.3647,1.4883,0.9544,0.971,0.8631,0.9544,28,A,B,A,B,2,1,0,0
14,24,0,0,6,0,0,9,674,18.1192,1.4691,0.9852,0.8631,0.8631,0.971,31,A,B,neutral,B,1,1,0,0
14,25,0,0,9,0,0,12,648,17.6964,1.5726,0.9183,0.7219,0.9911,1.0,33,A,B,A,B,0,1,0,0
