seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
1337,1,0.002,110,99,5,0,5,0,0,0,1,106,4,108,2,53,57,108,2,0,12,1.7688
1337,2,0.002,70,47,6,0,17,0,0,0,0,59,11,63,7,31,39,68,1,1,13,2.6971
1337,3,0.002,33,30,0,0,2,0,0,0,1,30,3,33,0,15,18,33,0,0,4,1.4204
1337,4,0.002,22,18,0,0,2,0,0,0,2,21,1,21,1,8,14,20,1,1,7,2.0247
1337,5,0.002,17,17,0,0,0,0,0,0,0,17,0,17,0,7,10,17,0,0,2,0.9774
1337,6,0.002,15,14,1,0,0,0,0,0,0,15,0,15,0,8,7,15,0,0,3,1.2867
1337,7,0.002,16,11,3,0,1,0,0,0,1,14,2,15,1,12,4,16,0,0,6,2.0778
1337,8,0.002,12,8,0,0,4,0,0,0,0,9,3,10,2,4,8,10,1,1,7,2.5221
1337,9,0.002,15,10,3,0,0,0,0,0,2,15,0,15,0,10,5,14,0,1,6,2.1465
1337,10,0.002,21,13,6,0,2,0,0,0,0,20,1,21,0,13,8,20,0,1,7,2.3312
1337,11,0.002,15,15,0,0,0,0,0,0,0,15,0,15,0,8,7,12,2,1,5,1.8228
1337,12,0.002,19,16,2,0,1,0,0,0,0,19,0,19,0,8,11,19,0,0,5,1.6832
1337,13,0.002,14,9,0,0,2,0,0,0,3,11,3,12,2,8,6,14,0,0,7,2.4067
1337,14,0.002,18,17,0,0,1,0,0,0,0,17,1,18,0,7,11,15,2,1,5,1.8638
1337,15,0.002,29,27,1,0,1,0,0,0,0,28,1,29,0,12,17,27,1,1,6,1.6917
1337,16,0.002,12,10,1,0,0,0,0,0,1,11,1,12,0,5,7,11,0,1,5,1.8962
1337,17,0.002,14,7,5,0,0,0,0,0,2,14,0,12,2,7,7,12,1,1,8,2.7534
1337,18,0.002,12,12,0,0,0,0,0,0,0,12,0,12,0,6,6,12,0,0,2,1.0
1337,19,0.002,18,14,1,0,1,0,0,0,2,15,3,18,0,11,7,17,1,0,6,2.1054
1337,20,0.002,7,5,2,0,0,0,0,0,0,7,0,7,0,3,4,6,1,0,5,2.1281
1337,21,0.002,12,6,3,0,1,0,0,0,2,9,3,12,0,4,8,12,0,0,7,2.585
1337,22,0.002,18,17,0,0,0,0,0,0,1,17,1,17,1,7,11,18,0,0,3,1.1942
1337,23,0.002,15,6,1,0,3,0,0,0,5,8,7,11,4,7,8,15,0,0,10,3.1069
1337,24,0.002,25,20,2,0,1,0,0,0,2,23,2,23,2,14,11,25,0,0,6,1.9063
1337,25,0.002,16,13,0,0,3,0,0,0,0,14,2,16,0,6,10,13,2,1,8,2.375
