seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
3,1,0,1.5847,0,0,2635,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,2,0,1.5845,0,1,1025,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,3,0,1.5811,1,1,151,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,4,0,1.5656,4,0,39,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,5,0,1.5206,1,1,34,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
3,6,0,1.5656,4,0,39,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
3,7,0,1.4717,4,0,38,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
3,8,0,1.5589,4,0,40,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.3333,0.0,3,3,0.0
3,9,0,1.5825,4,0,49,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
3,10,0,1.5448,4,0,27,4,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,4,4,0.0
3,11,1,1.4284,4,0,24,4,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,4,4,0.0
3,12,0,1.3369,4,0,33,4,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,4,4,0.0
3,13,1,1.4332,4,0,30,4,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,4,4,0.0
3,14,0,1.5697,1,1,26,4,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,4,0.25,0.0,4,4,0.0
3,15,0,1.5285,4,0,44,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,2,1.0,0,0,0,0
3,16,0,1.4229,3,1,39,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,2,1.0,0,0,0,0
3,17,0,1.5052,4,0,32,3,0.3333,0.0,3,3,0.0,2,1.0,0,0,0,0,2,1.0,0,0,0,0
3,18,1,1.5799,4,0,34,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,2,1.0,0,0,0,0
3,19,0,1.5789,1,1,41,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,2,1.0,0,0,0,0
3,20,0,1.5538,4,0,42,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,5,0.0,0.0,5,5,0.0
3,21,0,1.5651,4,0,37,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
3,22,0,1.4995,4,0,38,3,0.0,0,0,1,0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
3,23,0,1.5436,4,0,40,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
3,24,0,1.3896,4,0,36,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,4,0.0,0.0,7,7,0.0
3,25,0,1.581,3,1,33,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,3,0.3333,0.0,3,3,0.0
