seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
3,1,1,1.5848,0,0,2631,3,0.0,0,0,1,0,4,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
3,2,0,1.5837,1,1,855,3,0.0,0,0,1,0,4,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
3,3,1,1.5642,0,1,183,3,0.0,0,0,1,0,4,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
3,4,0,1.5511,4,1,68,3,0.0,0,0,1,0,4,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
3,5,0,1.554,4,1,46,3,0.0,0,0,1,0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,6,0,1.5353,4,1,28,3,0.0,0,0,1,0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,7,0,1.5222,4,1,34,3,0.0,0,0,1,0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,8,0,1.5462,4,1,32,3,0.0,0,0,1,0,2,1.0,0,0,0,0,4,0.1667,0.0,6,6,0.0
3,9,0,1.57,4,1,35,3,0.0,0,0,1,0,2,1.0,0,0,0,0,4,0.0,0.0,6,6,0.0
3,10,0,1.5559,4,1,29,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.5,0,0,2,0
3,11,0,1.5243,4,1,19,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
3,12,0,1.5837,3,1,34,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
3,13,0,1.4722,3,1,40,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
3,14,0,1.5691,3,1,58,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
3,15,0,1.5743,3,1,54,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0
3,16,0,1.4972,4,0,39,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0
3,17,0,1.5788,4,0,31,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0
3,18,0,1.5601,4,0,28,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0
3,19,0,1.5669,4,0,47,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0
3,20,0,1.5843,1,1,47,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,3,0.1667,0.0,6,6,0.0
3,21,0,1.5766,4,0,39,4,0.0,0.0,4,4,0.0,3,0.0,0,0,2,0,3,0.0,0.0,5,5,0.0
3,22,0,1.5407,4,0,27,4,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0
3,23,0,1.5837,3,1,34,3,0.0,0.0,3,3,0.0,3,0.0,0.0,3,3,0.0,5,0.0,0.0,7,7,0.0
3,24,1,1.5613,1,1,41,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,4,0.0,0.0,15,15,0.0
3,25,0,1.5746,4,0,31,3,0.2,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0,0,2,0
