seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
3,1,1,1.5848,0,0,2627,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,4,0.0,0.0,7,7,0.0
3,2,0,1.5848,0,1,917,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,4,0.0,0.0,7,7,0.0
3,3,0,1.5836,0,1,161,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,4,0.0,0.0,7,7,0.0
3,4,1,1.5707,4,1,61,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,4,0.0,0.0,7,7,0.0
3,5,0,1.5621,4,0,35,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,6,0,1.5506,4,0,48,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,7,0,1.5615,4,0,43,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,8,1,1.5608,1,1,44,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,9,0,1.5244,4,0,63,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,10,0,1.5574,4,0,38,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,11,0,1.5376,1,1,41,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,12,0,1.5657,4,0,34,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,13,0,1.5726,1,1,22,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,14,0,1.5512,4,0,32,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
3,15,0,1.5558,4,0,55,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
3,16,0,1.5502,3,1,56,3,0.25,0.0,4,4,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
3,17,0,1.5613,4,0,48,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
3,18,0,1.5844,4,0,50,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
3,19,0,1.5756,4,0,49,3,0.0,0.0,4,4,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
3,20,0,1.5387,4,0,39,6,0.0,0.0,8,8,0.0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
3,21,0,1.5605,4,0,36,3,0.0,0.0,3,3,0.0,3,0.25,0.0,4,4,0.0,3,0.0,0,0,2,0
3,22,0,1.4607,4,0,21,4,0.0,0.0,7,7,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
3,23,1,1.5726,4,0,44,3,0.0,0.0,4,4,0.0,4,0.0,0.0,6,6,0.0,4,0.0,0.0,4,4,0.0
3,24,0,1.584,4,0,38,4,0.0,0.0,9,9,0.0,2,1.0,0,0,0,0,3,0.25,0.0,4,4,0.0
3,25,0,1.5782,4,0,29,4,0.0,0.0,8,8,0.0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
