seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
1,1,0,1.5838,0,0,2620,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,6,6,0.0
1,2,0,1.5804,1,1,716,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,6,6,0.0
1,3,0,1.5826,0,1,178,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.1667,0.0,6,6,0.0
1,4,0,1.4927,0,1,52,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0.0,6,6,0.0
1,5,0,1.5727,3,1,29,3,0.0,0.0,6,6,0.0,4,0.0,0.0,5,5,0.0,4,0.1429,0.0,7,7,0.0
1,6,0,1.5309,4,1,37,3,0.0,0.0,6,6,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
1,7,0,1.5262,4,1,39,3,0.0,0.0,6,6,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
1,8,0,1.5622,4,1,36,3,0.0,0.0,6,6,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
1,9,0,1.5653,3,1,35,3,0.0,0.0,6,6,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
1,10,0,1.5625,4,0,43,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
1,11,1,1.5372,1,1,48,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
1,12,0,1.573,4,0,62,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
1,13,0,1.5796,4,0,57,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
1,14,0,1.5651,3,1,37,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
1,15,0,1.5656,3,1,39,5,0.0,0.0,4,4,0.0,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0
1,16,0,1.512,3,1,39,5,0.0,0.0,4,4,0.0,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0
1,17,0,1.509,4,0,38,5,0.0,0.0,4,4,0.0,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0
1,18,0,1.5726,4,0,44,5,0.0,0.0,4,4,0.0,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0
1,19,0,1.501,1,1,63,5,0.0,0.0,4,4,0.0,3,0.0,0,0,2,0,4,0.0,0.0,3,3,0.0
1,20,0,1.5736,1,1,51,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0,0,2,0
1,21,0,1.5709,4,0,37,3,0.0,0.0,4,4,0.0,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0
1,22,0,1.5779,4,0,38,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,7,7,0.0
1,23,0,1.577,4,0,49,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,3,0.0,0.0,8,8,0.0
1,24,0,1.574,4,0,41,4,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,3,0.0,0,0,1,0
1,25,1,1.5802,4,0,46,4,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0,3,0.0,0,0,2,0
