seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
6,1,0,1.5847,0,0,2643,4,0.0,0.0,3,3,0.0,4,0.0,0.0,3,3,0.0,3,0.5,0,0,2,0
6,2,1,1.5847,0,0,914,4,0.0,0.0,3,3,0.0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
6,3,0,1.5757,1,1,206,4,0.0,0.0,3,3,0.0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
6,4,0,1.5828,3,1,45,4,0.0,0.0,3,3,0.0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
6,5,0,1.546,3,1,37,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,12,12,0.0
6,6,0,1.5751,4,0,42,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,12,12,0.0
6,7,0,1.5818,4,0,43,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,12,12,0.0
6,8,0,1.5387,4,0,39,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,12,12,0.0
6,9,0,1.5426,4,0,36,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,12,12,0.0
6,10,0,1.4386,3,1,29,5,0.0,0.0,5,5,0.0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
6,11,0,1.4509,4,0,23,5,0.0,0.0,5,5,0.0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
6,12,0,1.5591,4,0,39,5,0.0,0.0,5,5,0.0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
6,13,0,1.5684,4,0,41,5,0.0,0.0,5,5,0.0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
6,14,0,1.5621,4,0,35,5,0.0,0.0,5,5,0.0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
6,15,0,1.5755,4,0,25,2,1.0,0,0,0,0,4,0.0,0.0,8,8,0.0,4,0.0,0.0,5,5,0.0
6,16,0,1.5052,4,0,32,2,1.0,0,0,0,0,4,0.0,0.0,8,8,0.0,4,0.0,0.0,5,5,0.0
6,17,0,1.4726,4,0,36,2,1.0,0,0,0,0,4,0.0,0.0,8,8,0.0,3,0.2,0.0,5,5,0.0
6,18,0,1.4492,4,0,40,2,1.0,0,0,0,0,4,0.0,0.0,8,8,0.0,4,0.0,0.0,5,5,0.0
6,19,0,1.5647,4,0,31,2,1.0,0,0,0,0,4,0.125,0.0,8,8,0.0,4,0.0,0.0,5,5,0.0
6,20,0,1.5306,4,0,42,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
6,21,0,1.5618,4,0,31,5,0.0,0.0,6,6,0.0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,3,3,0.0
6,22,0,1.5277,4,0,35,2,1.0,0,0,0,0,3,0.0,0.0,3,3,0.0,5,0.0,0.0,8,8,0.0
6,23,0,1.5763,4,0,34,4,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0
6,24,0,1.5786,4,0,55,2,1.0,0,0,0,0,3,0.0,0,0,1,0,5,0.1111,0.0,9,9,0.0
6,25,1,1.5842,4,0,43,4,0.0,0.0,6,6,0.0,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0
