seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
8,1,0,1.5828,0,0,2637,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
8,2,0,1.578,0,0,926,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
8,3,0,1.5821,3,1,204,3,0.0,0.0,3,3,0.0,3,0.4,0.0,5,5,0.0,3,0.0,0,0,2,0
8,4,0,1.5786,4,0,55,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
8,5,0,1.4266,4,0,27,4,0.0,0.0,8,8,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,5,5,0.0
8,6,0,1.4528,1,1,45,4,0.0,0.0,8,8,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,5,5,0.0
8,7,0,1.5746,3,1,36,4,0.0,0.0,8,8,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,5,5,0.0
8,8,0,1.546,4,0,37,4,0.0,0.0,8,8,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,5,5,0.0
8,9,0,1.17,4,0,30,4,0.0,0.0,8,8,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,5,5,0.0
8,10,0,1.4926,4,0,28,3,0.0,0,0,1,0,5,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
8,11,0,1.5575,4,0,32,3,0.0,0,0,1,0,5,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
8,12,0,1.5837,4,0,34,3,0.0,0,0,1,0,5,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
8,13,0,1.5632,3,1,24,3,0.0,0,0,1,0,5,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
8,14,0,1.5578,1,1,45,3,0.0,0,0,1,0,5,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0
8,15,0,1.5621,1,1,35,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
8,16,0,1.5774,3,1,48,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
8,17,0,1.5735,4,0,39,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
8,18,0,1.5305,4,0,45,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
8,19,0,1.5627,3,1,42,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
8,20,1,1.5155,4,0,36,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,4,0.0,0.0,3,3,0.0
8,21,0,1.5715,4,0,36,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0,3,0.0,0,0,2,0
8,22,0,1.5456,4,0,43,3,0.0,0.0,6,6,0.0,4,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0
8,23,0,1.4902,3,1,39,3,0.0,0.0,8,8,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
8,24,0,1.581,4,0,33,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,6,6,0.0
8,25,1,1.5669,4,0,44,4,0.0,0.0,7,7,0.0,3,0.0,0.0,4,4,0.0,4,0.0,0.0,3,3,0.0
