seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
9,1,0,1.5835,0,0,2662,4,0.1,0.0,10,10,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,2,0,1.5825,0,0,919,4,0.1,0.0,10,10,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,3,0,1.5766,1,1,183,4,0.0,0.0,10,10,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,4,0,1.5807,1,1,67,4,0.0,0.0,10,10,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,5,0,1.5842,4,1,43,4,0.1667,0.0,6,6,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,6,0,1.574,4,1,41,4,0.1667,0.0,6,6,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,7,0,1.5401,4,1,35,4,0.0,0.0,6,6,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,8,0,1.5263,4,1,39,4,0.3333,0.0,6,6,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,9,0,1.5137,4,1,46,4,0.0,0.0,6,6,0.0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
9,10,0,1.545,4,0,47,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
9,11,0,1.5702,4,0,43,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
9,12,0,1.544,3,1,29,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
9,13,0,1.5575,3,1,32,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
9,14,0,1.5788,4,0,31,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
9,15,0,1.5715,3,1,36,4,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,16,0,1.5502,4,0,28,4,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,17,0,1.5618,4,0,31,4,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,18,1,1.585,4,0,33,4,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,19,0,1.5722,3,1,28,4,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,20,1,1.5516,4,0,40,3,0.0,0,0,2,0,3,0.0,0,0,1,0,3,0.0,0.0,5,5,0.0
9,21,0,1.4839,3,1,35,3,0.0,0,0,2,0,2,1.0,0,0,0,0,4,0.0,0.0,5,5,0.0
9,22,0,1.581,4,0,33,3,0.0,0,0,2,0,2,1.0,0,0,0,0,4,0.0,0.0,7,7,0.0
9,23,0,1.5844,4,0,53,3,0.0,0.0,4,4,0.0,4,0.0,0.0,6,6,0.0,3,0.0,0.0,5,5,0.0
9,24,0,1.5726,4,0,55,4,0.0,0.0,4,4,0.0,3,0.2,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0
9,25,0,1.5148,4,0,45,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
