seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
3,1,1,1.5848,0,0,2638,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
3,2,0,1.5812,0,1,900,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
3,3,0,1.5776,1,1,218,3,0.3333,0.0,3,3,0.0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
3,4,0,1.585,3,1,54,3,0.3333,0.0,3,3,0.0,3,0.0,0,0,1,0,3,0.0,0,0,1,0
3,5,0,1.5671,4,0,32,3,0.125,0.0,8,8,0.0,3,0.0,0.0,7,7,0.0,4,0.0,0.0,4,4,0.0
3,6,0,1.4972,4,0,28,3,0.0,0.0,8,8,0.0,3,0.0,0.0,7,7,0.0,4,0.0,0.0,4,4,0.0
3,7,0,1.4773,4,0,24,3,0.0,0.0,8,8,0.0,3,0.0,0.0,7,7,0.0,4,0.0,0.0,4,4,0.0
3,8,0,1.5794,1,1,32,3,0.0,0.0,8,8,0.0,3,0.0,0.0,7,7,0.0,4,0.0,0.0,4,4,0.0
3,9,0,1.4855,1,1,30,3,0.0,0.0,8,8,0.0,3,0.0,0.0,7,7,0.0,4,0.0,0.0,4,4,0.0
3,10,0,1.4855,3,1,30,4,0.0,0.0,5,5,0.0,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0
3,11,0,1.5453,1,1,43,4,0.0,0.0,5,5,0.0,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0
3,12,0,1.5799,4,0,34,4,0.0,0.0,5,5,0.0,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0
3,13,0,1.5408,4,0,45,4,0.0,0.0,5,5,0.0,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0
3,14,1,1.5726,4,0,44,4,0.0,0.0,5,5,0.0,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0
3,15,0,1.4949,4,0,44,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
3,16,0,1.5201,4,0,37,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
3,17,0,1.4906,4,0,41,3,0.0,0,0,2,0,3,0.25,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
3,18,0,1.5642,4,0,39,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
3,19,0,1.5566,4,0,31,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
3,20,0,1.5749,4,0,32,3,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0,0,2,0
3,21,1,1.5736,4,0,49,4,0.0,0.0,5,5,0.0,4,0.0,0,0,2,0,4,0.0,0.0,4,4,0.0
3,22,0,1.5679,3,1,40,3,0.0,0.0,5,5,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0
3,23,0,1.4186,4,0,32,5,0.0,0.0,6,6,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
3,24,0,1.5333,3,1,39,4,0.0,0,0,2,0,3,0.0,0,0,1,0,4,0.0,0.0,4,4,0.0
3,25,1,1.5763,4,0,34,3,0.0,0,0,1,0,4,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
