seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
5,1,0,1.5838,0,0,2740,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,4,0.0,0.0,3,3,0.0
5,2,0,1.5843,0,1,1027,4,0.2,0.0,5,5,0.0,3,0.0,0,0,1,0,4,0.0,0.0,3,3,0.0
5,3,0,1.5821,1,1,180,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,4,0.0,0.0,3,3,0.0
5,4,0,1.5623,3,1,67,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,4,0.0,0.0,3,3,0.0
5,5,0,1.575,4,0,68,7,0.0,0.0,6,6,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,6,6,0.0
5,6,0,1.5516,4,0,40,7,0.0,0.0,6,6,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,6,6,0.0
5,7,0,1.5058,4,0,30,7,0.0,0.0,6,6,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,6,6,0.0
5,8,0,1.3142,1,1,29,7,0.0,0.0,6,6,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,6,6,0.0
5,9,0,1.571,1,1,40,7,0.0,0.0,6,6,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,6,6,0.0
5,10,0,1.5838,1,1,35,3,0.0,0.0,5,5,0.0,5,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
5,11,0,1.5671,0,1,32,3,0.0,0.0,5,5,0.0,5,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
5,12,0,1.5327,1,1,41,3,0.0,0.0,5,5,0.0,5,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
5,13,0,1.5614,1,1,34,3,0.0,0.0,5,5,0.0,5,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
5,14,0,1.4466,4,1,27,3,0.0,0.0,5,5,0.0,5,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
5,15,0,1.5749,4,1,32,4,0.0,0.0,4,4,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,4,4,0.0
5,16,1,1.5415,4,1,45,4,0.0,0.0,4,4,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,4,4,0.0
5,17,0,1.5766,4,0,39,4,0.0,0.0,4,4,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,4,4,0.0
5,18,0,1.5294,4,0,38,4,0.0,0.0,4,4,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,4,4,0.0
5,19,0,1.5822,3,1,46,4,0.0,0.0,4,4,0.0,4,0.0,0.0,4,4,0.0,3,0.0,0.0,4,4,0.0
5,20,0,1.558,4,0,33,4,0.0,0.0,5,5,0.0,4,0.0,0.0,7,7,0.0,3,0.0,0.0,3,3,0.0
5,21,0,1.5825,3,1,49,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,5,0.0,0.0,6,6,0.0
5,22,0,1.5428,4,0,40,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,6,6,0.0
5,23,0,1.5179,4,0,30,3,0.0,0,0,1,0,3,0.0,0.0,4,4,0.0,5,0.0,0.0,6,6,0.0
5,24,0,1.5763,3,1,34,3,0.0,0,0,2,0,5,0.0,0.0,6,6,0.0,4,0.0,0.0,10,10,0.0
5,25,0,1.5605,4,0,36,4,0.0,0,0,2,0,4,0.0,0.0,4,4,0.0,4,0.0,0,0,2,0
