window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6112,8,4,0,1.9977,0,32.3,0,0,6.58,1.0,6112.0,658,1.0,416,643,227,2214,0.000872,0.0071,402.9394,0,0.0,0.0,0.0009,0,0,0,0,0.035478,0.015625,64,0.5596,0.0355,0.2401
2,5000,3762,3,5,0,1.9977,0,34.6,483,3248,5.34,0.8306,4565.3,514,1.0,337,12,91,2252,0.001067,0.0085,232.8719,1,1.0,0.0085,0.001,1,0,0,0,0.038418,0.015625,64,0.5933,0.0725,0.2335
3,5000,3317,0,0,3,1.9976,0,39.8,295,3059,4.86,0.8476,3961.7,258,1.0,285,2,54,2030,0.001331,0.0155,154.9953,2,2.0,0.0155,0.0016,0,0,0,0,0.037833,0.015625,63,0.587,0.1103,0.239
4,5000,3097,0,0,0,1.9977,0,57.9,80,3058,4.51,0.8639,3632.2,39,1.0,189,0,96,1772,0.001685,0.0139,68.1004,3,3.0,0.0093,0.002,0,0,0,0,0.032508,0.015625,63,0.5193,0.1428,0.2419
5,5000,3050,4,5,0,1.9977,0,73.5,10,3025,4.5,0.8871,3438.1,25,1.0,137,12,64,1460,0.002185,0.0277,53.5714,4,3.7,0.0198,0.0036,2,0,0,0,0.047431,0.015625,61,0.6706,0.1863,0.2508
6,5000,3120,1,5,0,1.9982,1,85.8,8,3098,4.52,0.9321,3347.2,22,1.0,91,5,51,1137,0.003196,0.0345,67.0732,5,4.4,0.0279,0.006,1,0,0,0,0.050398,0.015625,56,0.69,0.2367,0.2577
7,5000,3008,0,0,3,1.9985,2,97.5,8,2995,4.36,0.922,3262.4,13,1.0,70,0,21,831,0.004534,0.0444,58.8235,6,5.3,0.0262,0.0071,0,0,0,0,0.080645,0.015625,45,0.8063,0.3173,0.2751
8,5000,3017,0,0,0,1.996,1,107.7,4,3013,4.44,0.9405,3207.9,4,1.0,51,0,19,653,0.005853,0.0526,20.6186,7,6.1,0.0287,0.0088,0,0,0,0,0.100478,0.015625,40,0.8445,0.4178,0.3042
9,5000,3213,2,5,0,1.9948,1,113.5,3199,0,4.57,1.0013,3208.9,14,1.0,47,5,9,584,0.006825,0.0601,83.3333,8,6.3,0.0295,0.0105,1,0,0,0,0.081967,0.015625,36,0.8094,0.4834,0.3209
10,5000,3155,0,0,1,1.996,1,119.5,2,3149,4.49,0.9862,3199.1,6,1.0,36,2,13,528,0.007751,0.0654,35.461,9,7.2,0.0458,0.0137,0,0,0,0,0.098039,0.015625,32,0.8406,0.5814,0.3439
11,5000,3177,2,5,0,1.9898,1,142.6,5,3167,4.55,0.9942,3195.4,10,1.0,28,2,10,471,0.009329,0.0933,69.4444,10,7.2,0.0533,0.019,2,0,0,0,0.12,0.015625,28,0.8698,0.6214,0.3597
12,5000,3041,0,0,3,1.9875,1,152.0,0,3036,4.39,0.9588,3171.7,5,1.0,21,0,7,405,0.01101,0.12,53.7634,11,7.6,0.0714,0.0289,0,0,0,0,0.14,0.015625,24,0.8884,0.6314,0.3829
13,5000,3180,0,0,3,1.9941,1,154.4,3173,0,4.46,1.0023,3172.9,7,1.0,20,2,3,325,0.014723,0.1236,71.4286,12,8.2,0.0674,0.0278,0,0,0,0,0.123596,0.015625,20,0.8736,0.6314,0.4039
14,5000,3047,0,0,3,1.9962,1,162.6,0,3047,4.39,0.9654,3156.1,0,1.0,14,0,6,318,0.015264,0.117,0.0,13,8.2,0.0836,0.0264,0,0,0,0,0.117021,0.015625,19,0.8665,0.6314,0.4243
15,5000,3059,1,4,3,1.9778,1,163.3,5,3054,4.41,0.973,3143.9,5,1.0,14,2,2,288,0.017272,0.1163,48.7805,14,9.1,0.0781,0.0232,0,0,0,0,0.116279,0.015625,16,0.8656,0.6921,0.4393
