window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6019,20,7,0,1.9987,0,34.5,0,0,6.55,1.0,6019.0,503,1.0,304,459,155,1797,0.001165,0.0116,391.1353,0,0.0,0.0061,0.0014,1,0,0,0,0.026977,0.015625,64,0.4208,0.027,0.2616
2,5000,3616,1,5,0,1.9986,0,38.1,385,3233,5.1,0.8221,4439.7,383,1.0,295,22,31,1887,0.0014,0.0085,385.6999,1,0.9,0.0082,0.0014,1,0,0,0,0.03108,0.015625,64,0.4973,0.0562,0.2434
3,5000,3318,2,5,0,1.9986,0,47.5,218,3104,4.8,0.8567,3883.3,214,1.0,234,6,67,1798,0.001586,0.0148,260.0243,2,1.9,0.0079,0.002,1,0,0,0,0.03248,0.015625,63,0.5189,0.0808,0.2443
4,5000,3107,1,5,0,1.9986,0,67.1,52,3077,4.57,0.8745,3583.6,30,1.0,161,3,76,1591,0.001974,0.0257,52.9101,3,2.8,0.0151,0.0029,1,0,0,0,0.040785,0.015625,61,0.6169,0.1201,0.2569
5,5000,3099,2,4,0,1.9986,0,84.1,1,3088,4.49,0.9056,3422.1,11,1.0,117,7,51,1282,0.002621,0.0233,25.974,4,3.7,0.0122,0.0037,0,0,0,0,0.032634,0.015625,59,0.5212,0.1457,0.2522
6,5000,3146,2,4,0,1.9987,2,95.8,8,3133,4.51,0.941,3343.2,13,1.0,87,2,32,1075,0.003386,0.0298,38.9222,5,4.5,0.0181,0.0054,0,1,0,0,0.056911,0.015625,53,0.7254,0.1923,0.263
7,5000,3090,2,5,0,1.9882,2,108.6,8,3072,4.5,0.9421,3279.9,18,1.0,70,2,19,920,0.004309,0.0557,63.6042,6,5.3,0.023,0.0087,1,0,0,0,0.081967,0.015625,49,0.8094,0.2415,0.2804
8,5000,3097,1,5,1,1.9859,2,116.7,13,3084,4.5,0.9561,3239.2,13,1.0,53,1,18,782,0.005409,0.0506,59.0909,7,6.1,0.0304,0.0105,1,0,0,0,0.080169,0.015625,42,0.8051,0.3217,0.3019
9,5000,2994,0,0,3,1.9865,2,124.0,12,2982,4.36,0.9385,3190.2,12,1.0,41,0,12,630,0.00708,0.0773,69.3642,8,6.9,0.0453,0.0154,0,0,0,0,0.104972,0.015625,34,0.8512,0.388,0.333
10,5000,3051,1,5,0,1.9652,1,135.9,10,3036,4.46,0.964,3164.9,15,1.0,38,6,9,618,0.006879,0.0495,80.4598,9,7.2,0.0366,0.0113,1,0,0,0,0.076923,0.015625,32,0.7969,0.4429,0.357
11,5000,3061,1,4,0,1.9616,1,143.1,7,3054,4.5,0.9725,3147.6,7,1.0,28,1,11,563,0.008081,0.0719,46.6667,10,7.4,0.0509,0.0161,0,0,0,0,0.11976,0.015625,28,0.8695,0.5128,0.3858
12,5000,3105,0,0,1,1.9645,2,146.2,0,3105,4.52,0.9885,3141.0,0,1.0,21,0,7,441,0.010851,0.088,0.0,11,8.2,0.0507,0.0159,0,0,0,0,0.088,0.015625,21,0.8224,0.5768,0.4123
13,5000,2994,0,0,3,1.9675,1,160.0,3,2991,4.38,0.9596,3120.0,3,1.0,15,3,9,379,0.012802,0.1188,34.0909,12,7.5,0.0561,0.0184,0,0,0,0,0.118812,0.015625,19,0.8685,0.6841,0.4345
14,5000,3088,2,5,1,1.9479,1,159.8,4,3079,4.41,0.9911,3115.8,9,1.0,15,2,2,334,0.014968,0.1075,101.1236,13,6.7,0.0676,0.0254,1,0,0,0,0.129032,0.015625,16,0.8789,0.7917,0.4455
15,5000,3050,1,3,1,1.9018,1,167.1,2,3045,4.4,0.9815,3107.5,5,1.0,14,4,5,347,0.013367,0.1176,53.3333,14,6.6,0.0706,0.0221,0,1,0,0,0.164706,0.015625,17,0.9051,0.874,0.4548
16,5000,3051,1,5,3,1.8825,2,173.0,3,3044,4.4,0.9839,3100.9,7,1.0,15,4,3,303,0.01736,0.1209,79.5455,15,6.9,0.0691,0.0225,1,0,0,0,0.131868,0.015625,14,0.8815,0.9949,0.4629
17,5000,3125,1,5,3,1.8748,2,167.4,3120,0,4.47,1.0069,3103.6,5,1.0,12,1,4,320,0.016566,0.1443,56.1798,16,8.2,0.0979,0.0305,1,2,0,0,0.216495,0.015625,13,0.9278,1.0877,0.4803
18,5000,3075,0,0,3,1.9242,2,180.1,4,3071,4.48,0.9918,3100.6,4,1.0,13,4,3,275,0.017663,0.1098,51.9481,17,7.6,0.0793,0.0224,0,0,0,0,0.182927,0.015625,12,0.9146,1.1773,0.4915
19,5000,3089,2,5,3,1.8454,1,189.9,9,3076,4.48,0.9966,3099.4,13,1.0,14,2,1,302,0.018091,0.1649,141.3043,18,6.9,0.0766,0.0386,2,1,0,0,0.175258,0.015625,12,0.9108,1.3526,0.4978
20,5000,2991,2,5,3,1.8516,1,184.7,4,2977,4.34,0.9683,3089.1,14,1.0,15,4,3,327,0.014066,0.0789,140.0,19,6.5,0.0702,0.014,1,1,0,0,0.131579,0.015625,15,0.8812,1.4842,0.5005
21,5000,3090,0,0,3,1.8937,2,193.1,3080,0,4.48,1.0003,3089.2,10,1.0,11,5,9,328,0.015648,0.1304,37.625,20,9.1,0.0714,0.0318,0,0,0,0,0.130435,0.015625,16,0.8802,1.6037,0.5042
22,5000,3162,0,0,3,1.9287,1,188.6,3161,0,4.5,1.0216,3096.2,2,1.0,10,2,3,262,0.022167,0.1429,0.0,21,10.7,0.0872,0.0313,0,0,0,0,0.142857,0.015625,11,0.8906,1.7336,0.5136
23,5000,3091,0,0,3,1.9103,1,193.2,1,3090,4.53,0.9985,3095.7,1,1.0,10,1,1,243,0.02296,0.1707,0.0,22,11.7,0.0889,0.0351,0,0,0,0,0.170732,0.015625,10,0.9085,1.9043,0.5256
24,5000,3047,1,4,3,1.9498,1,196.3,4,3043,4.44,0.9857,3091.1,4,1.0,10,1,1,251,0.021529,0.1613,65.5738,23,11.1,0.1022,0.0349,0,1,0,0,0.16129,0.015625,10,0.9031,2.0495,0.5284
25,5000,3099,0,0,3,1.9855,1,188.8,3095,0,4.45,1.0023,3091.8,4,1.0,10,0,0,230,0.024089,0.1525,67.7966,24,12.1,0.0847,0.0351,0,0,0,0,0.152542,0.015625,10,0.8976,2.1173,0.536
26,5000,3124,1,5,3,1.9701,1,207.2,3109,0,4.49,1.0094,3094.9,15,1.0,14,7,3,288,0.017372,0.1325,189.8734,25,9.4,0.0637,0.0281,1,0,0,0,0.13253,0.015625,15,0.8821,2.1655,0.5392
27,4999,3188,0,0,3,1.8901,1,198.6,3186,0,4.51,1.0295,3104.5,10,1.0,12,1,3,285,0.017286,0.1321,91.8367,26,11.4,0.0755,0.027,0,0,0,0,0.132075,0.015625,14,0.8817,2.241,0.5453
28,4999,3058,2,4,1,1.8085,1,202.5,7,3051,4.38,0.9864,3100.1,7,1.0,13,2,1,283,0.017913,0.1224,73.6842,27,11.3,0.0729,0.0238,0,0,0,0,0.122449,0.015625,14,0.8724,2.3124,0.5467
29,4999,3136,1,5,1,1.8182,1,205.8,3131,0,4.52,1.0105,3103.5,5,1.0,13,1,1,299,0.017327,0.1028,48.0769,28,12.1,0.0771,0.0183,1,0,0,0,0.186916,0.015625,13,0.9164,2.4058,0.5499
30,4998,3111,3,5,1,1.9035,2,199.4,3096,0,4.51,1.0022,3104.2,15,1.0,13,4,4,352,0.014924,0.1091,138.6139,29,12.3,0.0737,0.0232,1,0,0,0,0.145455,0.015625,16,0.8926,2.4968,0.5494
31,4995,3145,0,0,1,1.9554,2,208.1,3133,0,4.48,1.0119,3108.1,12,1.0,10,2,5,310,0.018543,0.1429,113.6364,30,14.5,0.0918,0.0328,0,3,0,0,0.163265,0.015625,14,0.9043,2.5784,0.549
32,4991,3125,0,0,3,1.9698,1,203.4,3120,0,4.49,1.0049,3109.7,5,1.0,9,0,1,225,0.02534,0.1867,67.5676,31,17.0,0.1067,0.0376,0,0,0,0,0.186667,0.015625,10,0.9163,2.7191,0.5545
33,4990,3050,0,0,3,1.9562,1,209.5,0,3050,4.47,0.9826,3104.0,0,1.0,7,0,2,186,0.029356,0.2075,0.0,32,22.1,0.1245,0.0438,0,1,0,0,0.207547,0.015625,8,0.9247,2.9266,0.5632
34,4987,3121,0,0,3,1.8708,1,202.1,3121,0,4.45,1.0049,3105.6,0,1.0,6,0,1,170,0.032311,0.3182,0.0,33,24.2,0.1307,0.0699,0,1,0,0,0.318182,0.015625,7,0.9509,3.2448,0.5719
35,4986,2959,1,5,3,1.9363,1,186.3,1,2948,4.31,0.9571,3091.7,11,1.0,9,7,4,202,0.024624,0.1864,188.6792,34,13.0,0.1322,0.0413,1,0,0,0,0.186441,0.015625,11,0.9162,3.3295,0.5662
36,4982,3031,0,0,3,1.969,1,195.0,0,3021,4.42,0.9822,3085.9,10,1.0,9,0,0,172,0.029272,0.1509,200.0,35,14.0,0.1094,0.0258,0,0,0,0,0.150943,0.015625,9,0.8965,3.4805,0.5639
37,4979,3022,0,0,3,1.8732,1,196.7,0,3012,4.43,0.9812,3079.8,10,1.0,8,0,1,172,0.028902,0.1489,238.0952,36,12.4,0.133,0.03,0,1,0,0,0.148936,0.015625,9,0.8951,3.6081,0.5653
38,4979,3074,2,5,1,1.9506,1,195.4,3,3062,4.49,0.9983,3079.3,12,1.0,6,2,4,197,0.028164,0.1803,226.4151,37,11.2,0.1434,0.0359,1,1,0,0,0.360656,0.015625,9,0.9567,3.9688,0.5709
39,4979,3064,1,4,1,1.7179,1,197.1,2,3062,4.46,0.9955,3077.8,2,1.0,7,3,2,184,0.029143,0.1915,0.0,38,10.4,0.1277,0.0438,0,0,0,0,0.212766,0.015625,8,0.9266,4.1816,0.5747
40,4979,3098,3,5,1,1.8449,2,194.1,3088,0,4.46,1.0059,3079.7,10,1.0,10,5,2,251,0.020903,0.1408,117.6471,39,8.0,0.0873,0.0301,1,0,0,0,0.183099,0.015625,10,0.9147,4.3647,0.5702
41,4978,2994,2,5,3,1.8095,2,200.3,8,2978,4.39,0.9747,3071.6,16,1.0,12,4,2,271,0.01823,0.1429,207.7922,22,4.2,0.0853,0.0272,1,0,0,0,0.238095,0.015625,12,0.9344,4.448,0.5647
42,4977,3077,1,3,1,1.81,2,199.1,3064,0,4.51,1.0016,3072.1,13,1.0,14,4,2,259,0.017237,0.1263,142.8571,23,4.4,0.0702,0.028,0,0,0,0,0.189474,0.015625,13,0.9175,4.4901,0.5595
43,4976,3011,0,0,3,1.7962,2,200.1,0,3006,4.43,0.982,3066.3,5,1.0,13,0,1,259,0.019833,0.1111,64.1026,24,5.7,0.0741,0.0241,0,0,0,0,0.185185,0.015625,13,0.9156,4.5518,0.5554
44,4976,3047,2,5,3,1.8232,1,201.8,4,3033,4.41,0.9943,3064.4,14,1.0,15,4,2,306,0.014484,0.1333,152.9412,25,5.8,0.0651,0.0244,1,0,0,0,0.155556,0.015625,13,0.8996,4.5852,0.5521
