window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6163,21,5,0,1.9969,0,33.7,0,0,6.68,1.0,6163.0,638,1.0,393,590,197,2110,0.000929,0.0072,393.3416,0,0.0,0.0052,0.0011,4,0,0,0,0.033094,0.015625,63,0.5279,0.0331,0.2587
2,5000,3748,1,3,0,1.9969,0,37.4,473,3263,5.25,0.8279,4585.0,485,1.0,319,23,97,2197,0.001141,0.0072,380.8025,1,1.0,0.0043,0.0011,0,0,0,0,0.034565,0.015625,64,0.548,0.0677,0.2362
3,5000,3429,0,0,3,1.9969,0,43.8,240,3213,4.88,0.8604,4023.5,216,1.0,265,1,55,1962,0.001454,0.0093,234.5277,2,1.9,0.0065,0.0017,0,0,0,0,0.034259,0.015625,64,0.5439,0.0933,0.2322
4,5000,3186,0,0,0,1.9969,0,64.6,42,3162,4.59,0.867,3695.7,24,1.0,182,4,87,1734,0.001683,0.0123,41.0714,3,2.9,0.0058,0.0023,0,0,0,0,0.03858,0.015625,64,0.595,0.1214,0.2355
5,5000,3063,1,5,0,1.9969,0,76.5,3,3055,4.45,0.879,3484.8,8,1.0,139,1,44,1373,0.00236,0.0168,18.2648,4,3.9,0.0096,0.0028,1,0,0,0,0.050314,0.015625,58,0.6895,0.1612,0.2525
6,5000,3161,4,5,0,1.9968,0,94.2,8,3131,4.52,0.9318,3392.3,30,1.0,113,11,37,1258,0.002903,0.0342,73.6041,5,4.5,0.0189,0.0044,2,0,0,0,0.03653,0.015625,55,0.5723,0.1978,0.2594
7,5000,3171,3,5,0,1.9929,2,107.5,12,3139,4.55,0.9503,3337.0,32,1.0,82,3,34,1065,0.003617,0.0434,95.8084,6,5.1,0.0265,0.0071,2,0,0,0,0.067751,0.015625,50,0.7694,0.2357,0.2773
8,5000,3160,1,5,0,1.9941,2,120.5,1,3144,4.51,0.9583,3297.6,16,1.0,66,2,18,895,0.004546,0.0414,55.3506,7,6.0,0.0272,0.0077,1,0,0,0,0.062069,0.015625,44,0.7483,0.2978,0.3066
9,5000,3085,1,5,0,1.9892,2,128.2,0,3076,4.52,0.9477,3255.1,9,1.0,52,1,15,779,0.005401,0.0492,40.1786,8,6.8,0.0311,0.0099,1,1,0,0,0.07377,0.015625,37,0.7882,0.351,0.3372
10,5000,3043,0,0,1,1.9863,2,137.3,0,3038,4.43,0.946,3216.5,5,1.0,41,0,11,619,0.00701,0.0621,29.4118,9,7.6,0.035,0.0129,0,0,0,0,0.079096,0.015625,31,0.8025,0.4132,0.3665
11,5000,3076,0,0,3,1.9923,1,141.2,0,3071,4.39,0.9633,3193.1,5,1.0,32,0,9,546,0.008432,0.0814,31.0559,10,8.3,0.039,0.0147,0,0,0,0,0.098837,0.015625,27,0.8419,0.4655,0.3943
12,5000,3109,1,5,3,1.9954,1,144.1,3,3097,4.5,0.9776,3180.2,12,1.0,24,4,12,518,0.008665,0.0743,81.4815,11,8.3,0.0458,0.014,1,2,0,0,0.094595,0.015625,27,0.8348,0.5472,0.4132
13,5000,2943,1,4,3,1.9658,1,158.5,0,2943,4.31,0.9354,3146.3,0,1.0,23,1,2,435,0.010823,0.0727,0.0,12,8.9,0.0455,0.0122,0,1,0,0,0.1,0.015625,20,0.8438,0.6472,0.4317
14,5000,3018,0,0,3,1.8689,2,165.3,0,3018,4.43,0.9645,3129.2,0,1.0,18,0,5,394,0.011705,0.0841,0.0,13,10.1,0.0534,0.0182,0,1,0,0,0.11215,0.015625,18,0.8607,0.7594,0.4505
15,5000,2981,0,0,3,1.9252,1,166.6,4,2977,4.36,0.9583,3110.7,4,1.0,18,4,4,370,0.012437,0.0865,0.0,14,11.1,0.0563,0.0185,0,0,0,0,0.115385,0.015625,17,0.8646,0.8555,0.4689
16,5000,3039,0,0,3,1.8567,1,169.0,0,3039,4.44,0.9796,3102.2,0,1.0,13,0,5,325,0.016507,0.1279,0.0,15,11.4,0.064,0.0258,0,1,0,0,0.139535,0.015625,14,0.888,0.9137,0.4875
17,5000,3083,0,0,3,1.922,1,175.7,0,3083,4.38,0.9945,3100.1,0,1.0,12,0,1,269,0.01953,0.1222,0.0,16,12.6,0.0844,0.0198,0,1,0,0,0.122222,0.015625,12,0.8722,1.0332,0.5066
18,5000,3167,0,0,3,1.9363,1,175.5,3165,0,4.57,1.0196,3107.2,3,1.0,13,3,2,267,0.018379,0.1389,14.4928,17,12.5,0.0944,0.0324,0,0,0,0,0.138889,0.015625,14,0.8875,1.1131,0.5206
