seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
16,1,0,0,919,0,0,851,700,18.9958,1.5842,0.9341,A,0.9265,B,0.8996,A,0.9296,B,0,0,0,0,1,0,0.1869,1.0,1
16,2,0,0,265,0,0,257,679,18.3528,1.5846,0.9408,A,0.9216,B,0.9268,A,0.9165,B,3,1,0,0,2,0,0.3573,1.0,1
16,3,0,0,58,0,0,53,680,18.6427,1.5791,0.958,A,0.9403,B,0.9403,A,0.9682,B,0,1,0,0,0,0,0,0,0
16,4,0,0,29,0,0,16,650,17.4562,1.537,0.8813,A,0.9975,B,0.9829,A,0.9457,B,1,1,0,0,0,0,0,0,0
16,5,0,0,19,0,0,21,678,19.2265,1.5823,0.9341,A,0.9367,B,0.9852,A,0.4395,B,4,0,0,0,1,0,0.1632,1.0,1
16,6,0,0,17,0,0,23,689,20.0431,1.4911,0.684,A,0.7219,B,0.8454,A,0.0,B,4,0,0,0,3,0,0.9451,1.0,1
16,7,0,0,14,0,0,13,711,19.9392,1.5825,0.0,A,0.9852,B,0.8631,A,0.8813,B,4,0,0,0,3,0,0.8433,1.0,1
16,8,0,0,11,1,2,12,650,18.0143,1.5656,0.9852,A,0.994,B,0.7642,A,0.9799,B,4,0,0,0,3,0,0.7761,1.0,1
16,9,0,0,9,0,0,15,609,17.2264,1.5546,0.9852,A,0.9457,B,0.8631,A,0.8454,B,3,1,0,0,2,0,0.8613,1.0,1
16,10,0,0,8,0,0,19,696,19.5911,1.491,0.9544,A,0.684,B,0.9852,A,0.65,B,4,0,0,0,2,0,0.9162,1.0,1
16,11,0,0,8,0,0,16,700,19.6405,1.5222,0.994,A,0.5436,B,0.9183,A,0.8113,B,1,1,0,0,1,0,0.3668,1.0,1
16,12,0,0,12,0,0,20,691,20.0189,1.5546,0.9911,A,0.7793,B,0.7219,A,0.9544,B,4,0,0,0,6,0,1.689,1.0,1
16,13,0,0,18,0,0,9,656,17.6748,1.4354,0.0,A,0.65,B,0.3912,A,1.0,B,3,1,0,0,0,0,0,0,0
16,14,0,0,13,0,0,10,709,19.005,1.5591,0.8113,A,0.994,B,0.9183,A,0.971,B,3,1,0,0,0,0,0,0,0
16,15,0,0,5,0,0,6,624,16.6928,1.519,0.971,A,0.9183,B,0.971,A,0.971,B,4,0,0,0,0,0,0,0,0
16,16,0,0,6,0,0,12,666,17.5989,1.5052,0.8113,neutral,0.8113,B,1.0,A,1.0,B,4,0,0,0,0,0,0,0,0
16,17,0,0,9,0,0,13,685,18.3368,1.5296,0.8631,A,0.9457,B,0.971,A,1.0,B,1,1,0,0,0,0,0,0,0
16,18,0,0,10,0,0,9,741,20.8301,1.5832,0.469,A,0.9799,B,1.0,A,0.971,B,4,0,0,0,1,0,0.1835,1.0,1
16,19,0,0,14,0,0,12,703,20.6828,1.581,0.4395,A,0.7642,B,0.9183,A,0.9799,B,3,1,0,0,2,0,0.8554,1.0,1
16,20,0,0,14,1,3,14,655,17.7728,1.5842,0.7219,A,0.971,B,0.971,A,0.9612,B,4,0,0,0,0,0,0,0,0
16,21,1,2,6,0,0,9,688,20.3501,1.5014,0.971,A,0.8113,B,0.9544,A,0.9544,B,4,0,0,0,5,0,1.6479,1.0,1
16,22,0,0,10,0,0,8,661,17.7879,1.5566,0.8113,A,0.9183,B,1.0,A,0.9911,B,3,1,0,0,0,0,0,0,0
16,23,0,0,13,0,0,8,661,19.7659,1.5524,0.8113,A,1.0,B,0.0,A,0.9544,B,3,1,0,0,2,0,1.0473,1.0,1
16,24,0,0,12,0,0,7,697,19.7234,1.5448,0.9799,A,0.9852,B,0.65,A,1.0,B,4,0,0,0,2,0,0.8645,1.0,1
16,25,0,0,12,0,0,11,695,19.4464,1.581,0.9457,A,0.9457,B,0.65,A,0.7219,B,4,0,0,0,2,0,0.5742,1.0,1
