seed,window,rate,pct_none,pct_small,pct_large,H2,H3,dH,J2,J3
55,11,0.0005,94.7,5.3,0.0,0.5907,0.5907,0.0,-0.165,-0.165
55,12,0.0005,86.7,13.3,0.0,1.1033,1.1033,0.0,0.2819,0.2819
55,13,0.0005,88.9,11.1,0.0,0.8031,0.8031,0.0,-0.0747,-0.0747
55,14,0.0005,78.6,21.4,0.0,1.4838,1.4838,0.0,0.5685,0.5685
55,15,0.0005,93.5,6.5,0.0,0.7483,0.7483,0.0,-0.1759,-0.1759
55,16,0.0005,92.3,7.7,0.0,0.7732,0.7732,0.0,-0.0737,-0.0737
55,17,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2144,-0.2144
55,18,0.0005,84.6,15.4,0.0,0.9913,0.9913,0.0,0.3466,0.3466
55,19,0.0005,94.1,5.9,0.0,0.6402,0.6402,0.0,-0.0281,-0.0281
55,20,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2521,-0.2521
55,21,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
55,22,0.0005,44.4,55.6,0.0,1.5305,1.5305,0.0,1.5305,1.5305
55,23,0.0005,71.4,28.6,0.0,1.6106,1.6106,0.0,1.0905,1.0905
55,24,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0069,0.0069
55,25,0.0005,83.3,16.7,16.7,1.2516,1.2516,0.0,0.6885,0.6885
123,1,0.0005,91.5,8.5,0.0,0.7356,0.7356,0.0,-0.2644,-0.2644
123,2,0.0005,85.1,14.9,1.4,1.1439,1.1439,0.0,0.5074,0.5074
123,3,0.0005,87.5,12.5,0.0,0.9406,0.9406,0.0,0.3183,0.3183
123,4,0.0005,73.7,26.3,0.0,1.7798,1.7798,0.0,0.9631,0.9631
123,5,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0766,0.0766
123,6,0.0005,82.6,17.4,0.0,1.2799,1.2799,0.0,0.7277,0.7277
123,7,0.0005,93.8,6.2,0.0,0.6686,0.6686,0.0,-0.1052,-0.1052
123,8,0.0005,86.7,13.3,0.0,1.1033,1.1033,0.0,0.4378,0.4378
123,9,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.115,-0.115
123,10,0.0005,66.7,33.3,0.0,1.7465,1.7465,0.0,1.1671,1.1671
123,11,0.0005,76.9,23.1,0.0,1.1401,1.1401,0.0,0.5921,0.5921
123,12,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0827,-0.0827
123,13,0.0005,89.5,10.5,0.0,0.953,0.953,0.0,0.291,0.291
123,14,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.162,-0.162
123,15,0.0005,90.9,9.1,9.1,0.8659,0.8659,0.0,0.1781,0.1781
123,16,0.0005,92.9,7.1,0.0,0.3712,0.3712,0.0,-0.2004,-0.2004
123,17,0.0005,90.9,9.1,0.0,0.8659,0.8659,0.0,0.2253,0.2253
123,18,0.0005,96.0,4.0,0.0,0.4822,0.4822,0.0,-0.244,-0.244
123,19,0.0005,95.0,5.0,0.0,0.2864,0.2864,0.0,-0.3627,-0.3627
123,20,0.0005,93.8,6.2,0.0,0.6686,0.6686,0.0,-0.1501,-0.1501
123,21,0.0005,54.5,45.5,18.2,1.8231,1.8231,0.0,1.2896,1.2896
123,22,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.2962,0.2962
123,23,0.0005,76.2,23.8,0.0,1.6412,1.6412,0.0,0.9871,0.9871
123,24,0.0005,94.4,5.6,0.0,0.6144,0.6144,0.0,-0.0461,-0.0461
123,25,0.0005,88.9,11.1,0.0,0.5033,0.5033,0.0,-0.1032,-0.1032
314,1,0.0005,85.4,14.6,0.0,1.1804,1.1804,0.0,0.0194,0.0194
314,2,0.0005,91.4,8.6,4.3,0.7304,0.7304,0.0,-0.0561,-0.0561
314,3,0.0005,88.9,11.1,0.0,0.8031,0.8031,0.0,-0.1606,-0.1606
314,4,0.0005,94.4,5.6,0.0,0.3095,0.3095,0.0,-0.2904,-0.2904
314,5,0.0005,86.4,13.6,4.5,1.2433,1.2433,0.0,0.4051,0.4051
314,6,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1102,-0.1102
314,7,0.0005,81.2,18.8,0.0,1.1995,1.1995,0.0,0.6205,0.6205
314,8,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.079,-0.079
314,9,0.0005,94.1,5.9,0.0,0.6402,0.6402,0.0,-0.1119,-0.1119
314,10,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2521,-0.2521
314,11,0.0005,62.5,37.5,12.5,1.8149,1.8149,0.0,1.2711,1.2711
314,12,0.0005,88.2,11.8,0.0,0.5226,0.5226,0.0,0.2148,0.2148
314,13,0.0005,85.0,15.0,0.0,1.319,1.319,0.0,0.4868,0.4868
314,14,0.0005,71.4,28.6,0.0,1.6645,1.6645,0.0,0.6594,0.6594
314,15,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0069,0.0069
314,16,0.0005,70.6,29.4,0.0,1.5657,1.5657,0.0,1.1864,1.1864
314,17,0.0005,77.8,22.2,0.0,1.3472,1.3472,0.0,0.5221,0.5221
314,18,0.0005,92.9,7.1,0.0,0.7345,0.7345,0.0,0.1539,0.1539
314,19,0.0005,92.3,7.7,0.0,0.7732,0.7732,0.0,0.0457,0.0457
314,20,0.0005,73.7,26.3,21.1,1.6574,1.6574,0.0,0.893,0.893
314,21,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0392,0.0392
314,22,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
314,23,0.0005,78.6,21.4,0.0,1.2871,1.2871,0.0,0.7419,0.7419
314,24,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0452,-0.0452
314,25,0.0005,83.3,16.7,0.0,1.2516,1.2516,0.0,0.6885,0.6885
456,1,0.0005,93.1,6.9,3.0,0.6834,0.6834,0.0,-0.4776,-0.4776
456,2,0.0005,96.1,3.9,0.0,0.4501,0.4501,0.0,-0.6212,-0.6212
456,3,0.0005,87.0,13.0,0.0,1.2087,1.2087,0.0,0.2904,0.2904
456,4,0.0005,84.6,15.4,0.0,1.352,1.352,0.0,0.2608,0.2608
456,5,0.0005,84.6,15.4,0.0,1.1451,1.1451,0.0,0.0884,0.0884
456,6,0.0005,80.0,20.0,0.0,1.3568,1.3568,0.0,0.2625,0.2625
456,7,0.0005,87.5,12.5,0.0,1.0613,1.0613,0.0,0.2907,0.2907
456,8,0.0005,81.2,18.8,6.2,1.1995,1.1995,0.0,0.596,0.596
456,9,0.0005,91.7,8.3,0.0,0.8167,0.8167,0.0,-0.032,-0.032
456,10,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.202,-0.202
456,11,0.0005,74.1,25.9,0.0,1.682,1.682,0.0,1.0393,1.0393
456,12,0.0005,90.9,9.1,0.0,0.6999,0.6999,0.0,0.0428,0.0428
456,13,0.0005,83.3,16.7,0.0,1.0975,1.0975,0.0,0.1111,0.1111
456,14,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1519,-0.1519
456,15,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
456,16,0.0005,87.5,12.5,0.0,1.0613,1.0613,0.0,0.4327,0.4327
456,17,0.0005,83.3,16.7,16.7,1.0409,1.0409,0.0,0.1129,0.1129
456,18,0.0005,87.0,13.0,8.7,1.0889,1.0889,0.0,0.1624,0.1624
456,19,0.0005,72.7,27.3,6.1,1.6327,1.6327,0.0,0.7092,0.7092
456,20,0.0005,81.2,18.8,12.5,0.6962,0.6962,0.0,0.3437,0.3437
456,21,0.0005,66.7,33.3,0.0,1.8892,1.8892,0.0,1.2651,1.2651
456,22,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.1291,0.1291
456,23,0.0005,86.7,13.3,0.0,0.9056,0.9056,0.0,0.2343,0.2343
456,24,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1713,-0.1713
456,25,0.0005,95.7,4.3,0.0,0.5132,0.5132,0.0,-0.2749,-0.2749
789,1,0.0005,94.1,5.9,0.0,0.7025,0.7025,0.0,-0.4585,-0.4585
789,2,0.0005,95.2,4.8,0.0,0.5346,0.5346,0.0,-0.5615,-0.5615
789,3,0.0005,94.1,5.9,2.9,0.3816,0.3816,0.0,-0.4736,-0.4736
789,4,0.0005,93.3,6.7,0.0,0.3534,0.3534,0.0,-0.2974,-0.2974
789,5,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.3152,-0.3152
789,6,0.0005,94.4,5.6,0.0,0.3095,0.3095,0.0,-0.3146,-0.3146
789,7,0.0005,80.0,20.0,0.0,0.7219,0.7219,0.0,0.118,0.118
789,8,0.0005,88.9,11.1,0.0,0.9864,0.9864,0.0,0.446,0.446
789,9,0.0005,91.7,8.3,0.0,0.9,0.9,0.0,-0.0745,-0.0745
789,10,0.0005,85.7,14.3,0.0,1.1542,1.1542,0.0,0.0899,0.0899
789,11,0.0005,77.8,22.2,11.1,1.4466,1.4466,0.0,0.3978,0.3978
789,12,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0631,-0.0631
789,13,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
789,14,0.0005,94.1,5.9,0.0,0.6402,0.6402,0.0,-0.1119,-0.1119
789,15,0.0005,78.6,21.4,0.0,1.6106,1.6106,0.0,0.7764,0.7764
789,16,0.0005,70.6,29.4,0.0,1.659,1.659,0.0,0.6008,0.6008
789,17,0.0005,91.7,8.3,0.0,0.8167,0.8167,0.0,0.1227,0.1227
789,18,0.0005,85.7,14.3,0.0,1.1488,1.1488,0.0,0.4983,0.4983
789,19,0.0005,84.6,15.4,0.0,1.352,1.352,0.0,0.4054,0.4054
789,20,0.0005,91.7,8.3,0.0,0.8167,0.8167,0.0,0.0424,0.0424
789,21,0.0005,82.4,17.6,0.0,1.1596,1.1596,0.0,0.2947,0.2947
789,22,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0933,-0.0933
789,23,0.0005,88.2,11.8,0.0,1.1401,1.1401,0.0,0.3383,0.3383
789,24,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1408,-0.1408
789,25,0.0005,83.3,16.7,0.0,1.2516,1.2516,0.0,0.6885,0.6885
999,1,0.0005,97.2,2.8,0.0,0.3704,0.3704,0.0,-0.6296,-0.6296
999,2,0.0005,80.9,19.1,0.0,1.441,1.441,0.0,0.6081,0.6081
999,3,0.0005,85.0,15.0,0.0,0.8842,0.8842,0.0,0.131,0.131
999,4,0.0005,87.5,12.5,0.0,1.0613,1.0613,0.0,0.4487,0.4487
999,5,0.0005,88.9,11.1,0.0,0.9864,0.9864,0.0,0.0142,0.0142
999,6,0.0005,92.3,7.7,0.0,0.7732,0.7732,0.0,-0.1523,-0.1523
999,7,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2144,-0.2144
999,8,0.0005,80.0,20.0,0.0,1.1568,1.1568,0.0,0.5681,0.5681
999,9,0.0005,70.6,29.4,0.0,1.659,1.659,0.0,0.9021,0.9021
999,10,0.0005,90.9,9.1,9.1,0.8659,0.8659,0.0,0.2567,0.2567
999,11,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1878,-0.1878
999,12,0.0005,50.0,50.0,0.0,1.0,1.0,0.0,1.2075,1.2075
999,13,0.0005,84.6,15.4,0.0,1.1982,1.1982,0.0,1.06,1.06
999,14,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0827,-0.0827
999,15,0.0005,60.0,40.0,0.0,1.361,1.361,0.0,0.9189,0.9189
999,16,0.0005,66.7,33.3,0.0,1.585,1.585,0.0,0.8342,0.8342
999,17,0.0005,85.7,14.3,0.0,1.2917,1.2917,0.0,0.5566,0.5566
999,18,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0999,-0.0999
999,19,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
999,20,0.0005,80.0,20.0,0.0,1.371,1.371,0.0,0.8573,0.8573
999,21,0.0005,85.7,14.3,0.0,1.1488,1.1488,0.0,0.5713,0.5713
999,22,0.0005,87.5,12.5,0.0,1.0613,1.0613,0.0,0.4283,0.4283
999,23,0.0005,57.1,42.9,0.0,1.8424,1.8424,0.0,1.038,1.038
999,24,0.0005,90.9,9.1,0.0,0.4395,0.4395,0.0,0.1782,0.1782
999,25,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2832,-0.2832
1337,1,0.0005,94.5,5.5,1.8,0.5632,0.5632,0.0,-0.5978,-0.5978
1337,2,0.0005,73.1,26.9,17.9,1.4499,1.4499,0.0,0.8314,0.8314
1337,3,0.0005,95.2,4.8,0.0,0.549,0.549,0.0,0.025,0.025
1337,4,0.0005,90.0,10.0,0.0,0.9219,0.9219,0.0,0.21,0.21
1337,5,0.0005,83.3,16.7,0.0,1.1221,1.1221,0.0,0.4895,0.4895
1337,6,0.0005,90.5,9.5,0.0,0.8929,0.8929,0.0,0.2579,0.2579
1337,7,0.0005,92.3,7.7,0.0,0.3912,0.3912,0.0,-0.032,-0.032
1337,8,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.3011,-0.3011
1337,9,0.0005,88.2,11.8,0.0,1.1401,1.1401,0.0,0.3383,0.3383
1337,10,0.0005,94.4,5.6,0.0,0.6144,0.6144,0.0,-0.1831,-0.1831
1337,11,0.0005,75.0,25.0,0.0,1.5,1.5,0.0,0.8693,0.8693
1337,12,0.0005,72.0,28.0,20.0,1.7583,1.7583,0.0,0.8028,0.8028
1337,13,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0721,0.0721
1337,14,0.0005,83.3,16.7,11.1,1.2516,1.2516,0.0,0.6885,0.6885
1337,15,0.0005,78.9,21.1,0.0,1.5738,1.5738,0.0,0.7376,0.7376
1337,16,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0015,0.0015
1337,17,0.0005,80.0,20.0,0.0,1.2419,1.2419,0.0,0.6788,0.6788
1337,18,0.0005,94.1,5.9,0.0,0.6402,0.6402,0.0,-0.1342,-0.1342
1337,19,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2521,-0.2521
1337,20,0.0005,80.0,20.0,0.0,1.2419,1.2419,0.0,0.6788,0.6788
1337,21,0.0005,86.7,13.3,0.0,1.1033,1.1033,0.0,0.5129,0.5129
1337,22,0.0005,69.2,30.8,0.0,1.7759,1.7759,0.0,0.8977,0.8977
1337,23,0.0005,85.7,14.3,14.3,1.1488,1.1488,0.0,0.536,0.536
1337,24,0.0005,91.7,8.3,0.0,0.8167,0.8167,0.0,-0.0619,-0.0619
1337,25,0.0005,71.4,28.6,28.6,1.7885,1.7885,0.0,1.0719,1.0719
2024,1,0.0005,91.4,8.6,0.0,0.8306,0.8306,0.0,-0.3304,-0.3304
2024,2,0.0005,93.9,6.1,0.0,0.608,0.608,0.0,-0.2391,-0.2391
2024,3,0.0005,93.8,6.2,0.0,0.6686,0.6686,0.0,-0.3056,-0.3056
2024,4,0.0005,93.3,6.7,0.0,0.6998,0.6998,0.0,-0.2896,-0.2896
2024,5,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2352,-0.2352
2024,6,0.0005,77.8,22.2,0.0,1.4466,1.4466,0.0,0.7225,0.7225
2024,7,0.0005,90.0,10.0,0.0,0.469,0.469,0.0,0.0285,0.0285
2024,8,0.0005,85.0,15.0,15.0,1.0219,1.0219,0.0,0.0892,0.0892
2024,9,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1713,-0.1713
2024,10,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
2024,11,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
2024,12,0.0005,88.9,11.1,0.0,0.8031,0.8031,0.0,0.1011,0.1011
2024,13,0.0005,85.7,14.3,0.0,1.1488,1.1488,0.0,0.5291,0.5291
2024,14,0.0005,80.0,20.0,0.0,0.7219,0.7219,0.0,0.2062,0.2062
2024,15,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1713,-0.1713
2024,16,0.0005,92.3,7.7,0.0,0.7732,0.7732,0.0,0.0588,0.0588
2024,17,0.0005,84.6,15.4,0.0,0.9913,0.9913,0.0,0.095,0.095
2024,18,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1447,-0.1447
2024,19,0.0005,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
2024,20,0.0005,87.5,12.5,12.5,0.8684,0.8684,0.0,0.1858,0.1858
2024,21,0.0005,84.6,15.4,0.0,1.352,1.352,0.0,0.4369,0.4369
2024,22,0.0005,80.0,20.0,0.0,1.1568,1.1568,0.0,0.4079,0.4079
2024,23,0.0005,77.3,22.7,4.5,1.3411,1.3411,0.0,0.3327,0.3327
2024,24,0.0005,92.3,7.7,0.0,0.7732,0.7732,0.0,-0.0139,-0.0139
2024,25,0.0005,62.5,37.5,25.0,1.5613,1.5613,0.0,0.9848,0.9848
7,1,0.001,99.1,0.9,0.0,0.1493,0.1493,0.0,-0.8507,-0.8507
7,2,0.001,91.1,8.9,0.0,0.712,0.712,0.0,-0.2563,-0.2563
7,3,0.001,96.6,3.4,0.0,0.431,0.431,0.0,-0.3629,-0.3629
7,4,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.3119,-0.3119
7,5,0.001,94.4,5.6,5.6,0.6144,0.6144,0.0,-0.1449,-0.1449
7,6,0.001,89.7,10.3,0.0,1.0374,1.0374,0.0,0.0346,0.0346
7,7,0.001,88.9,11.1,0.0,0.9864,0.9864,0.0,0.1313,0.1313
7,8,0.001,80.0,20.0,0.0,1.2366,1.2366,0.0,0.272,0.272
7,9,0.001,72.7,27.3,0.0,1.7899,1.7899,0.0,0.9374,0.9374
7,10,0.001,90.9,9.1,0.0,0.9568,0.9568,0.0,0.1267,0.1267
7,11,0.001,90.5,9.5,4.8,0.7229,0.7229,0.0,-0.0913,-0.0913
7,12,0.001,83.3,16.7,0.0,0.65,0.65,0.0,0.2511,0.2511
7,13,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.202,-0.202
7,14,0.001,66.7,33.3,22.2,1.8366,1.8366,0.0,1.273,1.273
7,15,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0974,0.0974
7,16,0.001,87.5,12.5,0.0,1.0554,1.0554,0.0,0.2304,0.2304
7,17,0.001,88.9,11.1,11.1,0.5033,0.5033,0.0,-0.0324,-0.0324
7,18,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2593,-0.2593
7,19,0.001,53.8,46.2,0.0,1.7605,1.7605,0.0,1.2397,1.2397
7,20,0.001,77.8,22.2,22.2,1.4355,1.4355,0.0,0.7003,0.7003
7,21,0.001,83.3,16.7,16.7,0.65,0.65,0.0,0.4282,0.4282
7,22,0.001,87.5,12.5,12.5,0.5436,0.5436,0.0,0.1335,0.1335
7,23,0.001,81.2,18.8,0.0,1.3294,1.3294,0.0,0.8443,0.8443
7,24,0.001,66.7,33.3,16.7,1.4591,1.4591,0.0,0.6019,0.6019
7,25,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0579,0.0579
42,1,0.001,97.4,2.6,0.0,0.2962,0.2962,0.0,-0.7038,-0.7038
42,2,0.001,91.2,8.8,0.0,0.8776,0.8776,0.0,-0.0636,-0.0636
42,3,0.001,92.6,7.4,7.4,0.7533,0.7533,0.0,-0.1331,-0.1331
42,4,0.001,81.8,18.2,0.0,1.4911,1.4911,0.0,0.6026,0.6026
42,5,0.001,94.4,5.6,0.0,0.6144,0.6144,0.0,-0.0869,-0.0869
42,6,0.001,85.7,14.3,0.0,1.28,1.28,0.0,0.3818,0.3818
42,7,0.001,80.0,20.0,0.0,1.4256,1.4256,0.0,0.3291,0.3291
42,8,0.001,83.3,16.7,0.0,1.2516,1.2516,0.0,0.5414,0.5414
42,9,0.001,82.6,17.4,0.0,1.421,1.421,0.0,0.4131,0.4131
42,10,0.001,96.0,4.0,0.0,0.4822,0.4822,0.0,-0.2193,-0.2193
42,11,0.001,65.5,34.5,0.0,1.8553,1.8553,0.0,1.2041,1.2041
42,12,0.001,65.2,34.8,0.0,1.8644,1.8644,0.0,0.9596,0.9596
42,13,0.001,87.5,12.5,0.0,1.1761,1.1761,0.0,0.4025,0.4025
42,14,0.001,80.0,20.0,6.7,1.4256,1.4256,0.0,0.4086,0.4086
42,15,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0631,-0.0631
42,16,0.001,52.2,47.8,0.0,1.9726,1.9726,0.0,1.5439,1.5439
42,17,0.001,88.2,11.8,0.0,0.952,0.952,0.0,0.2884,0.2884
42,18,0.001,95.2,4.8,0.0,0.549,0.549,0.0,-0.2731,-0.2731
42,19,0.001,95.0,5.0,0.0,0.569,0.569,0.0,-0.21,-0.21
42,20,0.001,87.5,12.5,12.5,0.5436,0.5436,0.0,-0.0563,-0.0563
42,21,0.001,94.1,5.9,0.0,0.6402,0.6402,0.0,-0.0115,-0.0115
42,22,0.001,83.3,16.7,0.0,1.4183,1.4183,0.0,0.5283,0.5283
42,23,0.001,90.0,10.0,10.0,0.9219,0.9219,0.0,0.1514,0.1514
42,24,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1713,-0.1713
42,25,0.001,77.8,22.2,0.0,1.6577,1.6577,0.0,1.015,1.015
55,1,0.001,94.9,5.1,0.0,0.5132,0.5132,0.0,-0.6478,-0.6478
55,2,0.001,94.9,5.1,1.3,0.6212,0.6212,0.0,-0.4638,-0.4638
55,3,0.001,86.7,13.3,0.0,1.2366,1.2366,0.0,0.2673,0.2673
55,4,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.115,-0.115
55,5,0.001,84.6,15.4,0.0,0.9913,0.9913,0.0,0.3466,0.3466
55,6,0.001,90.9,9.1,9.1,0.4395,0.4395,0.0,-0.1326,-0.1326
55,7,0.001,90.0,10.0,10.0,0.9219,0.9219,0.0,0.3066,0.3066
55,8,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1713,-0.1713
55,9,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
55,10,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
55,11,0.001,89.3,10.7,0.0,0.9487,0.9487,0.0,0.0969,0.0969
55,12,0.001,92.3,7.7,0.0,0.3912,0.3912,0.0,-0.1651,-0.1651
55,13,0.001,80.0,20.0,0.0,1.4256,1.4256,0.0,0.6501,0.6501
55,14,0.001,80.0,20.0,0.0,1.1568,1.1568,0.0,0.3573,0.3573
55,15,0.001,87.5,12.5,0.0,0.8684,0.8684,0.0,0.2791,0.2791
55,16,0.001,87.5,12.5,0.0,1.0613,1.0613,0.0,0.1538,0.1538
55,17,0.001,66.7,33.3,0.0,1.8736,1.8736,0.0,1.0609,1.0609
55,18,0.001,95.0,5.0,0.0,0.569,0.569,0.0,0.0303,0.0303
55,19,0.001,85.7,14.3,0.0,0.9464,0.9464,0.0,0.0913,0.0913
55,20,0.001,85.0,15.0,0.0,1.1918,1.1918,0.0,0.2932,0.2932
55,21,0.001,70.0,30.0,0.0,1.1568,1.1568,0.0,0.4195,0.4195
55,22,0.001,94.7,5.3,0.0,0.5907,0.5907,0.0,-0.0347,-0.0347
55,23,0.001,87.5,12.5,0.0,1.0613,1.0613,0.0,0.3844,0.3844
55,24,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1286,-0.1286
55,25,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
123,1,0.001,91.5,8.5,0.0,0.7356,0.7356,0.0,-0.2644,-0.2644
123,2,0.001,85.1,14.9,1.4,1.1439,1.1439,0.0,0.5074,0.5074
123,3,0.001,87.5,12.5,0.0,0.9406,0.9406,0.0,0.3183,0.3183
123,4,0.001,73.7,26.3,0.0,1.7798,1.7798,0.0,0.9631,0.9631
123,5,0.001,93.8,6.2,0.0,0.6686,0.6686,0.0,0.0682,0.0682
123,6,0.001,76.9,23.1,0.0,1.3347,1.3347,0.0,0.5951,0.5951
123,7,0.001,88.2,11.8,0.0,1.0224,1.0224,0.0,0.4488,0.4488
123,8,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.1408,-0.1408
123,9,0.001,86.7,13.3,0.0,1.1033,1.1033,0.0,0.4883,0.4883
123,10,0.001,84.6,15.4,0.0,0.9913,0.9913,0.0,0.3779,0.3779
123,11,0.001,88.9,11.1,0.0,0.5033,0.5033,0.0,0.128,0.128
123,12,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2593,-0.2593
123,13,0.001,94.1,5.9,0.0,0.3228,0.3228,0.0,-0.2963,-0.2963
123,14,0.001,80.0,20.0,13.3,1.2419,1.2419,0.0,0.5781,0.5781
123,15,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0631,-0.0631
123,16,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
123,17,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
123,18,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
123,19,0.001,80.0,20.0,0.0,1.1568,1.1568,0.0,0.5681,0.5681
123,20,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0887,-0.0887
123,21,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
123,22,0.001,90.0,10.0,0.0,0.8476,0.8476,0.0,-0.0316,-0.0316
123,23,0.001,80.0,20.0,0.0,1.1568,1.1568,0.0,0.4235,0.4235
123,24,0.001,77.8,22.2,22.2,1.5694,1.5694,0.0,0.6788,0.6788
123,25,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0218,-0.0218
314,1,0.001,85.4,14.6,0.0,1.1804,1.1804,0.0,0.0194,0.0194
314,2,0.001,97.4,2.6,0.0,0.3431,0.3431,0.0,-0.3928,-0.3928
314,3,0.001,87.5,12.5,0.0,0.9698,0.9698,0.0,0.0089,0.0089
314,4,0.001,94.7,5.3,0.0,0.5907,0.5907,0.0,-0.2624,-0.2624
314,5,0.001,80.0,20.0,0.0,1.371,1.371,0.0,0.6663,0.6663
314,6,0.001,80.0,20.0,0.0,1.371,1.371,0.0,0.8182,0.8182
314,7,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0137,-0.0137
314,8,0.001,80.0,20.0,20.0,1.371,1.371,0.0,0.8573,0.8573
314,9,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.0137,-0.0137
314,10,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
314,11,0.001,91.7,8.3,0.0,0.8167,0.8167,0.0,0.1147,0.1147
314,12,0.001,92.9,7.1,0.0,0.3712,0.3712,0.0,-0.2119,-0.2119
314,13,0.001,77.8,22.2,0.0,1.4355,1.4355,0.0,0.976,0.976
314,14,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,0.0183,0.0183
314,15,0.001,95.0,5.0,0.0,0.569,0.569,0.0,-0.2032,-0.2032
314,16,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.2722,-0.2722
314,17,0.001,100.0,0.0,0.0,-0.0,-0.0,0.0,-0.5,-0.5
314,18,0.001,76.5,23.5,0.0,0.7871,0.7871,0.0,0.3538,0.3538
314,19,0.001,90.0,10.0,0.0,0.7476,0.7476,0.0,-0.0359,-0.0359
