seed,cycle_id,cycle_type,step_start,step_end,node_id
55,0,C→Dust→A→C,261,2141,2
55,1,C→Dust→A→C,2141,3791,2
55,2,C→Dust→B→C,109,2638,130
55,3,C→Dust→A→C,286,1992,19
55,4,C→Dust→B→C,143,5060,161
55,5,C→Dust→B→C,1754,2827,51
55,6,C→Dust→A→C,2827,3209,51
55,7,C→Dust→B→C,3209,3992,51
55,8,C→Dust→A→C,3992,4242,51
55,9,C→Dust→A→C,227,1301,60
55,10,C→Dust→A→C,1301,2723,60
55,11,C→Dust→A→C,2723,3858,60
55,12,C→Dust→B→C,4140,4993,60
55,13,C→Dust→A→C,297,3470,77
55,14,C→Dust→A→C,3470,4337,77
55,15,C→Dust→A→C,3915,5061,79
55,16,C→Dust→B→C,131,3698,102
55,17,C→Dust→A→C,120,4462,106
55,18,C→Dust→A→C,2252,4749,115
55,19,C→Dust→B→C,458,1826,120
55,20,C→Dust→B→C,1826,4030,120
55,21,C→Dust→A→C,4030,4811,120
55,22,C→Dust→B→C,174,2482,121
55,23,C→Dust→B→C,1587,2568,125
55,24,C→Dust→B→C,132,3965,128
55,25,C→Dust→B→C,3965,5156,128
55,26,C→Dust→B→C,285,3877,12
55,27,C→Dust→A→C,3877,4273,12
55,28,C→Dust→A→C,2950,3517,17
55,29,C→Dust→A→C,116,4458,27
55,30,C→Dust→A→C,1148,3131,156
55,31,C→Dust→A→C,174,1558,31
55,32,C→Dust→B→C,1558,3766,31
55,33,C→Dust→A→C,3766,4100,31
55,34,C→Dust→A→C,4100,5156,31
55,35,C→Dust→A→C,190,4721,40
55,36,C→Dust→A→C,4721,5046,40
55,37,C→Dust→B→C,91,3774,48
55,38,C→Dust→B→C,1826,4916,182
55,39,C→Dust→A→C,122,1913,186
55,40,C→Dust→A→C,813,1629,188
55,41,C→Dust→B→C,46,1084,67
55,42,C→Dust→B→C,81,4721,199
55,43,C→Dust→A→C,2049,3088,73
55,44,C→Dust→A→C,147,1535,74
55,45,C→Dust→A→C,1535,2942,74
55,46,C→Dust→B→C,163,2076,84
55,47,C→Dust→A→C,1410,2042,91
55,48,C→Dust→A→C,2042,3278,91
55,49,C→Dust→A→C,3278,4603,91
55,50,C→Dust→A→C,183,4932,100
55,51,C→Dust→B→C,169,4462,123
55,52,C→Dust→B→C,132,1606,124
55,53,C→Dust→A→C,1606,3700,124
55,54,C→Dust→B→C,3700,4246,124
55,55,C→Dust→B→C,4060,4479,127
55,56,C→Dust→A→C,335,2603,1
55,57,C→Dust→A→C,2603,3766,1
55,58,C→Dust→B→C,252,1558,4
55,59,C→Dust→B→C,1558,2999,4
55,60,C→Dust→A→C,288,2756,11
55,61,C→Dust→B→C,2756,3940,11
55,62,C→Dust→A→C,3698,4319,18
55,63,C→Dust→A→C,4319,5275,18
55,64,C→Dust→A→C,168,4605,150
55,65,C→Dust→B→C,78,3474,66
55,66,C→Dust→A→C,192,2638,95
55,67,C→Dust→A→C,2638,3774,95
55,68,C→Dust→A→C,3774,4169,95
55,69,C→Dust→B→C,147,3610,113
55,70,C→Dust→A→C,3610,4578,113
55,71,C→Dust→B→C,138,2049,114
55,72,C→Dust→B→C,2049,4234,114
55,73,C→Dust→A→C,354,2597,117
55,74,C→Dust→B→C,2597,3083,117
55,75,C→Dust→B→C,174,1907,122
55,76,C→Dust→A→C,1907,4914,122
55,77,C→Dust→B→C,216,2747,5
55,78,C→Dust→B→C,216,1697,28
55,79,C→Dust→B→C,98,2603,34
55,80,C→Dust→A→C,2603,4030,34
55,81,C→Dust→B→C,4030,5290,34
55,82,C→Dust→B→C,163,2111,92
55,83,C→Dust→B→C,1636,4497,112
55,84,C→Dust→A→C,4497,4849,112
55,85,C→Dust→B→C,219,3959,138
55,86,C→Dust→A→C,19,2020,163
55,87,C→Dust→A→C,192,2878,177
55,88,C→Dust→A→C,2878,3559,177
55,89,C→Dust→A→C,1658,2341,21
55,90,C→Dust→A→C,2341,3277,21
55,91,C→Dust→B→C,3277,4242,21
55,92,C→Dust→A→C,231,2143,41
55,93,C→Dust→B→C,2143,3517,41
55,94,C→Dust→B→C,936,1548,46
55,95,C→Dust→A→C,1548,2456,46
55,96,C→Dust→B→C,186,2125,64
55,97,C→Dust→A→C,2125,3360,64
55,98,C→Dust→A→C,3360,4035,64
55,99,C→Dust→B→C,12,4273,96
55,100,C→Dust→A→C,4273,4930,96
55,101,C→Dust→A→C,1772,3474,103
55,102,C→Dust→B→C,143,2387,160
55,103,C→Dust→A→C,2387,3230,160
55,104,C→Dust→B→C,3230,4210,160
55,105,C→Dust→B→C,1697,3470,180
55,106,C→Dust→B→C,3470,4749,180
55,107,C→Dust→B→C,42,3088,197
55,108,C→Dust→A→C,228,1931,49
55,109,C→Dust→A→C,1931,2387,49
55,110,C→Dust→B→C,2387,4849,49
55,111,C→Dust→A→C,1636,2076,75
