window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds
39,4985,3062,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.8049,-0.0599,1,51.6
40,4982,2982,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,3,1.9329,0.128,2,53.2
41,4982,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8467,-0.0862,2,54.0
42,4979,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8644,0.0176,1,56.7
43,4978,3057,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.8769,0.0126,1,53.1
44,4977,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.864,-0.013,1,51.9
45,4976,3022,1,0,1,5,0.32,2,0,0,0,0,0,0,0,3,1.8589,-0.0051,1,53.6
46,4974,3026,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8878,0.0289,1,53.5
47,4974,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,0.0872,2,55.9
48,4972,3103,1,0,1,3,0.6667,2,0,0,0,0,0,0,0,1,1.9893,0.0144,1,55.5
49,4971,3076,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9636,-0.0257,1,54.2
50,4970,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9787,0.0151,2,50.7
51,4968,3033,1,0,1,4,0.9,1,0,0,0,0,0,0,0,0,1.9787,0.0,1,45.7
52,4967,2921,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9532,-0.0255,1,45.5
53,4964,3030,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,1,1.9822,0.0291,2,47.5
54,4962,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.918,-0.0642,2,47.5
55,4961,3041,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.9369,0.0189,1,47.9
56,4961,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,-0.0294,1,47.7
57,4960,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8923,-0.0152,1,48.3
58,4959,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9094,0.0171,1,48.7
59,4957,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7938,-0.1156,1,48.0
60,4954,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7537,-0.04,1,48.0
61,4953,2923,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.7517,-0.002,1,48.3
62,4951,3074,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.8495,0.0978,1,48.4
63,4950,3035,1,0,1,5,0.2286,1,0,0,0,0,0,0,0,3,1.8284,-0.0211,2,48.1
64,4947,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8508,0.0224,2,47.9
65,4946,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8992,0.0485,1,48.7
66,4946,3045,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9369,0.0377,1,46.3
67,4946,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9086,-0.0283,1,48.2
68,4945,2996,3,0,3,4,0.9,1,0,0,0,0,0,0,0,1,1.9086,-0.0,1,47.9
69,4945,3057,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,2,1.8688,-0.0398,1,48.7
70,4944,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9788,0.11,2,47.6
71,4943,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9463,-0.0325,1,46.4
72,4943,3048,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,3,1.9981,0.0518,1,48.2
73,4941,3062,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.9884,-0.0096,1,47.6
74,4940,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9367,-0.0517,2,49.2
75,4939,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9518,0.0151,1,47.6
76,4939,2992,1,0,1,5,0.2857,2,0,0,0,0,0,0,0,3,1.9387,-0.0131,1,48.4
77,4937,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9461,0.0074,1,47.5
78,4935,3062,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9476,0.0016,1,47.9
79,4932,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9737,0.0261,1,48.3
80,4930,2925,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9091,-0.0646,1,47.1
81,4928,3007,1,0,1,5,0.9,1,0,0,0,0,0,0,0,3,1.9544,0.0453,1,49.7
82,4928,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9462,-0.0082,2,46.1
83,4927,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8992,-0.047,1,48.4
84,4927,2976,1,0,1,5,0.6,1,0,0,0,0,0,0,0,3,1.9322,0.033,1,48.1
85,4926,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8116,-0.1206,1,46.9
86,4925,3053,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.7081,-0.1035,1,47.7
87,4923,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8248,0.1167,1,46.5
88,4922,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8973,0.0725,1,47.8
89,4919,2990,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9431,0.0458,1,48.2
90,4919,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9766,0.0335,1,47.9
91,4919,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9621,-0.0145,1,48.4
92,4918,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9174,-0.0448,1,48.3
93,4918,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9505,0.0331,1,48.4
94,4918,2970,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9699,0.0194,1,46.6
95,4917,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,0.0086,1,47.4
96,4917,2987,1,0,1,5,0.96,1,0,0,0,0,0,0,0,1,1.9432,-0.0353,1,46.2
97,4916,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9576,0.0144,1,48.1
98,4914,3049,2,0,2,5,0.32,1,0,0,0,0,0,0,0,0,1.9852,0.0277,1,46.2
99,4914,3010,1,0,1,3,0.0,1,0,0,0,0,0,0,0,0,1.9794,-0.0059,1,48.2
100,4912,3070,2,0,2,4,2.0,1,0,0,0,0,0,0,0,1,1.9687,-0.0107,2,47.9
101,4912,3025,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9649,-0.0038,2,47.0
102,4910,3058,2,0,2,5,0.9143,1,0,0,0,0,0,0,0,3,1.9612,-0.0037,2,47.4
103,4910,3009,1,0,1,5,1.1429,1,0,0,0,0,0,0,0,3,1.9776,0.0163,2,45.9
104,4908,2977,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,1.9671,-0.0105,2,47.2
105,4907,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9569,-0.0102,2,47.9
106,4907,3051,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9794,0.0225,1,48.0
107,4906,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9527,-0.0266,1,47.6
108,4906,3013,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9855,0.0328,1,48.4
109,4904,2959,1,0,1,5,0.8,1,0,0,0,0,0,0,0,2,1.9853,-0.0002,1,48.2
110,4901,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9589,-0.0264,2,47.7
111,4899,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9337,-0.0252,1,48.6
112,4898,3008,1,0,1,5,1.25,1,0,0,0,0,0,0,0,3,1.9386,0.005,1,47.9
113,4896,3055,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9629,0.0243,1,47.4
114,4895,2958,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.9329,-0.03,2,46.7
115,4894,2965,1,0,1,5,1.5,1,0,0,0,0,0,0,0,1,1.9103,-0.0226,2,46.9
116,4891,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9049,-0.0054,2,47.7
117,4891,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.4457,1,47.3
118,4891,3003,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.8512,0.3921,1,45.9
119,4890,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9495,0.0982,1,48.0
120,4890,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9799,0.0304,1,47.2
121,4889,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0014,1,47.1
122,4888,3015,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9803,0.0019,1,46.9
123,4888,3020,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9725,-0.0079,1,47.9
124,4887,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9132,-0.0593,2,46.5
125,4887,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.819,-0.0941,1,46.1
126,4887,3030,2,0,2,5,1.6667,1,0,0,0,0,0,0,0,3,1.8513,0.0323,1,47.4
127,4887,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8823,0.031,1,47.4
128,4887,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8766,-0.0057,1,47.4
129,4887,2869,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,3,1.8986,0.022,1,47.8
130,4885,3072,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9108,0.0122,1,47.7
131,4884,3068,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.9197,0.0089,2,47.0
132,4882,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9464,0.0267,2,47.2
133,4880,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9166,-0.0298,1,46.3
134,4876,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9296,0.0129,1,49.5
135,4875,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9977,0.0681,1,46.2
136,4874,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9957,-0.002,1,47.6
137,4873,3054,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9494,-0.0463,1,48.2
138,4873,2976,1,0,1,4,0.25,1,0,0,0,0,0,0,0,3,1.9783,0.0289,1,47.9
139,4871,2992,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,1,1.9733,-0.0049,2,47.5
140,4868,3010,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9885,0.0152,2,46.4
141,4864,3042,1,0,1,4,1.3333,1,0,0,0,0,0,0,0,1,1.9733,-0.0152,2,47.0
142,4863,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9662,-0.0072,2,47.8
143,4862,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9785,0.0123,1,45.5
144,4861,2986,3,0,3,5,1.6667,1,0,0,0,0,0,0,0,3,1.9332,-0.0453,1,47.5
145,4860,3000,2,0,2,5,1.28,2,0,0,0,0,0,0,0,3,1.9799,0.0467,1,46.8
146,4860,2916,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9957,0.0159,2,47.8
147,4859,2951,2,0,2,4,0.6,1,0,0,0,0,0,0,0,3,1.9395,-0.0563,2,46.6
148,4858,2994,2,0,2,5,0.24,1,0,0,0,0,0,0,0,3,1.9332,-0.0063,2,47.6
149,4858,3005,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.948,0.0148,2,47.1
150,4857,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9539,0.0059,2,46.9
151,4856,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9636,0.0097,1,46.9
152,4854,2981,1,0,1,5,0.0,1,0,0,0,0,0,0,0,0,1.966,0.0024,1,45.5
153,4854,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9628,-0.0032,1,47.5
154,4852,2983,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9788,0.016,1,45.9
155,4851,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9919,0.0131,1,46.6
156,4849,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9766,-0.0153,1,46.3
157,4847,3000,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9904,0.0138,1,45.1
158,4847,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9569,-0.0335,1,47.3
159,4846,2921,2,0,2,5,1.0,1,0,0,0,0,0,0,0,1,1.9822,0.0254,1,46.1
160,4845,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9852,0.003,1,47.9
161,4843,3035,1,0,1,3,1.0,1,0,0,0,0,0,0,0,0,1.9656,-0.0196,1,45.9
162,4843,2938,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,0,1.9144,-0.0512,1,48.6
163,4842,2855,1,0,1,5,0.8,1,0,0,0,0,0,0,0,0,1.9352,0.0209,2,46.0
164,4841,2955,2,0,2,4,0.75,1,0,0,0,0,0,0,0,1,1.944,0.0088,2,46.1
165,4839,2952,1,0,1,3,0.6667,2,0,0,0,0,0,0,0,1,1.9628,0.0187,2,46.6
166,4838,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9094,-0.0534,2,45.2
167,4838,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8956,-0.0138,1,48.3
168,4835,2929,1,0,1,4,1.5,3,0,0,0,0,0,0,0,1,1.8742,-0.0214,1,44.3
169,4834,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9808,0.1066,1,48.2
170,4834,2960,2,0,2,5,0.25,1,0,0,0,0,0,0,0,0,1.9387,-0.0421,1,44.9
171,4833,3095,1,0,1,4,0.5,1,0,0,0,0,0,0,0,0,1.882,-0.0567,1,47.4
172,4832,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8238,-0.0582,2,46.3
173,4830,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8512,0.0274,1,45.6
174,4829,3007,1,0,1,5,0.72,1,0,0,0,0,0,0,0,0,1.9544,0.1032,1,47.6
175,4829,2935,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9406,-0.0138,1,46.0
176,4828,3032,2,0,2,4,1.0,1,0,0,0,0,0,0,0,3,1.904,-0.0367,2,48.0
177,4826,3006,2,0,2,5,1.0,2,0,0,0,0,0,0,0,3,1.9291,0.0251,2,45.5
178,4824,3040,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9543,0.0252,2,47.6
179,4823,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9539,-0.0004,2,45.6
180,4823,3013,1,0,1,5,0.72,1,0,0,0,0,0,0,0,3,1.9438,-0.0101,1,46.3
181,4823,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9569,0.0131,1,47.1
182,4821,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9299,-0.027,1,46.1
183,4818,3007,1,0,1,5,0.1778,1,0,0,0,0,0,0,0,3,1.9386,0.0087,1,48.0
184,4817,2852,3,0,3,5,0.48,2,0,0,0,0,0,0,0,1,1.9794,0.0407,1,44.4
185,4817,3049,1,0,1,4,1.125,1,0,0,0,0,0,0,0,1,1.9797,0.0004,2,47.6
186,4816,2913,2,0,2,5,0.2,1,0,0,0,0,0,0,0,1,1.9928,0.0131,2,45.3
187,4815,3037,1,0,1,4,1.5,2,0,0,0,0,0,0,0,3,1.9922,-0.0006,2,46.8
188,4814,2971,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9794,-0.0128,2,46.9
189,4812,2982,2,0,2,4,1.5,2,0,0,0,0,0,0,0,1,1.9345,-0.0449,2,46.9
190,4811,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8671,-0.0673,2,47.1
191,4809,3087,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,1,1.7997,-0.0674,1,46.8
192,4807,3000,1,0,1,4,0.1667,1,0,0,0,0,0,0,0,3,1.8877,0.0879,1,46.4
193,4806,2985,1,0,1,5,0.24,1,0,0,0,0,0,0,0,3,1.8163,-0.0714,2,45.7
194,4806,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8789,0.0626,2,46.8
195,4804,2951,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,1,1.9339,0.0549,1,46.1
196,4804,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9329,-0.0009,1,46.6
197,4802,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9467,0.0138,1,46.2
198,4802,3013,1,0,1,5,0.8,3,0,0,0,0,0,0,0,1,1.9756,0.0288,1,47.3
199,4801,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9185,-0.0571,1,45.8
200,4799,2912,1,0,1,3,0.2222,1,0,0,0,0,0,0,0,1,1.8764,-0.0421,1,46.0
