window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds
29,4998,3091,1,0,1,3,0.5333,1,0,0,0,0,0,0,0,3,1.9495,-0.0398,1,50.0
30,4997,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9086,-0.0408,2,48.8
31,4996,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8863,-0.0223,1,50.6
32,4993,3010,1,0,1,4,0.25,1,0,0,0,0,0,0,0,1,1.9174,0.031,1,50.4
33,4993,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8732,-0.0441,1,52.4
34,4992,3026,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9591,0.0859,1,51.4
35,4991,3044,1,0,1,5,0.0,3,0,0,0,0,0,0,0,3,1.9928,0.0336,1,51.6
36,4991,3075,1,0,1,5,0.32,1,0,0,0,0,0,0,0,3,1.9911,-0.0017,2,54.3
37,4991,3060,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9803,-0.0107,2,54.3
38,4991,3113,1,0,1,3,0.1667,1,0,0,0,0,0,0,0,3,1.9591,-0.0212,2,54.2
39,4988,3183,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.957,-0.0021,2,53.2
40,4987,3082,2,0,2,5,0.9,1,0,0,0,0,0,0,0,3,1.9269,-0.0302,2,52.3
41,4987,3026,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9837,0.0568,2,53.6
42,4987,3072,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,3,1.9822,-0.0014,2,54.7
43,4987,3012,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.957,-0.0252,2,55.6
44,4987,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9369,-0.0201,2,54.7
45,4986,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.693,-0.2439,1,54.5
46,4985,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5099,-0.1832,1,54.5
47,4984,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5452,0.0353,1,54.5
48,4981,2985,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.4605,-0.0847,1,54.8
49,4979,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7274,0.2669,1,51.7
50,4979,3081,3,0,3,5,1.5,1,0,0,0,0,0,0,0,1,1.8262,0.0988,1,49.8
51,4978,3160,1,0,1,4,0.6,2,0,0,0,0,0,0,0,1,1.9134,0.0871,1,47.2
52,4978,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8813,-0.0321,2,47.0
53,4978,3078,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.9197,0.0384,1,48.0
54,4978,3015,2,0,2,4,0.5,1,0,0,0,0,0,0,0,3,1.9086,-0.0111,1,47.1
55,4976,3038,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.8397,-0.0689,2,48.4
56,4976,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9086,0.0689,2,47.2
57,4974,3135,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.9689,0.0603,1,48.6
58,4974,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9269,-0.042,1,46.8
59,4972,3035,2,0,2,5,0.1778,1,0,0,0,0,0,0,0,3,1.8792,-0.0477,1,47.6
60,4971,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7465,-0.1327,1,48.0
61,4969,3023,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.8337,0.0873,1,46.4
62,4968,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9142,0.0804,1,48.5
63,4967,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9133,-0.0009,1,46.7
64,4965,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8783,-0.035,1,48.6
65,4963,3007,2,0,2,6,0.8889,1,0,0,0,0,0,0,0,1,1.8704,-0.0079,1,47.6
66,4961,3037,1,0,1,5,0.96,2,0,0,0,0,0,0,0,1,1.8557,-0.0148,1,48.2
67,4961,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8498,-0.0059,2,48.6
68,4960,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8372,-0.0125,1,47.5
69,4960,3038,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.8215,-0.0157,1,48.3
70,4958,3025,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9054,0.0839,1,47.7
71,4956,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8194,-0.086,2,49.1
72,4956,3092,3,0,3,5,2.0,1,0,0,0,0,0,0,0,1,1.9525,0.1331,1,47.7
73,4955,3131,1,0,1,4,1.2,1,0,0,0,0,0,0,0,3,1.9334,-0.0191,1,49.2
74,4954,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9256,-0.0078,2,47.4
75,4953,3119,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,1,1.9109,-0.0146,1,47.7
76,4952,3039,1,0,1,5,0.16,1,0,0,0,0,0,0,0,1,1.914,0.0031,1,48.4
77,4951,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9502,0.0362,2,47.8
78,4951,3078,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,3,1.9436,-0.0065,1,48.6
79,4951,3092,2,0,2,4,0.25,1,0,0,0,0,0,0,0,3,1.8992,-0.0444,1,48.0
80,4950,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8861,-0.0131,2,48.0
81,4947,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7927,-0.0934,1,47.7
82,4947,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9057,0.113,1,46.8
83,4946,3105,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9427,0.0371,1,47.9
84,4946,3000,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9476,0.0049,1,46.8
85,4946,2956,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9872,0.0396,2,47.3
86,4946,3000,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9964,0.0092,2,46.6
87,4944,3079,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.9871,-0.0093,2,48.5
88,4942,3036,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9932,0.0061,2,47.8
89,4941,3098,1,0,1,3,1.0,1,0,0,0,0,0,0,0,1,1.992,-0.0012,2,47.9
90,4941,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9941,0.0021,2,48.5
91,4941,3018,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9742,-0.0199,1,47.9
92,4941,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9127,-0.0614,1,47.8
93,4941,3046,3,0,3,5,0.7111,2,0,0,0,0,0,0,0,3,1.9219,0.0092,1,48.0
94,4940,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9438,0.0218,1,48.4
95,4938,2943,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9054,-0.0383,1,47.6
96,4937,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9352,0.0298,1,48.1
97,4935,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9713,0.0361,1,46.9
98,4934,2939,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9438,-0.0276,1,47.0
99,4933,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8618,-0.0819,1,46.7
100,4933,3073,3,0,3,5,1.28,1,0,0,0,0,0,0,0,3,1.7051,-0.1567,1,47.0
101,4933,2943,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9489,0.2438,1,48.3
102,4933,3020,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9705,0.0216,2,46.0
103,4931,3126,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.9468,-0.0236,2,47.2
104,4928,3105,2,0,2,5,0.3333,1,0,0,0,0,0,0,0,1,1.968,0.0212,2,48.0
105,4924,3085,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.9519,-0.0161,2,47.3
106,4922,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9161,-0.0358,2,46.5
107,4920,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8577,-0.0584,1,47.5
108,4919,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9246,0.067,1,48.1
109,4914,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9236,-0.001,1,45.7
110,4913,3053,2,0,2,5,0.48,1,0,0,0,0,0,0,0,1,1.8987,-0.0249,1,47.4
111,4911,3012,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,1,1.945,0.0463,1,47.2
112,4908,2964,1,0,1,3,0.1667,1,0,0,0,0,0,0,0,1,1.9575,0.0125,2,47.3
113,4906,2961,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9094,-0.0482,2,46.9
114,4904,2941,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,2,1.9094,0.0,2,48.2
115,4903,2988,2,0,2,4,1.0,1,0,0,0,0,0,0,0,1,1.9369,0.0276,2,47.7
116,4902,2978,2,0,2,5,0.0,1,0,0,0,0,0,0,0,1,1.9576,0.0206,2,47.2
117,4899,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957,-0.0005,2,48.0
118,4898,3063,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.9968,0.0397,1,47.1
119,4898,2888,2,0,2,4,1.125,1,0,0,0,0,0,0,0,3,1.9875,-0.0093,1,46.1
120,4898,3099,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.9902,0.0027,2,47.8
121,4898,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9794,-0.0108,2,48.0
122,4898,2908,1,0,1,5,0.2,1,0,0,0,0,0,0,0,1,1.9919,0.0125,1,47.7
123,4897,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9943,0.0025,1,47.9
124,4896,3009,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9446,-0.0497,1,47.2
125,4895,3061,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,3,1.9629,0.0183,1,48.0
126,4893,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9386,-0.0243,2,47.5
127,4891,3013,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.9419,0.0033,1,45.9
128,4890,3008,2,0,2,4,1.2,1,0,0,0,0,0,0,0,3,1.9788,0.0369,1,46.9
129,4890,2999,1,0,1,5,0.5714,1,0,0,0,0,0,0,0,3,1.9698,-0.0089,2,47.7
130,4889,2993,1,0,1,5,0.64,2,0,0,0,0,0,0,0,3,1.9628,-0.0071,2,46.9
131,4889,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9788,0.016,2,47.7
132,4889,2996,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.9841,0.0053,1,46.1
133,4889,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9899,0.0058,1,48.3
134,4889,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9167,-0.0732,1,46.8
135,4889,3034,2,0,2,5,0.2667,1,0,0,0,0,0,0,0,0,1.8956,-0.0211,1,46.5
136,4888,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9678,0.0722,1,47.1
137,4887,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9628,-0.005,1,47.8
138,4886,3016,3,0,3,3,1.3333,1,0,0,0,0,0,0,0,3,1.9888,0.026,1,47.8
139,4883,2981,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9661,-0.0227,1,47.1
140,4882,2979,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.9622,-0.0038,2,46.3
141,4880,2961,1,0,1,5,0.6667,1,0,0,0,0,0,0,0,3,1.9638,0.0015,2,46.3
142,4879,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9542,-0.0096,2,48.1
143,4877,3068,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.975,0.0208,1,46.3
144,4875,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9946,0.0196,1,48.6
145,4872,3062,2,0,2,4,1.5,1,0,0,0,0,0,0,0,1,1.9888,-0.0058,1,45.8
146,4871,2964,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9893,0.0005,1,48.2
147,4866,3009,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.9914,0.0021,2,45.2
148,4865,2932,2,0,2,5,0.8,2,0,0,0,0,0,0,0,1,1.9932,0.0017,2,47.3
149,4863,3080,2,0,2,5,0.5333,1,0,0,0,0,0,0,0,1,1.9667,-0.0265,2,46.4
150,4862,3040,2,0,2,5,0.9,1,0,0,0,0,0,0,0,3,1.937,-0.0297,2,46.3
151,4861,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.944,0.007,2,47.1
152,4858,3037,2,0,2,5,0.8,1,0,0,0,0,0,0,0,1,1.9583,0.0143,1,45.6
153,4856,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9785,0.0202,1,47.6
154,4855,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9908,0.0123,1,45.6
155,4854,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,-0.0038,1,48.3
156,4848,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9964,0.0094,1,46.4
157,4846,3006,1,0,1,5,0.9,2,0,0,0,0,0,0,0,3,1.9781,-0.0183,1,47.1
158,4845,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9591,-0.019,1,47.4
159,4845,2983,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.9198,-0.0394,1,46.4
160,4843,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8911,-0.0287,1,47.8
161,4841,2889,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.8735,-0.0176,1,45.1
162,4840,2987,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.8774,0.0039,1,48.0
163,4839,3003,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,3,1.8702,-0.0071,2,46.1
164,4838,2957,1,0,1,4,0.6429,2,0,0,0,0,0,0,0,3,1.9197,0.0495,2,45.8
165,4838,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9492,0.0295,2,47.2
166,4838,3001,2,0,2,5,0.72,1,0,0,0,0,0,0,0,3,1.9464,-0.0028,1,46.6
167,4835,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9727,0.0263,1,46.9
168,4835,2915,2,0,2,5,0.3,1,0,0,0,0,0,0,0,3,1.9489,-0.0238,1,45.2
169,4834,2970,1,0,1,5,0.6,2,0,0,0,0,0,0,0,3,1.9125,-0.0364,1,47.9
170,4831,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8854,-0.0272,2,46.0
171,4831,2952,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,1,1.9679,0.0826,1,46.8
172,4829,2832,3,0,3,4,1.5,1,0,0,0,0,0,0,0,3,1.9918,0.0238,1,45.9
173,4828,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9893,-0.0025,2,46.7
174,4826,2924,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.981,-0.0083,1,46.1
175,4822,2924,2,0,2,5,2.0,1,0,0,0,0,0,0,0,2,1.9893,0.0083,1,45.5
176,4818,2984,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9256,-0.0637,2,47.1
177,4818,3020,2,0,2,5,1.2,2,0,0,0,0,0,0,0,0,1.9417,0.0161,2,46.8
178,4814,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9223,-0.0194,2,46.7
179,4808,2899,2,0,2,5,0.8,1,0,0,0,0,0,0,0,1,1.8423,-0.0799,1,46.4
180,4803,3083,1,0,1,4,0.4,1,0,0,0,0,0,0,0,1,1.8626,0.0202,1,47.6
181,4798,3040,1,0,1,4,0.1875,1,0,0,0,0,0,0,0,3,1.8707,0.0081,2,45.2
182,4795,2935,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.8185,-0.0522,2,46.6
183,4790,2920,1,0,1,5,0.6857,1,0,0,0,0,0,0,0,1,1.8625,0.044,2,46.6
184,4784,2983,5,0,5,5,2.0,2,0,0,0,0,0,0,0,2,1.9102,0.0477,2,46.5
185,4781,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9463,0.0361,2,46.6
186,4775,2864,1,0,1,3,0.5333,1,0,0,0,0,0,0,0,1,1.9254,-0.0209,1,46.4
187,4766,2963,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,0,1.8866,-0.0388,1,46.5
188,4763,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9544,0.0677,2,45.7
189,4760,2893,2,0,2,5,0.5333,1,0,0,0,0,0,0,0,1,1.9785,0.0241,1,47.2
190,4758,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9774,-0.0011,1,46.8
191,4757,2891,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,1,1.9794,0.0019,1,47.3
192,4754,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9329,-0.0464,1,45.0
193,4754,2887,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8216,-0.1113,1,44.5
194,4753,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8149,-0.0067,1,47.0
195,4750,3018,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9291,0.1141,1,46.0
196,4749,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.898,-0.031,1,47.3
197,4749,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8919,-0.0061,1,44.9
198,4747,2890,1,0,1,3,1.0,1,0,0,0,0,0,0,0,3,1.7935,-0.0984,1,46.0
199,4746,2961,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.8908,0.0973,1,46.4
200,4745,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8956,0.0048,2,43.5
