seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
13,1,0,2059,56.7885,1.5845,4,0,1.0,1,0,0,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0
13,2,0,2007,56.0019,1.5848,6,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0
13,3,0,2082,58.1932,1.5848,6,0,1.0,1,0,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,4,0,2086,58.6175,1.5513,5,0,1.0,1,3,1,0.0,0,0,0,A,B,C,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,5,0,2054,58.1287,1.557,4,0,1.0,1,1,1,0.5,1,0,0,A,B,A,B,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
13,6,0,2140,60.3747,1.531,8,0,1.0,1,4,1,1.2247,0,0,0,A,B,A,C,3,2,0,3,2,0,1,0,0,1,0,0,1,0,0
13,7,1,2086,58.8006,1.4888,4,0,1.0,1,4,1,0.0,0,0,0,A,C,A,C,2,0,1,2,0,1,2,0,1,2,0,1,1,0,0
13,8,1,2030,56.0723,1.584,7,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,2,0,1,2,0,1,2,0,1,1,0,1,1,0,1
13,9,0,2098,57.2189,1.5653,5,0,1.0,1,3,1,0.0,0,0,0,A,B,A,C,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13,10,0,2094,58.6777,1.5629,6,0,1.0,1,1,1,0.0,1,0,1,A,B,A,C,4,2,0,4,2,0,3,2,0,2,2,0,2,2,0
13,11,0,1983,54.9737,1.5729,2,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,0,1956,55.427,1.5817,5,0,1.0,1,4,1,1.2247,0,0,0,A,B,A,B,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0
13,13,0,2159,58.6413,1.5755,2,0,1.0,1,4,1,0.0,0,0,0,A,B,A,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,0,1982,56.5929,1.5824,10,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,4,0,1,3,0,0,1,0,0,1,0,0,1,0,0
13,15,0,2009,54.4785,1.4874,1,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,16,0,2019,55.1533,1.5686,2,0,1.0,1,4,1,2.0,0,0,0,A,B,A,B,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0
13,17,1,2059,60.3574,1.5596,9,0,1.0,1,4,0,0.0,0,0,0,A,C,A,B,3,0,2,2,0,1,2,0,1,2,0,1,1,0,1
13,18,0,2055,56.0821,1.547,3,0,1.0,1,3,1,2.0,0,0,0,C,C,A,B,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,19,0,1999,54.2421,1.5566,1,0,1.0,1,4,0,0.0,0,0,0,C,B,C,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20,0,2091,57.9654,1.5382,4,0,1.0,1,4,0,0.0,0,0,0,A,B,C,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,21,0,1994,55.6806,1.4926,1,0,1.0,1,3,1,0.0,0,0,0,C,B,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,0,2046,59.6799,1.5749,7,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,3,0,0,2,0,0,2,0,0,1,0,0,0,0,0
13,23,0,2092,58.1408,1.5807,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,C,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0
13,24,0,2061,57.2557,1.5529,5,0,1.0,1,4,1,0.5714,2,0,0,A,B,A,B,2,2,0,2,2,0,2,2,0,1,1,0,1,0,0
13,25,0,2000,53.8599,1.5302,3,0,1.0,1,1,1,0.0,1,0,0,A,B,A,B,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
